word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
brownish,Somewhat brown in color; tending toward brown,/ˈbraʊnɪʃ/,"From brown + -ish, meaning 'somewhat brown'","BROWNISH: Basic Really - Obviously earth-like color, Wood Natural color, Never bright, Including Some brown coloring, Something almost brown, Having partial brown color",The old photograph had a _____ tint from age.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
brucellosis,A bacterial infection transmitted from animals to humans,/ˌbrusəˈloʊsɪs/,"Named after David Bruce, British physician who discovered the bacterium","BRUCELLOSIS: Bad Really - Unfortunately serious infection, Contracted from animals, Everyone Learns about disease, Livestock Often transmit disease, Obviously Serious medical condition, Including Scientific medical diagnosis, Something dangerous",The veterinarian tested the cattle for _____.,Claude,Claude,Claude,,Intermediate,1.2,4.0,1.0,3.0,False
brucellosiswasteweir,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
bruise,An injury appearing as an area of discolored skin; to injure,/bruz/,From Old French bruisier meaning 'to break' or 'to crush',"BRUISE: Bad Really - Unfortunately painful injury, Including Skin discoloration, Everyone knows this injury",The fall left a large purple _____ on her knee.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.5,False
bruja,Spanish word for witch; a woman who practices witchcraft,/ˈbruhə/,"From Spanish bruja meaning 'witch', possibly from Celtic origin","BRUJA: Basic Really - Usually Spanish witch, Jokingly Accused of magic powers","In the folklore, the _____ lived alone in the forest.",Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
brujaupsilon,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
brume,"Mist or fog, especially a heavy mist",/brum/,"From French brume meaning 'mist', from Latin bruma meaning 'winter'","BRUME: Basic Really - Usually thick Mist, Everyone knows foggy weather",The morning _____ obscured the distant mountains.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
bruschetta,Italian appetizer of grilled bread topped with tomatoes and herbs,/bruˈskɛtə/,"From Italian bruschetta, from bruscare meaning 'to roast over coals'","BRUSCHETTA: Beautiful Really - Usually Italian appetizer, Something Cooked bread, Having Everyone enjoying food, Everyone Tastes delicious food, Tomatoes And bread",The restaurant served _____ with fresh basil and olive oil.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
brush,A tool with bristles for cleaning or painting; to clean or touch lightly,/brʌʃ/,From Old French broisse meaning 'brushwood',"BRUSH: Basic Really - Usually for cleaning teeth, Something Having bristles",She used a soft _____ to paint the delicate details.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
brusk,Abrupt or offhand in speech or manner; brusque,/brʌsk/,From French brusque meaning 'rough' or 'sharp',"BRUSK: Bad Really - Usually rude behavior, Something Keeping people away",His _____ manner made customers feel unwelcome.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
brusque,Abrupt or offhand in speech or manner,/brʌsk/,From French brusque meaning 'rough' or 'sharp',"BRUSQUE: Bad Really - Usually rude behavior, Something Keeping people away, Quite Unpleasant behavior, Everyone dislikes rudeness",The doctor's _____ bedside manner upset the patients.,Claude,Claude,Claude,,Intermediate,2.5,3.0,1.0,2.0,False
brut,"Very dry, especially referring to champagne or sparkling wine",/brut/,From French brut meaning 'raw' or 'unrefined',"BRUT: Basic Really - Usually dry champagne, Totally sophisticated wine",The _____ champagne was perfectly dry for the celebration.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
bruxism,"The habit of grinding or clenching teeth, especially during sleep",/ˈbrʌksɪzəm/,From Greek brychein meaning 'to gnash the teeth' + -ism,"BRUXISM: Bad Really - Unfortunately teeth grinding, eXtremely annoying habit, Including Sleep problems, Something Many people do",The dentist recommended a night guard to prevent _____.,Claude,Claude,Claude,,Beginner,2.0,3.0,1.0,2.0,False
bubble,A thin sphere of liquid enclosing air; to form bubbles,/ˈbʌbəl/,"From Middle English bobel, possibly imitative of bubbling sound","BUBBLE: Basic Really - Usually round air pocket, Bouncing Beautifully in water, Lots of children love playing, Everyone knows soap bubbles",Children delighted in chasing the soap _____s across the yard.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
bubbly,Full of bubbles; cheerful and enthusiastic,/ˈbʌbli/,"From bubble + -y, meaning 'full of bubbles' or 'like bubbles'","BUBBLY: Basic Really - Usually cheerful personality, Bouncing with energy, Bringing Lots of happiness, Year-round positive energy",Her _____ personality made everyone smile at the party.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.0,False
bubonic,Relating to or suffering from bubonic plague,/buˈbɑnɪk/,From Greek boubon meaning 'groin' (where swellings occur) + -ic,"BUBONIC: Bad Really - Unfortunately serious disease, Bringing Obviously terrible plague, Obviously Never wanted disease, Including Contagious illness, Creating historic pandemics",The _____ plague devastated Europe in the 14th century.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
bucatini,A thick spaghetti-like pasta with a hole through the center,/ˌbukəˈtini/,"From Italian bucatini, from buco meaning 'hole' + -ini diminutive suffix","BUCATINI: Beautiful Usually - Circular hole Through pasta, And Traditional Italian cuisine, Never solid pasta, Including hollow center",The chef prepared _____ all'amatriciana with pancetta and tomatoes.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
buccal,Relating to the cheek or mouth cavity,/ˈbʌkəl/,From Latin bucca meaning 'cheek' + -al suffix,"BUCCAL: Basic Usually - Concerning mouth area, Concerning cheeks And oral cavity, Linking mouth anatomy",The dentist examined the _____ surfaces of her molars.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
buccaneer,"A pirate, especially one operating in the Caribbean",/ˌbʌkəˈnɪr/,"From French boucanier, from boucan meaning 'barbecue' (used by pirates to smoke meat)","BUCCANEER: Bold Usually - Constantly sailing ships, And Never working legally, Everyone Expects pirate behavior, Everyone Recognizes sea pirates",The legendary _____ sailed the Caribbean in search of treasure.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.3,2.0,False
buckeye,A North American tree or its nut; a person from Ohio,/ˈbʌkˌaɪ/,"From buck (male deer) + eye, referring to the resemblance of the nut to a deer's eye","BUCKEYE: Basic Usually - Concerning Ohio residents, Keeping Everyone knowing state identity, Everyone Yearns for Ohio pride, Everyone knows Ohio nickname",The _____ tree produced glossy brown nuts in the fall.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,3.0,False
buckle,A clasp for fastening; to fasten with a buckle; to bend or warp,/ˈbʌkəl/,From Old French bocle meaning 'boss of a shield',"BUCKLE: Basic Usually - Clothing fastener, Keeping belts secure, Letting Everyone fasten things, Everyone knows belt fastener",The old leather belt had a tarnished silver _____.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
bucolic,Relating to rural life; idyllically pastoral,/buˈkɑlɪk/,"From Latin bucolicus, from Greek boukolikos meaning 'of herdsmen'","BUCOLIC: Beautiful Usually - Countryside scenery, Obviously Lovely rural life, Including Country living, Creating peaceful atmosphere",The _____ landscape featured rolling hills and grazing sheep.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
buddhism,A religion and philosophy based on the teachings of Buddha,/ˈbudɪzəm/,"From Buddha + -ism, where Buddha means 'enlightened one' in Sanskrit","BUDDHISM: Basic Usually - Demonstrating enlightenment, Demonstrating Harmony and peace, Including Spiritual meditation, Something Many people practice",She studied _____ to better understand meditation practices.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,5.0,False
budgereegah,"Alternative spelling of budgerigar, a small Australian parakeet",/ˈbʌdʒərɪˌɡɑ/,"From Aboriginal Australian betcherrygah, referring to the small parrot","BUDGEREEGAH: Beautiful Usually - Definitely colorful bird, Generally Everyone admires pet birds, Everyone Recognizes small parrots, Everyone Gets Along with pet birds, And Having bright feathers",The _____ chirped melodiously in its cage.,Claude,Claude,Claude,,Intermediate,1.7,4.0,1.0,3.0,False
budgerigar,"A small Australian parakeet, popular as a pet bird",/ˈbʌdʒərɪˌɡɑr/,"From Aboriginal Australian betcherrygah, referring to the small parrot","BUDGERIGAR: Beautiful Usually - Definitely colorful bird, Generally Everyone admires pet birds, Everyone Recognizes small parrots, Including small Green colors, And Really bright feathers",The blue _____ learned to mimic several words.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.0,3.0,False
budgerygah,"Alternative spelling of budgerigar, a small Australian parakeet",/ˈbʌdʒərɪˌɡɑ/,"From Aboriginal Australian betcherrygah, referring to the small parrot","BUDGERYGAH: Beautiful Usually - Definitely colorful bird, Generally Everyone admires pet birds, Everyone Recognizes small parrots, Year-round Good pet birds, And Having bright feathers",The pet _____ entertained children with its playful antics.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.0,3.0,False
buffa,"In opera, a comic female role or style",/ˈbufə/,"From Italian buffa, feminine of buffo meaning 'comic'","BUFFA: Beautiful Usually - Funny opera character, Funny Acting style","The soprano excelled in _____ roles, bringing humor to every performance.",Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
buffet,A meal where food is served from a table for self-service; to strike repeatedly,"/bəˈfeɪ/ (meal), /ˈbʌfɪt/ (strike)",From French buffet meaning 'sideboard' or 'to strike',"BUFFET: Basic Usually - Food service style, Feeding Everyone Together, Everyone Takes what they want",The hotel offered an extensive breakfast _____ every morning.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
buffoonery,Behavior that is ridiculous but amusing; clownish acts,/bəˈfunəri/,"From buffoon + -ery, where buffoon comes from French bouffon meaning 'jester'","BUFFOONERY: Basic Usually - Funny behavior, Funny actions, Obviously Obvious comedy, Never Educated behavior, Everyone Recognizes clown behavior, Year-round silly antics",The children giggled at the clown's ridiculous _____.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.3,2.0,False
buffooneryorganized,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
bugaboo,An object of fear or concern; something that causes anxiety,/ˈbʌɡəˌbu/,Probably from bug (ghost) + boo (exclamation used to frighten),"BUGABOO: Bad Usually - Generally scary thing, And Bothering people, Obviously Obviously frightening, Obviously scary monster",Public speaking was her biggest _____ throughout college.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,3.0,False
bugle,A brass musical instrument; to play a bugle,/ˈbjuɡəl/,From Old French bugle meaning 'wild ox horn',"BUGLE: Basic Usually - Great musical instrument, Loud military instrument, Everyone knows military calls",The soldier played taps on his _____ at the memorial service.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
build,To construct or assemble; the physical structure of a person,/bɪld/,From Old English byldan meaning 'to construct',"BUILD: Basic Usually - Important construction work, Lots of planning, Designing structures",They decided to _____ a new house on the vacant lot.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
building,A structure with walls and a roof; the act of constructing,/ˈbɪldɪŋ/,"From build + -ing, referring to the act or result of building","BUILDING: Basic Usually - Important structure work, Lots of planning, Designing structures, Including construction work, Never Getting old, Getting everyone shelter",The historic _____ was carefully restored to its original beauty.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.0,False
bulbous,Having a rounded swelling shape; resembling a bulb,/ˈbʌlbəs/,"From Latin bulbosus, from bulbus meaning 'bulb'","BULBOUS: Basic Usually - Large round shape, Bulging Obviously, Obviously Unlike normal shape, Something swollen looking",The cartoon character had a _____ red nose.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.3,2.0,False
bulghur,"Alternative spelling of bulgur, cracked wheat used in Middle Eastern cooking",/ˈbʊlɡər/,From Turkish bulgur meaning 'bruised grain',"BULGHUR: Basic Usually - Lots of nutrition, Great Healthy food, Usually healthy Recipes",The tabbouleh was made with fresh _____ and herbs.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,5.0,False
bulgogi,A Korean dish of marinated grilled beef,/bʊlˈɡoʊɡi/,"From Korean bulgogi, from bul 'fire' + gogi 'meat'","BULGOGI: Beautiful Usually - Lots of flavor, Grilled Obviously delicious meat, Obviously Great Korean dish, Including amazing taste",The restaurant's _____ was tender and perfectly seasoned.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
bulgur,"Cracked wheat that has been parboiled, used in Middle Eastern cooking",/ˈbʊlɡər/,From Turkish bulgur meaning 'bruised grain',"BULGUR: Basic Usually - Lots of nutrition, Great healthy food, Usually healthy Recipes",She prepared a nutritious pilaf using _____ and vegetables.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,5.0,False
bulwark,A defensive wall; something that acts as a defense or protection,/ˈbʊlwərk/,"From Middle Dutch bolwerk, from bole 'tree trunk' + werk 'work'","BULWARK: Basic Usually - Lots of protection, Working Against attacks, And Really strong defense, Keeping everyone safe",The Constitution serves as a _____ against tyranny.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
bumblebee,A large fuzzy bee that makes a loud humming sound,/ˈbʌmbəlˌbi/,"From bumble (to buzz) + bee, referring to the buzzing sound it makes","BUMBLEBEE: Basic Usually - Making buzzing sounds, Bouncing Between flowers, Lots of pollinating work, Everyone Brings flowers pollen, Everyone Enjoys garden visitors, Everyone knows fuzzy bees",The fat _____ buzzed from flower to flower in the garden.,Claude,Claude,Claude,,Intermediate,2.5,4.0,1.0,3.0,False
