word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,definition_source,pronunciation_source,etymology_source,memory_tip_source,example_sentence_source,source_difficulty,years,source_files,is_error,error_message
diversity,"The state of being diverse; a range of different things or people. Refers to variety in race, ethnicity, culture, ideas, or other characteristics.",noun,die-VUR-si-tee (emphasis on second syllable),"From Latin ""diversitas"" meaning ""difference, variety"" (from diversus ""different""). Social and general terminology.",Latin,The university celebrated its cultural _____ with an international food festival.,"Remember ""die-VERSity"" - like different ""verses"" in a poem, diversity means having many different types together.",10,9,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
divestiture,"The action of selling off business interests or investments; the process of getting rid of something, especially assets or subsidiaries.",noun,die-VEST-i-chur (emphasis on second syllable),"From ""divest"" (to strip, deprive) + ""-iture"" suffix. Business and legal terminology about removing investments.",English formation from Latin roots,The corporation announced the _____ of its unprofitable retail division.,"Think ""die-VESTiture"" - removing your ""vest"" (investment), taking off what you previously wore or owned.",10,2,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,False,
divided,Separated into parts; having conflicting opinions or loyalties; split or partitioned. Can refer to physical separation or disagreement.,"adjective, verb",dih-VYE-ded (emphasis on second syllable),"From Latin ""dividere"" meaning ""to separate"" (dis- ""apart"" + root related to ""widow""). Past tense of divide.",Latin,The committee was _____ on whether to approve the new budget proposal.,"Remember ""dih-VIDed"" - like a ""video"" split into parts, something separated or disagreeing.",10,9,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
divination,"The practice of seeking knowledge of the future or unknown through supernatural means; fortune-telling or prophecy using various methods like cards, crystals, or omens.",noun,div-uh-NAY-shun (emphasis on third syllable),"From Latin ""divinatio"" meaning ""prophecy"" (from divinus ""divine""). Religious and mystical terminology.",Latin,Ancient priests practiced _____ by interpreting the flight patterns of birds.,"Think ""div-ination"" - ""divine"" knowledge about the future, using supernatural methods to predict what's coming.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
divine,"Having the nature of a god; excellent or delightful; to discover through intuition or insight. Can mean godly, wonderful, or to figure out.","adjective, verb",dih-VYNE (emphasis on second syllable),"From Latin ""divinus"" meaning ""of or belonging to a god"" (from divus ""god""). Religious and general terminology.",Latin,The chef's chocolate cake was absolutely _____.,"Remember ""dih-VINE"" - like a ""vine"" that connects to heaven, something godly or wonderfully perfect.",10,9,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
divot,A piece of turf dug out by a golf club in making a stroke; a clump of earth and grass torn up by impact. Golf terminology for displaced grass.,noun,DIV-ut (emphasis on first syllable),"Scottish origin, possibly related to ""divide."" Golf terminology that entered general English usage.",Scottish,The golfer carefully replaced the _____ after his shot to maintain the course.,"Think ""DIV-ot"" - you ""divide"" the grass, creating a clump of turf that flies out when you hit the golf ball.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
divulge,To make known private or secret information; to reveal or disclose something that was previously hidden or confidential.,verb,dih-VULJ (emphasis on second syllable),"From Latin ""divulgare"" meaning ""to publish abroad"" (dis- ""widely"" + vulgare ""to make common""). About spreading information.",Latin,The witness refused to _____ the location where she had seen the suspect.,"Remember ""dih-VULGE"" - to make something ""vulgar"" (common) by sharing secrets that should stay private.",10,6,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
divvy,To divide and distribute; to share out portions of something among several people. Informal term for splitting something up.,"verb, noun",DIV-ee (emphasis on first syllable),"Short for ""divide."" Informal American English formation, possibly from ""dividend.""",English (informal),The children decided to _____ up the Halloween candy equally among themselves.,"Think ""DIV-vy"" - short for ""divide,"" when you ""div"" (divide) things up into portions to share.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee,2020; 2021; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
divvyfatuously,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022; 2023,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,True,"Combined word error: ""divvyfatuously"" appears to be ""divvy"" + ""fatuously"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
djibouti,"A country in the Horn of Africa, located at the southern entrance to the Red Sea. A small nation bordered by Eritrea, Ethiopia, and Somalia, with strategic importance for maritime trade.",noun (proper),jih-BOO-tee (emphasis on second syllable),From the Afar people's name for the area. Geographic proper noun from indigenous African languages.,Afar (African language),The port city of _____ serves as an important shipping hub for the Red Sea region.,"Remember ""jih-BOOti"" - sounds like ""ji-booty,"" the African nation at the ""booty"" end of the Red Sea.",10,4,2,3,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
docket,A list of cases to be heard by a court; an agenda or schedule of business to be conducted. Legal terminology for court schedules.,"noun, verb",DOK-it (emphasis on first syllable),"Possibly from ""dock"" (to cut short) + diminutive ""-et."" Originally a summary or abstract of a larger document.",English,The judge reviewed the court _____ to see which cases would be heard that day.,"Think ""DOCKet"" - like a ""dock"" where ships line up, a docket is where legal cases line up to be heard.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
doctor,A person who is qualified to treat medical conditions; someone who holds a doctoral degree; to alter or tamper with something.,"noun, verb",DOK-ter (emphasis on first syllable),"From Latin ""doctor"" meaning ""teacher"" (from docere ""to teach""). Originally meant a learned person or teacher.",Latin,The _____ carefully examined the patient's symptoms before making a diagnosis.,"Simple ""DOCtor"" - someone who has the ""docs"" (documents/degrees) showing they're qualified to heal.",10,9,2,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
documentaries,Plural of documentary; factual films or television programs that document reality for instruction or historical record. Non-fiction media presentations.,noun,dok-yuh-MEN-tuh-reez (emphasis on third syllable),"From ""document"" + ""-ary"" + plural ""-ies."" Films that document reality rather than fictional stories.",English formation from Latin roots,She preferred watching nature _____ over fictional movies.,"Remember ""DOCUmentaries"" - films that ""document"" real life, showing actual events and facts.",10,6,4,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
documentary,"A factual film or television program that documents reality; consisting of official documents. Presents actual events, people, or conditions.","noun, adjective",dok-yuh-MEN-tuh-ree (emphasis on third syllable),"From ""document"" + ""-ary"" suffix. Media that documents real events rather than fiction.",English formation from Latin roots,The _____ about ocean conservation won several international film awards.,"Think ""DOCUmentary"" - a film that ""documents"" real life, showing actual facts and events.",10,6,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dodecahedron,A three-dimensional geometric shape with twelve flat pentagonal faces; a polyhedron with twelve plane surfaces. Mathematical and geometric terminology.,noun,doh-dek-uh-HEE-drun (emphasis on fourth syllable),"From Greek ""dodeka"" (twelve) + ""hedron"" (face, seat). Geometric terminology for twelve-faced solid.",Greek,The _____ is one of the five regular polyhedra studied in geometry.,"Remember ""do-DECA-hedron"" - ""dodeca"" (twelve) faces, like a dozen faces on a geometric shape.",10,2,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dodeseret,"A historical phonetic alphabet created for writing English, developed in the 19th century. An alternative writing system with unique characters for English sounds.",noun,doh-DEZ-er-et (emphasis on second syllable),"From ""Deseret,"" meaning ""honeybee"" in the Book of Mormon. Created as part of Mormon linguistic projects.",English (created terminology),The _____ alphabet was an attempt to create a more phonetic writing system for English.,"Think ""do-DESeret"" - an alphabet system created to ""do"" better than regular letters for English sounds.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
dodge,"To avoid something by moving quickly to one side; to evade or escape from something, especially responsibility or obligation.","verb, noun","DOHJ (rhymes with ""lodge"")","Origin uncertain, possibly related to ""dock"" (to move quickly). Meaning to move suddenly to avoid.",English (uncertain origin),The politician tried to _____ the reporter's difficult questions about the scandal.,"Remember ""DODGE"" rhymes with ""lodge"" - you quickly move to a safe ""lodge"" to avoid something coming at you.",10,6,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
dodgy,"Risky, unreliable, or dishonest; of poor quality or potentially dangerous. British informal term for something questionable or suspicious.",adjective,DOH-jee (emphasis on first syllable),"From ""dodge"" + ""-y"" suffix. British slang meaning unreliable or suspicious.",English (British slang),"The used car salesman seemed rather _____, so they decided to shop elsewhere.","Think ""DODGy"" - so unreliable that you want to ""dodge"" it, avoid dealing with it because it's suspicious.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
does,"Third person singular present tense of ""do""; performs or carries out an action. Also plural of ""doe"" (female deer).","verb, noun","DUHZ (rhymes with ""buzz"")","From Old English ""dōth,"" third person singular of ""don"" (to do). Basic English auxiliary and main verb.",Old English,She _____ her homework every evening after dinner.,"Simple ""DOES"" - what someone ""does"" or performs, the action they carry out.",10,9,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
doesn,"Contraction of ""does not""; indicates the negative form of the third person singular present tense of ""do.""",verb (contraction),DUHZ-unt (emphasis on first syllable),"Contraction of ""does"" + ""not."" Standard English negative formation.",English,He _____ understand why the meeting was cancelled.,"Remember ""DOESn't"" - combines ""does"" + ""not,"" showing someone ""does"" ""not"" do something.",10,9,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dogana,An Italian customhouse or customs office; a building where customs duties are collected on imported goods. Architectural and administrative term.,noun,doh-GAH-nah (emphasis on second syllable),"From Italian ""dogana"" from Arabic ""diwan"" meaning ""customs house."" Trade and architectural terminology.",Italian from Arabic,The historic _____ in Venice still stands as a reminder of the city's maritime trading past.,"Think ""do-GANa"" - where goods ""go"" through customs, the Italian customs house for trade.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dojo,"A hall or place for immersive learning or meditation, especially for martial arts training. A training facility for Japanese martial arts.",noun,DOH-joh (emphasis on first syllable),"From Japanese ""dōjō"" meaning ""place of the way"" (dō ""way"" + jō ""place""). Martial arts terminology.",Japanese,The karate students gathered at the _____ for their evening training session.,"Remember ""DOH-jo"" - a place where you ""do"" martial arts training, following ""the way.""",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
doldrums,A state of inactivity or depression; a period of listlessness or despondency. Originally a nautical term for calm ocean areas near the equator.,noun,DOHL-drumz (emphasis on first syllable),"Possibly from ""dull"" + archaic ""drum"" (meaning slow-moving). Nautical term that became general usage.",English (nautical),"After the exciting vacation ended, she fell into the _____ of everyday routine.","Think ""DOLL-drums"" - feeling so ""dull"" that even drums can't wake you up from your depressed state.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dollbill,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,Two Bee,2023,2023_Words_of_the_Champions.pdf,True,"Combined word error: ""dollbill"" appears to be ""doll"" + ""bill"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
dolma,"A traditional dish consisting of vegetables, typically grape leaves, stuffed with a mixture of rice, meat, and spices. Popular in Mediterranean and Middle Eastern cuisine.",noun,DOHL-mah (emphasis on first syllable),"From Turkish ""dolma"" meaning ""stuffed"" (from dolmak ""to fill""). Culinary terminology.",Turkish,The restaurant served delicious grape leaf _____ as an appetizer.,"Remember ""DOLL-ma"" - like a ""doll"" stuffed with filling, dolma is vegetables stuffed with rice and meat.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dolmen,A type of ancient stone monument consisting of large flat stones laid on upright ones; a prehistoric tomb structure. Archaeological terminology.,noun,DOHL-men (emphasis on first syllable),"From Breton ""taol"" (table) + ""men"" (stone). Archaeological term for ancient stone structures.",Breton (Celtic),The ancient _____ in Ireland attracts many visitors interested in prehistoric culture.,"Think ""DOLL-men"" - ancient stone structures built by early people, like stone ""dolls"" marking important places.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dolphin,A highly intelligent marine mammal with a streamlined body and a distinctive beak-like snout; known for playful behavior and echolocation abilities.,noun,DOHL-fin (emphasis on first syllable),"From Greek ""delphis"" meaning ""dolphin."" Via Latin ""delphinus"" and Old French ""dauphin.""",Greek via Latin and French,"The _____ leaped gracefully out of the water, delighting the tourists on the boat.","Remember ""DOLphin"" - like a ""doll"" that can swim, these intelligent sea mammals are playful and friendly.",8,6,2,6,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2025 Words of Champion _1_.pdf,False,
domain,"An area of territory controlled by a ruler; a sphere of activity or knowledge; an internet address. Can refer to land, expertise, or web addresses.",noun,doh-MAYN (emphasis on second syllable),"From Latin ""dominium"" meaning ""ownership"" (from dominus ""lord, master""). About ownership or control.",Latin,Computer programming was definitely outside her _____ of expertise.,"Think ""do-MAIN"" - the ""main"" area where you ""do"" things, your territory or area of control.",10,9,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
dome,"A rounded vault forming the roof of a building; any rounded, elevated structure resembling this architectural feature.","noun, verb","DOHM (rhymes with ""home"")","From Latin ""domus"" meaning ""house."" Originally referred to a house, later specifically to rounded roofs.",Latin,The golden _____ of the capitol building gleamed in the afternoon sunlight.,"Simple ""DOME"" rhymes with ""home"" - a rounded roof that covers a building like a protective home.",10,9,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
domesticated,Tamed and kept as a pet or farm animal; adapted to life in association with humans. Describes animals bred for human use.,"adjective, verb",duh-MES-ti-kay-ted (emphasis on second syllable),"From Latin ""domesticus"" meaning ""of the household"" + ""-ated."" About animals adapted to home life.",Latin,Cats were first _____ by ancient Egyptians thousands of years ago.,"Remember ""do-MESTicated"" - animals that live in your ""mest"" (nest/home), tamed for domestic life.",10,9,5,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
domesticity,The quality of being domestic; home life and family relationships; the state of being devoted to home and family activities.,noun,doh-mes-TIS-i-tee (emphasis on third syllable),"From ""domestic"" + ""-ity"" suffix. About the quality of home and family life.",English formation from Latin roots,"After years of travel, she began to appreciate the peaceful _____ of staying home.","Think ""do-MEST-icity"" - the quality of being focused on your ""nest"" and home life.",10,2,4,5,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
domiciled,Residing permanently in a particular place; having one's legal residence established somewhere. Legal term for official residence.,"adjective, verb",DOM-uh-syld (emphasis on first syllable),"From Latin ""domicilium"" meaning ""dwelling place"" (domus ""house"" + colere ""to inhabit""). Legal terminology.",Latin,"For tax purposes, he was officially _____ in Florida despite traveling frequently.","Remember ""DOMiciled"" - your official ""dome"" (home) where you're legally residing.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
domineering,Asserting one's will over others in an arrogant way; overbearing and controlling in behavior toward others.,adjective,dom-uh-NEER-ing (emphasis on third syllable),"From ""domineer"" (to rule arrogantly) + ""-ing."" From Latin ""dominari"" meaning ""to rule, govern.""",English from Latin,Her _____ personality made it difficult for others to express their opinions in meetings.,"Think ""dom-NEER-ing"" - ""dominating"" people by being ""near"" them with controlling behavior.",10,2,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
domino,"A small rectangular block used in games, marked with dots; a masquerade costume with a half-mask; one of a series of events triggered by a single cause.",noun,DOM-uh-noh (emphasis on first syllable),"From Latin ""dominus"" meaning ""lord, master."" Originally referred to a hooded robe, later to the game pieces.",Latin,"When the first _____ fell, it triggered a chain reaction that knocked down all the others.","Remember ""DOM-ino"" - like ""dominate,"" when one falls it dominates the others by knocking them down.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
donatee,A person who receives a donation; the recipient of a charitable gift or contribution. Legal and charitable terminology.,noun,doh-nuh-TEE (emphasis on third syllable),"From ""donate"" + ""-ee"" suffix (indicating recipient). Formation parallel to ""trustee"" or ""grantee.""",English formation,The charity carefully screened each _____ to ensure the donations reached those most in need.,"Think ""don-a-TEE"" - the ""tee"" (person) who receives what you ""donate,"" the recipient of gifts.",10,4,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
done,"Completed or finished; cooked sufficiently; socially acceptable or proper. Past participle of ""do,"" indicating completion.","adjective, verb","DUHN (rhymes with ""sun"")","From Old English ""dōn,"" past participle of ""dōn"" (to do). Basic English indicating completion.",Old English,"After three hours of studying, she was finally _____ with her homework.","Simple ""DONE"" rhymes with ""won"" - when you've finished something, you've ""won"" by getting it done.",10,9,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
