word,years,source_files,source_difficulties,definition,part_of_speech,pronunciation_guide,pronunciation_source,etymology,etymology_source,language_origins,example_sentence,example_sentence_source,memory_tip,phonetic_complexity,frequency_complexity,morphological_complexity,etymological_complexity,final_difficulty_rating,difficulty_justification,audio_file_path,image_file_path,last_updated
glitterati,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"Glitterati refers to fashionable people, especially celebrities, socialites, and wealthy individuals who are part of the glamorous social scene. This term combines the idea of glittering or sparkling with the concept of social elites, describing those who live glamorous, highly publicized lifestyles and attend exclusive social events.",noun (plural),glit-er-AH-tee,Claude,"A blend of ""glitter"" and ""literati"" (learned people), coined to describe glamorous celebrities and social elites who ""glitter"" in society.",Claude,Modern English (blend word),The charity gala attracted members of the _______ from entertainment and fashion industries.,Claude,"Remember ""GLITTERATI"" - the glamorous people who GLITTER in society, celebrities and elites who sparkle in the spotlight.",0.1,0.8,0.0,0.4,,,,,2024-08-20
glittery,2024,2024 Words of the Champions.pdf,Three Bee,"Glittery describes something that sparkles, shimmers, or is covered with small reflective particles that catch and reflect light. It can refer to decorative materials, makeup, clothing, or any surface that produces a sparkling, twinkling effect. Glittery suggests brightness, festivity, and eye-catching visual appeal.",adjective,GLIT-er-ee,Claude,"From ""glitter"" (from Old Norse ""glitra"" meaning ""to glitter"") plus the adjectival suffix ""-y.""",Claude,Old Norse,The children made _______ holiday decorations using colorful sparkles and sequins.,Claude,"Remember ""GLITTERY"" - full of GLITTERs that make things sparkly, shiny with lots of tiny reflective bits.",0.1,0.8,0.0,0.5,,,,,2024-08-20
gloaming,2024,2024 Words of the Champions.pdf,Three Bee,"Gloaming is the time of evening twilight, the period between day and night when the sky is partially illuminated but the sun has set. This poetic term describes the gentle, dim light of dusk when darkness is gradually approaching. Gloaming suggests a peaceful, reflective time of day with soft, fading light.",noun,GLOH-ming,Claude,"From Old English ""glōmung,"" from ""glōm"" (twilight, gloom), related to the gradual darkening of evening.",Claude,Old English,"They walked through the garden in the peaceful _______, enjoying the soft evening light.",Claude,"Remember ""GLOAMING"" - the GLOw that's diMMING, the beautiful twilight time when day becomes night.",0.0,0.8,0.3,0.30000000000000004,,,,,2024-08-20
global,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Global means relating to the whole world or affecting the entire planet, encompassing all countries, regions, or the complete scope of something worldwide. It can describe phenomena, issues, businesses, or perspectives that have international reach and influence. Global emphasizes comprehensive, universal scope rather than local or regional focus.",adjective,GLOH-bul,Claude,"From Latin ""globalis,"" from ""globus"" (sphere, ball), referring to the spherical shape of the Earth and hence worldwide scope.",Claude,Latin,Climate change is a _______ issue that requires international cooperation to address.,Claude,"Remember ""GLOBAL"" - relating to the whole GLOBE, worldwide and affecting everyone on the spherical Earth.",0.0,0.5,0.0,0.7,,,,,2024-08-20
globular,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"Globular means having the shape of a globe or sphere, characterized by a rounded, ball-like form. In astronomy, globular clusters are spherical collections of stars. In biology, globular proteins have compact, rounded structures. The term emphasizes the three-dimensional spherical or nearly spherical shape of objects.",adjective,GLOB-yuh-ler,Claude,"From Latin ""globularis,"" from ""globulus"" (small sphere), diminutive of ""globus"" (ball, sphere).",Claude,Latin,The _______ star cluster contained thousands of ancient stars arranged in a spherical formation.,Claude,"Remember ""GLOBULAR"" - shaped like a little GLOBE, spherical and round like a ball or bubble.",0.0,0.8,0.0,0.7,,,,,2024-08-20
gloomy,2023,2023_Words_of_the_Champions.pdf,Two Bee,"Gloomy describes conditions or moods that are dark, dim, or depressing, characterized by little light or by sadness and pessimism. It can refer to physical environments with poor lighting or weather, or to emotional states marked by despondency and lack of hope. Gloomy suggests an atmosphere of darkness or melancholy.",adjective,GLOO-mee,Claude,"From ""gloom"" (from Middle English ""glomen"" meaning ""to look sullen"") plus the adjectival suffix ""-y.""",Claude,Middle English,The _______ weather matched her sad mood as she walked through the rain.,Claude,"Remember ""GLOOMY"" - full of GLOOM, dark and sad like a cloudy day that makes you feel blue.",0.1,0.5,0.0,0.4,,,,,2024-08-20
glossary,2025,2025 Words of Champion _1_.pdf,Three Bee,"A glossary is an alphabetical list of terms with their definitions, typically found at the end of a book or document to help readers understand specialized vocabulary used in the text. Glossaries serve as quick reference tools for technical, academic, or specialized language that may not be familiar to all readers.",noun,GLOS-uh-ree,Claude,"From Latin ""glossarium,"" from Greek ""glossa"" (tongue, language) plus the suffix ""-ary,"" meaning ""collection of words.""",Claude,"Latin, Greek",Students referred to the textbook's _______ to understand the scientific terminology.,Claude,"Remember ""GLOSSARY"" - a GLOSSy collection of definitions that helps clarify difficult words and terms.",0.1,0.8,0.0,0.8999999999999999,,,,,2024-08-20
glossolalia,2025,2025 Words of Champion _1_.pdf,Three Bee,"Glossolalia is the phenomenon of speaking in tongues, characterized by fluent speech-like vocalizations that are not recognized as belonging to any known language. This occurs in religious contexts, particularly in Pentecostal and charismatic Christian traditions, where it is considered a spiritual gift. The speech patterns follow linguistic rules but lack conventional meaning.",noun,glos-oh-LAY-lee-uh,Claude,"From Greek ""glossa"" (tongue, language) plus ""lalia"" (speech, chatter), literally meaning ""tongue-speech.""",Claude,Greek,"During the religious service, several congregants engaged in _______ as an expression of their faith.",Claude,"Remember ""GLOSSOLALIA"" - GLOSSa (tongue) LALIa (babbling), speaking in unknown tongues during religious experiences.",0.1,0.8,0.0,0.7,,,,,2024-08-20
glossopetrae,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"Glossopetrae, historically known as ""tongue stones,"" are fossilized shark teeth that were once thought to be petrified serpent tongues fallen from the sky. These fossil teeth were collected and often used in medieval times as supposed antidotes to poison. The term reflects ancient attempts to explain these mysterious triangular fossils before the understanding of shark evolution.",noun (plural),glos-oh-PET-ree,Claude,"From Greek ""glossa"" (tongue) plus Latin ""petra"" (stone), literally meaning ""tongue stones.""",Claude,"Greek, Latin","Medieval collectors prized _______ as magical stones, not knowing they were ancient shark teeth.",Claude,"Remember ""GLOSSOPETRAE"" - GLOSSa (tongue) shaped PETRA (stones), ancient shark teeth that looked like stone tongues.",0.1,0.8,0.0,0.8999999999999999,,,,,2024-08-20
gloves,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,"Gloves are coverings for the hands, typically with individual sections for each finger and thumb, designed to protect, warm, or provide grip for the hands during various activities. They can be made from various materials including leather, fabric, rubber, or synthetic materials, and serve purposes ranging from warmth and protection to sterile medical procedures.",noun (plural),GLUVZ,Claude,"From Old English ""glōf,"" related to Old Norse ""glōfi,"" possibly from a root meaning ""palm of the hand.""",Claude,"Old English, Old Norse",The surgeon put on sterile _______ before beginning the medical procedure.,Claude,"Remember ""GLOVES"" - hand coverings you LOVE when it's cold, protecting your fingers and giving you grip.",0.0,0.5,0.0,0.30000000000000004,,,,,2024-08-20
glowquick,2025,2025 Words of Champion _1_.pdf,Three Bee,"Glowquick appears to be a combined word error where ""glow"" (emit light) and ""quick"" (fast or rapid) were incorrectly merged during PDF processing. These could be related in context (something that glows quickly), but they represent separate concepts that should not be joined as one word. This represents a data quality issue where lighting and speed terminology were improperly combined.",corrupted entry,GLOH-kwik,Claude,"Corrupted combination of ""glow"" (Old English ""glōwan"") and ""quick"" (Old English ""cwicu"").",Claude,Old English (corrupted),The word _______ appears to be a parsing error combining light emission with speed terminology.,Claude,"This is a data error - remember that ""glow"" (emit light) and ""quick"" (fast) should be separate words.",0.0,0.8,0.0,0.30000000000000004,,,,,2024-08-20
glucose,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"Glucose is a simple sugar (monosaccharide) that serves as the primary source of energy for living cells, particularly important for brain function and cellular metabolism. Found naturally in fruits and honey, glucose is also produced by the body through the breakdown of carbohydrates. Blood glucose levels are carefully regulated by hormones like insulin.",noun,GLOO-kohs,Claude,"From Greek ""glukus"" (sweet) plus the chemical suffix ""-ose"" indicating a sugar, literally meaning ""sweet sugar.""",Claude,Greek,The diabetic patient monitored her blood _______ levels throughout the day.,Claude,"Remember ""GLUCOSE"" - GLUe-like sweet sugar that gives you energy, the main fuel your body uses.",0.0,0.5,0.0,0.7,,,,,2024-08-20
glue,2024,2024 Words of the Champions.pdf,Three Bee,"Glue is an adhesive substance used to stick objects or materials together, typically liquid when applied but hardening to form a strong bond. Glue can be made from natural materials like animal proteins or synthetic polymers. Metaphorically, glue represents anything that holds things together or creates unity.","noun, verb",GLOO,Claude,"From Old French ""glu,"" from Late Latin ""glus,"" from Latin ""glūten"" (glue), related to ""glūtinōsus"" (sticky).",Claude,"Old French, Late Latin",The children used _______ to attach the paper pieces to their art project.,Claude,"Remember ""GLUE"" - sticky stuff that makes things stick together, holds pieces in place like GLUing puzzle pieces.",0.0,0.3,0.0,0.7,,,,,2024-08-20
glumly,2024,2024 Words of the Champions.pdf,Three Bee,"Glumly is an adverb meaning in a glum manner, characterized by sadness, dejection, or morose silence. It describes actions or expressions performed with evident unhappiness, despondency, or sullen disappointment. Glumly suggests visible emotional heaviness and lack of cheerfulness or enthusiasm.",adverb,GLUM-lee,Claude,"From ""glum"" (meaning ""dejected, morose,"" possibly from Middle English ""gloumen"") plus the adverbial suffix ""-ly.""",Claude,Middle English,He stared _______ out the window after hearing the disappointing news.,Claude,"Remember ""GLUMLY"" - acting in a GLUM way, sadLY and with visible dejection and unhappiness.",0.0,0.5,0.3,0.4,,,,,2024-08-20
gluten,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,"Gluten is a mixture of proteins found in wheat and other grains like barley and rye, responsible for the elastic texture of dough and the chewy quality of baked goods. Gluten gives bread its structure and helps it rise. Some people have celiac disease or gluten sensitivity, requiring them to avoid gluten-containing foods.",noun,GLOO-ten,Claude,"From Latin ""gluten"" meaning ""glue,"" referring to the sticky, adhesive quality of this protein mixture.",Claude,Latin,The bakery offered ______-free bread for customers with celiac disease.,Claude,"Remember ""GLUTEN"" - the protein GLUe in grains that makes bread stretchy, but some people can't EAT it.",0.0,0.5,0.0,0.7,,,,,2024-08-20
gluttonous,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Gluttonous describes excessive indulgence in food or drink, characterized by greedy or voracious consumption beyond normal appetite or need. It can also apply metaphorically to excessive desire for anything, not just food. Gluttonous behavior suggests lack of self-control and overindulgence that may be harmful or wasteful.",adjective,GLUT-uh-nus,Claude,"From Latin ""gluttonous,"" from ""gluttire"" (to swallow, gulp down) plus the adjectival suffix ""-ous.""",Claude,Latin,His _______ eating habits at the buffet embarrassed his dinner companions.,Claude,"Remember ""GLUTTONOUS"" - GLUTTing yourself with food, overeating in an excessive and greedy way.",0.1,0.8,0.3,0.7,,,,,2024-08-20
glyceraldehyde,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Glyceraldehyde is a simple sugar (triose) that plays important roles in cellular metabolism, particularly in glycolysis and gluconeogenesis pathways. This three-carbon molecule serves as an intermediate in the breakdown and synthesis of glucose. Glyceraldehyde exists in two mirror-image forms and is fundamental to understanding carbohydrate chemistry and biochemistry.",noun,glis-er-AL-duh-hyd,Claude,"From ""glycerin"" (from Greek ""glukeros"" meaning ""sweet"") plus ""aldehyde"" (a type of organic compound), referring to the sweet alcohol derivative.",Claude,"Greek, Modern chemical terminology",The biochemistry student learned about _______ as a key intermediate in glucose metabolism.,Claude,"Remember ""GLYCERALDEHYDE"" - GLYCERin (sweet) ALDEhyde, a simple sugar molecule important in metabolism.",0.0,0.8,0.0,0.7,,,,,2024-08-20
gnarled,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Gnarled describes something twisted, knotted, or contorted, especially tree branches or roots that are bent and rough from age or weathering. The word can also describe hands that are rough and twisted from hard work or arthritis. Gnarled suggests a rugged, weathered appearance that shows the effects of time and hardship.",adjective,NAHRLD,Claude,"From ""gnarl"" (meaning ""to growl"" or ""a knot in wood""), possibly related to Middle Low German ""gnarlen"" (to snarl).",Claude,Middle Low German,The ancient oak tree had _______ branches that twisted in fascinating patterns.,Claude,"Remember ""GNARLED"" - GNArled and twisted like wood that's been weathered, rough and knotted from age.",0.0,0.5,0.3,0.5,,,,,2024-08-20
gnash,2020,2020 Words_of_the_Champions.pdf,One Bee,"Gnash means to grind or strike the teeth together, typically as an expression of anger, pain, or extreme emotion. The word often appears in the phrase ""gnash one's teeth,"" which describes a physical manifestation of frustration, rage, or anguish. Gnashing suggests violent, involuntary jaw movements driven by intense emotion.",verb,NASH,Claude,"From Old English ""gnæstan,"" possibly imitative of the sound of grinding teeth.",Claude,Old English,"In his fury, he began to _______ his teeth and clench his fists.",Claude,"Remember ""GNASH"" - to GriNd teeth together when you're ANgry, making grinding sounds from emotion.",0.0,0.5,0.0,0.30000000000000004,,,,,2024-08-20
gnathic,2025,2025 Words of Champion _1_.pdf,Three Bee,"Gnathic relates to the jaws or the process of chewing, used primarily in medical and anatomical contexts. The term appears in words like ""gnathology"" (study of jaw function) and describes conditions, procedures, or measurements involving the jaw bones, teeth alignment, or chewing mechanisms. Gnathic is fundamental to dental and maxillofacial terminology.",adjective,NATH-ik,Claude,"From Greek ""gnathos"" (jaw) plus the adjectival suffix ""-ic,"" literally meaning ""relating to the jaw.""",Claude,Greek,The orthodontist studied the patient's _______ measurements to plan the jaw surgery.,Claude,"Remember ""GNATHIC"" - relating to your GNawing apparatus, the JAWS used for chewing and biting.",0.0,0.5,0.0,0.7,,,,,2024-08-20
gnaw,2020,2020 Words_of_the_Champions.pdf,One Bee,"Gnaw means to bite or chew persistently, typically wearing away at something gradually through repeated biting or scraping. Animals gnaw on bones or wood, while the word can also describe persistent worry or anxiety that seems to ""eat away"" at someone mentally. Gnawing suggests steady, continuous action that gradually causes change.",verb,NAW,Claude,"From Old English ""gnagan,"" related to Old Norse ""gnaga,"" imitative of the sound of persistent chewing.",Claude,"Old English, Old Norse",The dog continued to _______ on the bone until there was nothing left.,Claude,"Remember ""GNAW"" - to GNaw like a rodent, continuously chewing and wearing something down bit by bit.",0.0,0.3,0.0,0.30000000000000004,,,,,2024-08-20
gnocchi,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Gnocchi are small Italian dumplings typically made from potatoes, flour, and eggs, though variations exist using ricotta, semolina, or other ingredients. These pillowy pasta-like pieces are usually boiled and served with various sauces. Traditional gnocchi are often shaped with ridges to help hold sauce and are considered a comfort food in Italian cuisine.",noun (plural),NYOH-kee,Claude,"From Italian ""gnocchi,"" plural of ""gnocco,"" possibly from ""nocchio"" (knot in wood) referring to the dumpling's shape.",Claude,Italian,The restaurant served homemade potato _______ with sage butter sauce.,Claude,"Remember ""GNOCCHI"" - Italian dumplings that are NOt quite pasta, soft potato pillows you eat with sauce.",0.1,0.5,0.0,0.5,,,,,2024-08-20
gnome,2025,2025 Words of Champion _1_.pdf,Three Bee,"A gnome is a mythological creature typically depicted as a small, bearded humanoid who lives underground or in gardens, often associated with earth, mining, or tending plants. In folklore, gnomes are usually portrayed as wise, industrious beings who guard treasures or help with gardening. Garden gnomes are popular decorative statues representing these mythical creatures.",noun,NOHM,Claude,"From French ""gnome,"" coined by Paracelsus from Greek ""genomos"" (earth-dweller), from ""ge"" (earth) plus ""nomos"" (inhabitant).",Claude,"French, Greek",The garden was decorated with colorful _______ statues among the flowers.,Claude,"Remember ""GNOME"" - a small mythical being who makes his HOME in the earth, often seen in gardens.",0.0,0.5,0.0,0.7,,,,,2024-08-20
gnomon,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"A gnomon is the triangular blade or pointer of a sundial that casts a shadow to indicate the time, or more generally, any object used to cast a shadow for measuring time or angles. In geometry, a gnomon is also the L-shaped figure remaining when a parallelogram is removed from a similar larger parallelogram.",noun,NOH-mon,Claude,"From Greek ""gnomon"" meaning ""one who discerns or examines,"" from ""gignoskein"" (to know, perceive).",Claude,Greek,The ancient sundial's _______ cast a precise shadow that indicated it was noon.,Claude,"Remember ""GNOMON"" - the part that helps you KNOW the time, the pointer that creates shadows on sundials.",0.0,0.5,0.0,0.7,,,,,2024-08-20
goals,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,"Goals are desired outcomes, objectives, or targets that individuals or organizations aim to achieve through planned effort and action. Goals provide direction, motivation, and measurable endpoints for various endeavors, from personal development to business strategy. Effective goals are typically specific, measurable, achievable, relevant, and time-bound.",noun (plural),GOHLZ,Claude,"From Middle English ""gol"" meaning ""boundary, limit,"" possibly related to Old English ""gāl"" (obstacle, barrier).",Claude,"Middle English, Old English",The company set ambitious _______ for increasing sales by 25% this year.,Claude,"Remember ""GOALS"" - what you GO toward with ALl your effort, targets you aim to achieve and reach.",0.0,0.5,0.0,0.30000000000000004,,,,,2024-08-20
goanna,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"A goanna is an Australian term for monitor lizards, large reptiles known for their size, intelligence, and powerful claws. These lizards are found throughout Australia and are characterized by their long necks, forked tongues, and ability to stand on their hind legs. Goannas range from small species to the large perentie, Australia's largest lizard.",noun,goh-AN-uh,Claude,"Australian alteration of ""iguana,"" adapted by early settlers who saw similarities between monitor lizards and iguanas.",Claude,"Australian English (from Spanish ""iguana"")","The large _______ sunned itself on the rock, monitoring the area with its keen eyes.",Claude,"Remember ""GOANNA"" - Australian for big monitor lizards, like an iGUANA that's GOing to be large and powerful.",0.1,0.5,0.0,0.4,,,,,2024-08-20
goatee,2025,2025 Words of Champion _1_.pdf,Three Bee,"A goatee is a style of facial hair consisting of hair on the chin but not the cheeks, resembling the beard of a goat. This beard style can range from a small tuft of hair on the chin to a more extensive growth covering the entire chin area. The goatee has been a popular facial hair style across various cultures and time periods.",noun,goh-TEE,Claude,"From ""goat"" plus the diminutive suffix ""-ee,"" referring to the resemblance to a goat's beard.",Claude,English,The actor grew a neat _______ for his role as the sophisticated villain.,Claude,"Remember ""GOATEE"" - facial hair like a GOAT's beard, hair on the chin that looks like a goat's.",0.1,0.5,0.0,0.4,,,,,2024-08-20
goblet,2020,2020 Words_of_the_Champions.pdf,One Bee,"A goblet is a drinking vessel, typically made of glass or metal, characterized by a bowl-shaped cup mounted on a stem with a flared base. Goblets are often used for wine or ceremonial drinks and are distinguished from regular cups by their elegant, stemmed design. They suggest formality and often appear in fine dining or religious contexts.",noun,GOB-lit,Claude,"From Old French ""gobelet,"" diminutive of ""gobel"" (cup), possibly from Gaulish or Celtic origins.",Claude,"Old French, possibly Celtic",The king raised his ornate silver _______ in a toast to the visiting dignitaries.,Claude,"Remember ""GOBLET"" - a fancy cup you GOB (drink) from, usually with a stem like wine glasses for special occasions.",0.0,0.5,0.0,0.5,,,,,2024-08-20
