word,definition,pronunciation,pronunciation_respelling,etymology,etymology_source,memory_tip,example_sentence,example_sentence_source,years,source_files,source_difficulties,definition_source,pronunciation_source,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,total_difficulty_score,assigned_difficulty,audio_file_path,created_at,updated_at,notes,review_status,batch_number
roman,"Relating to ancient Rome or its empire; a citizen of Rome; relating to the Roman Catholic Church; upright lettering style. Roman encompasses historical, religious, and typographical meanings.",/ˈroʊmən/,ROH-muhn,"From Latin ""Romanus,"" from ""Roma"" (Rome).",Claude,Think of ancient Rome and its empire.,The ___ Empire stretched across much of the ancient world.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,2,4,11,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
romano,"A type of hard Italian cheese similar to Parmesan; relating to Roman style or origin; a variety of cheese made from sheep's or cow's milk. Romano cheese is aged and has a sharp, salty flavor.",/roʊˈmɑnoʊ/,roh-MAH-noh,"From Italian ""romano"" (Roman), referring to its Roman origin.",Claude,"Think ""Roman"" cheese = Romano.",The pasta was topped with grated ___ cheese and black pepper.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,5,5,4,5,19,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rome,"The capital city of Italy; the former center of the Roman Empire; the seat of the Roman Catholic Church. Rome is known as the ""Eternal City"" for its enduring historical significance.",/roʊm/,ROHM,"From Latin ""Roma,"" of uncertain origin, possibly from Etruscan.",Claude,Think of the eternal city with the Colosseum.,"All roads lead to ___, according to the ancient saying.",Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,2,4,11,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
romeo,"The male protagonist in Shakespeare's tragedy ""Romeo and Juliet""; a passionate male lover; the NATO phonetic alphabet code for the letter R. Romeo represents romantic love and tragic devotion.",/ˈroʊmiˌoʊ/,ROH-mee-oh,"From Italian ""Romeo,"" ultimately from Latin ""Romaeus"" (Roman).",Claude,Think of Shakespeare's tragic lover who died for Juliet.,"He was such a ___, always writing love poems to his girlfriend.",Claude,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,Claude,Claude,3,2,4,4,13,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rond,"A circular form or shape; in ballet, a circular movement of the leg; a round dance or musical form. Rond describes circular motions and round formations in various contexts.",/rɔnd/,ROND,"From French ""rond"" (round), from Latin ""rotundus"" (round).",Claude,"Think French ""round"" = rond.",The ballet dancer performed a perfect ___ de jambe.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,7,8,7,5,27,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rondeau,A French verse form with a fixed structure and repeated refrains; a musical composition based on this poetic form. Rondeaux feature recurring lines and specific rhyme schemes.,/rɑnˈdoʊ/,ron-DOH,"From French ""rondeau,"" from ""rond"" (round), referring to the circular structure.",Claude,"Think French ""rond"" (round) = circular verse form.",The poet composed a beautiful ___ about spring's arrival.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,7,8,7,5,27,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rongeur,"A surgical instrument used to remove small pieces of bone; a medical tool with sharp, curved jaws for cutting bone or tissue. Rongeurs are essential instruments in orthopedic and neurosurgical procedures.",/rɔnˈʒɜr/,ron-ZHUR,"From French ""rongeur,"" from ""ronger"" (to gnaw), from Latin ""rodicare.""",Claude,"Think French ""ronger"" (gnaw) = instrument that gnaws bone.",The surgeon used a ___ to carefully remove damaged bone tissue.,Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,7,8,7,5,27,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
ronin,"In feudal Japan, a samurai who had no lord or master; a wandering warrior; someone without affiliation or allegiance. Ronin represents independence but also social displacement in Japanese culture.",/ˈroʊnɪn/,ROH-nin,"From Japanese ""ronin,"" from ""ro"" (wave) + ""nin"" (person), meaning ""wave person.""",Claude,"Think Japanese ""wave person"" = wandering masterless samurai.",The ___ wandered the countryside seeking a new master to serve.,Claude,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,7,8,7,6,28,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
roof,The covering of the top of a building; the upper limit or ceiling; to provide with a roof. Roofs protect buildings from weather and provide structural completion.,/ruf/,ROOF,"From Old English ""hrof,"" of Germanic origin.",Claude,Think of the protective covering on top of a house.,The new ___ was designed to withstand heavy snow loads.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,2,3,10,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rooibos,A South African shrub whose leaves are used to make herbal tea; the reddish tea made from this plant. Rooibos tea is caffeine-free and has a naturally sweet flavor.,/ˈrɔɪbɔs/,ROY-boss,"From Afrikaans ""rooibos,"" from ""rooi"" (red) + ""bos"" (bush).",Claude,"Think Afrikaans ""red bush"" = rooibos tea.",She enjoyed a cup of ___ tea with honey before bedtime.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,7,8,7,6,28,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rookery,"A breeding colony of rooks, penguins, seals, or other animals; a crowded, squalid dwelling place; a place where rooks nest. Rookeries are communal breeding sites for various species.",/ˈrʊkəri/,ROOK-ur-ee,"From ""rook"" (bird) + suffix ""-ery"" (place of), referring to nesting areas.",Claude,"Think ""rook"" + ""ery"" (place) = place where rooks nest.",The penguin ___ was bustling with activity during breeding season.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,5,5,4,5,19,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rookie,A new recruit; a person new to an activity or organization; a first-year player in professional sports. Rookies are inexperienced but eager to learn and prove themselves.,/ˈrʊki/,ROOK-ee,"From ""recruit,"" possibly influenced by ""rook"" (to cheat a novice).",Claude,"Think ""rook"" (novice) + ""ie"" = new person.",The ___ police officer was partnered with an experienced veteran.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,3,5,4,5,17,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rooseveltite,A rare mineral named after President Theodore Roosevelt; a hydrated arsenate mineral; a yellowish-green mineral found in uranium deposits. Rooseveltite contains uranium and arsenic in its chemical composition.,/ˈroʊzəˌvɛltaɪt/,ROH-zuh-velt-ahyt,"Named after Theodore Roosevelt (1858-1919), 26th President of the United States.",Claude,"Think President Roosevelt + mineral suffix ""-ite.""",The geologist discovered traces of ___ in the uranium-rich rock formation.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,7,8,7,5,27,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rooster,"An adult male chicken; a cock; a male domestic fowl known for crowing at dawn. Roosters are characterized by their prominent combs, wattles, and colorful plumage.",/ˈrustər/,ROO-stur,"From ""roost"" + suffix ""-er"" (one that), referring to the bird that roosts.",Claude,"Think ""roost"" + ""er"" = male bird that roosts and crows.",The ___ crowed loudly every morning at sunrise.,Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,3,5,4,5,17,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
root,"The part of a plant that typically grows underground; the basic cause or source; to establish deeply; the fundamental basis. Roots provide stability, nutrition, and origin.",/rut/,ROOT,"From Old English ""rot,"" of Germanic origin, related to Latin ""radix.""",Claude,Think of underground plant parts that anchor and feed.,The tree's ___ system extended deep into the soil.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,2,4,11,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
roots,Plural of root; origins or sources; family heritage or cultural background; underground plant parts; fundamental causes. Roots represent both botanical structures and cultural connections.,/ruts/,ROOTS,"Plural of ""root,"" from Old English ""rot.""",Claude,"Think ""root"" + ""s"" = multiple origins or plant parts.",She traced her family ___ back to Ireland and Scotland.,Claude,2023; 2025,2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,3,2,2,3,10,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rope,"A thick cord made of twisted or braided fibers; to catch with a lasso; to persuade or entice. Rope serves practical purposes in climbing, sailing, and securing objects.",/roʊp/,ROHP,"From Old English ""rap,"" of Germanic origin.",Claude,Think of thick twisted cord for climbing or tying.,The mountain climber secured the ___ before beginning the ascent.,Claude,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,Claude,Claude,3,2,2,3,10,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rorschach,"Relating to the Rorschach test, a psychological test using inkblot patterns; Hermann Rorschach, Swiss psychiatrist who developed this test. The test analyzes personality through interpretation of ambiguous images.",/ˈrɔrʃɑk/,ROR-shahk,"Named after Hermann Rorschach (1884-1922), Swiss psychiatrist.",Claude,Think of inkblot psychological test by Dr. Rorschach.,The psychologist administered a ___ test to assess the patient's personality.,Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,7,8,7,5,27,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rosemaling,"A Norwegian folk art involving decorative painting with stylized floral designs; traditional decorative art using flowing floral patterns in bright colors. Rosemaling adorns furniture, walls, and household items.",/ˈroʊzəˌmɑlɪŋ/,ROH-zuh-mah-ling,"From Norwegian ""rosemaling,"" from ""rose"" (rose) + ""maling"" (painting).",Claude,"Think Norwegian ""rose painting"" = decorative floral art.",The antique cabinet featured beautiful ___ with traditional Norwegian motifs.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,7,8,7,5,27,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
roseola,"A mild viral infection causing fever and rash, typically in young children; also called sixth disease; characterized by high fever followed by a pink rash. Roseola is common in infants and toddlers.",/roʊˈziələ/,roh-ZEE-uh-luh,"From Latin ""roseola,"" diminutive of ""roseus"" (rosy), referring to the pink rash.",Claude,"Think ""rose"" + ""ola"" = little rosy rash.",The pediatrician diagnosed the toddler with ___ after the characteristic rash appeared.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,7,8,7,4,26,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rosin,A solid resin obtained from pine trees; used on violin bows and in various manufacturing processes; a sticky substance that improves grip. Rosin provides friction for string instruments and industrial applications.,/ˈrɑzən/,ROZ-uhn,"From Old French ""rosine,"" from Latin ""resina"" (resin).",Claude,"Think ""resin"" modified = rosin for violin bows.",The violinist applied ___ to her bow before the concert.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,7,8,7,5,27,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rostrum,A raised platform for public speaking; a beak-like projection; the curved front part of an ancient warship. Rostrums serve as elevated speaking platforms or anatomical structures.,/ˈrɑstrəm/,ROS-truhm,"From Latin ""rostrum"" (beak), from ""rodere"" (to gnaw).",Claude,"Think ""rostr"" (beak) + ""um"" = beak-like speaking platform.",The speaker approached the ___ to address the assembled crowd.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,7,8,7,4,26,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rotary,Relating to or characterized by rotation; a traffic circle; an organization of business and professional people. Rotary involves circular motion or circular organizational structures.,/ˈroʊtəri/,ROH-tuh-ree,"From Latin ""rotarius,"" from ""rota"" (wheel).",Claude,"Think ""rot"" (turn) + ""ary"" = relating to turning/rotation.",The old telephone had a ___ dial instead of push buttons.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,7,8,7,4,26,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rotisserie,A cooking method using a rotating spit; a restaurant specializing in roasted meats; equipment for rotating food while cooking. Rotisserie cooking ensures even browning and self-basting.,/roʊˈtɪsəri/,roh-TIS-uh-ree,"From French ""rôtisserie,"" from ""rôtir"" (to roast), from Germanic origin.",Claude,"Think ""rotate"" + cooking = rotisserie.",The ___ chicken was perfectly seasoned and evenly cooked.,Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,7,8,7,5,27,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rotten,Decayed or decomposed; morally corrupt; very bad or unpleasant; suffering from rot. Rotten describes both physical decay and moral deterioration.,/ˈrɑtən/,ROT-uhn,"From Old English ""rotian"" (to rot) + past participle ending.",Claude,"Think ""rot"" + ""ten"" = has rotted/decayed.",The ___ apple had to be thrown away immediately.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,3,5,4,3,15,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rotulet,A small wheel or disk; a little roll or scroll; a circular ornament. Rotulets are decorative elements or small mechanical components with circular shapes.,/ˈrɑtjələt/,ROT-yuh-lit,"From Latin ""rotula"" (little wheel) + diminutive suffix ""-et.""",Claude,"Think ""rotula"" (little wheel) + ""et"" = very small wheel.",The medieval manuscript was decorated with gold ___.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,7,8,7,4,26,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
roughly,"In a rough manner; approximately; not gently or smoothly; harshly or violently. Roughly indicates imprecise measurement, crude treatment, or aggressive action.",/ˈrʌfli/,RUHF-lee,"From ""rough"" + suffix ""-ly"" (in the manner of).",Claude,"Think ""rough"" + ""ly"" = in a rough manner.",The package was handled ___ during shipping.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,5,5,4,5,19,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rouille,"A spicy mayonnaise-like sauce from Provence, France, typically served with fish soup or bouillabaisse; made with garlic, chili peppers, and saffron. Rouille adds heat and flavor to Mediterranean seafood dishes.",/ruˈi/,roo-EE,"From French ""rouille"" (rust), referring to its reddish color.",Claude,"Think French ""rust"" color = reddish spicy sauce.",The bouillabaisse was served with a dollop of spicy ___.,Claude,2020; 2021; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,7,8,7,5,27,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
roulette,A gambling game with a spinning wheel and ball; a tool with a small wheel for making dotted lines; any activity involving chance. Roulette combines luck with mathematical probability.,/ruˈlɛt/,roo-LET,"From French ""roulette,"" diminutive of ""rouelle"" (little wheel).",Claude,"Think French ""little wheel"" = spinning gambling wheel.",The casino's ___ wheel spun as players placed their bets.,Claude,2023,2023_Words_of_the_Champions.pdf,Two Bee,Claude,Claude,5,5,4,5,19,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
round,Having a circular or spherical shape; a series or sequence; to make circular; a complete circuit. Round describes both geometric shapes and cyclical processes.,/raʊnd/,ROWND,"From Old French ""reont,"" from Latin ""rotundus"" (round).",Claude,Think of circular shape like a ball or coin.,The ___ table seated twelve people comfortably.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,2,5,12,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rounded,"Past tense of round; made circular or smooth; having curved edges; completed a circuit. Rounded describes objects with smooth, curved contours rather than sharp angles.",/ˈraʊndəd/,ROWN-did,"Past tense of ""round,"" from Latin ""rotundus.""",Claude,"Think ""round"" + ""ed"" = was made circular/smooth.",The carpenter ___ the edges of the table for safety.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,4,4,13,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rounds,Plural of round; a series of visits or inspections; ammunition for firearms; circular objects; regular tours of duty. Rounds represent repetitive cycles or circular items.,/raʊndz/,ROWNDZ,"Plural of ""round,"" from Latin ""rotundus.""",Claude,"Think ""round"" + ""s"" = multiple circuits or circular objects.",The security guard made his nightly ___ through the building.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,3,2,2,4,11,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rouser,A person or thing that rouses or stirs up; something that excites or stimulates; an inspiring speech or performance. Rousers motivate people to action or heightened emotion.,/ˈraʊzər/,ROW-zur,"From ""rouse"" + suffix ""-er"" (one who), from Old French ""reuser.""",Claude,"Think ""rouse"" + ""er"" = one who stirs up excitement.",The political speech was a real ___ that energized the crowd.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,3,8,4,5,20,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
roustabout,"An unskilled laborer, especially on an oil rig or ranch; a casual worker who does various jobs; a circus worker who sets up equipment. Roustabouts perform physical labor requiring versatility.",/ˈraʊstəˌbaʊt/,ROWST-uh-bowt,"From ""roust"" (to stir up) + ""about,"" referring to workers moving around doing various tasks.",Claude,"Think ""roust about"" = worker who moves around doing various jobs.",The ___ worked long hours maintaining equipment on the offshore oil platform.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,5,5,7,5,22,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
routine,A regular course of procedure; a set sequence of activities; ordinary or standard; performed as part of a regular schedule. Routines provide structure and efficiency to daily activities.,/ruˈtin/,roo-TEEN,"From French ""routine,"" from ""route"" (road), referring to a well-traveled path.",Claude,"Think ""route"" for regular path = routine.",Her morning ___ included yoga and meditation.,Claude,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,3,2,4,5,14,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
roux,"A mixture of flour and fat cooked together, used as a thickening agent in sauces and soups; a fundamental component of many French and Creole dishes. Roux provides body and richness to culinary preparations.",/ru/,ROO,"From French ""roux"" (reddish-brown), from Latin ""russus"" (red).",Claude,"Think French ""reddish"" = flour mixture that browns.",The chef prepared a dark ___ for the gumbo base.,Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,7,8,7,5,27,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
rover,A person who travels without a fixed destination; a vehicle designed for exploring terrain; a dog trained to retrieve; a wanderer or explorer. Rovers are characterized by mobility and exploration.,/ˈroʊvər/,ROH-vur,"From ""rove"" (to wander) + suffix ""-er"" (one who).",Claude,"Think ""rove"" + ""er"" = one who wanders/explores.",The Mars ___ transmitted stunning images back to Earth.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,3,2,2,5,12,,,2025-01-01,2025-01-01,Batch 151 processing,pending,151
