word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
bilge,The lowest part of a ship's hull; nonsense or worthless talk,/bɪldʒ/,"From Middle English bilge, probably from Old French bouge 'leather bag, curved part'","BILGE: Bottom Important - Location on ships, Getting water accumulated, Everything flows down there",The crew had to pump water from the ship's _____ after the storm.,Claude,Claude,Claude,,Intermediate,1.0,2.5,1.5,3.5,False
billabong,An isolated water pool left by a receding river; an Australian term,/ˈbɪləˌbɔŋ/,"From Australian Aboriginal languages, possibly Wiradjuri bilabang","BILLABONG: Beautiful Important - Lakes And water Bodies, Outstanding Natural Australian feature, Never connected to main river, Great water source",The kangaroos came to drink at the _____ during the dry season.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.5,3.0,False
billboard,A large outdoor advertising display,/ˈbɪlˌbɔrd/,"From bill (poster, advertisement) + board, referring to a board for posting bills","BILLBOARD: Big Important - Large advertising Board, Outstanding Advertising, Always Really visible, Driving past these large signs",The new _____ advertised the upcoming concert along the highway.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.5,3.0,False
billiards,A cue sport played on a table with balls and a cue stick,/ˈbɪljərdz/,"From French billard, from bille 'ball' + -ard suffix","BILLIARDS: Balls Important - Like cue sports, Learning tactics, Indoor game, Amazing Recreation, Demanding skill, Strategy games",The gentlemen's club had a beautiful mahogany _____ table.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.5,2.0,False
billingsgate,Coarse or abusive language; foul-mouthed speech,/ˈbɪlɪŋzˌɡeɪt/,"From Billingsgate, a London fish market known for the coarse language of its vendors","BILLINGSGATE: Bad Inappropriate - Language, Lots of Inappropriate speech, Nasty cursing and crude language, Generally Shocking language, Aggressive Talking, Extremely crude speech",The politician's speech was criticized for its _____ rather than substantive arguments.,Claude,Claude,Claude,,Intermediate,1.4,4.0,1.8,3.0,False
billow,A large wave or surge; to swell outward like a sail,/ˈbɪloʊ/,"From Old Norse bylgja meaning 'wave', related to 'to swell'","BILLOW: Big Important - Large wave motion, Like sails, Outward swelling, Wind fills fabric",The curtains began to _____ in the strong breeze from the open window.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.5,3.5,False
billy,A metal pot or can for outdoor cooking; a police baton,/ˈbɪli/,"Possibly from the name Billy, or from French bouilli 'boiled'","BILLY: Basic Important - Lightweight cooking pot, Lots of outdoor use, Years of camping cooking",The campers heated water for tea in their old _____ over the campfire.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.8,2.0,False
biltong,"Dried and cured meat, similar to jerky, from Southern Africa",/ˈbɪlˌtɔŋ/,"From Afrikaans biltong, from Dutch bil 'buttock' + tong 'tongue, strip'","BILTONG: Basic Important - Long preserved meat, Tough dried food, Outstanding Natural preservation, Great protein source",The hikers packed _____ as a high-protein snack for their trek.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.5,2.0,False
binary,Consisting of two parts; relating to a number system with only 0 and 1,/ˈbaɪnəri/,"From Latin binarius meaning 'consisting of two', from bini 'two by two'","BINARY: Basic Important - Numbers And computer systems, Always two choices, Really basic computer language, Yes/no decisions",Computer programmers work with _____ code consisting of ones and zeros.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.8,2.0,False
bindi,A decorative dot worn on the forehead in Hindu and Buddhist traditions,/ˈbɪndi/,"From Hindi bindu meaning 'drop, dot', from Sanskrit binduka","BINDI: Beautiful Important - Nice cultural decoration, Decorative religious symbol, Indian traditional forehead marking",She wore a red _____ that complemented her traditional sari.,Claude,Claude,Claude,,Intermediate,1.0,2.5,1.5,5.0,False
bingo,A game of chance using numbered cards; an exclamation of success,/ˈbɪŋɡoʊ/,"Possibly from the exclamation 'bang' + -o, or imitative of the sound of a bell","BINGO: Basic Interesting - Numbers Game, Great fun, Outstanding social activity",She shouted '____!' when she completed a row on her card.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.5,3.0,False
binoculars,"An optical instrument with lenses for both eyes, used for viewing distant objects",/bɪˈnɑkjələrz/,"From French binoculaire, from Latin bini 'two' + oculus 'eye'","BINOCULARS: Both Important - Nearby Objects seen Clearly, Understanding far objects, Looking Around from Reasonable distance, Seeing everything clearly",The birdwatcher used her _____ to observe the eagles in their nest.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.5,2.0,False
binomial,"Consisting of two terms; in biology, a two-part scientific name",/baɪˈnoʊmiəl/,From Latin bi- 'two' + nomen 'name' + -al suffix,"BINOMIAL: Both Important - Names Or scientific classification, Mathematical expressions, Important scientific naming, Always Learning biological classification",The _____ name for humans is Homo sapiens.,Claude,Claude,Claude,,Intermediate,1.0,3.0,2.8,2.0,False
binomialbiomimicry,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
binomialdifficulty,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
binturong,"A tree-dwelling mammal from Southeast Asia, also called a bearcat",/ˈbɪntəˌrɔŋ/,"From Malay binturong, the native name for the animal","BINTURONG: Beautiful Important - National animal from southeast asia, Tree climbing animal, Understanding forest animals, Really Outstanding climbing, Nice Gentle animal",The _____ is known for its prehensile tail and distinctive musky scent.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.5,3.0,False
biology,The scientific study of living organisms and life processes,/baɪˈɑlədʒi/,From Greek bios 'life' + -logia 'study of',"BIOLOGY: Basic Important - Operating principles of Living organisms, Outstanding Great science, Yeast and all living things",She majored in _____ to pursue her dream of becoming a marine researcher.,Claude,Claude,Claude,,Intermediate,1.0,3.0,2.8,2.0,False
biome,A large naturally occurring community of flora and fauna,/ˈbaɪoʊm/,"From Greek bios 'life' + -ome 'mass, group'","BIOME: Basic Important - area, Outstanding natural environment, Many species live together, Ecosystems everywhere",The rainforest _____ supports incredible biodiversity.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.5,2.0,False
biomimicry,The design of materials and systems modeled on biological processes,/ˌbaɪoʊˈmɪmɪkri/,From Greek bios 'life' + mimesis 'imitation' + -ry suffix,"BIOMIMICRY: Biology Inspired - Outstanding technology, Mimicking nature's solutions, Including perfect animal designs, Making Industrial innovations, Copying natural solutions, Really smart engineering, Yes nature-inspired inventions","Velcro was invented through _____, inspired by how burr seeds stick to animal fur.",Claude,Claude,Claude,,Intermediate,1.0,4.0,1.8,2.0,False
bird,"A warm-blooded vertebrate animal with feathers, wings, and a beak",/bɜrd/,"From Old English bridd meaning 'young bird, chick'",BIRD: Beautiful Important - Really Diverse flying animals,The colorful _____ sang beautifully from its perch in the oak tree.,Claude,Claude,Claude,,Intermediate,1.0,2.5,1.5,3.5,False
birdie,"In golf, one stroke under par; informal term for a small bird",/ˈbɜrdi/,"From bird + -ie diminutive suffix, originally referring to something excellent","BIRDIE: Better Important - Result in golf, Doing golf one stroke under par, In Everyone's golf vocabulary, Everyone celebrates this golf score",He made a _____ on the difficult par-4 hole with a perfect approach shot.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.5,3.0,False
