word,definition,part_of_speech,pronunciation_guide,etymology,memory_tips,alternate_spellings,language_origin,example_sentence,years,source_files,source_difficulties,difficulty_phonetic,difficulty_frequency,difficulty_morphological,difficulty_etymology,difficulty_final,etymology_source,definition_source,pronunciation_source,example_sentence_source
conifers,"Evergreen trees and shrubs that produce cones and typically have needle-like or scale-like leaves. Conifers include pines, spruces, firs, cedars, and redwoods. These plants are adapted to various climates and are important for lumber, paper production, and ecological systems. Most conifers retain their foliage year-round and reproduce through cone structures containing seeds.",noun (plural),KOH-nuh-furz (/ˈkoʊnəfərz/),"From Latin ""conifer,"" meaning ""cone-bearing,"" from ""conus"" (cone) + ""ferre"" (to bear)","Think ""cone + -ifer (bearing)"" - trees that bear cones",None,Latin,The forest was dominated by tall _____ that stayed green throughout winter.,2023,2023_Words_of_the_Champions.pdf,Two Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
conjugate,"In grammar, to change the form of a verb to indicate tense, person, number, mood, or voice; in chemistry, to join or link molecules together; in mathematics, to change the sign of the imaginary part of a complex number. Conjugation creates systematic patterns that convey different meanings or relationships.","verb, adjective, noun","KON-juh-gayt (verb), KON-juh-git (adj/noun) (/ˈkɒndʒəgeɪt/, /ˈkɒndʒəgɪt/)","From Latin ""conjugatus,"" from ""con-"" (together) + ""jugare"" (to yoke)","Think ""con- (together) + jug (yoke)"" - yoking or joining things together",None,Latin,Students must learn to _____ irregular verbs in multiple tenses.,2023,2023_Words_of_the_Champions.pdf,Two Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
conjugated,"Past tense of conjugate; changed in form to show grammatical relationships, or chemically joined with other molecules. In language learning, conjugated verbs show tense, person, and number. In chemistry, conjugated systems involve alternating single and double bonds. In biology, conjugated proteins are combined with non-protein groups.","verb (past tense), adjective",KON-juh-gay-ted (/ˈkɒndʒəgeɪtəd/),"From Latin ""conjugatus"" + past tense ending ""-ed""","Think of verbs that have been ""yoked together"" with different endings",None,Latin,The teacher checked whether students had correctly _____ the French verbs.,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
conjunto,"A style of Mexican-American music and the ensemble that performs it, typically featuring accordion, guitar, bass, and drums. Conjunto originated in South Texas and Northern Mexico, blending German, Mexican, and American musical influences. This genre is central to Tejano culture and represents the multicultural heritage of the border region.",noun,kon-HOON-toh (/kɒnˈhuntoʊ/),"Spanish, meaning ""ensemble"" or ""group,"" from ""con-"" (together) + ""junto"" (joined)","Think of musicians ""joined together"" in a group - a musical ensemble",None,Spanish,The _____ band played traditional polkas at the cultural festival.,2024,2024 Words of the Champions.pdf,Three Bee,1.0,2.5,1.0,2.5,,Claude,Claude,Claude,Claude
conjure,"To summon or call forth, especially through supernatural means; to bring to mind or imagination; to perform magic tricks or illusions. Conjuring can refer to magical practices, creative imagination, or skillful manipulation that seems magical. The term emphasizes the seemingly impossible act of bringing something into being.",verb,KUN-jur (/ˈkʌndʒər/) or kun-JOOR (/kənˈdʒʊr/),"From Old French ""conjurer,"" from Latin ""conjurare"" (to swear together)",Think of magicians conjuring rabbits from hats - making things appear mysteriously,None,Old French/Latin,The magician could _____ doves from thin air during his performance.,2021,2021_Printable_Words of the Champions.pdf,One Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
conkers,"A British children's game played with horse chestnuts (also called conkers) strung on strings, where players try to break their opponent's conker. The term also refers to the shiny brown seeds themselves. This traditional playground game involves strategy and luck, and has cultural significance in British childhood experiences.",noun (plural),KONG-kurz (/ˈkɒŋkərz/),"Possibly from ""conch"" (shell) or related to ""conquer"" due to the competitive nature","Think of ""conquer"" - trying to conquer opponent's chestnuts in the game",None,British English,The children spent recess playing _____ under the horse chestnut tree.,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,1.0,2.5,1.0,2.0,,Claude,Claude,Claude,Claude
connect,"To join, link, or fasten together; to establish communication or relationship between people, places, or things. Connection can be physical (plugging in a cable), social (meeting people), or conceptual (linking ideas). The term emphasizes bringing separate elements into contact or relationship with each other.",verb,kuh-NEKT (/kəˈnɛkt/),"From Latin ""connectere,"" from ""con-"" (together) + ""nectere"" (to bind)","Think ""con- (together) + nect (bind)"" - binding things together",None,Latin,Please _____ the printer cable to the computer before printing the document.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
connection,"A relationship, link, or association between two or more things; the act of connecting or state of being connected. Connections can be physical (electrical connections), social (personal relationships), or conceptual (ideas that relate to each other). Strong connections often enable communication, understanding, or functionality.",noun,kuh-NEK-shun (/kəˈnɛkʃən/),"From Latin ""connexio,"" from ""connectere"" (to join together)",Think of the act of connecting - the relationship or link that results,Connexion (archaic),Latin,The wireless internet _____ was too weak to stream the video.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.3,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
connemara,"A region in western Ireland known for its rugged landscape, traditional culture, and Irish-speaking communities; also refers to a hardy breed of pony native to this region. Connemara ponies are renowned for their intelligence, sure-footedness, and jumping ability. The area represents Irish heritage, natural beauty, and traditional ways of life.",noun (proper name),kon-uh-MAR-uh (/ˌkɒnəˈmɑrə/),"Irish ""Conamara,"" meaning ""inlets of the sea""",Think of Irish coastal inlets and the famous ponies from this region,None,Irish Gaelic,The _____ pony effortlessly navigated the rocky Irish terrain.,2020,2020 Words_of_the_Champions.pdf,One Bee,1.0,3.0,1.0,2.0,,Claude,Claude,Claude,Claude
connivery,"The practice of secretly cooperating with others to do something wrong or illegal; conspiracy or collusion for improper purposes. Connivery involves deliberate participation in deceptive or harmful activities, often requiring coordination between multiple parties. This behavior violates trust and ethical standards.",noun,kuh-NYE-vur-ee (/kəˈnaɪvəri/),"From Latin ""connivere"" (to close the eyes, wink at) + suffix ""-ery""","Think ""con- (together) + niv (wink)"" - winking together in secret cooperation",None,Latin,The investigation revealed extensive _____ between the officials and contractors.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
connoisseur,"An expert judge in matters of taste, especially in art, food, wine, or other areas requiring refined appreciation and knowledge. Connoisseurs have developed sophisticated understanding through study and experience, enabling them to distinguish quality, authenticity, and subtle differences that others might miss. Their expertise is highly valued in specialized fields.",noun,kon-uh-SUR (/ˌkɒnəˈsɜr/),"French, from Old French ""conoistre"" (to know), from Latin ""cognoscere""","Think of someone who ""knows"" deeply - an expert in recognizing quality",None,French,The wine _____ could identify the vineyard and year from a single sip.,2020; 2021; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
conquests,"Plural of conquest; military victories resulting in control over territories, peoples, or enemies; achievements or successes in overcoming challenges. Conquests can be military (capturing lands), personal (overcoming fears), or metaphorical (winning someone's heart). The term implies struggle, victory, and gaining control or dominance.",noun (plural),KON-kwests (/ˈkɒŋkwɛsts/),"Plural of Old French ""conqueste,"" from Latin ""conquirere"" (to seek together)","Think ""con- (together) + quest"" - seeking victory together through struggle",None,Old French/Latin,The historian studied the Roman _____ throughout the Mediterranean region.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
consanguine,"Related by blood; sharing common ancestry through genetic inheritance rather than marriage. Consanguine relationships include parents and children, siblings, cousins, and other blood relatives. In legal and medical contexts, consanguinity affects inheritance rights, marriage laws, and genetic risk assessments. The term emphasizes biological rather than social family connections.",adjective,kon-SANG-gwin (/kɒnˈsæŋgwɪn/),"From Latin ""consanguineus,"" from ""con-"" (together) + ""sanguis"" (blood)","Think ""con- (together) + sanguin (blood)"" - sharing blood together",Consanguineous,Latin,The genealogist traced the _____ relationships between family members.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
consecrate,"To dedicate formally to a sacred purpose; to make or declare sacred through religious ceremony or ritual. Consecration sets apart people, objects, or places for holy use, often involving blessings, prayers, or ceremonial acts. The term can also mean to devote earnestly to a cause or purpose.",verb,KON-si-krayt (/ˈkɒnsəkreɪt/),"From Latin ""consecratus,"" from ""con-"" (completely) + ""sacrare"" (to make sacred)","Think ""con- (completely) + sacr (sacred)"" - making completely sacred",None,Latin,The bishop will _____ the new church in a special ceremony.,2021; 2022; 2023; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
consecrateadjective,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""consecrate"" (to make sacred) + ""adjective"" (a grammatical term). These should be separate words.",error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],"This is a data error - should be separated into ""consecrate"" and ""adjective""",consecrate + adjective (separate words),ERROR - combined words,[ERROR - This combined word should not appear in spelling bee materials],2024,2024 Words of the Champions.pdf,Three Bee,1.0,3.5,2.5,2.0,,Claude,Claude,Claude,Claude
consecutive,"Following continuously in unbroken sequence; succeeding one after another without interruption. Consecutive events, numbers, or periods occur in order without gaps or breaks between them. This pattern suggests regularity, progression, and uninterrupted continuity in time or arrangement.",adjective,kun-SEK-yuh-tiv (/kənˈsɛkjətɪv/),"From Latin ""consecutus,"" from ""con-"" (together) + ""sequi"" (to follow)","Think ""con- (together) + secut (follow)"" - following together in sequence",None,Latin,The team won five _____ games to secure the championship.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
consensus,"General agreement or accord reached by a group; collective opinion or judgment shared by most or all members of a group. Consensus emerges through discussion, compromise, and finding common ground among different viewpoints. It represents unity of opinion and collaborative decision-making rather than simple majority rule.",noun,kun-SEN-sus (/kənˈsɛnsəs/),"Latin, meaning ""agreement,"" from ""consentire"" (to feel together)","Think ""con- (together) + sens (feel)"" - feeling or thinking together",None,Latin,The committee reached _____ on the new policy after lengthy discussions.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
consequences,"Plural of consequence; results or effects that follow from actions, decisions, or events. Consequences can be positive (rewards) or negative (punishments), intended or unintended. Understanding consequences helps people make informed decisions and take responsibility for their actions. They represent the cause-and-effect relationships in life.",noun (plural),KON-si-kwen-siz (/ˈkɒnsəkwənsɪz/),"Plural of Latin ""consequentia,"" from ""consequi"" (to follow closely)","Think of results that ""follow closely"" after actions or decisions",None,Latin,She carefully considered the _____ before making her important decision.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
consequent,"Following as a result or effect; logically following from premises or previous events. As a noun, consequent refers to the result part of a conditional statement. The term emphasizes logical sequence and the inevitable nature of results that flow from specific causes or conditions.","adjective, noun",KON-si-kwent (/ˈkɒnsəkwənt/),"From Latin ""consequens,"" present participle of ""consequi"" (to follow closely)","Think of something that ""follows consequently"" - a logical result",None,Latin,The _____ flooding damaged many homes after the heavy rainfall.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
considerable,"Large in amount, extent, or degree; worthy of consideration or attention due to its significance. Considerable suggests something substantial enough to be noteworthy, whether referring to time, money, effort, or impact. The term implies more than average or expected magnitude.",adjective,kun-SID-ur-uh-bul (/kənˈsɪdərəbəl/),"From Latin ""considerabilis,"" meaning ""worthy of consideration""","Think ""consider + -able"" - worthy of being considered because it's significant",None,Latin,The project required _____ time and resources to complete successfully.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
consideration,"Careful thought about something before making a decision; thoughtful regard for others' feelings or circumstances; something given or done in return for something else. Consideration involves weighing options, showing empathy, or providing compensation. It represents thoughtfulness in decision-making and interpersonal relationships.",noun,kun-sid-uh-RAY-shun (/kənˌsɪdəˈreɪʃən/),"From Latin ""consideratio,"" from ""considerare"" (to examine carefully)","Think ""consider + -ation"" - the act of considering carefully",None,Latin,Please give serious _____ to all the options before deciding.,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.3,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
consigliere,"An advisor or counselor, especially in organized crime families; a trusted adviser who provides guidance on important matters. From Italian-American usage, particularly associated with Mafia organizations where the consigliere serves as a neutral counselor to the family boss. The term emphasizes wisdom, trust, and advisory roles.",noun,kon-sil-ee-EH-ray (/kɒnˌsɪliˈɛreɪ/),"Italian, meaning ""counselor,"" from Latin ""consilium"" (advice, counsel)","Think ""counsel + -iere"" - someone who provides counsel or advice",None,Italian,The crime boss relied on his trusted _____ for strategic advice.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
consisting,"Present participle of consist; being composed or made up of specified elements or parts. When something consists of particular components, those elements form its essential nature or structure. The term describes the composition or makeup of objects, groups, or concepts.",verb (present participle),kun-SIS-ting (/kənˈsɪstɪŋ/),"From Latin ""consistere"" (to stand together) + present participle ""-ing""","Think ""con- (together) + sist (stand)"" - standing together as component parts",None,Latin,"The meal was _____ of three courses: appetizer, main dish, and dessert.",2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
consists,"Third person singular present tense of consist; is composed or made up of specified parts or elements. When something consists of certain components, those parts form its essential structure or composition. The verb describes the fundamental makeup or composition of things.",verb (third person singular present),kun-SISTS (/kənˈsɪsts/),"From Latin ""consistere"" (to stand firm, be composed of)","Think of parts that ""stand together"" to form a whole",None,Latin,"The recipe _____ of flour, sugar, eggs, and butter mixed together.",2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
consomme,"A clear soup made from rich stock that has been clarified, typically served as an elegant appetizer in fine dining. Consommé requires careful preparation to achieve perfect clarity and concentrated flavor. This classic French culinary technique demonstrates skill in removing impurities while preserving intense taste.",noun,kon-suh-MAY (/ˌkɒnsəˈmeɪ/),"French, past participle of ""consommer"" (to consume, complete)","Think of ""consumed"" or ""completed"" - a soup that has been perfected through clarification",Consommé (with accent),French,The chef served an elegant mushroom _____ as the first course.,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,1.0,2.5,1.0,2.5,,Claude,Claude,Claude,Claude
consommé,"A clear, refined soup made from rich stock that has been carefully clarified to remove all impurities, resulting in a transparent but flavorful broth. This classic French culinary preparation requires advanced technique and is often served in fine dining establishments as an elegant appetizer. The accent mark distinguishes it as the authentic French spelling.",noun,kon-suh-MAY (/ˌkɒnsəˈmeɪ/),"French, past participle of ""consommer"" (to consume, bring to completion)","Think of soup brought to ""completion"" - perfectly clarified and refined",Consomme (without accent),French,The restaurant's signature _____ was crystal clear yet full of rich flavor.,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,1.0,2.5,1.0,2.5,,Claude,Claude,Claude,Claude
consonant,"A speech sound produced by obstructing airflow in the vocal tract, contrasting with vowels; in agreement or harmony with something. Consonants include sounds like /b/, /k/, /s/, and /r/ that require specific tongue, lip, or throat positions. In music, consonant intervals create harmony and stability.","noun, adjective",KON-suh-nuhnt (/ˈkɒnsənənt/),"From Latin ""consonans,"" meaning ""sounding together""","Think ""con- (together) + son (sound)"" - sounds that work together with vowels",None,Latin,"The word ""strength"" contains several _____ sounds clustered together.",2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
consonants,"Plural of consonant; speech sounds produced by restricting or blocking airflow, including sounds like /p/, /t/, /k/, /m/, /n/, and /s/. Consonants combine with vowels to form syllables and words. In written language, consonant letters represent these sounds, forming the structural framework of words alongside vowels.",noun (plural),KON-suh-nuhnts (/ˈkɒnsənənts/),"Plural of Latin ""consonans"" (sounding together)",Multiple sounds that work together with vowels to form words,None,Latin,English has more _____ than vowels in its sound system.,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
consortium,"An association or partnership of multiple organizations, companies, or institutions working together toward common goals. Consortiums pool resources, expertise, and capabilities to undertake projects too large or complex for individual organizations. These collaborative arrangements are common in research, business ventures, and educational initiatives.",noun,kun-SOR-tee-um (/kənˈsɔrtiəm/),"Latin, meaning ""partnership, fellowship,"" from ""consors"" (sharing in common)","Think ""con- (together) + sort"" - sorting or grouping together for partnership",None,Latin,The research _____ included universities from five different countries.,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
conspiratorial,"Relating to or suggesting conspiracy; involving secret planning with others to do something harmful or illegal. Conspiratorial behavior includes secretive communication, hidden agendas, and coordinated deception. The term can describe actual conspiracies or merely the appearance of secretive, suspicious activity.",adjective,kun-spir-uh-TOR-ee-ul (/kənˌspɪrəˈtɔriəl/),"From Latin ""conspirare"" (to breathe together, plot) + suffix ""-ial""","Think ""con- (together) + spir (breathe)"" - breathing together secretly in plots",None,Latin,The group exchanged _____ glances during the secret meeting.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
constabulary,"The police force of a particular area or country; the organized body of law enforcement officers responsible for maintaining public order and safety. Constabularies have specific jurisdictions and authority to enforce laws, investigate crimes, and protect citizens. The term emphasizes the official, organized nature of police forces.",noun,kun-STAB-yuh-ler-ee (/kənˈstæbjəlɛri/),"From Old French ""conestable"" (chief officer) + suffix ""-ary""","Think ""constable + -ary"" - the organization or body of constables",None,Old French,The local _____ increased patrols in response to recent break-ins.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.5,2.0,2.5,,Claude,Claude,Claude,Claude
constantbalm,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""constant"" (unchanging, continuous) + ""balm"" (soothing ointment or influence). These should be separate words.",error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],"This is a data error - should be separated into ""constant"" and ""balm""",constant + balm (separate words),ERROR - combined words,[ERROR - This combined word should not appear in spelling bee materials],2023,2023_Words_of_the_Champions.pdf,Two Bee,1.0,3.5,1.5,2.0,,Claude,Claude,Claude,Claude
