word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,definition_source,pronunciation_source,etymology_source,memory_tip_source,example_sentence_source,source_difficulty,years,source_files,is_error,error_message
effectual,Successful in producing a desired or intended result; effective and efficient.,adjective,ih-FEK-choo-ul (emphasis on second syllable),"From ""effect"" + ""-ual"" suffix. About being successful in achieving results.",English formation from Latin roots,The new treatment proved _____ in reducing the symptoms.,"Think ""ef-FECT-ual"" - actually producing the intended ""effect,"" successful and effective.",9,4,4,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
effervescent,Vivacious and enthusiastic; giving off bubbles; lively and exuberant in manner.,adjective,ef-er-VES-ent (emphasis on third syllable),"From Latin ""effervescere"" meaning ""to boil up"" (ex- ""out"" + fervere ""to boil""). About bubbling energy.",Latin,Her _____ personality made her the life of every party.,"Remember ""effer-VESCE-nt"" - bubbling with energy like soda that fizzes, lively and enthusiastic.",10,2,5,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
effete,Weak and ineffective; lacking vigor or strength; exhausted or worn out.,adjective,ih-FEET (emphasis on second syllable),"From Latin ""effetus"" meaning ""worn out by bearing"" (ex- ""out"" + fetus ""offspring""). About exhaustion.",Latin,The once-powerful empire had become _____ and unable to defend itself.,"Think ""ef-FETE"" - so worn out that even your ""feet"" are tired, weak and ineffective.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
efficient,Working in a well-organized way; achieving maximum productivity with minimum wasted effort or expense.,adjective,ih-FISH-ent (emphasis on second syllable),"From Latin ""efficientem"" meaning ""working out, accomplishing"" (ex- ""out"" + facere ""to make"").",Latin,The new software made the office workflow much more _____.,"Remember ""ef-FICI-ent"" - like being ""proficient,"" working effectively without wasting time or energy.",10,9,4,5,,Claude,Claude,Claude,Claude,Claude,Two Bee,2023,2023_Words_of_the_Champions.pdf,False,
effigy,"A sculpture or model of a person, especially one created to be damaged or destroyed in protest.",noun,EF-ih-jee (emphasis on first syllable),"From Latin ""effigies"" meaning ""image, likeness"" (ex- ""out"" + fingere ""to shape""). About shaped images.",Latin,The protesters burned an _____ of the unpopular politician.,"Think ""EF-figy"" - a figure shaped ""out of"" materials to represent someone, often for protest.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,Two Bee,2023,2023_Words_of_the_Champions.pdf,False,
effleurage,"A massage technique involving long, gliding strokes with the palms and fingers; gentle, flowing massage movements.","noun, verb",ef-lur-AHZH (emphasis on third syllable),"From French ""effleurer"" meaning ""to skim, touch lightly"" (ex- ""out"" + fleur ""flower""). Massage terminology.",French,The massage therapist began with gentle _____ to relax the client's muscles.,"Remember ""ef-fleur-AGE"" - like ""flower"" (fleur) movements, gentle gliding strokes in massage.",9,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
efflux,The action of flowing out; something that flows out; an outflow or discharge.,noun,EF-luks (emphasis on first syllable),"From Latin ""effluxus"" meaning ""a flowing out"" (ex- ""out"" + fluere ""to flow""). About outward flow.",Latin,The _____ of water from the dam created a powerful downstream current.,"Think ""EF-flux"" - like ""flux"" (flow) going ""ef"" (out), water or substances flowing outward.",7,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee,2021; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
effluxfrugivore,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,True,"Combined word error: ""effluxfrugivore"" appears to be ""efflux"" + ""frugivore"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
effortless,Requiring no physical or mental exertion; achieved with ease; appearing natural and unforced.,adjective,EF-ert-lis (emphasis on first syllable),"From ""effort"" + ""-less"" suffix. About doing things without strain or difficulty.",English formation,The professional dancer made the complex routine look _____.,"Simple ""EFFORT-less"" - without ""effort,"" doing things easily and naturally without strain.",10,6,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2021; 2022; 2023; 2024,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,False,
effortlesseighth,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,True,"Combined word error: ""effortlesseighth"" appears to be ""effortless"" + ""eighth"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
effraction,"The act of breaking open or through; forcible entry or breaking, especially in legal contexts.",noun,ih-FRAK-shun (emphasis on second syllable),"From Latin ""effractio"" meaning ""a breaking open"" (ex- ""out"" + frangere ""to break""). Legal terminology.",Latin,The burglar was charged with _____ for breaking into the building.,"Remember ""ef-FRAC-tion"" - like ""fracture,"" forcibly breaking open or through something.",10,4,4,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
effrontery,Insolent or impertinent behavior; shameless audacity or boldness.,noun,ih-FRUN-ter-ee (emphasis on second syllable),"From French ""effronterie"" from ""effronté"" meaning ""shameless"" (ex- ""out"" + frons ""forehead"").",French from Latin,She had the _____ to ask for a raise after being late every day.,"Think ""ef-FRONT-ery"" - showing your ""front"" (forehead) shamelessly, bold and impudent behavior.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
effusive,"Expressing feelings of gratitude, pleasure, or approval in an unrestrained way; gushing and enthusiastic.",adjective,ih-FYOO-siv (emphasis on second syllable),"From Latin ""effusus"" meaning ""poured out"" (ex- ""out"" + fundere ""to pour""). About pouring out emotions.",Latin,Her _____ praise made the young artist feel very appreciated.,"Remember ""ef-FUSIVE"" - emotions ""fusing"" and pouring out excessively, gushing with enthusiasm.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
effusiveprimitive,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,True,"Combined word error: ""effusiveprimitive"" appears to be ""effusive"" + ""primitive"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
egeria,A female advisor or counselor; a woman who guides or influences someone in authority. From Roman mythology.,noun,eh-JEER-ee-ah (emphasis on second syllable),"From Latin ""Egeria,"" a Roman nymph who advised King Numa. Mythological and political terminology.",Latin (mythological),The queen's trusted _____ provided wise counsel during the political crisis.,"Remember ""e-GEER-ia"" - like a female ""gear"" that helps guide and advise those in power.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
eggcorn,A misheard or misunderstood phrase that is substituted with words that sound similar but change the meaning.,noun,EG-korn (emphasis on first syllable),"From ""acorn"" misheard as ""eggcorn."" Linguistic terminology coined by linguist Geoffrey Pullum.",English (modern linguistic term),"Saying ""for all intensive purposes"" instead of ""for all intents and purposes"" is an _____.","Remember ""EGG-corn"" - like confusing an ""acorn"" with an ""eggcorn,"" mishearing words that sound similar.",10,4,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
eggplant,"A purple, egg-shaped vegetable; also called aubergine; used in cooking worldwide, especially Mediterranean cuisine.",noun,EG-plant (emphasis on first syllable),"From ""egg"" + ""plant."" Originally white varieties resembled large eggs.",English,She grilled sliced _____ with olive oil and herbs for dinner.,"Simple ""EGG-plant"" - a purple vegetable that originally looked like a large white egg on a plant.",10,6,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
eggs,"Plural of egg; oval reproductive bodies laid by female birds, reptiles, and some other animals; used as food.",noun,"EGZ (rhymes with ""legs"")","From Old English ""æg,"" plural of ""egg."" Basic food and biological terminology.",Old English,She scrambled three _____ for breakfast this morning.,"Simple ""EGGS"" rhymes with ""legs"" - oval-shaped reproductive bodies that chickens lay.",10,6,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
egress,The action of going out or leaving; an exit or way out of a place.,"noun, verb",EE-gres (emphasis on first syllable),"From Latin ""egressus"" meaning ""a going out"" (ex- ""out"" + gradi ""to step""). Architectural terminology.",Latin,The fire code requires clear _____ routes in all public buildings.,"Think ""E-GRESS"" - to ""exit"" and ""go"" out, the opposite of ""ingress"" (going in).",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee,2021; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
egressgeocaching,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,True,"Combined word error: ""egressgeocaching"" appears to be ""egress"" + ""geocaching"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
egucigalpa,"The capital and most populous city of Honduras, located in central Honduras.",noun (proper),teh-goo-see-GAL-pah (emphasis on fourth syllable),"From indigenous Lenca language, possibly meaning ""silver hills."" Geographic proper noun.",Indigenous Lenca,_____ serves as the political and economic center of Honduras.,"Remember ""Tegu-ci-GAL-pa"" - the capital city of Honduras with a complex indigenous name.",9,4,3,5,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022; 2023,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,False,
egyptian,Relating to Egypt or its people; a native or inhabitant of Egypt; characteristic of ancient or modern Egypt.,"adjective, noun",ih-JIP-shun (emphasis on second syllable),"From ""Egypt"" + ""-ian"" suffix. Geographic and cultural terminology.",English from Greek,The museum displayed ancient _____ artifacts including mummies and hieroglyphics.,"Remember ""e-GYP-tian"" - relating to ""Egypt,"" the land of pyramids and pharaohs.",10,6,3,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,False,
eight,The number 8; one more than seven and one less than nine; a numeral representing this quantity.,"number, noun","AYT (rhymes with ""late"")","From Old English ""eahta"" related to Germanic and Indo-European words for eight.",Old English,She counted _____ apples in the basket.,"Simple ""EIGHT"" rhymes with ""late"" - the number that comes after seven, written as 8.",5,9,1,3,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
eighth,The ordinal number corresponding to eight; one of eight equal parts; position number 8 in a sequence.,"ordinal number, noun","AYTH (rhymes with ""faith"")","From ""eight"" + ""-th"" ordinal suffix. Ordinal number formation.",English,She finished in _____ place in the running competition.,"Remember ""EIGHTH"" rhymes with ""faith"" - the ordinal form of eight, 8th in order.",5,9,1,6,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
einstein,"Albert Einstein (1879-1955), German-born theoretical physicist famous for the theory of relativity; used to refer to a very intelligent person.",noun (proper),EYE-n-styne (emphasis on first syllable),"German surname meaning ""one stone."" Scientific and cultural eponym.",German,The physics student admired _____ for his groundbreaking theories about space and time.,"Remember ""EYE-n-stein"" - the brilliant physicist whose name means ""one stone"" but whose ideas were revolutionary.",10,6,2,3,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
eisteddfod,"A Welsh festival of literature, music, and performance; a competitive cultural event celebrating Welsh arts and language.",noun,eye-STETH-vod (emphasis on second syllable),"From Welsh ""eisteddfod"" meaning ""session"" (eistedd ""to sit"" + bod ""to be""). Cultural terminology.",Welsh,"The annual _____ featured competitions in poetry, singing, and traditional Welsh music.","Think ""eye-STEAD-fod"" - a Welsh cultural ""festival"" where people ""sit"" to watch performances.",10,4,2,3,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
either,One or the other of two; used to indicate a choice between two alternatives; each of two.,"determiner, pronoun, adverb",EE-ther or EYE-ther (both pronunciations acceptable),"From Old English ""ægther"" meaning ""each of two."" Basic English determiner.",Old English,You can choose _____ the red shirt or the blue one.,"Remember ""EITHER"" - like ""each there,"" indicating one choice or the other of two options.",10,9,1,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee,2021; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
elaborative,Involving or characterized by elaboration; providing additional detail or development; expansive and detailed.,adjective,ih-LAB-uh-ray-tiv (emphasis on second syllable),"From ""elaborate"" + ""-ive"" suffix. About working out details thoroughly.",English formation from Latin roots,The professor used an _____ teaching method that included many examples and details.,"Remember ""e-LAB-orative"" - like working in a ""lab,"" carefully developing and elaborating on details.",10,2,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
elasticity,The ability to stretch and return to original shape; flexibility and adaptability; resilience under pressure.,noun,ih-las-TIS-ih-tee (emphasis on third syllable),"From ""elastic"" + ""-ity"" suffix. Physics and general terminology about flexibility.",English formation from Greek roots,Rubber bands demonstrate the principle of _____ by stretching and snapping back.,"Think ""e-las-TIC-ity"" - the quality of being ""elastic,"" able to stretch like a rubber band.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
elderly,Old in years; advanced in age; relating to or designed for older people.,"adjective, noun",EL-der-lee (emphasis on first syllable),"From ""elder"" + ""-ly"" suffix. About advanced age and seniority.",English,The community center offers special programs for _____ residents.,"Simple ""ELDER-ly"" - like an ""elder,"" someone who is older and advanced in years.",10,9,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
elderlyamigo,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,True,"Combined word error: ""elderlyamigo"" appears to be ""elderly"" + ""amigo"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
electric,Relating to or powered by electricity; exciting or thrilling; having a sudden energizing effect.,adjective,ih-LEK-trik (emphasis on second syllable),"From Greek ""elektron"" meaning ""amber"" (which produces static electricity when rubbed). Scientific terminology.",Greek,The _____ guitar produced a much louder sound than the acoustic version.,"Remember ""e-LEK-tric"" - powered by ""electrons,"" the force that makes lights and machines work.",10,9,4,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
electrical,Relating to electricity; concerned with the generation and application of electricity.,adjective,ih-LEK-tri-kul (emphasis on second syllable),"From ""electric"" + ""-al"" suffix. Engineering and technical terminology.",English formation from Greek roots,The _____ engineer designed the wiring system for the new building.,"Think ""e-LEK-trical"" - the technical field dealing with ""electric"" power and systems.",9,9,4,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
electrified,Charged with electricity; supplied with electric power; excited or thrilled.,"adjective, verb",ih-LEK-truh-fyed (emphasis on second syllable),"From ""electrify"" + ""-ed"" suffix. About charging with electricity or excitement.",English formation from Greek roots,The audience was _____ by the performer's amazing guitar solo.,"Remember ""e-LEK-trified"" - charged up with ""electric"" power or excitement, energized.",10,9,4,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
electrode,"A conductor through which electricity enters or leaves an object, substance, or region.",noun,ih-LEK-trohd (emphasis on second syllable),"From ""electro-"" (electric) + Greek ""hodos"" (way, path). Scientific terminology.",English from Greek,The battery has a positive and negative _____ for conducting electric current.,"Think ""ELECTRO-de"" - the ""electric"" ""ode"" (path) where electricity travels into or out of something.",10,6,3,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
eleemosynary,Relating to or supported by charity; charitable and philanthropic; given or done out of compassion.,adjective,el-ee-MOS-uh-nair-ee (emphasis on third syllable),"From Greek ""eleemosyne"" meaning ""alms, charity"" (eleos ""mercy"" + syn ""with""). Charitable terminology.",Greek,The hospital was founded as an _____ institution to serve the poor.,"Remember ""elee-MOS-ynary"" - relating to ""alms"" and charity, helping those in need with mercy.",10,2,5,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
