word,years,source_files,source_difficulties,definition,pronunciation,etymology,etymology_source,memory_tip,example_sentence,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,combined_word_error
marksmanship,2025,2025 Words of Champion _1_.pdf,Three Bee,"The skill and art of accurate shooting with firearms or archery equipment, requiring precise aim, steady hands, and consistent technique. Marksmanship combines physical abilities with mental discipline, as successful shooters must control breathing, maintain focus, and manage stress under pressure. Military and police training emphasizes marksmanship for tactical effectiveness and safety. Competitive marksmanship includes target shooting, biathlon, and practical shooting sports with standardized scoring systems. Fundamental marksmanship principles include proper stance, grip, sight alignment, sight picture, breathing control, and trigger squeeze. Historical marksmanship traditions include sharpshooting units in warfare and hunting skills for survival. Modern marksmanship instruction uses advanced techniques including ballistics analysis, equipment optimization, and psychological preparation to achieve consistent accuracy.",/ˈmɑrks.mən.ʃɪp/,"From ""marksman"" (one who hits the mark) + ""-ship"" (skill or ability). ""Mark"" refers to the target being aimed at.",Claude,Remember MARKSMANSHIP = hitting the MARK with expert shooting SKILL like a MAN with a SHIP (steady aim).,The sniper's exceptional ______ allowed her to hit targets accurately at extreme distances.,0.2,0.9,0.3,0.5,,False
marmoset,2020,2020 Words_of_the_Champions.pdf,One Bee,"A small, highly active New World monkey belonging to the family Callitrichidae, native to South American rainforests. Marmosets are characterized by their tiny size (typically 4-6 inches long excluding tail), tufted ears, long tails, and distinctive facial features. These arboreal primates live in family groups and communicate through complex vocalizations including whistles, trills, and chatter. Marmosets have specialized claws rather than fingernails, allowing them to climb vertical tree surfaces and extract tree sap, their primary food source. They also eat insects, fruits, and small vertebrates. Common marmosets, pygmy marmosets, and golden lion tamarins represent different species within this family. Their intelligence and social behaviors make them subjects of scientific research, though habitat destruction threatens many species.",/ˈmɑr.mə.zet/,"From Middle French ""marmouset,"" meaning grotesque figure or small monkey, possibly derived from ""marmotter"" (to mutter).",Claude,Remember MARMOSET = tiny monkey that makes MURMUR sounds while SET in trees.,"The pygmy ______ is one of the world's smallest primates, weighing less than a hamster.",0.0,0.9,0.0,0.8,,False
marooned,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Stranded or abandoned in an isolated place with little hope of rescue, originally referring to people deliberately left on deserted islands. The practice of marooning was historically used as punishment by pirates and naval authorities, leaving offenders on remote islands with minimal supplies. Modern usage extends beyond maritime contexts to describe anyone trapped in remote locations or difficult circumstances. Someone might feel marooned during a blizzard, mechanical breakdown in wilderness areas, or even socially isolated in unfamiliar situations. The psychological impact of being marooned includes anxiety, resourcefulness development, and survival instinct activation. Famous literary examples include Robinson Crusoe and Swiss Family Robinson, exploring themes of survival, adaptation, and human resilience in isolated conditions.",/məˈrund/,"From American Spanish ""cimarrón"" meaning wild or runaway, later applied to the practice of abandoning people on islands.",Claude,Remember MAROONED sounds like MAROON (dark red) - imagine being stuck on a red desert island.,The sailors were ______ on the tiny coral atoll after their ship was wrecked in the storm.,0.0,0.9,0.2,0.8,,False
marquee,2021,2021_Printable_Words of the Champions.pdf,One Bee,"A large tent used for outdoor events or a prominent sign displaying entertainment information, typically featuring lights and bold lettering. Marquee tents provide temporary covered spaces for weddings, festivals, corporate events, and social gatherings. These structures range from simple pole tents to elaborate pavilions with climate control and decorative elements. Theater marquees display movie titles, show times, and performer names in eye-catching formats designed to attract audiences. The marquee serves both informational and promotional purposes, often becoming iconic architectural features of entertainment districts. Digital marquees now incorporate LED displays and programmable messages. In business contexts, ""marquee"" describes high-profile clients, events, or performers that attract attention and prestige to an organization.",/mɑrˈki/,"From French ""marquise,"" a large tent, originally referring to a military officer's tent. The theater sense developed from elaborate entrance canopies.",Claude,Remember MARQUEE = big tent that MARKS the entrance with lights and signs.,The vintage theater's neon ______ displayed classic movie titles in brilliant red letters.,0.0,0.6,0.0,0.8,,False
married,2025,2025 Words of Champion _1_.pdf,Three Bee,"United in matrimony through legal or religious ceremony; also closely connected or combined. Marriage represents a formal union between individuals, recognized by law, religion, or social custom, creating legal rights, responsibilities, and social status changes. Married couples share legal benefits including inheritance rights, medical decision authority, and tax advantages. The institution of marriage varies across cultures in terms of ceremonies, partner selection, gender roles, and dissolution processes. Beyond personal relationships, ""married"" describes things closely joined or inseparable, such as ideas married to action or flavors married in cooking. Marriage traditions include engagement periods, wedding ceremonies, vows, rings, and celebrations that mark the transition from single to married status.",/ˈmær.id/,"From Old French ""marier,"" meaning to wed, derived from Latin ""maritus"" (husband) and ""maritare"" (to wed).",Claude,Remember MARRIED = MAR (to join) + RIED (tied) - joined together and tied in matrimony.,The couple had been ______ for twenty-five years and still enjoyed each other's company daily.,0.0,0.6,0.2,0.8,,False
marring,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"The act of damaging, spoiling, or diminishing the perfection or beauty of something. Marring involves causing imperfections that detract from aesthetic appeal, functionality, or value. Physical marring includes scratches on surfaces, dents in metal, or stains on fabric that reduce visual appeal. Emotional or experiential marring occurs when negative events spoil otherwise positive experiences, such as bad weather marring a wedding or arguments marring family gatherings. Environmental marring describes human activities that damage natural landscapes. The concept implies that something previously whole or beautiful has been compromised, though not necessarily destroyed. Marring can be temporary or permanent, intentional or accidental, and may sometimes be repairable through restoration efforts.",/ˈmær.ɪŋ/,"From Old English ""mierran,"" meaning to hinder or obstruct. Related to words meaning to damage or impair.",Claude,Remember MARRING = MAR (to damage) + RING (continuous action) - continuously damaging something beautiful.,The deep scratches were ______ the otherwise perfect finish of the antique table.,0.0,0.6,0.2,0.2,,False
marry,2023,2023_Words_of_the_Champions.pdf,Two Bee,"To join in marriage through legal, religious, or social ceremony; also to combine or unite different elements harmoniously. The act of marrying involves formal commitment between individuals, creating new legal status and social relationships. Religious marriage ceremonies include vows, blessings, and ritual elements specific to different faith traditions. Civil marriages focus on legal recognition and rights. In culinary contexts, marry means combining flavors that complement each other, allowing ingredients time to blend and develop complex tastes. Musical marry refers to harmonious combination of melodies or instruments. The verb implies both formal joining and natural compatibility, whether between people, concepts, or elements that work well together.",/ˈmær.i/,"From Old French ""marier,"" derived from Latin ""maritare,"" meaning to wed or give in marriage. Related to ""marital"" and ""matrimony.""",Claude,"Remember MARRY = to bring together in harmony, like the sound ""merry"" suggests happiness.",The chef decided to ______ bold spices with delicate herbs in the signature dish.,0.0,0.6,0.0,0.8,,False
mars,2020,2020 Words_of_the_Champions.pdf,One Bee,"The fourth planet from the Sun in our solar system, known as the Red Planet due to iron oxide on its surface; also the Roman god of war. Mars has fascinated humans throughout history, appearing as a reddish star in the night sky and inspiring mythology, science fiction, and space exploration. The planet features polar ice caps, the largest volcano in the solar system (Olympus Mons), and a massive canyon system (Valles Marineris). Mars has two small moons, Phobos and Deimos. Current scientific interest focuses on evidence of past water activity and potential for ancient or current microbial life. Multiple space agencies have sent robotic missions to Mars, with plans for eventual human exploration. As a verb, ""mars"" means to damage or spoil something.",/mɑrz/,"Named after Mars, Roman god of war, due to its reddish appearance resembling blood. The verb comes from Old English ""mierran.""",Claude,"Remember MARS - the red planet that looks like it's covered in rust, named after the god of WAR.",The rover sent back stunning images of ______'s rusty landscape and towering rock formations.,0.0,0.3,0.0,0.2,,False
marsupial,2020; 2024; 2025,2020 Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,"A mammal that typically carries and nurses its young in a pouch, representing an ancient evolutionary adaptation for protecting underdeveloped offspring. Marsupials give birth to tiny, immature young that continue developing outside the womb, usually attached to nipples within a protective pouch. Famous marsupials include kangaroos, koalas, opossums, wombats, and Tasmanian devils. Most marsupials are found in Australia and nearby regions, though opossums live in the Americas. Marsupial reproduction differs significantly from placental mammals, with shorter gestation periods and extended external development. This reproductive strategy allows survival in harsh environments where food may be scarce. Marsupials represent important evolutionary diversity and occupy various ecological niches from herbivorous grazers to carnivorous hunters.",/mɑrˈsu.pi.əl/,"From Latin ""marsupium,"" meaning pouch or purse, derived from Greek ""marsippos"" (pouch). Related to the distinctive pouch feature.",Claude,Remember MARSUPIAL = MAR (sea) + SOUP + AL - animals with pouch bellies like carrying soup bowls.,The mother ______ carried her tiny joey safely in her pouch while hopping across the grassland.,0.0,0.9,0.0,0.8,,False
marsupialtrefoil,2021; 2022; 2023,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,"A combined word error from PDF parsing that incorrectly merged ""marsupial"" and ""trefoil."" This represents a data processing error where two separate terms were concatenated without proper spacing. Marsupial refers to pouch-bearing mammals, while trefoil describes three-leafed plants (like clover) or decorative three-lobed designs. Such parsing errors occur when PDF text extraction fails to recognize word boundaries, particularly in formatted documents with multiple columns or tight spacing. These errors highlight the challenges of automated text processing and the importance of data validation. The combination creates a nonsensical term that would require manual correction or automated error detection to separate into meaningful components.",/mɑrˈsu.pi.əlˈtri.fɔɪl/,"Processing error combining ""marsupial"" (Latin pouch-bearer) with ""trefoil"" (Latin three-leaf). Invalid concatenation.",Claude,This is a COMBINED WORD ERROR - two distinct words incorrectly joined during PDF text extraction.,The data validation system flagged ______ as an invalid combined word requiring separation.,0.0,0.9,0.3,0.8,,True
martial,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Relating to warfare, military affairs, or combat; characterized by discipline, strength, and warrior-like qualities. Martial arts encompass various combat and self-defense systems developed across different cultures, emphasizing physical technique, mental discipline, and philosophical principles. Martial law represents temporary military control over civilian populations during emergencies, suspending normal legal processes. Martial music includes military marches and ceremonial compositions. The martial spirit embodies courage, honor, and readiness for conflict. Martial cultures historically emphasized warrior values, training, and hierarchical military structures. Modern martial applications include military training, law enforcement tactics, competitive sports, and personal development through disciplined practice of combat skills.",/ˈmɑr.ʃəl/,"From Latin ""martialis,"" meaning of Mars (Roman god of war). Related to military and warrior concepts.",Claude,Remember MARTIAL = relating to MARS the war god - military and combat related.,"The ______ arts instructor taught students discipline, respect, and self-defense techniques.",0.0,0.6,0.0,0.8,,False
martinet,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"A person who demands strict adherence to rules and procedures, often to an excessive or unreasonable degree. The term describes someone who prioritizes rigid discipline over flexibility or compassion, typically in authority positions such as military officers, teachers, or supervisors. Martinets insist on precise compliance with regulations regardless of circumstances or common sense. While discipline and order serve important purposes, martinets often create hostile environments through inflexibility and harsh enforcement of minor rules. The negative connotation suggests someone who values control and conformity above effectiveness or human considerations. Historical examples include strict military drill instructors and authoritarian school administrators who prioritized rule-following over learning or morale.",/ˌmɑr.təˈnet/,"Named after Jean Martinet, 17th-century French military officer known for strict drill procedures and rigid discipline.",Claude,Remember MARTINET = a strict person who acts like a MARINE with a NET catching every rule violation.,The new supervisor was such a ______ that employees feared asking questions about minor policy details.,0.0,0.9,0.0,0.8,,False
martinoe,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"An obscure or archaic term that appears in historical spelling bee word lists, possibly referring to a variant spelling or regional pronunciation of ""martinet"" or another term. The exact definition and usage of ""martinoe"" is uncertain, as it does not appear in standard modern dictionaries. It may represent a historical spelling variation, transcription error, or specialized technical term from a particular field or region. In competitive spelling contexts, such words test participants' knowledge of rare, obsolete, or variant spellings that may no longer be in common use. The inclusion of such terms in spelling competitions reflects the comprehensive nature of English vocabulary, including archaic forms and regional variations that contribute to the language's rich history.",/ˈmɑr.tɪˌnoʊ/,"Etymology uncertain; possibly a variant or archaic form related to ""martinet"" or from a specific regional dialect.",Claude,Remember MARTINOE - an unusual word that might be related to MARTIN (bird) + OE (ending).,The spelling bee contestant studied rare words like ______ to prepare for challenging vocabulary.,0.0,0.9,0.0,0.5,,False
marvel,2025,2025 Words of Champion _1_.pdf,Three Bee,"Something that causes wonder, admiration, or astonishment; also to feel amazement or wonder at something extraordinary. Marvels inspire awe through their beauty, complexity, or seemingly impossible nature. Natural marvels include phenomena like Northern Lights, Grand Canyon formations, or intricate ecosystem relationships. Human marvels encompass architectural achievements, artistic masterpieces, technological innovations, and exceptional personal accomplishments. The verb ""marvel"" expresses active wonderment and appreciation for remarkable things. Marvels often challenge our understanding of what's possible, prompting curiosity and inspiring further exploration. In literature and entertainment, marvels create dramatic impact and emotional engagement. The concept emphasizes humanity's capacity for wonder and our drive to create or discover extraordinary things.",/ˈmɑr.vəl/,"From Old French ""merveille,"" derived from Latin ""mirabilia"" (wonderful things), related to ""mirari"" (to wonder at).",Claude,"Remember MARVEL = something MAR-velous that makes you go ""VEL!"" (wow) in amazement.",Visitors would ______ at the intricate details carved into the ancient cathedral's stone façade.,0.0,0.6,0.0,0.8,,False
marvellous,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"Extraordinary, wonderful, or inspiring great admiration; the British spelling of ""marvelous."" This adjective describes things that evoke amazement through exceptional quality, beauty, or achievement. Marvellous experiences create lasting positive memories and emotional impact. The term can describe artistic works, natural phenomena, personal accomplishments, or technological innovations that exceed normal expectations. In British English, the double-l spelling reflects historical orthographic traditions that differ from American simplified spellings. Marvellous implies not just good quality but genuinely remarkable characteristics that distinguish something from the ordinary. The word carries enthusiastic positive connotation, suggesting both objective excellence and subjective wonder.",/ˈmɑr.və.ləs/,"British spelling of ""marvelous,"" from Old French ""merveilleus,"" meaning full of wonder or miraculous.",Claude,"Remember MARVELLOUS = British spelling with extra L, like ""MARVEL + LOUS"" (lousy amazing).",The sunset over the Scottish highlands was absolutely ______ with its brilliant colors.,0.0,0.9,0.2,0.8,,False
marvelous,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"Extremely impressive, extraordinary, or wonderful; the American spelling of ""marvellous."" This adjective expresses high praise for something that inspires amazement or admiration through exceptional qualities. Marvelous things exceed normal expectations and create positive emotional responses. The term applies to diverse contexts: marvelous performances, marvelous discoveries, marvelous weather, or marvelous achievements. American English adopted simplified spellings during the 19th century, removing what were considered unnecessary letters. Marvelous suggests both objective excellence and subjective appreciation, indicating that something is not merely good but genuinely remarkable. The word maintains strong positive connotation and enthusiasm in modern usage.",/ˈmɑr.və.ləs/,"American simplified spelling of ""marvellous,"" from Old French ""merveilleus,"" meaning causing wonder or amazement.",Claude,"Remember MARVELOUS = American spelling without extra L, like MARVEL + OUS (obvious amazing).",The chef created a ______ fusion dish that perfectly balanced sweet and savory flavors.,0.0,0.9,0.2,0.8,,False
maryland,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,"A state in the Mid-Atlantic region of the United States, known for its Chesapeake Bay, blue crabs, and historical significance in American colonial history. Maryland was founded as a haven for English Catholics and played important roles in the Revolutionary War and Civil War. The state features diverse geography from Atlantic Ocean beaches to Appalachian Mountains, with the Chesapeake Bay dominating its eastern region. Maryland's economy combines government employment (proximity to Washington D.C.), maritime industries, agriculture, and technology. Cultural contributions include distinctive cuisine (crab cakes, Old Bay seasoning), unique architectural styles, and traditions like jousting (the official state sport). Baltimore serves as the largest city, while Annapolis functions as the capital and home to the U.S. Naval Academy.",/ˈmɛr.ɪ.lənd/,"Named after Queen Henrietta Maria, wife of King Charles I of England, when the colony was established in 1634.",Claude,Remember MARYLAND = MARY (Queen) + LAND - the land named after Queen Mary.,The ______ blue crab season brings tourists from across the region to enjoy fresh seafood.,0.0,0.9,0.0,0.5,,False
masa,2023,2023_Words_of_the_Champions.pdf,Two Bee,"Traditional corn dough used in Mexican and Central American cuisine, made from dried corn kernels that have been treated with lime in a process called nixtamalization. Masa forms the foundation for tortillas, tamales, pupusas, and other staple foods. The nixtamalization process involves soaking corn in alkaline solution (traditionally wood ash or lime water), which removes the hull and improves nutritional value by making niacin available and increasing protein quality. Fresh masa has a distinctive earthy, slightly sweet flavor and pliable texture ideal for shaping. Commercial masa harina (dried masa flour) provides convenient preparation while maintaining traditional taste. Masa preparation requires skill in achieving proper consistency and handling techniques passed down through generations.",/ˈmɑ.sə/,"From Spanish ""masa,"" meaning dough or paste, derived from Latin ""massa"" (lump or mass of dough).",Claude,Remember MASA = corn dough that's the MASS-ive base for Mexican food like tortillas.,The cook shaped fresh ______ into perfect circles before pressing them into warm tortillas.,0.0,0.3,0.0,0.8,,False
