word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transcription_score,frequency_score,morphological_score,etymology_score,final_difficulty,definition_source,pronunciation_source,etymology_source,example_sentence_source,memory_tip_source,audio_file,difficulty_level,difficulty_source,years,source_files,source_difficulties,scripps_difficulty
greedy,"Greedy describes having an excessive desire for food, wealth, or material possessions, often at the expense of others or beyond what is reasonable or necessary. A greedy person shows intense and selfish longing for more than their fair share, whether of money, food, power, or other resources. The term carries strongly negative connotations, suggesting not just desire but lack of self-control and consideration for others. Greedy behavior often involves taking more than needed while others have less, or pursuing gain through unfair or harmful means. The concept extends beyond material wants to include excessive desire for attention, success, or any other valued commodity.",adjective,GREE-dee,"From Old English ""grǣdig,"" related to ""grǣd"" meaning ""hunger, appetite,"" from Germanic roots.","Old English, Germanic","The _______ landlord raised rents far beyond what tenants could afford, caring only about maximizing profits.","Remember ""GREEDY"" - GREat nEED that's excessive, wanting more and more beyond what's reasonable or fair.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
greek,"Greek refers to the people, language, or culture of Greece, both ancient and modern. Ancient Greek civilization made fundamental contributions to philosophy, mathematics, science, art, architecture, and democratic government that continue to influence Western culture. The Greek language has evolved from ancient forms through Koine Greek to modern Greek, and many English words derive from Greek roots. Greek can describe the distinctive architectural styles (Doric, Ionic, Corinthian), philosophical traditions (Stoicism, Platonism), or cultural practices associated with Greece. In informal usage, ""it's all Greek to me"" means something is incomprehensible or foreign.","adjective, noun",GREEK,"From Old English ""Grēcas,"" from Latin ""Graecus,"" from Greek ""Graikos.""","Old English, Latin, Greek",The architecture student studied _______ columns and their influence on neoclassical building design throughout Europe.,"Remember ""GREEK"" - GREat Educational Knowledge, the culture that gave us philosophy, democracy, and many academic words.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
green,"Green is the color between blue and yellow in the spectrum, the color of grass, leaves, and emeralds. As a primary color in the additive color system, green represents nature, growth, freshness, and life. The word can describe objects, plants, or things having this color, or refer to environmental consciousness and ecological awareness, as in ""going green."" Green can indicate inexperience or naivety, as in a ""green"" rookie, or refer to jealousy, as in ""green with envy."" The color has strong associations with money, luck, and renewal across many cultures.","adjective, noun, verb",GREEN,"From Old English ""grēne,"" from Germanic roots meaning ""to grow.""","Old English, Germanic",The _______ leaves on the oak tree indicated that spring had finally arrived after the long winter.,"Remember ""GREEN"" - GRowth, Environment, Energy, Nature - the color of growing plants and environmental awareness.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
greens,"Greens refers to leafy vegetables that are typically green in color, such as spinach, kale, lettuce, collard greens, and chard, valued for their nutritional content including vitamins, minerals, and fiber. The term can also refer to golf course putting surfaces, the carefully maintained grass areas around holes where players putt. In politics, ""Greens"" refers to members or supporters of Green political parties focused on environmental issues. Additionally, greens can mean green vegetables in general, money (particularly paper currency), or the green parts of plants used for food or decoration.",noun (plural),GREENZ,"Plural of ""green,"" from Old English ""grēne,"" from Germanic roots meaning ""to grow.""","Old English, Germanic",The nutritionist recommended eating more leafy _______ like spinach and kale to increase iron and vitamin intake.,"Remember ""GREENS"" - GREat Energy and Nutrients, the green leafy vegetables that provide great nutrition.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
greetingdifficulty,"This appears to be a combined word error where ""greeting"" (a salutation or welcome) has been incorrectly merged with ""difficulty"" (something hard to accomplish or understand). A greeting is typically a word, gesture, or action used to welcome or acknowledge someone, while difficulty refers to the state or quality of being hard to do, understand, or deal with. This combination likely resulted from a PDF parsing error where two separate words were inadvertently joined together. The correct terms would be ""greeting"" referring to welcoming expressions, and ""difficulty"" referring to challenges or problems.",combined word error,GREET-ing-DIF-i-kul-tee,"Error: ""greeting"" (from ""greet,"" Old English) + ""difficulty"" (from Latin ""difficilis"")",Combined word error,"This appears to be a PDF parsing error combining ""greeting"" and ""difficulty"" - the _______ should be treated as two separate words.","Remember ""GREETINGDIFFICULTY"" - this is a combined word error, separate into GREETING (hello) + DIFFICULTY (hard problem).",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gregorian,"Gregorian most commonly refers to the Gregorian calendar, the calendar system used worldwide today, introduced by Pope Gregory XIII in 1582 to replace the Julian calendar. This calendar reform corrected accumulated errors in the Julian system and established the current system of leap years. Gregorian can also refer to Gregorian chant, the form of plainchant or plainsong used in the Roman Catholic Church, characterized by monophonic, unaccompanied sacred song. The term may also relate to other things associated with Pope Gregory XIII or other popes named Gregory. The Gregorian calendar's accuracy and widespread adoption made it the international standard for civil use.",adjective,gruh-GOR-ee-uhn,"From Medieval Latin ""Gregorianus,"" relating to Pope Gregory XIII (1502-1585).",Medieval Latin,The _______ calendar system we use today was adopted to correct the drift that had accumulated in the older Julian calendar.,"Remember ""GREGORIAN"" - GREGory's calendAR system, named after Pope Gregory who reformed our calendar system.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gressorial,"Gressorial describes animals that are adapted for walking or running on land, particularly referring to the locomotor adaptations of terrestrial animals. This zoological term characterizes species that have evolved structural features optimized for terrestrial movement, such as strong legs, appropriate foot structure, and body proportions suited for ground-based locomotion. Gressorial animals are distinguished from those adapted for swimming (natatorial), flying (volant), or climbing (scansorial). The term is used in comparative anatomy and zoology to classify and describe the locomotor specializations of different animal groups based on their primary mode of movement and habitat preferences.",adjective,gruh-SOR-ee-al,"From Latin ""gressus"" meaning ""step, walk"" + ""-orial"" suffix meaning ""relating to.""",Latin,"The zoologist noted that the bird's _______ adaptations, including strong legs and ground-adapted feet, made it well-suited for terrestrial foraging.","Remember ""GRESSORIAL"" - GRESSing (progressing) on land, adapted for walking and running on the ground.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grew,"Grew is the simple past tense of the verb ""grow,"" meaning to increase in size, number, strength, or degree over time. It describes the process of development, expansion, or maturation that occurred in the past. Grew can refer to physical growth, such as plants getting larger or children becoming taller, or abstract growth, such as businesses expanding or skills developing. The word indicates a completed change or development that took place over a period of time in the past. It encompasses both natural biological growth and metaphorical increases in various qualities or quantities.",verb (past tense of grow),GROO,"Past tense of ""grow,"" from Old English ""grōwan,"" from Germanic roots meaning ""to grow.""","Old English, Germanic",The small sapling _______ into a magnificent oak tree over the course of fifty years.,"Remember ""GREW"" - GRowth + in past, something that GRew Up or got bigger in the past.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grewsome,"Grewsome is an archaic or variant spelling of ""gruesome,"" meaning horrifyingly or revoltingly frightful, causing feelings of revulsion, horror, or disgust. Something grewsome is characterized by graphic violence, death, or other disturbing elements that shock or horrify viewers or readers. The word describes scenes, stories, or images that are macabre, grisly, or ghastly in nature. While ""gruesome"" is the standard modern spelling, ""grewsome"" appears in historical texts and some regional dialects. The term emphasizes the visceral, disturbing quality of something that causes people to recoil in horror or disgust.",adjective,GROO-sum,"Variant of ""gruesome,"" from ""grue"" (to shudder) + ""-some"" suffix meaning ""characterized by.""",English (archaic/variant spelling),The detective novel contained several _______ murder scenes that were difficult for sensitive readers to get through.,"Remember ""GREWSOME"" - GREw fearSOME, something that grew to be fearsome and horrifying to see.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grid,"Grid refers to a network of evenly spaced horizontal and vertical lines forming squares, used for reference, organization, or structural support. Grids appear in many contexts: coordinate systems for mapping, frameworks for urban planning, electrical distribution networks, and design layouts for organizing visual elements. In computing, grid can refer to distributed computing networks or user interface layouts. The concept provides systematic organization, making it easier to locate positions, distribute loads, or arrange elements uniformly. Grids are fundamental tools for navigation, construction, design, and analysis across numerous fields and applications.","noun, verb",GRID,"From Middle English ""gridde,"" probably from ""gridiron,"" a cooking utensil with parallel bars.",Middle English,"The city planner used a _______ system to organize the new neighborhood streets into neat, rectangular blocks.","Remember ""GRID"" - GReat IDea for organization, a network of lines that creates an organized pattern for reference.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gridiron,"Gridiron originally refers to a cooking utensil consisting of parallel metal bars for broiling food over a fire, similar to a large grill grate. In American usage, gridiron is synonymous with a football field, named for the parallel yard lines that resemble the bars of a cooking gridiron. The term can also describe any framework of parallel bars or beams, or a network pattern resembling a grid. In urban planning, gridiron refers to a street layout with parallel and perpendicular streets forming rectangular blocks. The word connects the practical cooking tool with various applications that share its characteristic parallel-line structure.",noun,GRID-eye-urn,"From Middle English, from ""grid"" + ""iron,"" referring to the iron bars used for cooking.",Middle English,"The quarterback surveyed the _______ before the snap, reading the defense positioned across the yard lines.","Remember ""GRIDIRON"" - GRID + IRON, iron bars in a grid pattern, like a football field or cooking grill.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
griefful,"Griefful describes something that is full of grief or causing grief - characterized by deep sorrow, pain, or distress. This somewhat archaic or poetic term indicates a state of being overwhelmed with sadness or loss, or describes situations, events, or experiences that produce profound emotional pain. A griefful situation might involve death, loss, betrayal, or other circumstances that cause lasting sorrow. The word emphasizes the intensity and fullness of sorrowful emotion, suggesting that grief permeates or dominates the experience. While less common than ""grievous"" in modern usage, griefful carries a similar meaning with emphasis on the abundant presence of sorrow.",adjective,GREEF-ful,"From ""grief"" (from Old French ""grief"") + ""-ful"" suffix meaning ""full of.""","Old French, English",The funeral was a _______ occasion where family members shared memories of their beloved grandmother.,"Remember ""GRIEFFUL"" - GRIEF + FUL, completely full of grief and deep sadness about a loss.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grievance,"Grievance is a formal complaint or a real or perceived cause for protest, especially regarding unfair treatment, injustice, or violation of rights. In workplace contexts, a grievance is typically a formal procedure for employees to raise concerns about working conditions, treatment, or policy violations. Grievances can be individual complaints or collective issues affecting groups of people. The term implies not just dissatisfaction but a legitimate basis for complaint that deserves attention and potential remedy. Grievance procedures are important mechanisms for addressing disputes and maintaining fairness in organizations, legal systems, and social institutions.",noun,GREE-vuns,"From Old French ""grevance,"" from ""grever"" meaning ""to burden, oppress,"" from Latin ""gravare.""","Old French, Latin",The employee filed a formal _______ with human resources regarding the discriminatory treatment she experienced from her supervisor.,"Remember ""GRIEVANCE"" - GRIEVe + ANCE (state of), the state of having a legitimate complaint that causes you to grieve or feel wronged.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
griffonage,"Griffonage refers to illegible or careless handwriting; scribbled, scrawled, or hastily written text that is difficult to read. This French-derived term describes writing that appears rough, untidy, or poorly formed, often resulting from speed, carelessness, or lack of attention to penmanship. Griffonage can result from writing quickly, using poor writing instruments, or simply having naturally messy handwriting. The word carries a somewhat critical connotation, suggesting that the writing quality is below acceptable standards. In an era of digital communication, griffonage is most commonly encountered in handwritten notes, signatures, or quick annotations.",noun,grif-uh-NAHZH,"From French ""griffonnage,"" from ""griffonner"" meaning ""to scribble,"" related to ""griffe"" meaning ""claw.""",French,The doctor's prescription was such terrible _______ that the pharmacist had to call the office for clarification.,"Remember ""GRIFFONAGE"" - GRIFFon (mythical creature with claws) + AGE, writing that looks like it was scratched out by claws.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grimaces,"Grimaces are facial expressions that show pain, disgust, distaste, or disapproval, typically involving twisting or distorting facial features in an unpleasant way. A grimace usually involves contorting the mouth, squinting the eyes, or wrinkling the forehead to express negative emotions or physical discomfort. People grimace in response to bad tastes, physical pain, embarrassing situations, or when witnessing something unpleasant. The expression is involuntary and communicates strong negative reactions. Grimaces serve as nonverbal communication, clearly indicating to others that someone is experiencing something disagreeable or uncomfortable.","noun (plural), verb (third person singular)",gri-MAS-iz,"From French ""grimace,"" possibly from Germanic roots related to ""grim.""","French, Germanic","The child _______ every time the nurse cleaned the scraped knee, showing obvious discomfort with the stinging antiseptic.","Remember ""GRIMACES"" - GRIM FACES, making grim and unpleasant facial expressions when something hurts or disgusts you.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grimthorpe,"Grimthorpe, as a verb, means to restore or renovate an old building, especially a historic church or architectural structure, in a heavy-handed, insensitive manner that destroys its original character and historical value. The term originates from Sir Edmund Beckett, 1st Baron Grimthorpe, a Victorian architect who conducted controversial restorations of medieval buildings using methods that were criticized for their lack of sensitivity to original architectural integrity. To grimthorpe something is to ""restore"" it so thoroughly and inappropriately that the historical authenticity is lost. The word serves as a cautionary term in architectural preservation, representing the kind of restoration work that should be avoided.",verb,GRIM-thorp,"Named after Sir Edmund Beckett, 1st Baron Grimthorpe (1816-1905), known for controversial architectural restorations.",English (named after person),The preservationists worried that the contractor might _______ the medieval cathedral by using modern materials and ignoring historical accuracy.,"Remember ""GRIMTHORPE"" - GRIM + THORPE (town), grimly destroying the character of historic buildings through bad restoration.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grimy,"Grimy describes something covered with or full of grime - dirt, soot, or other ingrained filth that makes surfaces appear dark, dirty, and unclean. Grimy objects have accumulated layers of dirt and staining that cannot be easily wiped away, often requiring scrubbing or deep cleaning to remove. The word can describe physical surfaces like walls, hands, or clothing, or can be used metaphorically to describe situations, neighborhoods, or activities that seem morally questionable or unsavory. Grimy suggests not just surface dirt but deeply embedded filth that has built up over time.",adjective,GRAHY-mee,"From ""grime"" (origin unknown, possibly from Middle Dutch or Germanic sources) + ""-y"" suffix.","Unknown origin, possibly Germanic","After working in the coal mine all day, his hands and face were _______ with black dust that took thorough scrubbing to remove.","Remember ""GRIMY"" - GRIM + Y, having a grim appearance because it's dirty and covered with ingrained filth.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grins,"Grins are broad smiles that show pleasure, amusement, or sometimes mischief, typically revealing the teeth and expressing happiness or satisfaction. A grin is usually wider and more pronounced than a regular smile, often indicating genuine joy, amusement at something funny, or pleased satisfaction with a situation. Grins can also suggest playful mischief or knowing satisfaction, as in a ""mischievous grin"" or ""self-satisfied grin."" The expression is generally positive, though context can give it different meanings. Grins are infectious expressions that often encourage others to smile or laugh in response.","noun (plural), verb (third person singular)",GRINZ,"From Old English ""grennian,"" possibly related to ""grin"" and showing teeth.",Old English,The children's faces lit up with wide _______ when they saw the surprise birthday cake their parents had prepared.,"Remember ""GRINS"" - GReat happy expreSsions, great big smiles that show you're really happy or amused.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
griot,"Griot is a West African historian, storyteller, praise singer, poet, and musician who serves as a living repository of oral tradition and cultural history. Griots traditionally belong to specific families and castes, with knowledge and skills passed down through generations. They play crucial roles in preserving and transmitting historical narratives, genealogies, and cultural values through song, story, and music. Griots often perform at important ceremonies, celebrations, and social gatherings, using their extensive knowledge to educate, entertain, and maintain cultural continuity. Their performances typically involve musical instruments like the kora, balafon, or djembe, combined with vocal storytelling.",noun,GREE-oh or gree-OT,"From French ""griot,"" possibly from Portuguese ""criado"" or West African languages.","French, West African","The village _______ captivated the audience with ancient stories of heroic ancestors, accompanied by the melodic sounds of his kora.","Remember ""GRIOT"" - GReat stOriesTeller, a great storyteller who preserves cultural history through music and oral tradition.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grison,"Grison refers to a small carnivorous mammal native to Central and South America, belonging to the weasel family (Mustelidae). These animals are characterized by their grayish fur with distinctive white or light-colored stripes or patches, elongated bodies, and short legs. Grisons are primarily terrestrial but can climb and swim when necessary. They feed on small mammals, birds, eggs, insects, and fruits. There are two species: the greater grison and the lesser grison, both of which are relatively uncommon and found in various habitats from forests to grasslands. They play important roles in their ecosystems as both predators and prey.",noun,GREE-sawn or GRIS-on,"From French ""grison,"" meaning ""gray,"" referring to the animal's grayish coloration.",French,"The wildlife biologist was excited to spot a _______ during the rainforest survey, as these small carnivores are rarely observed in the wild.","Remember ""GRISON"" - GRIsy (gray) + ON, a gray-colored weasel-like animal that's gray on top.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grisonphulkari,"This appears to be a combined word error where ""grison"" (a weasel-like mammal) has been incorrectly merged with ""phulkari"" (a traditional form of embroidery from Punjab). A grison is a small carnivorous mammal with grayish fur, while phulkari is a traditional Punjabi embroidery technique characterized by brightly colored floral patterns, typically created with silk threads on cotton fabric. This combination likely resulted from a PDF parsing error where two completely unrelated terms were inadvertently joined together. The correct terms would be ""grison"" referring to the South American mammal, and ""phulkari"" referring to the traditional textile art form.",combined word error,GRIS-on-FOOL-kah-ree,"Error: ""grison"" (French, meaning gray) + ""phulkari"" (Punjabi, from ""phul"" flower + ""kari"" work)",Combined word error,"This appears to be a PDF parsing error combining ""grison"" and ""phulkari"" - the _______ should be treated as two separate words.","Remember ""GRISONPHULKARI"" - this is a combined word error, separate into GRISON (gray mammal) + PHULKARI (floral embroidery).",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grissino,"Grissino is an Italian breadstick - a thin, crispy bread product that originated in the Piedmont region of Italy, particularly associated with Turin. These slender, elongated bread sticks are typically made from flour, water, yeast, salt, and olive oil, then rolled very thin and baked until golden and crispy. Grissini (plural) are often served as appetizers in Italian restaurants, accompanied by antipasti, or used to scoop up dips and spreads. They can be plain or flavored with herbs, seeds, or cheese. The traditional grissino is hand-stretched to achieve its characteristic thin, irregular shape and crispy texture.",noun,gree-SEE-no,"From Italian ""grissino,"" diminutive of ""grasso"" meaning ""fat"" (ironic, as they are thin), from Turin dialect.",Italian,The restaurant served warm _______ with olive oil and balsamic vinegar as a delicious appetizer before the main course.,"Remember ""GRISSINO"" - GReat Skinny Italian breadstick, a great thin Italian bread that's crispy and delicious.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
grit,"Grit has multiple meanings: it refers to small particles of sand, stone, or other abrasive material, often used for cleaning, polishing, or providing traction. Grit also describes a personal quality of courage, determination, and strength of character in facing difficulties or challenges. Someone with grit perseveres through hardships and maintains resolve despite obstacles. The term can refer to coarsely ground grain, particularly corn grits served as food in the southern United States. In all uses, grit suggests toughness, persistence, and the ability to withstand wear or pressure, whether physical or metaphorical.","noun, verb",GRIT,"From Old English ""greot,"" meaning ""sand, gravel,"" from Germanic roots.","Old English, Germanic","Despite facing numerous setbacks, she showed incredible _______ in pursuing her medical degree while working full-time.","Remember ""GRIT"" - GReat Internal Toughness, both the tough sandy particles and the tough determination to persevere.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
