word,definition,pronunciation,pronunciation_respelling,etymology,etymology_source,memory_tip,example_sentence,example_sentence_source,years,source_files,source_difficulties,definition_source,pronunciation_source,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,total_difficulty_score,assigned_difficulty,audio_file_path,created_at,updated_at,notes,review_status,batch_number
presumptuous,Overstepping bounds; taking liberties; arrogantly assuming.,/prɪˈzʌmptʃuəs/,prih-ZUMP-choo-us,"From Latin ""praesumptuosus,"" from ""praesumere"" (to take beforehand).",Claude,"Think ""pre"" (before) + ""sumptuous"" (taking) = taking before given permission.",It would be ___ to assume we're invited to their private party.,Claude,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,8,8,6,4,26,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
pretend,To act as if something is true when it is not; to feign.,/prɪˈtɛnd/,prih-TEND,"From Latin ""praetendere,"" from ""prae"" (before) + ""tendere"" (to stretch).",Claude,"Think ""pre"" (before) + ""tend"" (stretch) = stretch before reality.",Children love to ___ they are superheroes during playtime.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,5,3,4,20,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
pretentious,Attempting to impress by affecting greater importance than is actually possessed.,/prɪˈtɛnʃəs/,prih-TEN-shus,"From French ""prétentieux,"" from Latin ""praetentus"" (alleged).",Claude,"Think ""pretend"" + ""tious"" = acting more important than you are.",The restaurant's ___ atmosphere made simple food seem overpriced.,Claude,2021,2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,8,8,6,6,28,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
preternaturally,In a way that is beyond what is normal or natural; extraordinarily.,/ˌpriːtərˈnætʃərəli/,pree-tur-NACH-ur-ul-lee,"From Latin ""praeter"" (beyond) + ""naturalis"" (natural) + ""-ly.""",Claude,"Think ""preter"" (beyond) + ""naturally"" = beyond naturally.",The child was ___ mature for her age.,Claude,2023,2023_Words_of_the_Champions.pdf,Two Bee,Claude,Claude,6,8,5,4,23,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
pretty,Attractive in a delicate way; fairly or moderately.,/ˈprɪti/,PRIT-ee,"From Old English ""prættig,"" from ""prætt"" (trick, cunning).",Claude,Common word - sounds pleasant like what it describes.,The garden looked ___ with all the spring flowers blooming.,Claude,2022; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,4,2,2,4,12,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
prevenient,Preceding and preparing the way for something; anticipatory.,/prɪˈviːniənt/,prih-VEE-nee-unt,"From Latin ""praeveniens,"" from ""prae"" (before) + ""venire"" (to come).",Claude,"Think ""pre"" (before) + ""venient"" (coming) = coming before.",The theologian discussed ___ grace as God's preparation of the soul.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,5,4,23,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
previous,Existing or occurring before in time or order; former.,/ˈpriːviəs/,PREE-vee-us,"From Latin ""praevius,"" from ""prae"" (before) + ""via"" (way).",Claude,"Think ""pre"" (before) + ""vious"" (way) = on the way before.",Her ___ experience in teaching helped her with the new job.,Claude,2021; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,Claude,Claude,8,2,4,4,18,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
pride,Deep satisfaction derived from achievements; self-respect.,/praɪd/,PRYD,"From Old English ""pryde,"" related to ""proud.""",Claude,"Short word for a big emotion - ""pride"" sounds strong.",She felt great ___ watching her daughter graduate from college.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,8,2,2,4,16,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
priest,A religious leader authorized to perform sacred rituals.,/priːst/,PREEST,"From Old English ""preost,"" from Latin ""presbyter"" (elder).",Claude,"Think ""prayed"" + ""east"" = one who prays (religious leader).",The ___ performed the wedding ceremony in the old stone church.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,5,2,6,19,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
prima,First in importance; chief; leading (as in prima donna).,/ˈpriːmə/,PREE-muh,"From Latin ""prima,"" feminine of ""primus"" (first).",Claude,"Think ""primary"" shortened - ""prima"" means first/main.",The opera's ___ ballerina received thunderous applause.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,2,4,22,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
primaeval,British spelling of primeval; relating to the earliest ages; ancient.,/praɪˈmiːvəl/,pry-MEE-vul,"From Latin ""primaevus,"" from ""primus"" (first) + ""aevum"" (age).",Claude,"Think ""prima"" (first) + ""eval"" (age) = first age.",The ___ forest had remained unchanged for millions of years.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,8,4,4,24,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
primarily,For the most part; mainly; chiefly.,/ˈpraɪmərəli/,PRY-mer-ih-lee,"From ""primary"" + suffix ""-ly,"" from Latin ""primarius.""",Claude,"Think ""primary"" + ""ly"" = in a primary/main way.",The museum focuses ___ on modern art from the 20th century.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,8,4,4,24,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
primatologist,"A scientist who studies primates (apes, monkeys, and related species).",/ˌpraɪməˈtɒlədʒɪst/,pry-muh-TOL-uh-jist,"From ""primate"" + Greek ""logos"" (study) + suffix ""-ist.""",Claude,"Think ""primate"" + ""ologist"" = one who studies primates.",The famous ___ Jane Goodall studied chimpanzees in Africa.,Claude,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,6,8,5,4,23,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
primavera,Spring (Italian/Spanish); a type of pasta sauce with vegetables.,/ˌpriːməˈvɛrə/,pree-muh-VER-uh,"From Italian/Spanish ""primavera,"" from Latin ""prima"" (first) + ""ver"" (spring).",Claude,"Think ""prima"" (first) + ""vera"" (spring) = first season (spring).",The restaurant's pasta ___ featured fresh seasonal vegetables.,Claude,2021,2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,8,8,4,6,26,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
primeval,Relating to the earliest ages in the history of the world; ancient.,/praɪˈmiːvəl/,pry-MEE-vul,"From Latin ""primaevus,"" from ""primus"" (first) + ""aevum"" (age).",Claude,"Think ""prime"" (first) + ""eval"" (age) = first age.",The ___ rainforest contained species unchanged since prehistoric times.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,8,8,3,4,23,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
primitive,Relating to an early stage of development; basic; rudimentary.,/ˈprɪmətɪv/,PRIM-ih-tiv,"From Latin ""primitivus,"" from ""primus"" (first).",Claude,"Think ""prime"" (first) + ""itive"" = from the first/earliest time.",The tribe used ___ tools made from stone and wood.,Claude,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,5,5,4,22,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
primogeniture,"The system of inheritance by the firstborn child, especially the eldest son.",/ˌpraɪmoʊˈdʒɛnɪtʃər/,pry-moh-JEN-ih-chur,"From Latin ""primogenitus,"" from ""primus"" (first) + ""genitus"" (born).",Claude,"Think ""primo"" (first) + ""geniture"" (birth) = first-born inheritance.","Under ___, the eldest son inherited the entire estate.",Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,8,5,4,25,,,2025-01-01,2025-01-01,Batch 138 processing,pending,138
