word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transcription_score,frequency_score,morphological_score,etymology_score,final_difficulty,definition_source,pronunciation_source,etymology_source,example_sentence_source,memory_tip_source,audio_file,difficulty_level,difficulty_source,years,source_files,source_difficulties,scripps_difficulty
happy,"Happy describes a feeling of joy, contentment, satisfaction, or pleasure, representing one of the most fundamental positive emotional states. This adjective can refer to temporary moments of joy or longer-lasting states of well-being and life satisfaction. Happy can describe people feeling pleased about specific events, general life satisfaction, or a characteristically cheerful disposition. The word can also mean fortunate or favorable in certain contexts. Happiness is considered a primary human emotion and goal, influencing behavior, relationships, and overall quality of life.",adjective,HAP-ee,"From ""hap"" meaning ""chance, fortune"" + ""-y"" suffix, originally meaning ""lucky, fortunate.""",Middle English,She felt genuinely _______ when she saw her garden blooming with colorful flowers after months of careful tending.,"Remember ""HAPPY"" - HAP (good luck) + PY (like pie), having good luck makes you as pleased as eating pie.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harangue,"Harangue refers to a lengthy, aggressive, and often repetitive speech or lecture, typically delivered in an angry, critical, or accusatory manner. As a noun, it describes passionate but tedious discourse intended to persuade, criticize, or attack. As a verb, to harangue means to deliver such a speech or to address someone in a forceful, lengthy, and often annoying manner. Harangues are characterized by their intensity, length, and often one-sided nature, with the speaker dominating the conversation and leaving little room for response or dialogue.","noun, verb",huh-RANG,"From French ""harangue,"" from Italian ""aringa,"" possibly from Gothic ""hring"" meaning ""ring"" (of assembly).","French, Italian, possibly Gothic",The coach delivered a twenty-minute _______ about teamwork and dedication that left the players feeling both inspired and exhausted.,"Remember ""HARANGUE"" - HAR (harsh) + ANGUE (argue), harsh arguing or lecturing that goes on and on.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harangueniveau,"This appears to be a combined word error where ""harangue"" (a lengthy, aggressive speech) has been incorrectly merged with ""niveau"" (French for level or standard). Harangue refers to a long, forceful speech or lecture, often delivered in an angry or critical manner. Niveau is a French word meaning level, standard, or grade, commonly used in academic or professional contexts. This combination likely resulted from a PDF parsing error where two separate words were inadvertently joined together. The correct terms would be ""harangue"" referring to the forceful speech, and ""niveau"" referring to level or standard.",combined word error,huh-RANG-nee-VOH,"Error: ""harangue"" (French, from Italian) + ""niveau"" (French, from Latin ""libella"")",Combined word error,"This appears to be a PDF parsing error combining ""harangue"" and ""niveau"" - the _______ should be treated as two separate words.","Remember ""HARANGUENIVEAU"" - this is a combined word error, separate into HARANGUE (lengthy angry speech) + NIVEAU (French for level).",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harbinger,"Harbinger refers to a person or thing that signals, announces, or gives an early indication of what is to come, often serving as a herald or forerunner of future events. This noun typically describes someone or something that precedes and indicates the approach of another person, season, event, or significant change. Harbingers can be positive (harbinger of spring) or negative (harbinger of doom), but they consistently serve as advance warning or notice. The term emphasizes the predictive or prophetic nature of signs that help people prepare for what lies ahead.","noun, verb",HAHR-bin-jer,"From Old French ""herbergier"" meaning ""to provide lodging,"" from ""herberge"" meaning ""lodging, shelter.""",Old French,"The first robin of the year was considered a _______ of spring, signaling the end of the long winter months.","Remember ""HARBINGER"" - HARBor + INGER (bringing), something that harbors or brings the first signs of what's coming.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harbor,"Harbor refers to a sheltered body of water where ships and boats can anchor safely, protected from storms and rough seas by natural or artificial barriers. As a noun, harbor describes these maritime facilities that provide safe anchorage, docking facilities, and often commercial services for vessels. As a verb, harbor means to give shelter or refuge to someone or something, or to hold and maintain thoughts, feelings, or intentions over time. Harbors are essential for maritime commerce, fishing fleets, and naval operations, serving as crucial infrastructure for water-based transportation and trade.","noun, verb",HAHR-ber,"From Old English ""herebeorg"" meaning ""shelter, refuge,"" from ""here"" (army) + ""beorg"" (protection).",Old English,"The fishing boats returned to the safe _______ just before the storm hit, seeking protection from the rough seas.","Remember ""HARBOR"" - HARd weather protection BOR (for boats), hard weather protection for boats and ships.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harbour,"Harbour is the British spelling of harbor, referring to a sheltered body of water where ships and boats can anchor safely, protected from storms and rough seas by natural or artificial barriers. As a noun, harbour describes these maritime facilities that provide safe anchorage, docking facilities, and often commercial services for vessels. As a verb, harbour means to give shelter or refuge to someone or something, or to hold and maintain thoughts, feelings, or intentions over time. The British spelling maintains the ""u"" that appears in many British English words derived from French.","noun, verb",HAHR-ber,"From Old English ""herebeorg"" meaning ""shelter, refuge,"" from ""here"" (army) + ""beorg"" (protection).",Old English,The old fishing village was built around a natural _______ that had protected boats for centuries.,"Remember ""HARBOUR"" - HARd weather protection + BOURne (British), British spelling for hard weather protection for boats.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hard,"Hard has multiple meanings: it can describe something solid, firm, or resistant to pressure, not easily cut, bent, or broken. It can also mean difficult, requiring great effort or skill to accomplish or understand. Hard can refer to severe, harsh, or unforgiving conditions or treatment. In terms of work or effort, hard means requiring significant energy, concentration, or perseverance. The word can describe water with high mineral content, or in slang, refer to certain types of drugs or alcohol. Hard emphasizes strength, difficulty, intensity, or determination across various contexts.","adjective, adverb",HAHRD,"From Old English ""heard,"" from Germanic roots meaning ""hard, severe.""","Old English, Germanic",The math problem was so _______ that even the advanced students needed extra time to solve it.,"Remember ""HARD"" - Harsh And Rigid Demanding, describing things that are harsh, rigid, and demanding of effort.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harder,"Harder is the comparative form of hard, meaning more difficult, more solid, more severe, or requiring greater effort than something else. This adjective is used when comparing two things and indicating that one requires more effort, skill, or force than the other. Harder can refer to physical properties (one material being more solid than another), difficulty levels (one task being more challenging than another), or intensity (one approach being more severe than another). The comparative form allows for direct comparison and ranking of difficulty or firmness.","adjective (comparative), adverb (comparative)",HAHR-der,"Comparative form of ""hard,"" from Old English ""heard"" + comparative suffix ""-er.""",Old English,"The final exam was _______ than the midterm, requiring students to apply concepts in complex, real-world scenarios.","Remember ""HARDER"" - HARD + ER (more), something that is more hard or difficult than something else.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hardtack,"Hardtack is a type of simple, long-lasting biscuit or cracker made from flour, water, and sometimes salt, baked until very hard and dry. This food was historically important for long sea voyages, military campaigns, and frontier life because it could remain edible for months or even years when stored properly. Hardtack earned its name from being extremely hard and difficult to bite, often requiring soaking in coffee, soup, or water to make it palatable. The crackers provided essential carbohydrates and calories when other food sources were unavailable, making them a crucial survival food.",noun,HAHRD-tak,"From ""hard"" + ""tack"" (food, especially ships' biscuits), from Middle English ""tak.""",Middle English,The Civil War soldiers often had to soak their _______ in coffee to make the rock-hard biscuits soft enough to chew.,"Remember ""HARDTACK"" - HARD + TACK (food), hard food that's tough to chew but lasts forever for survival.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hardtackrabid,"This appears to be a combined word error where ""hardtack"" (a type of hard biscuit) has been incorrectly merged with ""rabid"" (extremely fanatical or infected with rabies). Hardtack is a long-lasting, hard biscuit made from flour and water, historically used for long journeys and military rations. Rabid means extremely fanatical or zealous about something, or literally infected with rabies. This combination likely resulted from a PDF parsing error where two completely unrelated words were inadvertently joined together. The correct terms would be ""hardtack"" referring to the survival biscuit, and ""rabid"" referring to extreme enthusiasm or the disease.",combined word error,HAHRD-tak-RAB-id,"Error: ""hardtack"" (hard + tack from Middle English) + ""rabid"" (Latin ""rabidus"")",Combined word error,"This appears to be a PDF parsing error combining ""hardtack"" and ""rabid"" - the _______ should be treated as two separate words.","Remember ""HARDTACKRABID"" - this is a combined word error, separate into HARDTACK (survival biscuit) + RABID (extremely zealous).",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
haricot,"Haricot refers to a type of bean, specifically the common bean (Phaseolus vulgaris), which includes varieties like navy beans, kidney beans, and string beans. The term is used in culinary contexts to describe these edible seeds that are harvested either as fresh pods (green beans) or dried mature seeds. Haricot beans are nutritionally valuable, providing protein, fiber, vitamins, and minerals. They are staple foods in many cuisines worldwide and can be prepared in numerous ways. The word is commonly used in French cuisine and appears in dishes like ""haricots verts"" (thin green beans).",noun,HAR-i-koh,"From French ""haricot,"" possibly from Nahuatl ""ayacotl"" or from Old French ""halicoter"" meaning ""to cut up.""","French, possibly Nahuatl",The French chef prepared _______ verts with garlic and almonds as an elegant side dish for the dinner party.,"Remember ""HARICOT"" - HAR (har like harvest) + ICOT (like apricot), harvest these beans like you would harvest apricots.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hariolation,"Hariolation refers to the practice of divination or fortune-telling, particularly the act of predicting the future through supernatural or mystical means. This archaic term describes various methods of attempting to foretell future events, discover hidden knowledge, or gain insight into unknown matters through magical or spiritual practices. Hariolation encompasses techniques like reading omens, interpreting signs, using divination tools, or consulting supernatural sources. The word is rarely used in modern English but appears in historical and literary contexts when discussing ancient or medieval practices of prophecy and divination.",noun,har-ee-uh-LAY-shuhn,"From Latin ""hariolatio,"" from ""hariolari"" meaning ""to prophesy, divine.""",Latin,Medieval scholars debated the legitimacy of _______ and other forms of divination within Christian theological frameworks.,"Remember ""HARIOLATION"" - HARry + IOLatION (isolation), Harry Potter-like isolation for fortune-telling and divination practices.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harlem,"Harlem is a neighborhood in the northern section of Manhattan in New York City, historically known as a major center of African American culture, art, music, and literature. During the Harlem Renaissance of the 1920s and 1930s, the area became the epicenter of black intellectual, social, and artistic life in America. Harlem has been home to legendary jazz clubs, theaters, and cultural institutions that have significantly influenced American culture. The neighborhood continues to be an important symbol of African American heritage and cultural achievement, while also representing urban challenges and revitalization efforts.",proper noun,HAHR-lem,"Named after Haarlem in the Netherlands, from Dutch colonial period.",Dutch,"The jazz musicians flocked to _______ during the 1920s, creating the vibrant cultural movement known as the Harlem Renaissance.","Remember ""HARLEM"" - HAR (harbor) + LEM (like lemon), a cultural harbor that produced the sweet music and art like lemons produce vitamin C.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harmattan,"Harmattan is a dry, dusty trade wind that blows from the Sahara Desert across West Africa toward the Atlantic Ocean, typically occurring between late November and mid-March. This seasonal wind carries fine dust particles that can reduce visibility and create hazy conditions across the region. The harmattan brings cooler, drier air that provides relief from the hot, humid conditions of the wet season, but it can also cause health problems due to dust and dry air. The wind significantly affects weather patterns, agriculture, and daily life across countries like Nigeria, Ghana, and other West African nations.",noun,hahr-muh-TAN,"From Twi (Akan language) ""haramata"" or similar West African languages.",West African languages (Twi/Akan),The _______ winds brought dust storms that reduced visibility across Lagos for several days during the dry season.,"Remember ""HARMATTAN"" - HAR (harsh) + MATTAN (from Sahara), harsh winds from the Sahara that bring dust across West Africa.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harmful,"Harmful describes something that causes or is capable of causing damage, injury, or adverse effects to people, animals, the environment, or other entities. This adjective indicates potential or actual danger, whether physical, emotional, mental, or environmental. Harmful substances, behaviors, or conditions pose risks that can lead to negative consequences ranging from minor irritation to serious damage or death. The word encompasses both immediate dangers and long-term risks, helping people identify and avoid things that could cause problems or injury.",adjective,HAHRM-fuhl,"From ""harm"" (Old English ""hearm"") + ""-ful"" suffix meaning ""full of"" or ""causing.""",Old English,The doctor warned that prolonged exposure to UV radiation could be _______ to skin health without proper protection.,"Remember ""HARMFUL"" - HARM + FUL, full of harm or causing harm to people, animals, or things.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harmonious,"Harmonious describes something characterized by harmony, agreement, or pleasing arrangement of parts that work well together. This adjective can apply to music (pleasing combinations of sounds), relationships (people working together peacefully), visual arrangements (colors and shapes that complement each other), or any situation where different elements combine in a balanced, agreeable way. Harmonious suggests absence of conflict, discord, or jarring elements, instead emphasizing smooth coordination, mutual agreement, and aesthetic or functional unity among diverse components.",adjective,hahr-MOH-nee-uhs,"From Greek ""harmonikos"" meaning ""musical, harmonic,"" from ""harmonia"" meaning ""joint, agreement.""",Ancient Greek,"The garden design created a _______ blend of colors, textures, and heights that pleased every visitor.","Remember ""HARMONIOUS"" - HARMONY + OUS (full of), full of harmony where everything works together beautifully.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harpoons,"Harpoons are spear-like weapons or tools with barbed points, traditionally used for hunting large marine animals like whales, seals, and large fish. These implements typically feature a sharp, barbed head attached to a long shaft, with a rope or line connected to allow retrieval of the target. Harpoons have been used for thousands of years by various cultures for subsistence hunting and later commercial whaling. Modern harpoons may be fired from guns or cannons and can include explosive tips. The design allows the weapon to penetrate and remain securely embedded in the target.","noun (plural), verb (third person singular)",hahr-POONZ,"From French ""harpon,"" possibly from Old Norse ""harpа"" meaning ""to pinch, grasp.""","French, possibly Old Norse","The museum displayed traditional Inuit _______ carved from walrus ivory and bone, showcasing centuries-old hunting techniques.","Remember ""HARPOONS"" - HARPoon + OONS (like moons), sharp tools like crescent moons used for hunting large sea creatures.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harrier,"Harrier has multiple meanings: it refers to a type of hawk known for hunting close to the ground in open areas, with long wings and legs adapted for this hunting style. Harriers are also a breed of medium-sized hunting dogs originally used for hare hunting, characterized by their stamina and tracking ability. In military contexts, the Harrier is a family of jet aircraft capable of vertical or short takeoff and landing. Additionally, harrier can describe a cross-country runner, particularly in the context of ""harrier clubs"" for distance running enthusiasts.",noun,HAR-ee-er,"From ""harry"" (to harass, raid) + ""-er"" suffix, referring to the hunting behavior of the bird.",English,"The marsh _______ circled low over the wetland, scanning the grass for small mammals and amphibians.","Remember ""HARRIER"" - HARass + riER (one who), one who harasses prey by hunting close to the ground like the bird or dog.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harrierdifficulty,"This appears to be a combined word error where ""harrier"" (a type of hawk, dog, or runner) has been incorrectly merged with ""difficulty"" (something hard to accomplish or understand). Harrier refers to a bird of prey that hunts close to the ground, a breed of hunting dog, a type of military aircraft, or a cross-country runner. Difficulty refers to the state or quality of being hard to do, understand, or deal with. This combination likely resulted from a PDF parsing error where two separate words were inadvertently joined together. The correct terms would be ""harrier"" referring to the various meanings above, and ""difficulty"" referring to challenges.",combined word error,HAR-ee-er-DIF-i-kul-tee,"Error: ""harrier"" (from ""harry"" + ""-er"") + ""difficulty"" (Latin ""difficilis"")",Combined word error,"This appears to be a PDF parsing error combining ""harrier"" and ""difficulty"" - the _______ should be treated as two separate words.","Remember ""HARRIERDIFFICULTY"" - this is a combined word error, separate into HARRIER (hunting bird/dog) + DIFFICULTY (hard challenge).",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harrowing,"Harrowing describes something extremely distressing, disturbing, or traumatic that causes great emotional distress or mental anguish. This adjective characterizes experiences, stories, or situations that are deeply upsetting, frightening, or emotionally overwhelming. Originally related to the agricultural practice of harrowing (breaking up soil), the word evolved to describe anything that tears at one's emotions or peace of mind. Harrowing experiences often involve suffering, danger, or profound loss, leaving lasting psychological impact on those who endure or witness them.","adjective, verb (present participle)",HAR-oh-ing,"From ""harrow"" (agricultural tool and verb meaning ""to torment""), from Old Norse ""herva.""",Old Norse,The survivor's _______ account of the natural disaster left the audience in stunned silence.,"Remember ""HARROWING"" - HARRow + ING, like a harrow that tears up soil, something that tears up your emotions and peace of mind.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harrumph,"Harrumph is an exclamation used to express disapproval, skepticism, impatience, or indignation, often representing a gruff clearing of the throat or snorting sound. This interjection typically indicates that the speaker disagrees with something or finds it worthy of contempt or dismissal. As a verb, to harrumph means to make this sound or express such disapproval. The word captures a particular type of dignified displeasure often associated with older, conservative, or pompous individuals who want to express their dissatisfaction without engaging in detailed argument.","interjection, verb, noun",huh-RUMF,Imitative word representing the sound of clearing one's throat or snorting in disapproval.,English (imitative),The elderly professor gave a loud _______ when the student suggested that his traditional teaching methods were outdated.,"Remember ""HARRUMPH"" - HAR (harsh) + RUMPH (grumph), a harsh grumphy sound of disapproval and skepticism.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
harvest,"Harvest refers to the gathering of mature crops from fields, orchards, or gardens, typically occurring in autumn when plants have reached full maturity. As a noun, harvest describes both the activity of collecting crops and the crops themselves that have been gathered. As a verb, harvest means to gather or collect crops, or more broadly, to gather any resources or benefits that have developed over time. The concept extends beyond agriculture to describe gathering the results of any sustained effort, such as harvesting data, information, or the benefits of hard work.","noun, verb",HAHR-vist,"From Old English ""hærfest"" meaning ""autumn, harvest time,"" from Germanic roots.","Old English, Germanic",The farmers worked long days to _______ the wheat before the approaching storm could damage the mature grain.,"Remember ""HARVEST"" - HARd work VESTs (rewards), hard work vests you with rewards when you harvest the crops.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hasten,"Hasten means to move or act quickly, or to cause something to happen sooner than it naturally would. This verb suggests urgency and acceleration, whether in physical movement or in bringing about events or processes. To hasten can mean to hurry oneself toward a destination or goal, or to speed up a process, decision, or outcome. The word implies both rapidity and purposefulness, distinguishing it from simple speed by suggesting that the acceleration is motivated by need, desire, or external pressure to achieve something more quickly.",verb,HAY-sən,"From ""haste"" (from Old French ""haste"") + ""-en"" suffix meaning ""to make or become.""",Old French,Dark clouds on the horizon caused the hikers to _______ their pace toward the safety of the mountain shelter.,"Remember ""HASTEN"" - HASTE + EN (make), to make haste or cause something to happen with haste and speed.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hatchet,"Hatchet is a small axe with a short handle, designed to be used with one hand for chopping wood, cutting small branches, or other light cutting tasks. This tool features a sharp metal blade attached to a wooden or synthetic handle, making it portable and versatile for camping, woodworking, and outdoor activities. Hatchets are smaller and lighter than full-sized axes, making them easier to control for precise work. The tool appears in the idiom ""bury the hatchet,"" meaning to make peace or end a conflict, referencing Native American peace-making ceremonies.",noun,HACH-it,"From Old French ""hachette,"" diminutive of ""hache"" meaning ""axe,"" from Germanic roots.","Old French, Germanic",The camper used a sharp _______ to split kindling for the evening fire at the remote campsite.,"Remember ""HATCHET"" - HACK + ET (little), a little tool for hacking and chopping wood with precision.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hatchling,"Hatchling refers to a young animal that has recently emerged from an egg, particularly used for birds, reptiles, fish, and amphibians. This term describes the earliest stage of life outside the egg, when the animal is typically small, vulnerable, and dependent on parental care or instinctive behaviors for survival. Hatchlings often look quite different from adult animals, may lack full coloration or protective features, and require time to develop the abilities needed for independent survival. The term emphasizes the critical early period when these young animals are most vulnerable to predators and environmental challenges.",noun,HACH-ling,"From ""hatch"" (to emerge from an egg) + ""-ling"" suffix meaning ""young one.""",English,The sea turtle _______ instinctively made its way toward the ocean waves under the cover of darkness.,"Remember ""HATCHLING"" - HATCH + LING (young), a young creature that just hatched from its egg.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
