word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
cachexiaconnoisseur,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
cacophonous,"Having a harsh, discordant mixture of sounds",/kəˈkɑfənəs/,From Greek kakos 'bad' + phone 'sound' + -ous,"CACOPHONOUS: Concerning And - Concerning terrible sounds, Obviously Producing Harsh sounds, Obviously Never pleasant, Obviously Unpleasant Sounds",The _____ noise from the construction site disturbed the neighborhood.,Claude,Claude,Claude,,Intermediate,1.7,4.0,1.3,2.0,False
cacoëthes,An uncontrollable urge or desire to do something,/ˌkækəˈiθiz/,From Greek kakoëthes meaning 'bad habit' or 'malignant disease',"CACOËTHES: Concerning And - Concerning irresistible urge, Obviously Extreme compulsive behavior, Obviously Terrible Habit, Everyone Struggles with compulsions",He had a _____ for collecting rare books despite his limited budget.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
cactus,A spiny succulent plant adapted to dry climates,/ˈkæktəs/,"From Latin cactus, from Greek kaktos meaning 'cardoon'","CACTUS: Caring And - Conserving water efficiently, Totally Unusual plant, Something desert plants",The desert _____ bloomed with beautiful pink flowers each spring.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
cadaverous,Resembling a corpse; extremely pale and thin,/kəˈdævərəs/,From Latin cadaver meaning 'corpse' + -ous,"CADAVEROUS: Concerning And - Deathly pale appearance, And Very thin look, Everyone Recognizes unhealthy appearance, Obviously Unhealthy looking, Something concerning appearance",His _____ complexion worried his family about his health.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.3,2.0,False
cadence,A rhythmic sequence or flow; the rise and fall of the voice,/ˈkeɪdəns/,"From Latin cadentia meaning 'falling', from cadere 'to fall'","CADENCE: Captivating And - Delightful rhythmic pattern, Everyone Notice rhythmic flow, Completely Elegant music pattern",The poet's reading had a musical _____ that captivated the audience.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
cadencelions,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
cadge,To ask for or obtain by begging; to borrow persistently,/kædʒ/,Possibly from Middle English caggen meaning 'to catch',"CADGE: Constantly And - Demanding things from others, Getting Everything free",He tried to _____ a free meal from his generous neighbor.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
caduceus,"A winged staff with two snakes, symbol of medicine and commerce",/kəˈdusiəs/,"From Latin caduceus, from Greek karykeion meaning 'herald's wand'","CADUCEUS: Classic And - Distinguished medical symbol, United States medical symbol, Clearly European medical history, Everyone Understanding medical symbols",The _____ appeared on the medical school's official emblem.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
caducity,The frailty of old age; transitory nature,/kəˈdusɪti/,"From Latin caducitas meaning 'liability to fall', from cadere 'to fall'","CADUCITY: Concerning And - Declining physical condition, Understanding aging process, Completely Inevitable aging, Temporary human existence, Year-round aging process",The _____ of human life reminds us to cherish each moment.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
caerphilly,A mild white cheese originally from Wales,/kərˈfɪli/,"Named after Caerphilly, a town in Wales where it was first made","CAERPHILLY: Classic And - European cheese tradition, Really Premium cheese, Popular Heritage cheese, Including Lovely flavor, Lovely Year-round favorite cheese",The cheese board featured a creamy wedge of _____.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,3.0,False
caesar,A Roman emperor; a powerful ruler,/ˈsizər/,"From Julius Caesar, Roman general and dictator","CAESAR: Classic And - Exceptional historical ruler, Strong Ancient leader, Everyone Recognizes Roman history",The play depicted the assassination of _____ in vivid detail.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
caesious,Having a bluish-gray color,/ˈsiʃəs/,From Latin caesius meaning 'bluish-gray',"CAESIOUS: Classic And - Elegant bluish color, Something Interesting blue-gray shade, Obviously Unique color, Something distinctive color",The _____ hue of the storm clouds warned of approaching rain.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.3,2.0,False
caffeine,A bitter compound found in coffee and tea that acts as a stimulant,/kæˈfin/,"From German Kaffein, from Kaffee meaning 'coffee'","CAFFEINE: Coffee And - Feeling energized, Feeling Energy immediately, Including Natural stimulant, Everyone needs morning boost",She avoided _____ after 3 PM to ensure better sleep.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
caftan,A long loose garment worn in the Middle East and North Africa,/ˈkæftæn/,"From Turkish kaftan, possibly from Persian qaftān","CAFTAN: Comfortable And - Flowing garment, Traditionally worn, And Never tight clothing",She wore a silk _____ to the summer garden party.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,5.0,False
cahiers,Notebooks or exercise books; written records or reports,/kəˈjeɪz/,"From French cahier meaning 'notebook', from Latin quaternum","CAHIERS: Careful And - Handwritten records, Including Educational records, Everyone Records important information, Something students use",The scholar studied the revolutionary _____ from 18th-century France.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.0,2.0,False
cahoots,"Partnership or conspiracy, especially for wrongdoing",/kəˈhuts/,Possibly from French cahute meaning 'cabin' or 'hut',"CAHOOTS: Conspiring And - Harmful activities, Obviously secret partnership, Obviously Together secretly, Something people plot together",The investigators suspected the two companies were in _____ to fix prices.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.0,2.0,False
caique,A light rowing boat used in the Bosphorus; a type of sailing vessel,/kaɪˈik/,From Turkish kayık meaning 'boat',"CAIQUE: Classic And - Important water transportation, Quite Unique boat design, Everyone uses for transportation",The fisherman rowed his _____ across the calm harbor.,Claude,Claude,Claude,,Intermediate,3.0,3.0,1.0,5.0,False
cairn,A mound of stones built as a memorial or landmark,/kɛrn/,From Scottish Gaelic carn meaning 'heap of stones',"CAIRN: Carefully And - Important memorial marker, Really Notable landmarks",Hikers built a _____ to mark the summit of the mountain.,Claude,Claude,Claude,,Beginner,1.5,2.5,1.0,3.0,False
caisson,A watertight chamber used in underwater construction; an ammunition wagon,/ˈkeɪsən/,"From French caisson meaning 'large box', from caisse 'box'","CAISSON: Careful And - Important construction equipment, Something Serious construction work, Obviously Necessary building tool",Workers used a _____ to build the bridge foundations underwater.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.0,2.0,False
cajole,To persuade someone through flattery or gentle urging,/kəˈdʒoʊl/,From French cajoler meaning 'to chatter like a jay',"CAJOLE: Convincing And - Jokingly persuading people, Obviously Logical persuasion, Everyone knows sweet-talking",She tried to _____ her brother into lending her his car.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
cake,A sweet baked dessert; to form into a hardened mass,/keɪk/,"From Old Norse kaka, related to cook",CAKE: Celebrating And - Keeping Everyone happy treats,The birthday _____ was decorated with colorful frosting.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
calabash,A large gourd used as a container; a tree bearing such gourds,/ˈkæləˌbæʃ/,"From Spanish calabaza, possibly from Arabic qar'a yābisa 'dry gourd'","CALABASH: Classic And - Large natural container, And Basic storage vessel, And Sharing traditional uses, Helpful traditional tools",The musician played rhythms on a _____ drum.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,5.0,False
calamari,Squid prepared as food; a culinary term for squid,/ˌkæləˈmɑri/,"From Italian calamari, plural of calamaro meaning 'squid'","CALAMARI: Culinary And - Lightly prepared seafood, And Many people enjoy, And Really Italian cuisine",The restaurant served crispy fried _____ with marinara sauce.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
calamondin,A small citrus fruit that is a cross between a mandarin and a kumquat,/ˌkæləˈmɑndɪn/,"From Tagalog kalamunding, referring to the small citrus fruit","CALAMONDIN: Citrus And - Lightly sour fruit, And Many people grow these, Obviously Nice tasting fruit, Delicious Including small citrus, Including Natural sweet-sour taste","The _____ tree in the garden produced tiny, tart oranges.",Claude,Claude,Claude,,Intermediate,1.0,4.0,1.0,3.0,False
calcify,To harden by calcium deposit; to become rigid or set in ways,/ˈkælsəˌfaɪ/,From Latin calx 'lime' + -ify meaning 'to make',"CALCIFY: Calcium And - Limestone hardening process, Completely Inflexible becoming, Forming solid material, Year-round natural process","Over time, the old injury began to _____ and cause stiffness.",Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
calculator,An electronic device for performing mathematical calculations,/ˈkælkjəˌleɪtər/,From Latin calculatus meaning 'computed' + -or suffix,"CALCULATOR: Computing And - Logical mathematical tool, Calculating Using numbers, Lots of mathematical functions, And Totally Outstanding results, Obviously Reliable mathematical device",Students were allowed to use a _____ during the algebra exam.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
calculus,A branch of mathematics dealing with rates of change and accumulation,/ˈkælkjələs/,From Latin calculus meaning 'small stone' (used for counting),"CALCULUS: Computing And - Learning advanced mathematics, Calculus University level mathematics, Learning University Subject",She struggled with _____ but eventually mastered the concepts.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
caldera,A large crater formed by volcanic collapse or explosion,/kælˈdɛrə/,From Spanish caldera meaning 'cauldron',"CALDERA: Crater And - Large volcanic formation, Dramatic Earth geological feature, Really Amazing geological formation",The massive _____ was formed after the ancient volcano collapsed.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
calefacient,Having a warming or heating effect; producing warmth,/ˌkæləˈfeɪʃənt/,From Latin calefacere meaning 'to make warm' + -ent,"CALEFACIENT: Creating And - Lasting heat effect, Especially For warming people, And Comfortable warmth, Including Enhanced temperature, Never Too cold feeling",The _____ herbs in the tea helped warm her chilled body.,Claude,Claude,Claude,,Intermediate,1.7,4.0,1.0,2.0,False
calendar,A system for organizing days; a chart showing days and dates,/ˈkæləndər/,"From Latin calendarium meaning 'account book', from calendae 'first day'","CALENDAR: Counting And - Listing days systematically, Everyone Needs date organization, Dates And Reminders",She marked important appointments on her desk _____.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
calendula,A bright orange or yellow flower; pot marigold,/kəˈlɛndʒələ/,"From Latin calendula, from calendae meaning 'first day of the month'","CALENDULA: Colorful And - Lovely bright flower, Everyone Notices bright colors, Delightful garden flower, Usually Lovely garden addition",The garden was brightened by cheerful _____ blooms.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
calenture,A tropical fever; a delirious condition caused by heat,/ˈkælənˌtʃʊr/,"From Spanish calentura meaning 'fever', from caliente 'hot'","CALENTURE: Concerning And - Lasting fever condition, Extremely Nerve-racking tropical illness, Totally Uncomfortable tropical fever, Really Exhausting tropical disease",The sailors suffered from _____ during their voyage through tropical waters.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,2.0,False
calibrate,To adjust precisely; to check or correct measurement scales,/ˈkæləˌbreɪt/,"From French calibrer, from calibre meaning 'diameter of a gun barrel'","CALIBRATE: Carefully And - Logical precise adjustment, Including Better accuracy, Really Accurate measurements, Totally Exact precision",The technician needed to _____ the scale before weighing the samples.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,2.0,False
calico,A type of cotton fabric; having patches of different colors,/ˈkælɪˌkoʊ/,"From Calicut, a city in India where the fabric was originally made","CALICO: Colorful And - Lovely patterned fabric, Including Colorful patches, Obviously multicolored appearance","The _____ cat had beautiful patches of orange, black, and white.",Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
calisthenics,"Exercises performed without equipment, using body weight",/ˌkæləsˈθɛnɪks/,From Greek kalos 'beautiful' + sthenos 'strength',"CALISTHENICS: Cardio And - Lots of body exercises, Including Strength Training, Healthy Exercise programs, Everyone Needs physical fitness, Including Cardiovascular fitness, Something everyone Should do",The fitness class focused on _____ like push-ups and jumping jacks.,Claude,Claude,Claude,,Intermediate,2.4,4.0,1.0,2.0,False
called,Past tense of call; summoned or named,/kɔld/,"From call + -ed, where call comes from Old Norse kalla","CALLED: Contacted And - Loudly summoned someone, Loudly Everyone responded, Definitely contacted someone",She _____ her grandmother every Sunday afternoon.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.5,False
calligram,A text or poem in which the typography forms a visual image,/ˈkæləˌɡræm/,From Greek kalos 'beautiful' + gramma 'letter',"CALLIGRAM: Creative And - Lovely artistic writing, Literally Including visual art, Graphic Reading And creativity, Making beautiful visual poetry",The poet created a _____ shaped like a tree to illustrate nature.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
callow,Young and inexperienced; immature,/ˈkæloʊ/,"From Old English calu meaning 'bald, bare'","CALLOW: Concerning And - Lacking experience, Lacking Obviously Wisdom, Obviously naive and immature",The _____ recruit made several mistakes during training.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
calmed,Made peaceful or quiet; soothed,/kɑmd/,"From calm + -ed, where calm comes from Greek kauma 'heat of the day'","CALMED: Comfortable And - Lacking stress, Made Everyone relaxed, Everyone Definitely peaceful",The mother's gentle voice _____ the crying baby.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
