word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
biting,Causing a sharp or stinging sensation; harshly critical,/ˈbaɪtɪŋ/,"From bite + -ing, referring to the action or quality of biting","BITING: Bad Irritating - Terribly painful sensation, Including sharp criticism, Never Getting comfortable",The comedian's _____ wit made the audience both laugh and wince.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.8,3.0,False
bittern,"A large wading bird with a booming call, related to herons",/ˈbɪtərn/,"From Old French butor, possibly imitative of the bird's call","BITTERN: Bird In - wetlands, Totally Excellent bird, Rarely seen, Never common bird",The elusive _____ was finally spotted among the marsh reeds.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.5,3.5,False
bittersweet,Both bitter and sweet; pleasure mixed with pain or regret,/ˈbɪtərˌswit/,"From bitter + sweet, describing contrasting flavors or emotions","BITTERSWEET: Both Important - Totally contrasting tastes, Emotions mixed, Really conflicted feelings, Sweet mixed with sadness, When Everything feels mixed, Everything Together good and bad","Graduation was a _____ moment, filled with pride but sadness about leaving friends.",Claude,Claude,Claude,,Intermediate,1.7,4.0,1.5,3.0,False
bitumen,A black viscous mixture of hydrocarbons; asphalt,/bɪˈtumən/,"From Latin bitumen, possibly from Celtic origin","BITUMEN: Black Important - Tar-like substance, Used for roads, Making roads, Everyone drives on roads made with this, Natural asphalt","The road was paved with _____ to create a smooth, durable surface.",Claude,Claude,Claude,,Beginner,1.0,3.0,1.5,2.0,False
bivouac,A temporary camp without tents; to camp in the open,/ˈbɪvuˌæk/,"From French bivouac, from German Beiwache meaning 'additional watch'","BIVOUAC: Basic Important - Very outdoors camping, Overnight Under stars, Always without shelter, Camping outdoors temporarily",The soldiers set up a _____ on the mountainside for the night.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.5,2.0,False
bizarro,Very strange or unusual; bizarre,/bɪˈzɑroʊ/,"From Italian bizzarro meaning 'angry, fierce', later meaning 'strange'","BIZARRO: Basic Incredibly - Zany And Really weird, Really Obviously strange and unusual",The _____ art exhibition featured sculptures made entirely of recycled bubble wrap.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.5,2.0,False
black,The darkest color; the absence of light or color,/blæk/,"From Old English blæc, from Proto-Germanic blakaz","BLACK: Basic Light - Absent Completely, Keeping no light visible",The _____ cat disappeared into the shadows of the alley.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
blackbird,"A common songbird, typically with black plumage in males",/ˈblækˌbɜrd/,"From black + bird, referring to the bird's dark coloration","BLACKBIRD: Black Beautiful - song bird, Always Calling with beautiful melodies, Keeping people listening, Beautiful music, In Really lovely singing, Distinguished singing voice",The _____ sang its melodious song from the top of the oak tree.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.0,3.0,False
blacksmith,"A person who forges iron and steel, especially horseshoes",/ˈblækˌsmɪθ/,From black (referring to black iron) + smith (metalworker),"BLACKSMITH: Basic Labor - Always Creating tools, Keeping everyone equipped, Strong worker making metal items, Making Important tools, Teaching metal-working, Hot forge work",The village _____ shaped horseshoes on his anvil with rhythmic hammer blows.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,3.0,False
blame,To hold responsible for a fault or wrong; responsibility for something bad,/bleɪm/,"From Old French blasmer, from Latin blasphemare 'to blaspheme'","BLAME: Bad Language - Accusing people, Making Everyone feel guilty",The committee refused to _____ any single person for the project's failure.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
blanche,To turn white or pale; to blanch vegetables by brief boiling,/blæntʃ/,"From Old French blanchir meaning 'to whiten', from blanc 'white'","BLANCHE: Becomes Light - Always turning white, Never Coloring, Hurting Everything light, Everyone becomes pale",She watched him _____ when he heard the shocking news.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
blancmange,A sweet dessert made from milk thickened with cornstarch,/bləˈmɑnʒ/,"From Old French blanc mange meaning 'white food', from blanc 'white' + mange 'food'","BLANCMANGE: Beautiful Light - And creamy dessert, Natural smooth dessert, Making Amazing sweet dessert, Nice Gentle taste, Everyone loves this dessert",The _____ was served with fresh strawberries and a drizzle of vanilla sauce.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.0,3.5,False
blandish,To coax with flattery; to persuade through soft words,/ˈblændɪʃ/,"From Old French blandir meaning 'to flatter', from Latin blandus 'smooth, flattering'","BLANDISH: Basic Language - And Nice words, Deliberately Influencing people, Soft persuasion, Hoping to convince others",He tried to _____ his way into getting a promotion with excessive compliments.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
blank,Empty; without marks or writing; showing no expression,/blæŋk/,"From Old French blanc meaning 'white, shining'","BLANK: Basic Look - Always Nothing there, Never Keeping anything written","She stared at the _____ page, unable to think of what to write.",Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
blanket,A large piece of cloth used for warmth; to cover completely,/ˈblæŋkɪt/,"From Old French blanchet, diminutive of blanc 'white'","BLANKET: Beautiful Light - And warm covering, Never Keeping anyone cold, Everyone appreciates warmth, Totally covering everything",She pulled the warm _____ up to her chin on the cold winter night.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
blarney,"Flattering or cajoling talk; smooth, deceptive speech",/ˈblɑrni/,"From Blarney Stone in Ireland, said to give the gift of eloquent flattery to those who kiss it","BLARNEY: Beautiful Language - And charming words, Really Nice smooth talking, Everyone falls for flattery, Youthful Irish charm",His _____ convinced her to lend him money despite her better judgment.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.3,3.0,False
blasphemous,Showing disrespect for sacred things; profane,/ˈblæsfəməs/,"From Greek blasphemos meaning 'speaking evil', from blaptein 'to hurt' + pheme 'speech'","BLASPHEMOUS: Bad Language - And Sinful words, Probably Hurting religious feelings, Everyone offended, Most people Outraged, Utterly Sacrilegious speech",The comedian's _____ jokes offended many religious members of the audience.,Claude,Claude,Claude,,Intermediate,1.7,4.0,1.3,2.0,False
blast,A strong gust of air; an explosion; to blow up with explosives,/blæst/,"From Old English blæst meaning 'blowing, breeze', from Proto-Germanic blæstaz","BLAST: Big Loud - And Strong explosion, Sound Terrible when it happens",The _____ from the explosion shattered windows for several blocks.,Claude,Claude,Claude,,Intermediate,2.0,2.5,1.0,3.5,False
blastema,A mass of undifferentiated cells from which an organ or body part develops,/blæˈstimə/,"From Greek blastema meaning 'sprout, shoot', from blastanein 'to sprout'","BLASTEMA: Basic Living - And growing cells, Science Terminology - Explaining regeneration, Making Amazing regeneration happen",The salamander's _____ allowed it to completely regenerate its lost tail.,Claude,Claude,Claude,,Beginner,2.0,3.0,1.0,2.0,False
blastogenesis,The formation of buds in reproduction; lymphocyte transformation,/ˌblæstoʊˈdʒɛnəsɪs/,"From Greek blastos 'bud, germ' + genesis 'origin, creation'","BLASTOGENESIS: Basic Living - And growing cells, Science Technology - Organism Growth producing Excellence, Natural cell transformation, Evolution Starting with Incredible Science",The immunologist studied _____ to understand how lymphocytes respond to antigens.,Claude,Claude,Claude,,Intermediate,2.6,4.0,1.0,2.0,False
blatant,Done openly and unashamed; completely obvious,/ˈbleɪtənt/,"Coined by Edmund Spenser in 'The Faerie Queene', possibly from Latin blatire 'to babble'","BLATANT: Bold Language - And obvious behavior, Totally obvious And Never Trying to hide anything",His _____ disregard for the rules shocked everyone at the meeting.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
blatherskite,A person who talks foolishly at length; nonsensical talk,/ˈblæðərˌskaɪt/,"From blather (to talk foolishly) + skite (boaster), originally Scottish","BLATHERSKITE: Babbling Language - And Talking meaninglessly, Hearing Everyone Rambling, Speaking Keeping people bored, Irritating Talk, Everyone tired of listening",The politician was dismissed as a _____ who spoke a lot but said nothing meaningful.,Claude,Claude,Claude,,Intermediate,1.4,4.0,1.3,3.0,False
blazer,"A colored jacket, often part of a uniform or worn casually",/ˈbleɪzər/,"From blaze, originally referring to the bright colors of boating club jackets","BLAZER: Bright Looking - And professional jacket, Zestful professional clothing, Everyone Recognizes this stylish jacket",He wore his school _____ with pride during the graduation ceremony.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.3,3.0,False
bleary,Tired and unfocused; blurred or dim,/ˈblɪri/,From Middle English blere meaning 'to have watery eyes',"BLEARY: Bad Looking - Eyes tired, Appearing Really exhausted, watery vision, Your eyes struggling",She rubbed her _____ eyes after staying up all night studying.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.3,3.5,False
bleat,The cry of a sheep or goat; to complain in a weak voice,/blit/,"From Old English blætan, of imitative origin","BLEAT: Baaa Loud - Every Animal sound, All sheep and goats Together making sounds",The lamb began to _____ loudly when separated from its mother.,Claude,Claude,Claude,,Intermediate,1.5,2.5,1.0,3.5,False
blemish,A mark or flaw that spoils perfection; to damage or mar,/ˈblɛmɪʃ/,"From Old French blemir meaning 'to make pale', from Germanic origin","BLEMISH: Bad Looking - Everyone Minds Imperfections, Something Hurting beauty",The small scar was the only _____ on her otherwise perfect complexion.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
blessingspeacock,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
bleu,French word for blue; used in culinary terms like 'bleu cheese',/blø/,"From Old French bleu, from Germanic origin","BLEU: Blue Language - European color word, Understanding french vocabulary",The restaurant served a salad topped with crumbled _____ cheese.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
blight,A plant disease; something that damages or spoils,/blaɪt/,"Possibly from Old English blæce meaning 'pale', or related to bleach","BLIGHT: Bad Living - Illness or disease, Going around Hurting plants, Terrible plant disease",The potato _____ devastated crops across Ireland in the 1840s.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.0,3.5,False
blindfolded,Having the eyes covered to prevent seeing,/ˈblaɪndˌfoʊldɪd/,"From blindfold + -ed, where blindfold comes from blind + fold","BLINDFOLDED: Basic Living - In darkness, Never Detecting what's around, Finding Objects Largely by touch, Depending on Everybody else to help, Difficult navigation",The children played pin the tail on the donkey while _____.,Claude,Claude,Claude,,Intermediate,1.2,4.0,1.3,3.0,False
blink,To shut and open the eyes quickly; a brief moment,/blɪŋk/,"From Middle English blinken, possibly related to Middle Dutch blinken 'to shine'","BLINK: Basic Looking - In quick motion, Never Keeping eyes open long",She didn't _____ an eye during the entire horror movie.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
blissfully,In a state of perfect happiness; without awareness of problems,/ˈblɪsfəli/,"From bliss + -fully, where bliss comes from Old English bliths 'happiness'","BLISSFULLY: Beautiful Living - In perfect happiness, Supremely So pleased, Feeling Ultimate happiness, Lovely Life experience, Years of happiness",She was _____ unaware of the chaos happening around her.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,3.5,False
blizzard,A severe snowstorm with strong winds,/ˈblɪzərd/,Possibly from German blitz 'lightning' or from American dialect bliz 'violent rainstorm',"BLIZZARD: Bad Living - In snowy weather, Zero visibility, Zapping everyone with cold, And Really Dangerous storm",The _____ closed roads and schools throughout the region.,Claude,Claude,Claude,,Beginner,2.0,3.0,1.0,2.0,False
blockheap,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
bloomsbury,A district in London; associated with a literary group of early 20th century,/ˈblumzˌbɛri/,"From the name of the London district, possibly from 'Blemund's burgh' (Blemund's fortified place)","BLOOMSBURY: Beautiful London - Outstanding literary circle, Many creative people, Special cultural area, British intellectual writers, Unique cultural heritage, Really outstanding literary history, Year after year creative genius",Virginia Woolf was a prominent member of the _____ Group.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.3,3.0,False
blooper,"An embarrassing mistake, especially on television or radio",/ˈblupər/,From bloop (a mistake in baseball) + -er suffix,"BLOOPER: Basic Language - Oops! Obvious mistake, People Everyone Recognizes errors",The actor's _____ during the live broadcast became an internet sensation.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.3,3.0,False
blotch,An irregular spot or stain; to mark with blots,/blɑtʃ/,"Possibly from blot + -ch, or from French bloque 'block'","BLOTCH: Bad Looking - Or ugly mark, Totally Clearly visible, Hurting appearance",The red _____ on her skin indicated an allergic reaction.,Claude,Claude,Claude,,Beginner,2.0,3.0,1.0,2.0,False
blottesque,Grotesquely distorted or bizarre; in the style of a blot or stain,/blɑˈtɛsk/,"From blot + -esque suffix, meaning 'in the style of'","BLOTTESQUE: Bizarre Looking - Or abstract patterns, Totally Twisted art styles, Everything Strangely designed, Quite Unusual artistic Expression",The artist's _____ paintings featured abstract forms reminiscent of ink blots.,Claude,Claude,Claude,,Intermediate,2.5,4.0,1.0,3.0,False
blottesquebobolink,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
