word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
burro,"A small donkey, especially one used as a pack animal",/ˈbʊroʊ/,From Spanish burro meaning 'donkey',"BURRO: Basic Usually - Reliable animal helper, Reliable Outdoor working animal",The _____ carried supplies up the narrow mountain trail.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
burrowing,Digging holes or tunnels underground; making burrows,/ˈbɛroʊɪŋ/,"From burrow + -ing, where burrow comes from Middle English borough","BURROWING: Basic Usually - Really digging underground, Rabbits Often dig holes, Working In underground spaces, Never Getting tired of digging, Getting under the ground",The _____ animals created an extensive tunnel system.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,3.5,False
bursary,A monetary grant given to a student; a scholarship,/ˈbɜrsəri/,"From Medieval Latin bursaria, from bursa meaning 'purse'","BURSARY: Basic Usually - Regarding financial aid, Supporting Academic achievement, Really helping students, Year-round financial assistance",The _____ helped cover her tuition expenses for medical school.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.5,False
bursting,Breaking open suddenly; filled to capacity,/ˈbɜrstɪŋ/,"From burst + -ing, where burst comes from Old English berstan","BURSTING: Basic Usually - Really overflowing situation, Something Too much pressure, Including pressure release, Never Getting contained, Getting explosive energy",The balloon was _____ with helium before it finally popped.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.3,3.5,False
busby,A tall fur hat worn by certain military units,/ˈbʌzbi/,Possibly named after a 18th-century hat maker named Busby,"BUSBY: Basic Usually - Special military hat, Bold Year-round uniform accessory",The guard's _____ was an iconic part of his ceremonial uniform.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.3,3.0,False
busbyadjective,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
bushel,A unit of measurement for dry goods; a large quantity,/ˈbʊʃəl/,"From Old French boissel, from Germanic origin meaning 'little box'","BUSHEL: Basic Usually - Standard measurement unit, Holding Everything together, Lots of grain or produce",The farmer harvested three _____s of wheat from the field.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
business,Commercial activity; a company or organization,/ˈbɪznəs/,"From busy + -ness, originally meaning 'state of being busy'","BUSINESS: Basic Usually - Something Important commercial activity, Never Easy work, Everyone Supports commerce, Something everyone needs",She started her own _____ selling handmade jewelry.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.0,False
businesses,Commercial enterprises; companies or organizations,/ˈbɪznəsəz/,"From business + -es, plural of business","BUSINESSES: Basic Usually - Something Important commercial activities, Never Easy work, Everyone Supports commerce, Something everyone needs, Every town has many commerce, Something creating jobs",Many small _____ struggled during the economic downturn.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.0,3.0,False
bustling,Full of activity; moving energetically,/ˈbʌsəlɪŋ/,"From bustle + -ing, where bustle means 'to move energetically'","BUSTLING: Basic Usually - Something Totally active environment, Lots of activity, Including Never stopping movement, Getting everyone moving",The _____ marketplace was filled with vendors and shoppers.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.3,3.0,False
busy,Having a lot to do; actively engaged in activity,/ˈbɪzi/,"From Old English bisig meaning 'anxious, occupied'",BUSY: Basic Usually - Something Year-round active situation,She was too _____ to answer the phone during the meeting.,Claude,Claude,Claude,,Intermediate,1.0,2.5,1.3,3.5,False
butterfly,A flying insect with large colorful wings; a swimming stroke,/ˈbʌtərˌflaɪ/,"From butter + fly, possibly from the yellow color of some species","BUTTERFLY: Beautiful Usually - Totally colorful insect, Totally Elegant flying pattern, Really Flying beautifully, Lots of beautiful colors, Year-round garden visitors",The monarch _____ migrated thousands of miles to reach its destination.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,3.0,False
butterscotch,A candy made with butter and brown sugar; the flavor of this candy,/ˈbʌtərˌskɑtʃ/,"From butter + scotch (meaning 'to cut'), referring to the candy-making process","BUTTERSCOTCH: Beautiful Usually - Totally sweet candy flavor, Totally Excellent candy, Really Sweet flavor, Candy Obviously rich, Totally Creamy sweet candy, Heavenly sweet taste",The _____ pudding was her grandmother's favorite dessert recipe.,Claude,Claude,Claude,,Intermediate,2.4,4.0,1.0,3.0,False
buttons,Small fasteners for clothing; controls on devices,/ˈbʌtənz/,"From button + -s, where button comes from Old French boton","BUTTONS: Basic Usually - Totally practical fasteners, Totally Obviously needed, Never Staying without fasteners, Something everyone uses on clothing",The antique dress had beautiful pearl _____ down the front.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
buzzard,A large bird of prey; a vulture,/ˈbʌzərd/,"From Old French busart, from Latin buteo meaning 'hawk'","BUZZARD: Basic Usually - Zipping through sky, Zipping Around hunting, Really flying high, Definitely predatory bird","The _____ circled overhead, searching for carrion.",Claude,Claude,Claude,,Intermediate,2.0,3.0,1.0,3.5,False
buzzing,Making a continuous humming sound; filled with excitement,/ˈbʌzɪŋ/,"From buzz + -ing, where buzz is imitative of the sound","BUZZING: Basic Usually - Zipping sound constantly, Zipping constantly, Including Never-ending sound, Getting everyone's attention",The _____ of bees filled the air around the hive.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.3,3.0,False
buzzworthy,Likely to generate interest or excitement; newsworthy,/ˈbʌzˌwɜrði/,From buzz (excitement) + worthy (deserving of),"BUZZWORTHY: Basic Usually - Zipping through social media, Zipping With interest, Obviously Really exciting news, Totally Highly interesting, Year-round exciting news",The celebrity's announcement was highly _____ on social media.,Claude,Claude,Claude,,Intermediate,2.0,4.0,1.3,3.0,False
buñuelo,"A fried dough pastry, popular in Spanish and Latin American cuisine",/buˈɲweloʊ/,"From Spanish buñuelo, possibly from Arabic bunyol","BUÑUELO: Beautiful Usually - Ñice fried pastry, Usually Enjoyed by Everyone, Lots of sweetness, Obviously delicious treat",The bakery's fresh _____ were dusted with cinnamon and sugar.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,5.0,False
buñueloguan,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
bygone,Belonging to an earlier time; past,/ˈbaɪˌɡɔn/,"From by (past) + gone, literally meaning 'gone by'","BYGONE: Basic Yesterday - Gone away forever, Obviously Never coming back, Everyone remembers past times",They reminisced about the _____ days of their youth.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
bypass,To go around or avoid; an alternative route,/ˈbaɪˌpæs/,"From by (around) + pass, literally meaning 'to pass by'","BYPASS: Basic Yesterday - Passing around obstacles, And Solving problems, Something everyone uses for shortcuts",The new highway will _____ the congested downtown area.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
byzantine,Relating to the Byzantine Empire; excessively complex,/ˈbɪzənˌtin/,"From Byzantium, the ancient Greek city later known as Constantinople","BYZANTINE: Basic Yesterday - Zestful ancient empire, And Never simple procedures, Totally Incredibly complicated systems, Never Easy procedures",The company's _____ bureaucracy made simple tasks unnecessarily difficult.,Claude,Claude,Claude,,Intermediate,2.0,4.0,1.0,2.0,False
béchamel,"A white sauce made from butter, flour, and milk",/ˌbeɪʃəˈmɛl/,"Named after Louis de Béchamel, French courtier","BÉCHAMEL: Beautiful European - Creamy sauce, Having Amazing flavor, Making Everyone Love cooking, Extremely Luxurious sauce",The lasagna was layered with rich _____ sauce.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
bêtise,A foolish act or remark; stupidity,/beˈtiz/,"From French bêtise meaning 'foolishness', from bête 'beast'","BÊTISE: Bad Everyone - Totally foolish behavior, Including Stupid actions, Something Everyone avoids",His latest _____ cost him his job at the embassy.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
cabal,A secret group plotting against authority; a conspiracy,/kəˈbæl/,From Hebrew qabbalah meaning 'received tradition',"CABAL: Conspiring Against - Basic Authority, And Lots of secrecy",The political _____ met secretly to plan their strategy.,Claude,Claude,Claude,,Intermediate,1.0,2.5,1.3,5.0,False
cabaletta,"A simple aria with a repetitive rhythm, often concluding an opera scene",/ˌkæbəˈlɛtə/,"From Italian cabaletta, diminutive of cabala meaning 'intrigue'","CABALETTA: Captivating And - Beautiful operatic song, And Lovely singing, Elegant Totally amazing music, Totally Amazing classical music",The soprano's _____ brought thunderous applause from the audience.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
cabaret,Entertainment performed in a nightclub; a nightclub with live entertainment,/ˌkæbəˈreɪ/,From French cabaret meaning 'tavern',"CABARET: Captivating And - Beautiful entertainment, And Really Entertaining music, Excellent Talented performers",The intimate _____ featured jazz singers and comedians.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
cabbage,A leafy green vegetable with dense leaves forming a round head,/ˈkæbɪdʒ/,From Old French caboche meaning 'head',"CABBAGE: Common And - Basic vegetable, Basic And Green vegetable, Everyone knows this vegetable",She added fresh _____ to the soup for extra nutrition.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.5,False
