word,years,source_files,source_difficulties,definition,pronunciation,pronunciation_ipa,etymology,memory_tip,example_sentence,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,combined_word_error,source
particulate,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Relating to or consisting of separate particles; existing as or containing small, discrete particles suspended in air or liquid. Particulate matter is a major air pollution concern, consisting of tiny solid or liquid particles that can be harmful when inhaled. These particles come from various sources including vehicle emissions, industrial processes, and natural phenomena like dust storms. Environmental regulations often specify limits for particulate concentrations to protect public health. The size of particulate matter affects its behavior and health impacts, with smaller particles generally being more dangerous.",/pɑrˈtɪkjələt/,/pɑrˈtɪkjələt/,"From ""particle"" (from Latin ""particula"" meaning small part) + ""-ate"" suffix meaning characterized by or having.","PARTICULATE = PARTICLE + ATE. Think of matter that's made up of tiny ""particles"" - small bits suspended in air or water.",The air quality monitor detected high levels of _____ matter during the wildfire season.,1.1,5.0,1.0,3.0,,False,Claude
partner,2025,2025 Words of Champion _1_.pdf,Three Bee,"A person who shares in an activity, business, or relationship with another; one of two or more people who work together or are associated in some enterprise. Partners can be business associates, romantic companions, dance partners, or collaborators in various endeavors. The relationship typically involves shared responsibilities, risks, benefits, and decision-making. Legal partnerships have specific rights and obligations defined by law or contract. Successful partnerships require communication, trust, complementary skills, and aligned goals. The concept extends from personal relationships to business arrangements and professional collaborations.",/ˈpɑrtnər/,/ˈpɑrtnər/,"From Middle English ""parcener,"" from Anglo-French, from ""parçon"" meaning share or part. Related to ""partition"" and sharing.","PARTNER = PART + NER. Think of someone who shares ""part"" of your life or business - a person who takes part with you.",The law firm promoted her to _____ after she demonstrated exceptional legal expertise and client development skills.,0.7,4.0,2.5,3.0,,False,Claude
partridge,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A medium-sized ground-dwelling game bird related to quail and pheasant, known for its plump body, short tail, and tendency to run rather than fly when threatened. Partridges are found across Europe, Asia, and Africa, with some species introduced to North America. These birds prefer grasslands, farmlands, and scrublands where they feed on seeds, insects, and vegetation. Partridges are popular game birds and appear frequently in literature and folklore. They typically nest on the ground and are known for their distinctive calls. Some species are raised commercially for hunting and food.",/ˈpɑrtrɪdʒ/,/ˈpɑrtrɪdʒ/,"From Old French ""pertriz,"" from Latin ""perdix,"" from Greek ""perdix."" The name has remained relatively stable across languages.","PARTRIDGE sounds like ""PART-RIDGE"" - think of a bird that's ""part"" of the ""ridge"" or hillside where it lives and nests.",The hunters spotted a covey of _____ feeding in the wheat field at dawn.,0.9,5.0,1.0,3.0,,False,Claude
parts,2025,2025 Words of Champion _1_.pdf,Three Bee,"Portions or pieces of a whole; components that make up a larger entity; sections or divisions of something; roles in a play or performance. Parts can be physical components of machines, sections of documents, or abstract divisions of concepts. In theater, parts refer to the roles that actors play. In mechanics, parts are the individual components that work together to make machines function. Understanding how parts relate to wholes is fundamental to analysis, repair, construction, and comprehension across many fields.",/pɑrts/,/pɑrts/,"Plural of ""part,"" from Old French ""part,"" from Latin ""pars, partis"" meaning portion or share. Basic concept of division and sharing.","PARTS is simply the plural of PART - think of multiple pieces that make up a whole, like car parts or parts of a story.",The mechanic ordered replacement _____ for the engine repair from the manufacturer.,0.5,3.0,1.0,3.0,,False,Claude
parturient,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Relating to or in the process of giving birth; about to give birth or in labor. The term is primarily used in medical and veterinary contexts to describe the condition of females during the birthing process. Parturient animals or humans require special care and attention due to the physical demands and potential complications of labor and delivery. Understanding parturient physiology is crucial for healthcare providers, veterinarians, and livestock managers. The word emphasizes the active process of birth rather than just pregnancy.",/pɑrˈtʊriənt/,/pɑrˈtʊriənt/,"From Latin ""parturient-"" meaning being in labor, from ""parturire"" meaning to be in labor, from ""parere"" meaning to give birth.","PARTURIENT sounds like ""PART-YOUR-ENT"" - think of the birthing process as ""parting"" or opening to bring forth new life.",The veterinarian monitored the _____ mare carefully throughout the difficult delivery.,1.0,5.0,1.0,3.0,,False,Claude
party,2023,2023_Words_of_the_Champions.pdf,Two Bee,"A social gathering for celebration or entertainment; a political organization; a group of people involved in a particular activity; one of the sides in a legal agreement or dispute. Social parties bring people together for enjoyment, celebration, or socialization. Political parties organize people with similar ideologies to seek political power. In legal contexts, parties are the individuals or entities involved in contracts or lawsuits. The word emphasizes group participation and shared purpose, whether for fun, politics, or formal business.",/ˈpɑrti/,/ˈpɑrti/,"From Old French ""partie,"" from ""partir"" meaning to divide or share. Originally meant a part or portion of something.","PARTY comes from ""part"" - think of being ""part"" of a group, whether for celebration, politics, or legal matters.",The surprise _____ brought together friends and family to celebrate her graduation.,0.5,3.0,1.0,3.0,,False,Claude
parvo,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Short for parvovirus, a highly contagious viral infection affecting dogs, particularly puppies, causing severe gastrointestinal symptoms and potentially death. Parvovirus attacks rapidly dividing cells, particularly in the intestinal tract and bone marrow. The disease spreads through contact with infected fecal matter and contaminated environments. Vaccination is the primary prevention method, typically starting in puppyhood with booster shots. Treatment involves supportive care including fluid therapy and anti-nausea medications. The virus is extremely hardy and can survive in the environment for long periods.",/ˈpɑrvoʊ/,/ˈpɑrvoʊ/,"Shortened from ""parvovirus,"" from Latin ""parvus"" meaning small + ""virus."" Named for the small size of the virus particles.","PARVO sounds like ""PAR-VOW"" - think of making a ""vow"" to keep puppies safe from this serious viral disease.",The veterinarian recommended immediate vaccination to protect the puppy from _____ and other dangerous diseases.,0.5,3.0,1.0,3.0,,False,Claude
paschal,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,"Relating to Passover or Easter; associated with the springtime religious celebrations of Judaism and Christianity. Paschal refers to the commemoration of liberation and redemption central to both faiths. In Judaism, paschal relates to Passover, celebrating the Israelites' exodus from Egypt. In Christianity, paschal refers to Easter, celebrating the resurrection of Jesus Christ. The term encompasses liturgical seasons, special foods, customs, and theological themes of sacrifice, deliverance, and new life. Paschal celebrations typically occur in spring, symbolizing renewal and spiritual rebirth.",/ˈpæskəl/,/ˈpæskəl/,"From Late Latin ""paschalis,"" from ""pascha"" meaning Passover or Easter, from Greek ""pascha,"" from Hebrew ""pesach"" meaning Passover.","PASCHAL sounds like ""PASS-CAL"" - think of ""passing"" over to celebrate the religious ""call"" of Easter or Passover.",The church prepared for the _____ season with special liturgies celebrating the resurrection.,0.7,4.0,2.5,5.0,,False,Claude
pashmina,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A fine type of cashmere wool and fabric made from the soft undercoat of the changthangi goat; a shawl or scarf made from this material. Authentic pashmina comes from goats living in the high altitudes of the Himalayas, where extreme temperatures produce exceptionally soft, warm undercoat fibers. The finest pashmina is hand-woven and prized for its lightness, warmth, and luxurious texture. The term is sometimes used more broadly for any soft, lightweight shawl, though true pashmina specifically refers to this particular type of cashmere. These accessories are valued for both their practical warmth and elegant appearance.",/pæʃˈminə/,/pæʃˈminə/,"From Persian ""pashmina,"" from ""pashm"" meaning wool. The word refers to the fine wool of the Himalayan goat.","PASHMINA sounds like ""PASH-MINA"" - think of having a ""passion"" for ""mina"" (a soft, luxurious shawl made from fine goat wool).",She wrapped the delicate _____ around her shoulders to ward off the evening chill.,0.8,4.0,1.0,3.5,,False,Claude
pasilla,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A variety of chili pepper used in Mexican cuisine, particularly when dried; the dried form of the chilaca pepper, characterized by a dark, wrinkled appearance and mild to moderate heat level. Pasilla peppers have a rich, complex flavor with earthy, fruity notes and mild spice. They are essential ingredients in many traditional Mexican dishes, including mole sauces and various stews. The name ""pasilla"" means ""little raisin"" in Spanish, referring to the pepper's dark, wrinkled appearance when dried. These peppers are often ground into powder or rehydrated for use in cooking.",/pəˈsilə/,/pəˈsilə/,"From Spanish ""pasilla,"" diminutive of ""pasa"" meaning raisin, referring to the pepper's dark, wrinkled appearance when dried.","PASILLA sounds like ""PASS-ILL-A"" - think of ""passing"" around these ""little"" peppers that look like dark raisins.",The chef soaked the _____ peppers in hot water before blending them into the traditional mole sauce.,0.7,4.0,1.0,2.0,,False,Claude
pasquinade,2020,2020 Words_of_the_Champions.pdf,One Bee,"A satirical composition, typically anonymous, that ridicules a public figure; a lampoon or satirical writing that mocks political figures or social issues. Pasquinades were historically posted in public places to spread political criticism or social commentary through humor and satire. The form allowed people to express dissent or criticism anonymously, often during periods when direct political opposition was dangerous. These satirical works used wit, irony, and ridicule to expose perceived corruption, incompetence, or hypocrisy. Modern equivalents might include political cartoons, satirical websites, or anonymous social media critiques.",/ˌpæskwəˈneɪd/,/ˌpæskwəˈneɪd/,"From French ""pasquinade,"" from Italian ""pasquinata,"" named after Pasquino, a statue in Rome where satirical writings were posted.","PASQUINADE sounds like ""PASS-QUEEN-AID"" - think of ""passing"" satirical ""aid"" to criticize the ""queen"" or other public figures.","The political _____ circulated through the city, cleverly mocking the mayor's recent policy decisions.",1.5,5.0,1.0,2.0,,False,Claude
passage,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"A section of text, music, or other work; a corridor or pathway for movement; the process of moving from one place or state to another; the enactment of legislation. Literary passages are excerpts from books, articles, or speeches used for study or reference. Physical passages include hallways, channels, or routes for travel. The passage of time refers to temporal progression. Legislative passage involves the formal approval of laws. The concept encompasses both physical movement through space and abstract transitions between states or conditions.",/ˈpæsɪdʒ/,/ˈpæsɪdʒ/,"From Old French ""passage,"" from ""passer"" meaning to pass. Related to movement and transition from one place to another.","PASSAGE = PASS + AGE. Think of ""passing"" through different ""ages"" or stages, or text that ""passes"" information across time.",The students analyzed a difficult _____ from Shakespeare to understand the poet's use of metaphor.,0.7,4.0,1.0,3.0,,False,Claude
passed,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"Past tense of pass; moved beyond or through something; succeeded in a test or examination; transferred from one person to another; came to an end or elapsed. The word indicates completed action involving movement, achievement, or transition. People pass tests by meeting required standards. Time passes as it moves forward. Objects pass from one location to another. The word emphasizes the completion of movement, transition, or achievement that has already occurred.",/pæst/,/pæst/,"Past tense of ""pass,"" from Old French ""passer,"" possibly from Latin ""passus"" meaning step or pace.","PASSED sounds like ""PAST"" - think of something that has moved into the ""past"" - completed movement or achievement.",She _____ the driving test on her second attempt and received her license immediately.,0.6,3.0,2.5,3.0,,False,Claude
passersby,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,"People who happen to be walking past a particular place; individuals who are traveling through an area without stopping or having specific business there. Passersby are often casual observers of events, accidents, or activities occurring in public spaces. They may become witnesses to incidents or potential helpers in emergencies. Street performers, vendors, and businesses often depend on attracting the attention of passersby. The term emphasizes the temporary, incidental nature of their presence rather than intentional destination or purpose.",/ˈpæsərzˌbaɪ/,/ˈpæsərzˌbaɪ/,"Compound of ""passers"" (those who pass) + ""by"" (past). Refers to people who pass by a location.","PASSERSBY = PASSERS + BY. Think of people who ""pass"" ""by"" a location - casual pedestrians walking past.",The street musician attracted the attention of _____ with his energetic performance.,0.9,5.0,1.0,3.5,,False,Claude
pasta,2025,2025 Words of Champion _1_.pdf,Three Bee,"A food made from unleavened dough of wheat flour mixed with water or eggs, typically formed into various shapes and cooked by boiling. Pasta originated in Italy and has become a staple food worldwide. Common types include spaghetti, penne, linguine, and ravioli, each suited to different sauces and preparations. Pasta can be fresh (made and cooked immediately) or dried (stored for later use). The cooking process involves boiling in salted water until ""al dente"" (firm to the bite). Pasta serves as the foundation for countless dishes across many cultures.",/ˈpɑstə/,/ˈpɑstə/,"From Italian ""pasta,"" from Late Latin ""pasta"" meaning dough or paste, from Greek ""pasta"" meaning barley porridge.","PASTA sounds like ""PAST-A"" - think of ""past"" traditions of making dough ""a"" certain way to create delicious noodles.",The restaurant specialized in fresh _____ made daily with traditional Italian techniques.,0.5,3.0,1.0,3.0,,False,Claude
pastel,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"A soft, pale color; an artistic medium consisting of powdered pigment formed into sticks; artwork created using this medium. Pastel colors are light, delicate tints that create gentle, soothing visual effects. As an art medium, pastels allow for soft blending and subtle color gradations. Artists use pastels for portraits, landscapes, and other subjects requiring delicate color work. The medium combines aspects of drawing and painting, allowing for both linear work and broad color areas. Pastel artworks are often displayed under glass to protect the delicate surface.",/pæˈstɛl/,/pæˈstɛl/,"From French ""pastel,"" from Italian ""pastello,"" from ""pasta"" meaning paste. Refers to the paste-like consistency of the medium.","PASTEL sounds like ""PASTE-L"" - think of ""paste""-like art medium that creates light, soft colors like delicate pastries.","The artist used soft _____ colors to create a gentle, dreamy landscape painting.",0.6,3.0,1.0,2.0,,False,Claude
pastiche,2020,2020 Words_of_the_Champions.pdf,One Bee,"An artistic work that deliberately imitates the style of another artist, period, or work; a composition made up of selections from different sources. Pastiche can be homage, parody, or creative exercise that demonstrates understanding of artistic styles. Unlike forgery, pastiche openly acknowledges its imitative nature. The technique appears in literature, music, visual arts, and film. Pastiche allows artists to explore different styles, pay tribute to influences, or create new works that blend various traditions. The approach requires deep understanding of the styles being imitated.",/pæˈstiʃ/,/pæˈstiʃ/,"From French ""pastiche,"" from Italian ""pasticcio"" meaning pie or pastry made of various ingredients. Refers to mixing different elements.","PASTICHE sounds like ""PAST-ICHE"" - think of an artistic ""itch"" to imitate styles from the ""past"" - mixing different influences.","The film was a clever _____ of 1940s film noir, complete with shadowy cinematography and hard-boiled dialogue.",0.8,4.0,1.0,2.0,,False,Claude
pastime,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"An activity that someone does regularly for enjoyment during leisure time; a hobby or recreational pursuit that helps pass time pleasantly. Pastimes provide relaxation, entertainment, and personal satisfaction outside of work or other obligations. They can be solitary activities like reading or gardening, or social activities like sports or games. Pastimes often reflect personal interests, skills, and values. Having engaging pastimes contributes to mental health, stress reduction, and overall quality of life. The choice of pastimes varies widely based on individual preferences, available time, and resources.",/ˈpæsˌtaɪm/,/ˈpæsˌtaɪm/,"Compound of ""pass"" + ""time,"" literally meaning something that helps time pass. Originally referred to activities that make time go by quickly.","PASTIME = PASS + TIME. Think of enjoyable activities that help ""time"" ""pass"" quickly - hobbies and recreational pursuits.",Reading mystery novels became her favorite _____ during retirement.,0.7,4.0,1.0,3.5,,False,Claude
pastitsio,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A traditional Greek baked pasta dish consisting of layers of pasta, meat sauce, and béchamel sauce, similar to lasagna but typically made with tubular pasta like penne or bucatini. The dish features a rich meat sauce seasoned with herbs and spices, layered between pasta and topped with a creamy white sauce before baking. Pastitsio is considered one of the signature dishes of Greek cuisine and is often served at special occasions and family gatherings. The preparation requires time and skill to properly layer the components and achieve the characteristic golden-brown top.",/ˌpɑstiˈtsioʊ/,/ˌpɑstiˈtsioʊ/,"From Greek ""παστίτσιο,"" possibly related to ""pasta"" through Italian influence. The dish shows the blend of Mediterranean culinary traditions.","PASTITSIO sounds like ""PASTA-TSIO"" - think of Greek ""pasta"" with a special ""tsio"" (ending) that makes it distinctly Greek-style.","The family recipe for _____ had been passed down for generations, featuring a secret blend of spices in the meat sauce.",0.9,5.0,1.0,3.0,,False,Claude
pastrami,2025,2025 Words of Champion _1_.pdf,Three Bee,"A type of cured and smoked meat, typically made from beef brisket that has been brined, seasoned with spices, and then smoked and steamed. Pastrami is strongly associated with Jewish delicatessen cuisine and New York-style sandwiches. The preparation process involves curing the meat in a spiced brine, coating it with additional spices (often including black pepper and coriander), then smoking and steaming until tender. The result is flavorful, tender meat that is typically sliced thin and served on rye bread with mustard. Pastrami has become an iconic American deli food.",/pəˈstrɑmi/,/pəˈstrɑmi/,"From Yiddish ""pastrome,"" possibly from Romanian ""pastramă,"" related to methods of preserving and preparing meat.","PASTRAMI sounds like ""PAST-RAMI"" - think of meat from the ""past"" that's been cured and spiced, like a ""ram"" preserved for eating.","The deli was famous for its _____ sandwich, piled high with tender, spiced meat on fresh rye bread.",0.8,4.0,1.0,3.5,,False,Claude
pastry,2021; 2025,2021_Printable_Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,"Dough made from flour, fat, and water that is used as a base for various baked goods; baked goods made with such dough, including pies, tarts, croissants, and sweet confections. Pastry dough can be sweet or savory and varies in texture from flaky to tender depending on the preparation method and intended use. The art of pastry making requires skill in handling dough, controlling temperature, and understanding how ingredients interact. Professional pastry chefs specialize in creating both simple and elaborate baked goods. Pastries are enjoyed worldwide in various cultural traditions.",/ˈpeɪstri/,/ˈpeɪstri/,"From Middle English ""pastrie,"" from ""paste"" meaning dough or paste. Related to the paste-like consistency of the dough.","PASTRY sounds like ""PASTE-TRY"" - think of ""trying"" to make delicious baked goods from ""paste""-like dough.",The French _____ chef created delicate croissants and elegant tarts for the bakery's morning display.,0.6,3.0,1.0,3.0,,False,Claude
