word,years,source_files,source_difficulties,definition,part_of_speech,pronunciation_guide,pronunciation_source,etymology,etymology_source,language_origins,example_sentence,example_sentence_source,memory_tip,phonetic_complexity,frequency_complexity,morphological_complexity,etymological_complexity,final_difficulty_rating,difficulty_justification,audio_file_path,image_file_path,last_updated
gazette,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A gazette is an official publication, especially a newspaper or journal that contains public notices, government announcements, or news of official appointments and events. Historically, gazettes were the primary means of communicating official information to the public. Many government publications and local newspapers still use ""gazette"" in their names to indicate their role in providing official or community news.","noun, verb",guh-ZET,Claude,"From Italian ""gazzetta,"" originally the price of a Venetian newspaper (a small coin called a gazeta), from ""gazza"" (magpie), possibly referring to the chattering nature of news.",Claude,Italian,The official _______ published the list of new government appointments and policy changes.,Claude,"Remember ""GAZETTE"" - a GAZing publication that lets you ZET (get) the official news and announcements.",0.1,0.5,0.0,0.5,,,,,2024-08-20
gazoz,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,"Gazoz is a type of carbonated soft drink popular in Turkey and some Middle Eastern countries, similar to soda or sparkling lemonade. These beverages are typically fruit-flavored, fizzy, and refreshing. The term comes from the French ""gaz"" meaning gas, referring to the carbonation. Gazoz represents a category of traditional Middle Eastern carbonated beverages.",noun,gah-ZOHZ,Claude,"From French ""gaz"" (gas) referring to carbonated water, adapted into Turkish and other Middle Eastern languages.",Claude,"French, Turkish",The street vendor sold cold _______ to thirsty customers on the hot summer day.,Claude,"Remember ""GAZOZ"" - a GAZzy drink with fizz, carbonated soda that makes you go ""ahh"" (oz sound).",0.0,0.5,0.0,0.5,,,,,2024-08-20
gchange,2024,2024 Words of the Champions.pdf,Three Bee,"Gchange appears to be a corrupted word or non-standard term that may be intended as ""change"" with an erroneous ""g"" prefix. This could represent a data entry error, typo, or specialized technical term. Without additional context, it most likely represents a parsing or transcription error where ""change"" was incorrectly prefixed with ""g.""",corrupted entry,jee-CHAYNJ,Claude,"Appears to be ""change"" with erroneous ""g"" prefix, likely a transcription or data processing error.",Claude,English (corrupted),"The word _______ appears to be a data error where ""change"" was incorrectly prefixed.",Claude,"This appears to be a data error - likely should be ""change"" without the ""g"" prefix.",0.0,0.5,0.0,0.4,,,,,2024-08-20
geatish,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Geatish refers to the Geats, an ancient North Germanic tribe mentioned in Anglo-Saxon poetry, particularly in the epic poem Beowulf, where the hero Beowulf is described as a Geat. The Geats inhabited parts of what is now southern Sweden. Geatish culture and society are primarily known through literary sources rather than extensive historical records.",adjective,GEE-ah-tish,Claude,"From ""Geat"" (Old English ""Gēatas""), the name of the ancient Germanic tribe, plus the suffix ""-ish"" meaning ""of or relating to.""",Claude,"Old English, Germanic",The _______ warriors in Beowulf were portrayed as brave and loyal fighters.,Claude,"Remember ""GEATISH"" - relating to the GEATs, the ancient tribe that was GREATish in the Beowulf epic.",0.0,0.5,0.0,0.20000000000000004,,,,,2024-08-20
gegenschein,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Gegenschein is a faint, roughly circular patch of light visible in the night sky at the antisolar point (directly opposite the sun). This astronomical phenomenon is caused by sunlight reflecting off interplanetary dust particles in space. The gegenschein is extremely faint and can only be seen under very dark sky conditions, away from light pollution.",noun,GAY-gen-shyn,Claude,"From German ""Gegenschein,"" literally meaning ""counter-shine"" or ""opposite glow,"" from ""gegen"" (against, opposite) plus ""Schein"" (shine, glow).",Claude,German,The amateur astronomer traveled to a dark sky site hoping to observe the elusive _______.,Claude,"Remember ""GEGENSCHEIN"" - the GEGEN (opposite) SCHEIN (shine) in the sky, light opposite the sun.",0.0,0.8,0.0,0.5,,,,,2024-08-20
geiger,2020,2020 Words_of_the_Champions.pdf,One Bee,"Geiger most commonly refers to the Geiger counter, a device that detects and measures ionizing radiation, named after physicist Hans Geiger. The term can also refer to Hans Geiger himself (1882-1945), the German physicist who invented this radiation detection device. Geiger counters are essential tools in nuclear physics, medicine, and radiation safety.","proper noun, noun",GUY-ger,Claude,"Named after Hans Geiger (1882-1945), German physicist who invented the radiation detection device.",Claude,German (personal name),The radiation safety officer used a _______ counter to check for contamination in the laboratory.,Claude,"Remember ""GEIGER"" - the physicist who invented the device that GEts radiation readings with clicking GEIGer sounds.",0.0,0.5,0.3,0.5,,,,,2024-08-20
gelatin,2025,2025 Words of Champion _1_.pdf,Three Bee,"Gelatin is a colorless, odorless protein derived from collagen found in animal bones, skin, and connective tissue. When dissolved in hot water and cooled, gelatin forms a gel-like substance used in cooking for desserts, aspics, and as a thickening agent. Gelatin is also used in pharmaceuticals for capsules and in photography for film emulsion.",noun,JEL-uh-tin,Claude,"From French ""gélatine,"" from Italian ""gelatina,"" from ""gelato"" (frozen, congealed), ultimately from Latin ""gelatus.""",Claude,"French, Italian, Latin","The chef used unflavored _______ to create a firm, clear aspic for the appetizer.",Claude,"Remember ""GELATIN"" - a protein that makes things GEL and become LATIN (firm and set).",0.0,0.5,0.0,0.7,,,,,2024-08-20
gelatine,2025,2025 Words of Champion _1_.pdf,Three Bee,"Gelatine is the British spelling of gelatin, referring to the same colorless, odorless protein derived from animal collagen. Like gelatin, gelatine forms gel-like substances when dissolved in hot water and cooled, and is used in cooking, pharmaceuticals, and industrial applications. The spelling variation reflects British versus American English conventions.",noun,JEL-uh-teen,Claude,"British spelling of gelatin, from French ""gélatine,"" ultimately from Latin ""gelatus"" (frozen, congealed).",Claude,"French, Latin",The British cookbook called for _______ powder to set the traditional trifle dessert.,Claude,"Remember ""GELATINE"" - British spelling of gelatin, makes things GEL like it's been to Latin school.",0.0,0.8,0.0,0.7,,,,,2024-08-20
gelatinous,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,"Gelatinous describes something having the consistency, appearance, or properties of gelatin; jelly-like, viscous, or having a semi-solid, translucent quality. The term can apply to food textures, biological substances, or any material that resembles the wobbly, semi-transparent nature of gelatin. It emphasizes the thick, semi-liquid consistency.",adjective,juh-LAT-uh-nus,Claude,"From ""gelatin"" plus the suffix ""-ous"" meaning ""having the qualities of,"" literally meaning ""having the nature of gelatin.""",Claude,Latin-derived,"The _______ substance in the petri dish had a translucent, jelly-like appearance.",Claude,"Remember ""GELATINOUS"" - having the quality of GELATIN, wobbly and jelly-like in texture.",0.0,0.8,0.3,0.7,,,,,2024-08-20
gelato,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,"Gelato is an Italian-style ice cream that is denser and more intensely flavored than traditional ice cream, made with milk rather than cream and churned at a slower speed to incorporate less air. Gelato is served at a slightly warmer temperature than ice cream, which enhances its smooth texture and rich flavor. It represents artisanal Italian frozen dessert craftsmanship.",noun,jeh-LAH-toh,Claude,"From Italian ""gelato,"" past participle of ""gelare"" (to freeze), from Latin ""gelare"" (to freeze).",Claude,"Italian, Latin",The authentic Italian _______ had a incredibly smooth texture and intense pistachio flavor.,Claude,"Remember ""GELATO"" - Italian ice cream that's been GELed (frozen) with ATO (a lot of) intense flavor.",0.0,0.5,0.0,0.7,,,,,2024-08-20
gelilah,2025,2025 Words of Champion _1_.pdf,Three Bee,"Gelilah (also spelled g'lilah) is a Hebrew term used in Jewish religious practice referring to the rolling up and dressing of the Torah scroll after it has been read during synagogue services. This honor is typically given to a congregant and involves carefully rolling the scroll, tying it with a special belt, and covering it with its decorative mantle.",noun,geh-LEE-lah,Claude,"From Hebrew ""gelilah"" (rolling), from the root ""galal"" meaning ""to roll,"" referring to rolling up the Torah scroll.",Claude,Hebrew,"After the Torah reading, he was honored with performing the _______ ceremony.",Claude,"Remember ""GELILAH"" - the Jewish ceremony of rolling up the Torah, like GELing the scroll with reverent care.",0.0,0.5,0.0,0.7,,,,,2024-08-20
gemini,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Gemini refers to the constellation known as the Twins and the third sign of the zodiac (May 21 - June 20), represented by the mythological twins Castor and Pollux. People born under this sign are often characterized as versatile, communicative, and adaptable. Gemini also refers to NASA's second human spaceflight program, which preceded the Apollo missions.","proper noun, noun",JEM-uh-ny,Claude,"From Latin ""gemini,"" plural of ""geminus"" meaning ""twin,"" referring to the twin stars in the constellation.",Claude,Latin,The _______ constellation is easily recognizable by its two bright stars representing the mythological twins.,Claude,"Remember ""GEMINI"" - the GEM twins in the sky, two similar stars like GEMs that are MINI versions of each other.",0.0,0.5,0.0,0.7,,,,,2024-08-20
gemstone,2024,2024 Words of the Champions.pdf,Three Bee,"A gemstone is a precious or semi-precious stone that has been cut and polished for use in jewelry or ornamental objects. Gemstones are valued for their beauty, rarity, and durability, and include diamonds, rubies, sapphires, emeralds, and many other minerals. The term encompasses both naturally occurring stones and some synthetic alternatives used in fine jewelry.",noun,JEM-stohn,Claude,"Compound of ""gem"" (from Latin ""gemma,"" meaning ""bud, precious stone"") plus ""stone.""",Claude,"Latin, Old English",The jeweler carefully selected each _______ for the custom engagement ring.,Claude,"Remember ""GEMSTONE"" - a GEM that's a precious STONE, beautiful minerals cut for jewelry.",0.0,0.8,0.0,0.5,,,,,2024-08-20
gendarme,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A gendarme is a member of a military force that serves as police, particularly in France and other countries with similar systems. Originally cavalry soldiers who performed police duties, gendarmes are now part of specialized military police forces responsible for law enforcement, especially in rural areas and for serious crimes. The term represents the intersection of military and civilian law enforcement.",noun,ZHAHN-darm,Claude,"From French ""gendarme,"" literally ""man-at-arms,"" from ""gens d'armes"" (armed people), from ""gens"" (people) plus ""armes"" (arms, weapons).",Claude,French,The _______ investigated the crime in the small French countryside village.,Claude,"Remember ""GENDARME"" - a military police officer, a GENtle person with ARMS (weapons) who enforces the law.",0.0,0.8,0.0,0.5,,,,,2024-08-20
genealogical,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"Genealogical relates to genealogy, the study and tracing of family histories and lineages. It describes research, records, charts, or methods used to establish family relationships, ancestry, and descent through generations. Genealogical work involves documenting family trees, researching historical records, and establishing connections between ancestors and descendants.",adjective,jee-nee-uh-LOJ-ik-ul,Claude,"From ""genealogy"" (from Greek ""genealogia,"" from ""genea"" meaning ""generation"" plus ""logos"" meaning ""study"") plus the suffix ""-ical.""",Claude,Greek,The _______ research revealed that her ancestors immigrated from Ireland in the 1800s.,Claude,"Remember ""GENEALOGICAL"" - relating to GENErations and their LOGical family tree connections through history.",0.0,0.8,0.0,0.7,,,,,2024-08-20
generalisation,2025,2025 Words of Champion _1_.pdf,Three Bee,"Generalisation is the British spelling of generalization, referring to the process of forming broad conclusions or principles from specific examples or instances. It involves extending specific observations to broader categories or making statements that apply to a whole group based on limited examples. The process is fundamental to learning, reasoning, and scientific thinking.",noun,jen-er-uh-ly-ZAY-shun,Claude,"British spelling of generalization, from ""general"" plus ""-isation,"" the British form of the suffix ""-ization.""",Claude,"Latin, English",The scientist warned against making hasty _______ based on such a small sample size.,Claude,"Remember ""GENERALISATION"" - British spelling for making GENERAL conclusions about a whole NATION (population) of things.",0.0,0.8,0.3,0.6,,,,,2024-08-20
generalization,2025,2025 Words of Champion _1_.pdf,Three Bee,"Generalization is the American spelling of generalisation, referring to the process of drawing broad conclusions or forming general principles from specific examples or observations. It involves applying insights from particular cases to broader categories or situations. Generalization is essential in learning, scientific reasoning, and everyday problem-solving.",noun,jen-er-uh-ly-ZAY-shun,Claude,"American spelling from ""general"" plus ""-ization,"" indicating the process of making something general.",Claude,"Latin, English",The teacher explained that _______ helps us understand patterns by applying specific examples to broader concepts.,Claude,"Remember ""GENERALIZATION"" - making GENERAL conclusions about a whole population based on observation.",0.0,0.8,0.3,0.6,,,,,2024-08-20
generals,2025,2025 Words of Champion _1_.pdf,Three Bee,"Generals is the plural of general, referring to high-ranking military officers who command large units such as divisions, corps, or armies. These officers hold positions of significant authority and responsibility in military organizations, making strategic decisions and leading major military operations. The term can also refer to general principles or concepts in a broader sense.",noun (plural),JEN-er-ulz,Claude,"Plural of ""general,"" from Latin ""generalis"" meaning ""relating to all, universal,"" originally referring to officers with general (overall) command.",Claude,Latin,The _______ met to discuss the strategic plan for the upcoming military campaign.,Claude,"Remember ""GENERALS"" - high-ranking officers with GENERAL command over large military forces.",0.0,0.8,0.0,0.7,,,,,2024-08-20
generation,2020,2020 Words_of_the_Champions.pdf,One Bee,"Generation refers to all people born and living at about the same time, typically spanning 20-30 years, or the act of producing or creating something. It can describe age cohorts (like the Baby Boom generation), the process of producing offspring, or the creation of energy, ideas, or other outputs. The word emphasizes both time periods and productive processes.",noun,jen-er-AY-shun,Claude,"From Latin ""generatio"" meaning ""a begetting, procreation,"" from ""generare"" (to beget, produce), from ""genus"" (birth, race).",Claude,Latin,Each _______ faces unique challenges and opportunities shaped by their historical context.,Claude,"Remember ""GENERATION"" - a group born in the same general time, or the ACTion of GENerating offspring.",0.0,0.8,0.3,0.7,,,,,2024-08-20
generosity,2020,2020 Words_of_the_Champions.pdf,One Bee,"Generosity is the quality of being generous, characterized by willingness to give freely of one's time, money, resources, or kindness to others without expecting anything in return. It involves magnanimity, liberality, and open-handedness in helping others or supporting causes. Generosity reflects a spirit of abundance and concern for others' welfare.",noun,jen-er-OS-ih-tee,Claude,"From Latin ""generositas"" meaning ""nobility of birth, magnanimity,"" from ""generosus"" (noble, generous), related to ""genus"" (birth, race).",Claude,Latin,Her _______ toward the homeless shelter included both financial donations and volunteer work.,Claude,"Remember ""GENEROSITY"" - the quality of being GENEROus, giving freely without expecting rewards.",0.0,0.8,0.0,0.7,,,,,2024-08-20
genet,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"A genet is a small, carnivorous mammal native to Africa and southern Europe, characterized by a long body, short legs, large ears, and a long ringed tail. These nocturnal animals are skilled climbers and hunters, feeding primarily on small mammals, birds, and insects. Genets belong to the family Viverridae and are sometimes kept as exotic pets.",noun,juh-NET,Claude,"From Old French ""genete,"" ultimately from Arabic ""jarnait,"" the name for this animal in North African regions.",Claude,"Old French, Arabic",The nocturnal _______ silently stalked its prey through the African savanna.,Claude,"Remember ""GENET"" - a small carnivore that's GENtle but NETwork-savvy in hunting, with a long ringed tail.",0.0,0.5,0.0,0.7,,,,,2024-08-20
genetic,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,"Genetic relates to genes, heredity, or the transmission of characteristics from parents to offspring through DNA. The term describes anything concerning the genetic code, inherited traits, genetic disorders, or the science of genetics. Genetic factors influence physical appearance, health conditions, and various biological functions passed down through generations.",adjective,juh-NET-ik,Claude,"From ""gene"" (from German ""Gen,"" from Greek ""genos"" meaning ""race, offspring"") plus the suffix ""-ic.""",Claude,"Greek, German",The doctor explained that the condition had a strong _______ component inherited from both parents.,Claude,"Remember ""GENETIC"" - relating to GENEs and inheritance, the NET-work of traits passed down through IC (genetic) code.",0.0,0.5,0.0,0.7,,,,,2024-08-20
geniture,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,"Geniture refers to birth, generation, or the act of begetting offspring. In astrological contexts, it specifically refers to a birth chart or horoscope cast for the moment of someone's birth. The term is also used in broader contexts to mean the circumstances or conditions surrounding birth or generation.",noun,JEN-ih-chur,Claude,"From Latin ""genitura"" meaning ""a begetting, birth,"" from ""gignere"" (to beget, bear), related to ""genus"" (birth, race).",Claude,Latin,The astrologer carefully calculated the _______ chart based on the exact time and place of birth.,Claude,"Remember ""GENITURE"" - relating to GENeration and birth, like a GENtle NATure given at birth.",0.0,0.8,0.0,0.7,,,,,2024-08-20
genius,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,"Genius refers to exceptional intellectual ability, creativity, or skill that is markedly superior to the norm. It can describe a person who possesses such extraordinary talent or the quality itself. In Roman mythology, a genius was a guardian spirit. The word emphasizes not just intelligence but innovative thinking and the ability to achieve remarkable accomplishments.","noun, adjective",JEEN-yus,Claude,"From Latin ""genius"" meaning ""guardian spirit, natural ability,"" from ""gignere"" (to beget, produce), related to ""genus"" (birth, kind).",Claude,Latin,Einstein's _______ in theoretical physics revolutionized our understanding of space and time.,Claude,"Remember ""GENIUS"" - someone with exceptional GENetic intelligence and creative US-age of their abilities.",0.0,0.5,0.0,0.7,,,,,2024-08-20
genoise,2020,2020 Words_of_the_Champions.pdf,One Bee,"Genoise (or génoise) is a light, airy sponge cake made by whipping whole eggs with sugar until thick and pale, then gently folding in flour and sometimes melted butter. This French cake serves as a base for many elaborate desserts and can be layered with creams, jams, or liqueurs. Genoise is fundamental to French patisserie and requires skill to achieve the proper texture.",noun,zheh-NWAHZ,Claude,"From French ""génoise,"" referring to something from Genoa, Italy, where this style of sponge cake possibly originated.",Claude,"French, Italian",The pastry chef prepared a delicate _______ sponge as the foundation for the elaborate layer cake.,Claude,"Remember ""GENOISE"" - a GENtle, airy sponge cake that's so NICE and light from French baking tradition.",0.0,0.5,0.0,0.5,,,,,2024-08-20
genome,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,"A genome is the complete set of genetic material (DNA) contained in an organism, including all of its genes and non-coding sequences. The genome contains all the information needed to build and maintain that organism. Human genome mapping has revolutionized medicine and biology, providing insights into heredity, disease, and evolution.",noun,JEEN-ohm,Claude,"Coined in 1930 from ""gene"" (from Greek ""genos,"" race/kind) plus the suffix ""-ome"" (complete set), meaning ""complete set of genes.""",Claude,Modern scientific term (Greek-derived),"Scientists completed mapping the human _______ in 2003, identifying all genetic information in our DNA.",Claude,"Remember ""GENOME"" - the complete GENetic HOME, containing all the genes in an organism's DNA.",0.0,0.5,0.0,0.7,,,,,2024-08-20
