word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
bobcat,A North American wild cat with a short tail and tufted ears,/ˈbɑbˌkæt/,"From bob (short) + cat, referring to its short bobbed tail","BOBCAT: Big Outdoor - Bold wild cat, Always Territorial predator",The _____ silently stalked through the forest undergrowth.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
bobolink,A migratory songbird of North America with distinctive plumage,/ˈboʊboʊˌlɪŋk/,"Imitative of the bird's call, first recorded in 1796","BOBOLINK: Beautiful Outdoor - Bird that sings, Outstanding musical bird, Lovely musical singing, Including Natural melodic songs, Nice Keeping everyone listening",The _____ sang its melodious song from the meadow grass.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
bodega,"A small neighborhood store, especially in Hispanic communities",/boʊˈdeɪɡə/,From Spanish bodega meaning 'wine cellar' or 'storeroom',"BODEGA: Basic Organization - Delivering Essential Groceries, Always neighborhood store",He stopped at the corner _____ to buy milk and newspapers.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
bodhran,A traditional Irish frame drum played with a wooden stick,/ˈboʊrən/,"From Irish bodhrán, possibly from bodhar meaning 'deaf' or 'dull sounding'","BODHRAN: Beautiful Old - Drum for traditional music, Historic Rhythmic percussion, And Nice traditional drumming",The musician played a haunting melody on the _____.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,5.0,False
bodies,Physical forms of people or animals; organized groups,/ˈbɑdiz/,"From body + -ies, where body comes from Old English bodig","BODIES: Basic Objects - Describing Individual physical forms, Everyone has physical forms, Something everyone possesses",The ancient burial site contained several well-preserved _____.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,3.5,False
bodkin,"A sharp, slender instrument for making holes; a large blunt needle",/ˈbɑdkɪn/,"From Middle English bodekyn, possibly from Celtic origin","BODKIN: Basic Object - Designed for sewing, Keeping fabric pieces together, Including Needle-like tool",She used a _____ to thread the ribbon through the fabric eyelets.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
boffin,British slang for a scientist or technical expert,/ˈbɑfɪn/,"British slang, possibly from the name of a character in a comic strip","BOFFIN: Brainy Outstanding - scientist, Frequently studying, Finding Important discoveries, Never stopping research",The brilliant _____ solved the complex engineering problem.,Claude,Claude,Claude,,Intermediate,1.0,3.0,2.0,3.0,False
bogus,Fake or fraudulent; not genuine,/ˈboʊɡəs/,"American slang, possibly from a machine that made counterfeit coins","BOGUS: Bad Obviously - Getting everyone fooled, Utterly fake, Something completely false",The detective discovered the _____ documents were expertly forged.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.0,False
bohemian,A person with artistic or literary interests who lives unconventionally,/boʊˈhimiən/,"From Bohemia (Czech region), referring to unconventional lifestyle","BOHEMIAN: Beautiful Outstanding - Highly creative person, Everyone Minds their artistic freedom, Interesting Artist, Never conventional lifestyle",The _____ artist lived in a colorful studio filled with paintings.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
boiled,Cooked in boiling water; heated to boiling point,/bɔɪld/,"From boil + -ed, where boil comes from Old French boillir","BOILED: Basic Operation - In hot water, Liquid Extremely heated, Definitely cooked completely",She served _____ potatoes with butter and herbs.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.5,False
boise,The capital city of Idaho; French word meaning 'wooded',/ˈbɔɪsi/,"From French boisé meaning 'wooded', referring to the area's trees","BOISE: Beautiful Outdoor - Idaho State capital, Surrounded by trees, Everyone knows this western city",The conference was held in downtown _____.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.3,2.0,False
boiserie,Ornate wood paneling used in interior decoration,/ˌbwɑzəˈri/,"From French boiserie, from bois meaning 'wood'","BOISERIE: Beautiful Ornate - Interior decoration, Sophisticated Elaborate wood panels, Rich Impressive interior design, Everyone admires elegant woodwork",The palace's _____ featured intricate carved panels from the 18th century.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.0,2.0,False
boisterous,"Noisy, energetic, and cheerful; rough or stormy",/ˈbɔɪstərəs/,"From Middle English boisterous, possibly from boister meaning 'rough'","BOISTEROUS: Bold Outgoing - Individuals making noise, Spirited Totally Energetic people, Really Outgoing behavior, Utterly Spirited energy",The _____ children ran through the playground with endless energy.,Claude,Claude,Claude,,Intermediate,2.5,4.0,1.3,3.5,False
bold,Showing courage and confidence; clearly visible or striking,/boʊld/,"From Old English beald meaning 'brave, confident'",BOLD: Brave Outstanding - Leadership Demonstrated confidently,She made a _____ decision to start her own business.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
bolide,A large meteor that explodes in the atmosphere; a fireball,/ˈboʊlaɪd/,From Greek bolis meaning 'javelin' or 'missile',"BOLIDE: Bright Object - Like a meteor, Including Dramatic explosion, Everyone sees spectacular fireball",The _____ streaked across the night sky before exploding brilliantly.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
bolognese,"A meat-based pasta sauce originating from Bologna, Italy",/ˌboʊləˈniz/,"From Italian bolognese, meaning 'from Bologna', the Italian city","BOLOGNESE: Basic Outstanding - Long-cooked sauce, Outstanding Gourmet cooking, Never plain Eating, Superb European dish",The restaurant's _____ sauce simmered for hours with fresh herbs.,Claude,Claude,Claude,,Intermediate,2.0,4.0,1.0,2.0,False
bolts,Metal fasteners with threaded ends; sudden movements or escapes,/boʊlts/,From Old English bolt meaning 'arrow' or 'missile',"BOLTS: Basic Objects - Linking Things together, Strong mechanical fasteners",The carpenter used steel _____ to secure the heavy wooden beams.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
bombard,To attack continuously with artillery; to assail persistently,/bɑmˈbɑrd/,"From Old French bombarde, from Latin bombus meaning 'booming sound'","BOMBARD: Big Objects - Making explosive attacks, Bringing Artillery, Relentless attacking, Devastating military action",The reporters continued to _____ the politician with difficult questions.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.0,3.5,False
bombastic,High-sounding but with little meaning; pompous or inflated in style,/bɑmˈbæstɪk/,"From bombast (cotton padding) via Latin bombax 'silk', referring to inflated speech","BOMBASTIC: Big Obvious - Making impressive noise, Bragging And Speaking Theatrically, Inflated Communication",The speaker's _____ rhetoric impressed no one with its empty grandeur.,Claude,Claude,Claude,,Intermediate,3.0,4.0,1.3,2.0,False
bona,Genuine or real; part of the phrase 'bona fide' meaning authentic,/ˈboʊnə/,From Latin bona meaning 'good things' or 'goods',"BONA: Basic Original - Nothing fake, Always genuine and authentic",She was a _____ fide expert in marine biology.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
bonanza,A situation creating sudden wealth or luck; a rich source,/bəˈnænzə/,From Spanish bonanza meaning 'fair weather' or 'prosperity',"BONANZA: Big Outstanding - Newfound wealth, Amazing financial discovery, Never-ending good fortune, Zeal about sudden riches, Amazing prosperity",The discovery of oil created a _____ for the small desert town.,Claude,Claude,Claude,,Beginner,2.0,3.0,1.0,2.0,False
bones,The hard structures that form the skeleton in vertebrates,/boʊnz/,"From Old English ban, from Proto-Germanic bainam","BONES: Basic Objects - Never soft, Everyone has skeletal structure, Strong framework",The archaeologist carefully excavated the ancient _____.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
bonfire,A large outdoor fire for celebration or disposal of waste,/ˈbɑnˌfaɪər/,"From bone + fire, originally referring to fires that burned bones","BONFIRE: Big Outdoor - Night celebration fire, Flames Inspiring everyone, Really spectacular burning, Everyone gathering around warmth",The beach _____ crackled as friends gathered to roast marshmallows.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
boniface,An innkeeper or hotel proprietor; a jovial host,/ˈbɑnəˌfeɪs/,From the character Boniface in Farquhar's play 'The Beaux' Stratagem' (1707),"BONIFACE: Basic Outstanding - Nice host, Innkeeper Friendly And Caring, Everyone feels welcome",The cheerful _____ welcomed weary travelers to his countryside inn.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
bonobo,"A species of great ape closely related to chimpanzees, found in Congo",/bəˈnoʊboʊ/,"From a local Congolese name, possibly a mispronunciation of the town Bolobo","BONOBO: Beautiful Outstanding - Natural primate, Outstanding Behavioral patterns, Outstanding ape species",The _____ is known for its peaceful and cooperative social behavior.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
bonoboabrogate,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
bonsai,The art of growing miniature trees in containers; such a tree,/bɑnˈsaɪ/,"From Japanese bonsai, from bon 'tray' + sai 'planting'","BONSAI: Beautiful Outstanding - Nature art, Small And Incredibly detailed trees",The ancient _____ tree had been carefully tended for over a century.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,5.0,False
bonspiel,A curling tournament or match,/ˈbɑnˌspil/,"From Scots bonspiel, possibly from Dutch bond 'league' + spel 'game'","BONSPIEL: Basic Organization - Never casual curling, Special Professional competition, Including Expert curling, League tournament",The annual _____ attracted curling teams from across the province.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.0,2.0,False
bonus,An extra payment or benefit; something given in addition,/ˈboʊnəs/,From Latin bonus meaning 'good',"BONUS: Basic Outstanding - Number above normal payment, Usually extra money, Something additional and good",Employees received a generous year-end _____ for their hard work.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
boogie,A style of blues music; to dance energetically,/ˈbʊɡi/,"Possibly from African American slang, related to 'booger' or African origins","BOOGIE: Bold Outdoor - Outstanding music, Getting Inspired by rhythms, Everyone dancing energetically",The band played a lively _____ that got everyone on the dance floor.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.0,3.0,False
book,A set of printed pages bound together; to reserve or schedule,/bʊk/,"From Old English boc, from Proto-Germanic bokiz, originally meaning 'beech' (wood used for writing tablets)","BOOK: Basic Object - Obviously for reading, Knowledge storage system",She found the perfect _____ to read during her vacation.,Claude,Claude,Claude,,Intermediate,1.5,2.5,1.0,3.5,False
books,Multiple sets of printed pages bound together for reading,/bʊks/,"From book + -s plural, where book comes from Old English boc","BOOKS: Basic Objects - Obviously for reading, Knowledge Storage systems",The library contained thousands of _____ on every imaginable subject.,Claude,Claude,Claude,,Intermediate,1.5,2.5,1.0,3.5,False
bookshelf,A shelf designed to hold books,/ˈbʊkˌʃɛlf/,"From book + shelf, referring to furniture for storing books","BOOKSHELF: Basic Object - Obviously for storing reading materials, Keeping books organized, Storing books Horizontally, Every library Furnishing",The tall _____ was filled with her collection of mystery novels.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.0,3.0,False
bookworm,A person devoted to reading; an insect that damages books,/ˈbʊkˌwɜrm/,"From book + worm, originally referring to insects that ate through books","BOOKWORM: Basic Outstanding - Obviously reading constantly, Knowledge enthusiast, Who Obviously Reads More than others","As a lifelong _____, she had read thousands of novels by age thirty.",Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,3.0,False
boom,A loud deep sound; a period of rapid economic growth,/bum/,Imitative of a deep resonant sound,"BOOM: Big Outstanding - Overwhelming sound, Making everyone startled",The thunder created a loud _____ that echoed across the valley.,Claude,Claude,Claude,,Beginner,1.5,2.5,1.0,3.0,False
boomslang,A highly venomous tree snake found in sub-Saharan Africa,/ˈbumslæŋ/,From Afrikaans boom 'tree' + slang 'snake',"BOOMSLANG: Bold Outstanding - Obviously dangerous snake, Makes everyone cautious, Seriously dangerous, Lives And Never Goes down, dangerous African snake",The _____ is one of Africa's most dangerous arboreal serpents.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.0,3.0,False
boondoggle,Work or activity that is wasteful or pointless but appears important,/ˈbunˌdɑɡəl/,"American slang, possibly from Boy Scout term for braided cord work","BOONDOGGLE: Basic Obvious - Obviously wasted effort, Never Doing meaningful work, Obviously Getting nowhere, Going nowhere, Lazy wasteful Enterprise",The expensive software project turned out to be a complete _____.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.0,3.0,False
boorish,Rude and ill-mannered; lacking refinement,/ˈbʊrɪʃ/,"From boor (a rude person) + -ish, where boor comes from Dutch boer 'farmer'","BOORISH: Bad Obvious - Obviously Rude behavior, Irritating Socially unacceptable, Horrible manners",His _____ behavior at dinner embarrassed everyone at the table.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.0,2.0,False
booth,A small enclosed compartment; a temporary stall or stand,/buθ/,From Old Norse buð meaning 'dwelling' or 'booth',"BOOTH: Basic Outdoor - Obviously small space, Temporary Housing structure",They sat in a corner _____ at the diner and ordered coffee.,Claude,Claude,Claude,,Intermediate,1.5,2.5,1.3,3.5,False
bootless,Useless or ineffectual; serving no purpose,/ˈbutləs/,"From boot (profit, benefit) + -less, meaning 'without benefit'","BOOTLESS: Basic Obvious - Obviously useless effort, Totally Lacking useful results, Everyone Seeing wasted effort, Something Stupid",Their _____ attempts to repair the ancient machine only wasted time.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.3,3.0,False
