word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,definition_source,pronunciation_source,etymology_source,memory_tip_source,example_sentence_source,source_difficulty,years,source_files,is_error,error_message
dictum,"An authoritative pronouncement or formal statement; a judge's expression of opinion on a legal matter. In broader usage, any dogmatic or authoritative statement of principle. Often refers to judicial opinions that, while not legally binding, carry significant weight.",noun,DIK-tum (emphasis on first syllable),"From Latin ""dictum"" meaning ""something said"" (from dicere ""to say""). Legal and scholarly term adopted directly from Latin.",Latin,The judge's _____ on constitutional interpretation became widely cited in legal scholarship.,"Think ""DICtum"" - related to ""dictate,"" an authoritative statement that someone powerful has ""dictated"" or proclaimed.",10,7,2,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,False,
dietetic,"Relating to diet and nutrition; concerned with the regulation of food intake for health purposes. Often refers to foods specially prepared for people with specific dietary requirements, such as low-sodium or diabetic diets. Associated with the science of nutrition and therapeutic dietary planning.",adjective,die-eh-TET-ik (emphasis on third syllable),"From Greek ""diaitētikos"" meaning ""of diet"" (from diaita ""mode of life""). Medical and nutritional terminology from ancient Greek.",Greek,The hospital's _____ department creates specialized meal plans for patients with various medical conditions.,"Remember ""die-eTETic"" - sounds like ""diabetic,"" both relating to special diets and nutrition management.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
differed,"Past tense of differ; was unlike or distinct from something else in nature, form, or characteristics. Can also mean held a different opinion or disagreed with someone. Indicates a state of being dissimilar or having contrasting views.",verb,DIF-erd (emphasis on first syllable),"From Latin ""differre"" meaning ""to carry apart, differ"" (dis- ""apart"" + ferre ""to carry""). Past tense formation with English ""-ed"" suffix.",Latin,The two scientists _____ significantly in their interpretation of the experimental results.,"Think ""DIFFered"" - they were ""different"" in the past, so they ""differed"" in their opinions or characteristics.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
different,"Not the same as another; distinct in nature, form, or quality. Unlike or dissimilar in character or appearance. One of the most common adjectives used to indicate contrast or distinction between two or more things.",adjective,DIF-er-ent (emphasis on first syllable),"From Latin ""differentem"" meaning ""differing"" (from differre ""to differ""). Via Old French ""different.""",Latin via Old French,"Each snowflake has a _____ pattern, making every one unique.","Remember ""DIFFerent"" - the ""DIFF"" reminds you that things are not the same, they have differences.",10,9,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
difficult,"Hard to accomplish, deal with, or understand; requiring much effort, skill, or planning to succeed. Can describe tasks, problems, people, or situations that present challenges or obstacles. Often implies the need for special effort or expertise.",adjective,DIF-i-kult (emphasis on first syllable),"From Latin ""difficilis"" meaning ""hard to do"" (dis- ""not"" + facilis ""easy""). Via Old French ""difficile.""",Latin via Old French,Learning a new language can be _____ but very rewarding with consistent practice.,"Think ""DIFFicult"" - when something is ""different"" from easy, it becomes difficult and challenging.",10,9,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
difficulty,"The state or condition of being hard to accomplish or deal with; a thing that is hard to accomplish or understand. Can refer to problems, challenges, or obstacles that make progress slow or complicated. Often measured in degrees or levels.",noun,DIF-i-kul-tee (emphasis on first syllable),"From Latin ""difficultas"" meaning ""hardness, trouble"" (from difficilis ""difficult""). Noun formation from the adjective ""difficult.""",Latin,The main _____ in solving this math problem is understanding the complex formula.,"Remember ""DIFFiculty"" - when you face a ""difficulty,"" you need different strategies to overcome the challenge.",10,9,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
digerati,"A social elite of people knowledgeable about computers and technology; the digital equivalent of literati. Refers to influential figures in the technology industry, including programmers, entrepreneurs, and thought leaders who shape digital culture and innovation.",noun,dij-eh-RAH-tee (emphasis on third syllable),"Blend of ""digital"" and ""literati"" (learned people). Coined in the 1990s during the rise of internet culture.",English (modern blend),The conference attracted many members of the _____ who discussed the future of artificial intelligence.,"Think ""DIGital + literATI"" = ""digerati"" - the learned elite of the digital world.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,False,
digital,"Relating to or using digital technology, especially computers and the internet. Can also refer to information stored as numerical data in binary code. In anatomy, refers to fingers or toes. Describes the modern era of electronic communication and data processing.",adjective,DIJ-i-tal (emphasis on first syllable),"From Latin ""digitalis"" meaning ""of or belonging to a finger"" (from digitus ""finger""). Extended to mean ""numerical"" because of counting on fingers.",Latin,"The company transformed from analog to _____ operations, improving efficiency and data management.","Remember ""DIGItal"" - like your ""digits"" (fingers), digital technology counts in numbers (binary digits).",9,9,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
dignify,To give distinction or honor to something; to make something seem worthy of respect or serious consideration. Often used when elevating the status of something that might otherwise be considered unimportant or beneath notice.,verb,DIG-ni-fy (emphasis on first syllable),"From Latin ""dignificare"" meaning ""to deem worthy"" (dignus ""worthy"" + facere ""to make""). Via Old French ""dignifier.""",Latin via Old French,The author refused to _____ the critic's unfair attacks with a response.,"Think ""DIGNify"" - to give ""dignity"" to something, making it worthy of respect and honor.",10,4,2,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,False,
digression,"A departure from the main subject in speech or writing; a temporary excursion away from the primary topic. Often used in literature, speeches, and academic writing to provide background information or explore related ideas before returning to the main point.",noun,die-GRESH-un (emphasis on second syllable),"From Latin ""digressio"" meaning ""a going aside"" (di- ""aside"" + gradi ""to step""). Literary and rhetorical term.",Latin,"After a brief _____ about his childhood, the speaker returned to discussing current economic policies.","Think ""die-GRESSION"" - like ""aggression,"" but instead of attacking, you're ""going aside"" from your main topic.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dihedral,"Having or formed by two plane surfaces; relating to the angle formed where two planes intersect. In geometry, refers to angles between two intersecting planes. In aviation, describes the upward or downward angle of aircraft wings relative to horizontal.","adjective, noun",die-HEE-dral (emphasis on second syllable),"From Greek ""di"" (two) + ""hedra"" (face, seat). Geometric term combining Greek elements to describe two-faced angles.",Greek,The aircraft's positive _____ angle helps provide stability during flight.,"Remember ""die-HEDRal"" - ""di"" (two) + ""hedral"" (faces), describing angles where two flat surfaces meet.",9,4,3,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
diktat,An order or decree imposed by someone in power without popular consent; a harsh settlement or terms imposed on a defeated party. Often refers to authoritarian commands or unfair agreements forced upon those without the power to resist.,noun,DIK-tat (emphasis on first syllable),"From German ""Diktat"" meaning ""dictated thing"" (from Latin dictare ""to dictate""). Political term often associated with harsh peace treaties.",German from Latin,The peace treaty was seen as a _____ imposed by the victorious powers on the defeated nation.,"Think ""DIKtat"" like ""dictate"" - an authoritarian command that is dictated to those who must obey.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,False,
dilapidated,"Falling apart or decaying from age and neglect; in a state of disrepair or ruin. Describes buildings, structures, or objects that have deteriorated due to lack of maintenance or the passage of time.",adjective,die-LAP-i-day-ted (emphasis on second syllable),"From Latin ""dilapidatus"" meaning ""torn apart stone by stone"" (dis- ""apart"" + lapis ""stone""). Originally referred to stone buildings falling apart.",Latin,The _____ barn had missing boards and a sagging roof that needed immediate repair.,"Remember ""die-LAPidated"" - like stones ""lapping"" away from a building, falling apart piece by piece.",10,2,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dilemma,"A situation requiring a choice between equally undesirable alternatives; a difficult problem with no clear or easy solution. In logic, refers to an argument that presents two or more equally conclusive possibilities, all leading to the same conclusion.",noun,die-LEM-ah (emphasis on second syllable),"From Greek ""dilemma"" meaning ""double proposition"" (di- ""two"" + lemma ""premise""). Logical and philosophical term.",Greek,She faced a moral _____ between telling the truth and protecting her friend's feelings.,"Think ""die-LEMMA"" - ""di"" (two) difficult choices that create a ""lemma"" (problem) you must solve.",10,6,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
diligence,"Careful and persistent work or effort; steady application and attention to a task or responsibility. Characterized by thoroughness, consistency, and dedication to completing work properly and completely.",noun,DIL-i-jens (emphasis on first syllable),"From Latin ""diligentia"" meaning ""carefulness, attentiveness"" (from diligere ""to choose carefully""). Via Old French ""diligence.""",Latin via Old French,Her _____ in studying every night led to excellent grades and deep understanding of the subject.,"Remember ""DILigence"" - ""dil"" sounds like ""deal,"" and diligent people ""deal"" carefully and thoroughly with their work.",10,6,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee,2020; 2021; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dillydally,To waste time by being slow or hesitant; to procrastinate or dawdle instead of taking action. Informal term describing inefficient use of time through indecision or lack of urgency.,verb,DIL-ee-dal-ee (emphasis on first syllable),"Reduplication of ""dally"" (to waste time). Folk etymology suggesting hesitation through repetitive, playful word formation.",English (reduplication),Stop trying to _____ and make a decision about which restaurant you want to visit.,"Think ""DILLY-dally"" - the repeated ""dilly"" and ""dally"" sounds show someone going back and forth, wasting time.",9,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
diluent,"A substance used to dilute or thin another substance; an agent that reduces concentration by adding volume. Commonly used in chemistry, medicine, and manufacturing to achieve desired concentrations or consistency.","noun, adjective",DIL-yoo-ent (emphasis on first syllable),"From Latin ""diluere"" meaning ""to wash away, dilute"" (dis- ""away"" + luere ""to wash""). Scientific terminology from Latin.",Latin,Water served as the _____ to reduce the acid concentration to safe levels.,"Remember ""DILuent"" - it ""DILutes"" by adding liquid to make solutions weaker or thinner.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dilute,"To make a liquid thinner or weaker by adding water or another solvent; to reduce the strength, force, or purity of something. Can apply to physical substances or abstract concepts like diluting someone's argument.","verb, adjective",die-LOOT (emphasis on second syllable),"From Latin ""dilutus"" meaning ""washed away"" (dis- ""away"" + luere ""to wash""). Chemical and general term.",Latin,The chemist needed to _____ the solution before it could be safely handled.,"Think ""die-LUTE"" - you ""loot"" the strength away from something by adding liquid to make it weaker.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
dimension,"A measurable extent of some kind, especially length, width, height, or depth; an aspect or feature of a situation or problem. In mathematics and physics, refers to the number of coordinates needed to specify a point in space.",noun,die-MEN-shun (emphasis on second syllable),"From Latin ""dimensio"" meaning ""a measuring"" (from dimetiri ""to measure out""). Mathematical and spatial terminology.",Latin,The architect carefully calculated each _____ of the building to ensure it would fit the lot.,"Think ""die-MENTION"" - dimensions are the measurements you ""mention"" when describing size and space.",10,9,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,False,
diminished,"Made smaller or less in size, extent, importance, or intensity; reduced or lessened. Past tense of diminish, indicating something that has been decreased or weakened from its previous state.","verb, adjective",die-MIN-isht (emphasis on second syllable),"From Latin ""diminuere"" meaning ""to lessen"" (de- ""down"" + minuere ""to make small""). Via Old French ""diminuer.""",Latin via Old French,His influence in the company _____ after the failed project.,"Remember ""die-MINished"" - something became ""mini"" or smaller, its importance died down to a minimal level.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
dimorphism,"The occurrence of two distinct forms of the same species, especially differences between males and females. In biology, refers to sexual dimorphism (size/appearance differences) or seasonal dimorphism (changes across seasons).",noun,die-MOR-fism (emphasis on second syllable),"From Greek ""di"" (two) + ""morphe"" (form) + ""-ism."" Scientific term describing dual forms in biology.",Greek,Sexual _____ in peacocks is evident in the dramatic difference between male and female plumage.,"Think ""die-MORphism"" - ""di"" (two) different ""morph"" (forms) of the same species, like two shapes.",8,4,4,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dimple,"A small natural indentation in the skin, especially on the cheek or chin; a slight depression in any surface. Often considered an attractive facial feature formed by underlying facial muscle structure.","noun, verb",DIM-pul (emphasis on first syllable),"Middle English, possibly from Old English ""dympel."" Related to ""dip"" and other words suggesting small depressions.",Germanic,Her smile revealed a charming _____ on her left cheek.,"Think ""DIMple"" - a ""dim"" little dip or depression that makes a ""dimple"" in the skin.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
dinero,"Spanish word for money or cash; used informally in English to refer to money, especially in regions with significant Spanish-speaking populations. Originally referred to silver coins but now means money generally.",noun,dee-NAIR-oh (emphasis on second syllable),"From Spanish ""dinero"" from Latin ""denarius"" (Roman silver coin). Related to ""denier"" and other currency terms.",Spanish from Latin,He spent all his _____ on a fancy dinner at the new restaurant.,"Remember ""dee-NAIR-oh"" - Spanish word for money that sounds like ""diner-o,"" money for eating at a diner.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
dingoes,"Plural of dingo; wild dogs native to Australia, typically yellowish-brown with pointed ears and a bushy tail. Descended from domestic dogs brought to Australia thousands of years ago, they are now considered a distinct subspecies.",noun,DING-ohs (emphasis on first syllable),"From an Australian Aboriginal language, possibly Dharuk ""din-go."" Adopted into English from indigenous Australian languages.",Australian Aboriginal,The researchers studied the behavior of _____ in their natural habitat across the Australian outback.,"Think ""DING-ohs"" - wild Australian dogs that might ""ding"" or damage things, plural ""ohs"" for multiple dogs.",10,4,2,5,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,False,
dinner,"The main meal of the day, typically eaten in the evening; a formal meal or banquet. Can refer to the largest meal regardless of timing, though commonly associated with evening dining in modern usage.",noun,DIN-er (emphasis on first syllable),"From Old French ""disner"" meaning ""to dine"" (from Latin ""disjejunare"" meaning ""to break one's fast""). Originally referred to the main meal.",Old French from Latin,The family gathered every Sunday for a traditional _____ of roast beef and vegetables.,"Remember ""DINner"" - the main meal where people ""din"" (make noise) around the table, sharing food and conversation.",10,9,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
dinosaur,"An extinct reptile that lived millions of years ago, ranging from small bird-like creatures to massive long-necked giants; informally, something or someone considered outdated or old-fashioned. Dinosaurs dominated Earth during the Mesozoic Era.",noun,DIE-no-sore (emphasis on first syllable),"From Greek ""deinos"" (terrible) + ""saurus"" (lizard). Coined by paleontologist Richard Owen in 1842 to describe fossil reptiles.",Greek (modern scientific coinage),The museum's _____ exhibit featured a complete Tyrannosaurus rex skeleton.,"Think ""DIE-no-sore"" - ancient ""terrible lizards"" that died out long ago, making them ""sore"" losers in evolution.",10,6,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
diocese,A district under the pastoral care of a bishop in the Christian church; the territorial jurisdiction of a bishop. Represents both the geographic area and the community of churches administered by episcopal authority.,noun,DIE-oh-sees (emphasis on first syllable),"From Greek ""dioikesis"" meaning ""administration, province"" (dia- ""through"" + oikein ""to manage""). Ecclesiastical administrative term.",Greek,The new bishop was assigned to oversee the largest _____ in the state.,"Think ""DIE-ocese"" - a church district that a bishop ""sees"" over and administers spiritually.",10,6,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
diode,An electronic component that allows electric current to flow in only one direction; a two-terminal semiconductor device. Essential in electronic circuits for converting alternating current to direct current and preventing reverse current flow.,noun,DIE-ohd (emphasis on first syllable),"From Greek ""di"" (two) + ""hodos"" (way). Coined in electronics to describe a two-terminal device with directional current flow.",Greek (modern scientific coinage),The LED light contains a _____ that converts electricity into visible light.,"Remember ""DIE-ode"" - ""di"" (two) terminals, but current can only take one ""ode"" (path) through it.",10,7,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
diphtheria,A serious bacterial infection affecting the mucous membranes of the throat and nose; characterized by the formation of a thick gray membrane that can block breathing. Now prevented by vaccination in most developed countries.,noun,dif-THEER-ee-ah (emphasis on second syllable),"From Greek ""diphthera"" meaning ""leather"" (referring to the leathery membrane formed in the throat). Medical terminology.",Greek,"Before vaccines, _____ was a leading cause of childhood death due to breathing difficulties.","Think ""dif-THER-ia"" - a disease that creates a ""leather-like"" membrane in the ""throat"" (ther).",8,4,3,8,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
