"word","definition","part_of_speech","pronunciation_guide","etymology","language_origins","definition_source","pronunciation_source","etymology_source","example_sentence","example_sentence_source","memory_tip","memory_tip_source","difficulty_phonetic","difficulty_semantic","difficulty_morphological","difficulty_etymological","difficulty","years","source_files","source_difficulties","combined_words_detected","incomplete_word_detected","parsing_errors"
"fervently","Fervently means with great intensity, passion, or enthusiasm, displaying deep feeling or ardent devotion to something. When someone acts fervently, they demonstrate strong emotional commitment and earnest dedication to their beliefs, causes, or activities. The word suggests not just enthusiasm but a kind of burning intensity that drives persistent effort and unwavering commitment. Fervent behavior often involves both emotional and physical expressions of dedication.","adverb","FUR-vunt-lee","From ""fervent"" (from Latin ""fervens,"" meaning ""boiling"" or ""burning"") plus the adverb suffix ""-ly.""","Latin","Claude","Claude","Claude","She prayed _______ for her family's safety during the dangerous storm.","Claude","Remember ""FERVENT-ly"" - with burning passion, like a FERVENT flame that burns intensely and constantly.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fervorous","Fervorous describes something characterized by intense heat, burning passion, or fervent enthusiasm. The word suggests a quality of burning intensity or zealous devotion that is almost fever-like in its ardor. When something is fervorous, it embodies passionate intensity that can be both inspiring and overwhelming. The term is less commonly used than ""fervent"" but carries similar meanings of intense emotional heat and passionate dedication to causes or beliefs.","adjective","FUR-vor-us","From Latin ""fervor"" meaning ""burning heat"" or ""passion,"" plus the suffix ""-ous"" meaning ""characterized by.""","Latin","Claude","Claude","Claude","His _______ dedication to social justice inspired others to join the movement for equality.","Claude","Remember ""FERVOR-ous"" - full of FERVOR, burning with passionate intensity like a blazing furnace.","Claude","1","4","2","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fester","Fester means to become infected and form pus, or to deteriorate and become increasingly worse over time. When wounds fester, they fail to heal properly and become infected, often causing pain and complications. Figuratively, fester describes problems, grievances, or negative emotions that worsen when left unaddressed, growing more serious and potentially harmful over time. The word emphasizes the progressive deterioration that occurs without proper treatment or attention.","verb","FES-ter","From Old French ""festre,"" ultimately from Latin ""fistula"" meaning ""pipe"" or ""ulcer.""","Latin, Old French","Claude","Claude","Claude","If left untreated, the small disagreement between the neighbors will _______ into a major conflict.","Claude","Remember ""FESTER"" - like a wound that gets worse FASTER when not properly treated, becoming infected and painful.","Claude","1","4","1","3","","2021","2021_Printable_Words of the Champions.pdf","One Bee","False","False",""
"festival","A festival is a celebration or series of events, typically involving music, food, entertainment, and cultural activities, held to commemorate special occasions, traditions, or themes. Festivals can be religious, cultural, artistic, seasonal, or commercial in nature, bringing communities together for shared experiences and enjoyment. They often feature performances, exhibitions, competitions, and social gatherings that celebrate particular aspects of culture, history, or achievement. Festivals serve important social functions in preserving traditions and building community bonds.","noun","FES-ti-vul","From Old French ""festival,"" from Latin ""festivus"" meaning ""festive,"" related to ""festum"" meaning ""feast"" or ""holiday.""","Latin, Old French","Claude","Claude","Claude","The annual music _______ attracts thousands of visitors to the small town each summer.","Claude","Remember ""FEST-ival"" - a FEAST-like celebration where people come together for festive activities and fun.","Claude","1","4","1","3","","2024","2024 Words of the Champions.pdf","Three Bee","False","False",""
"festooned","Festooned describes something that is decorated or adorned with chains, garlands, ribbons, or other ornamental items hung in curves or loops. When something is festooned, it has been embellished with decorative elements that create a celebratory or ornate appearance. The decorations typically hang in graceful curves, creating patterns that are both decorative and festive. Festooning is common for celebrations, holidays, and special events where visual appeal and festivity are desired.","adjective (past participle)","fes-TOOND","From ""festoon,"" from French ""feston,"" ultimately from Italian ""festone"" meaning ""festive ornament.""","Italian, French","Claude","Claude","Claude","The wedding venue was _______ with white roses and twinkling lights that created a magical atmosphere.","Claude","Remember ""fest-OONED"" - decorated for a FEST (celebration), with ornaments draped like a festive SWOON of decorations.","Claude","1","4","1","2","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"feta","Feta is a traditional Greek cheese made from sheep's milk or a mixture of sheep and goat milk, characterized by its white color, crumbly texture, and tangy, salty flavor. The cheese is typically aged in brine, which gives it its distinctive taste and helps preserve it. Feta is a staple ingredient in Greek cuisine, commonly used in salads, pastries, and various Mediterranean dishes. The cheese has protected designation of origin status in the European Union, meaning authentic feta must be produced in specific regions of Greece.","noun","FET-uh","From modern Greek ""feta,"" meaning ""slice,"" referring to how the cheese is cut into slices before being placed in brine.","Greek","Claude","Claude","Claude","The Greek salad was topped with crumbled _______ cheese and drizzled with olive oil.","Claude","Remember ""FETA"" - a Greek cheese that's better than BETA, the creamy white cheese that FETs (fits) perfectly in salads.","Claude","1","4","1","3","","2021","2021_Printable_Words of the Champions.pdf","One Bee","False","False",""
"fetlocks","Fetlocks are the joints on horses' legs located between the cannon bone and the pastern, corresponding roughly to the human ankle. These joints are visible as the ""ankle"" area on each of the horse's four legs and are important for the animal's movement and shock absorption. The term can also refer to the tuft of hair that grows behind these joints on some horse breeds. Fetlocks are crucial anatomical features that veterinarians and horse owners monitor for injuries or abnormalities.","noun (plural)","FET-loks","From Middle English, possibly related to ""foot"" and ""lock"" (tuft of hair), referring to the joint and hair in that area.","Middle English","Claude","Claude","Claude","The veterinarian examined the horse's _______ for signs of swelling or injury after the race.","Claude","Remember ""FET-locks"" - the joints where horses' FEET are LOCKED to their legs, like ankle joints with tufts of hair.","Claude","1","4","1","1","","2022","2022 Words of the Champions_low_ink_printable.pdf","Two Bee","False","False",""
"fetticus","Fetticus appears to be a rare or archaic term that may relate to legal or formal contexts, possibly referring to something made, fashioned, or artificial. The word may be related to Latin legal terminology or historical usage in formal documents. Without extensive historical context, the exact meaning and usage of this term are unclear, and it may represent a specialized or obsolete word that was used in specific legal, academic, or technical contexts in earlier periods.","adjective (uncertain)","FET-i-kus","Possibly from Latin roots related to ""facere"" (to make) or legal terminology, though exact origin is uncertain.","Latin (uncertain)","Claude","Claude","Claude","The ancient legal document contained several _______ clauses that modern scholars struggle to interpret.","Claude","Remember ""FETT-icus"" - sounds like something FETCHED from old Latin texts, artificial or made up for legal purposes.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"feudalism","Feudalism is a medieval European social and economic system based on the holding of land in exchange for service and loyalty. Under feudalism, land was owned by kings and nobles who granted portions to vassals in return for military service, labor, or other obligations. The system created a hierarchical structure of lords and vassals, with peasants (serfs) working the land at the bottom of the social order. Feudalism dominated European society from roughly the 9th to 15th centuries and shaped political, economic, and social relationships throughout the medieval period.","noun","FYOOD-l-izm","From ""feudal"" (from Medieval Latin ""feudalis,"" related to ""feudum"" meaning ""fief"") plus the suffix ""-ism.""","Medieval Latin","Claude","Claude","Claude","The decline of _______ in Western Europe coincided with the rise of stronger centralized monarchies and urban commerce.","Claude","Remember ""FEUD-alism"" - a system based on land FEUDS and loyalty, where everyone had their place in the social hierarchy.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fiat","Fiat refers to an authoritative decree, order, or decision, especially one issued by someone in authority without the need for approval from others. The word comes from Latin meaning ""let it be done"" and implies the power to make something happen through declaration alone. In economics, fiat money is currency that has value because the government declares it legal tender, not because it's backed by physical commodities like gold. Fiat emphasizes the power of official proclamation or command.","noun","FEE-aht","From Latin ""fiat,"" meaning ""let it be done"" or ""let it happen,"" third person singular present subjunctive of ""fieri"" (to become).","Latin","Claude","Claude","Claude","The king issued a _______ declaring that all citizens must pay the new tax immediately.","Claude","Remember ""FIAT"" - an order that's FLAT out final, decreed by authority with no discussion needed.","Claude","1","4","1","3","","2024; 2025","2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"fibromyalgia","Fibromyalgia is a chronic medical condition characterized by widespread musculoskeletal pain, fatigue, sleep disturbances, and often cognitive difficulties sometimes called ""fibro fog."" The condition affects the way the brain processes pain signals, amplifying painful sensations throughout the body. People with fibromyalgia may experience tender points in specific areas, along with other symptoms like headaches, depression, and anxiety. While the exact cause is unknown, the condition is recognized as a legitimate medical disorder that requires comprehensive management approaches.","noun","fahy-broh-mahy-AL-juh","From Latin ""fibra"" (fiber), Greek ""myo"" (muscle), and Greek ""algia"" (pain), literally meaning ""fiber muscle pain.""","Latin, Greek","Claude","Claude","Claude","After years of unexplained pain and fatigue, she was finally diagnosed with _______ and began appropriate treatment.","Claude","Remember ""FIBRO-MY-ALGIA"" - pain in FIBers and MYscles, causing widespread ALGIA (pain) throughout the body.","Claude","1","4","2","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fibula","The fibula is the smaller of the two bones in the lower leg, running parallel to the tibia (shinbone) on the outer side of the leg. This slender bone extends from just below the knee to the ankle and plays important roles in muscle attachment and ankle stability. While the fibula doesn't bear as much weight as the tibia, it's crucial for proper leg function and movement. The term is also used in archaeology to describe ancient brooches or pins that resembled the bone in shape.","noun","FIB-yuh-luh","From Latin ""fibula"" meaning ""clasp"" or ""brooch,"" from ""figere"" meaning ""to fix"" or ""to fasten.""","Latin","Claude","Claude","Claude","The X-ray showed a fracture in her _______ that would require several weeks to heal properly.","Claude","Remember ""FIB-ula"" - the smaller leg bone that's like a FIB compared to the bigger tibia, thin and slender.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fictile","Fictile describes something that is made of clay or earth, or something that can be molded or shaped, particularly referring to pottery and ceramic arts. The word emphasizes the malleable quality of clay and other materials that can be formed into desired shapes through human craftsmanship. Fictile objects are those created through the potter's art, including vessels, sculptures, and decorative items. The term can also refer more broadly to anything that is capable of being molded or fashioned.","adjective","FIK-tahyl","From Latin ""fictilis"" meaning ""made of clay"" or ""molded,"" from ""fingere"" meaning ""to shape"" or ""to mold.""","Latin","Claude","Claude","Claude","The museum's collection of _______ artifacts included beautiful pottery from ancient civilizations.","Claude","Remember ""FICT-ile"" - clay objects that are FICTioned (shaped) into useful and beautiful forms.","Claude","1","4","1","3","","2024; 2025","2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"fiction","Fiction is literature or other creative work that describes imaginary events, characters, and settings rather than real facts or actual occurrences. Fiction includes novels, short stories, plays, and other narrative forms that are products of imagination rather than historical record. The genre allows authors to explore themes, emotions, and ideas through invented scenarios and characters. While fiction may incorporate elements of reality or be inspired by real events, its primary characteristic is its imaginative rather than factual nature.","noun","FIK-shun","From Latin ""fictio"" meaning ""a fashioning"" or ""a feigning,"" from ""fingere"" meaning ""to shape"" or ""to invent.""","Latin","Claude","Claude","Claude","She preferred reading _______ over biographies because she enjoyed escaping into imaginary worlds.","Claude","Remember ""FICTION"" - stories that are FIXED up from imagination, not real facts but created narratives.","Claude","1","4","2","3","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"ficus","Ficus is a genus of trees and shrubs in the mulberry family, including the common fig tree and many popular houseplants such as the rubber tree and weeping fig. These plants are characterized by their broad leaves, aerial roots, and often their ability to thrive in indoor environments. Many ficus species produce edible fruits, with the common fig being the most well-known. Ficus plants are native to tropical and subtropical regions and are widely cultivated for both ornamental and food purposes.","noun","FY-kus","From Latin ""ficus"" meaning ""fig tree,"" the ancient name for the fig and related plants.","Latin","Claude","Claude","Claude","The large _______ tree in the office lobby required regular pruning to maintain its shape.","Claude","Remember ""FICUS"" - sounds like FOCUS, these plants help you FOCUS on green beauty, especially the fig tree.","Claude","1","4","1","3","","2020; 2022; 2024; 2025","2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"ficusagelicism","[Definition for ficusagelicism not available in batch data]","unknown","[Pronunciation for ficusagelicism not available]","[Etymology for ficusagelicism not available]","unknown","Claude","Claude","Claude","[Example sentence for ficusagelicism not available]","Claude","[Memory tip for ficusagelicism not available]","Claude","1","1","2","1","","2023","2023_Words_of_the_Champions.pdf","Two Bee","True","False","Combined word error: ""ficusagelicism"" appears to be ficus + angelicism merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
"fiddlehead","A fiddlehead is the young, coiled frond of a fern before it unfurls, resembling the scroll at the head of a violin or fiddle. These tightly curled structures are considered a delicacy in many cuisines and are harvested in spring when they emerge from the ground. Fiddleheads must be properly prepared before eating, as some species can be toxic if consumed raw. The term also refers to decorative architectural or nautical elements that resemble this distinctive spiral shape.","noun","FID-l-hed","Compound word combining ""fiddle"" and ""head,"" referring to the resemblance to the decorative scroll at the head of a violin.","English","Claude","Claude","Claude","The chef prepared the _______ ferns by sautéing them with garlic and butter as a seasonal specialty.","Claude","Remember ""FIDDLE-head"" - young fern fronds that look like the curled HEAD of a FIDDLE before they unfurl.","Claude","1","4","1","1","","2024","2024 Words of the Champions.pdf","Three Bee","False","False",""
"fide","Fide is a Latin word meaning ""faith"" or ""trust,"" commonly encountered in English in legal and formal phrases such as ""bona fide"" (in good faith) and ""mala fide"" (in bad faith). The word represents concepts of reliability, trustworthiness, and honest intention in various contexts. In legal terminology, fide appears in expressions that describe the manner or spirit in which actions are taken, emphasizing the importance of sincere and honest conduct in formal proceedings and agreements.","Latin noun used in English contexts","FY-day","From Latin ""fides"" meaning ""faith,"" ""trust,"" or ""confidence,"" related to ""fidere"" meaning ""to trust.""","Latin","Claude","Claude","Claude","The court determined that the buyer had acted in good _______ when making the purchase.","Claude","Remember ""FIDE"" - from Latin meaning faith, like having FAITH that you can CONFIDE in someone trustworthy.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fidgeting","Fidgeting is the act of making small, restless movements due to nervousness, impatience, or inability to remain still. When someone is fidgeting, they engage in repetitive motions such as tapping fingers, shifting position, playing with objects, or other minor movements that help release nervous energy. Fidgeting can be a natural response to stress, boredom, or anxiety, and while sometimes distracting to others, it often helps the fidgeter concentrate or manage emotional states.","verb (present participle), noun","FIJ-it-ing","From ""fidget,"" possibly from earlier ""fidge,"" of uncertain origin, possibly related to ""fitch"" meaning ""to move restlessly.""","English (uncertain origin)","Claude","Claude","Claude","His constant _______ during the long meeting showed how anxious he was about the presentation.","Claude","Remember ""FIDGET-ing"" - making restless movements when you can't sit still, like a nervous FIDGETY habit.","Claude","1","4","1","1","","2022","2022 Words of the Champions_low_ink_printable.pdf","Two Bee","False","False",""
"fidgety","Fidgety describes someone who is restless, unable to sit still, or inclined to make small, nervous movements. A fidgety person has difficulty remaining calm and stationary, often displaying anxiety, impatience, or excess energy through constant minor movements. This adjective characterizes both the behavior and the person who exhibits such restless tendencies. Fidgety behavior is common in situations involving stress, boredom, or anticipation.","adjective","FIJ-it-ee","From ""fidget"" plus the suffix ""-y,"" describing the quality of being restless or unable to sit still.","English","Claude","Claude","Claude","The _______ child couldn't sit through the entire concert without constantly shifting in her seat.","Claude","Remember ""FIDGET-y"" - having a tendency to FIDGET, restless like someone who's itchy and can't sit still.","Claude","1","4","1","1","","2024","2024 Words of the Champions.pdf","Three Bee","False","False",""
"fido","Fido is a common name for dogs, particularly in American culture, often used as a generic or stereotypical dog name in stories, jokes, and examples. The name comes from the Latin word ""fidelis"" meaning ""faithful,"" reflecting the loyal nature associated with dogs. Historically, Fido was the name of Abraham Lincoln's dog, which helped popularize it. The name represents the archetypal faithful companion dog and is often used when referring to dogs in general rather than specific pets.","proper noun","FY-doh","From Latin ""fidelis"" meaning ""faithful"" or ""loyal,"" reflecting the characteristic loyalty of dogs.","Latin","Claude","Claude","Claude","When giving examples in his speech, the professor always referred to the hypothetical family dog as _______.","Claude","Remember ""FIDO"" - the faithful dog name from FIDel (faithful), representing loyal canine companions.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fiduciary","Fiduciary refers to a relationship of trust where one party has a legal obligation to act in the best interest of another party. This term is commonly used in finance, law, and business to describe professionals who manage money, property, or other assets on behalf of clients. Fiduciaries must avoid conflicts of interest and prioritize their clients' welfare over their own. Examples include financial advisors, trustees, and attorneys who have fiduciary duties to their clients or beneficiaries.","adjective, noun","fi-DOO-shee-er-ee","From Latin ""fiduciarius,"" from ""fiducia"" meaning ""trust"" or ""confidence,"" related to ""fides"" meaning ""faith.""","Latin","Claude","Claude","Claude","As a _______ advisor, she was legally required to recommend investments that were in her client's best interest.","Claude","Remember ""fi-DUCIARY"" - like a financial DUCTILE relationship built on trust, where you CONFIDE in someone to manage your money.","Claude","1","4","1","3","","2021; 2022; 2023; 2025","2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fiduciaryadjective","[Definition for fiduciaryadjective not available in batch data]","unknown","[Pronunciation for fiduciaryadjective not available]","[Etymology for fiduciaryadjective not available]","unknown","Claude","Claude","Claude","[Example sentence for fiduciaryadjective not available]","Claude","[Memory tip for fiduciaryadjective not available]","Claude","1","1","2","1","","2024","2024 Words of the Champions.pdf","Three Bee","True","False","Combined word error: ""fiduciaryadjective"" appears to be fiduciary + adjective merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
