word,definition,pronunciation,pronunciation_respelling,etymology,etymology_source,memory_tip,example_sentence,example_sentence_source,years,source_files,source_difficulties,definition_source,pronunciation_source,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,total_difficulty_score,assigned_difficulty,audio_file_path,created_at,updated_at,notes,review_status,batch_number
provision,"The action of providing or supplying something; a supply of food and other necessities; a clause in a legal document or agreement. Provisions ensure that needs are met, whether material requirements for survival or legal stipulations that govern behavior and obligations.",/prəˈvɪʒən/,pruh-VIZH-un,"From Latin ""provisio,"" from ""providere"" meaning ""to foresee"" or ""to provide.""",Claude,"Think ""provide"" + ""sion"" = the act of providing supplies or conditions.",The contract included a ___ for annual salary increases based on performance.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,6,5,4,4,19,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
proviso,A condition attached to an agreement or statement; a stipulation or qualification that limits or modifies the main provision. A proviso introduces an exception or additional requirement that must be met for the primary agreement to remain valid or effective.,/prəˈvaɪzoʊ/,pruh-VY-zoh,"From Latin ""proviso,"" meaning ""it being provided,"" from ""providere"" (to provide or foresee).",Claude,"Think ""provide"" + ""so"" = providing a condition that must be so.",The scholarship was awarded with the ___ that the student maintain a 3.5 GPA.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,3,4,21,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
provocation,"Action or speech that deliberately angers or annoys someone; something that incites anger, resentment, or strong reaction. Provocation can be intentional attempts to elicit responses or unintentional actions that nonetheless trigger emotional or behavioral reactions in others.",/ˌprɒvəˈkeɪʃən/,prah-vuh-KAY-shun,"From Latin ""provocatio,"" from ""provocare"" meaning ""to call forth"" or ""to challenge.""",Claude,"Think ""provoke"" + ""ation"" = the act of provoking or causing reaction.","Despite the ___, she remained calm and refused to respond angrily.",Claude,2023,2023_Words_of_the_Champions.pdf,Two Bee,Claude,Claude,6,5,5,4,20,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
prowess,"Skill or expertise in a particular activity or field; bravery in battle or conflict; exceptional ability or competence. Prowess implies not just competence but mastery that distinguishes someone from others in their field, whether in combat, sports, academics, or professional endeavors.",/ˈpraʊəs/,PROW-us,"From Old French ""proesse,"" from ""prou"" meaning ""brave"" or ""valiant.""",Claude,"Think ""pro"" (expert) + ""wess"" (prowess) = expert-level skill and bravery.",The athlete's ___ on the basketball court earned her a college scholarship.,Claude,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,4,8,3,4,19,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
proximo,"Of or relating to next month; used in business correspondence to indicate the following month. This term appears in formal and commercial writing, particularly in scheduling, invoicing, and correspondence where precise temporal references are important for business operations.",/ˈprɒksɪmoʊ/,PROK-sih-moh,"From Latin ""proximo,"" meaning ""in the next"" or ""nearest,"" from ""proximus"" (nearest).",Claude,"Think ""proximity"" shortened = the next closest month coming up.","The invoice is due on the 15th ___, meaning next month.",Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,6,8,3,4,21,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
proxy,"The authority to represent someone else, especially in voting; a person authorized to act for another; a substitute or replacement. In technology, a proxy server acts as an intermediary between users and other servers, while in governance, proxy voting allows representation when direct participation is impossible.",/ˈprɑːksi/,PROK-see,"From Latin ""procuratio,"" shortened to ""proc.,"" meaning ""management of another's affairs.""",Claude,"Think ""approximate"" shortened = someone acting approximately as you would.",She voted by ___ since she couldn't attend the shareholders' meeting.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,2,2,4,14,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
prudence,"The quality of being prudent; careful judgment in practical affairs; discretion in the management of one's actions and resources. Prudence involves thinking before acting, considering consequences, and making decisions based on wisdom rather than impulse or emotion.",/ˈpruːdəns/,PROO-dunse,"From Latin ""prudentia,"" from ""prudens"" meaning ""foreseeing"" or ""wise,"" from ""pro"" (before) + ""videre"" (to see).",Claude,"Think ""prude"" (careful) + ""ence"" = being careful and wise in decisions.",Financial ___ required them to save money rather than spend impulsively.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,6,5,4,4,19,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
pruners,"Plural of pruner; tools used for cutting and trimming plants, bushes, and small tree branches; people who prune or trim vegetation. Garden pruners come in various sizes and designs, from small hand pruners for delicate work to long-handled loppers for thicker branches.",/ˈpruːnərz/,PROO-nurz,"From ""prune"" + suffix ""-er"" + plural ""-s,"" from Old French ""proignier"" (to prune).",Claude,"Think ""prune"" + ""ers"" = tools or people that prune/cut plants.",The gardener used sharp ___ to trim the rosebushes before winter.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,6,8,3,4,21,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
pruritus,"Severe itching of the skin; the medical term for persistent, uncomfortable itching that may lead to scratching and potential skin damage. Pruritus can result from various causes including allergic reactions, skin conditions, systemic diseases, or medication side effects, requiring medical evaluation for proper treatment.",/prʊˈraɪtəs/,pruh-RY-tus,"From Latin ""pruritus,"" from ""prurire"" meaning ""to itch.""",Claude,"Think ""purr"" (like scratching) + ""itus"" (medical condition) = itching condition.",The dermatologist prescribed medication to relieve the patient's chronic ___.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,3,4,21,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
psalmody,"The practice of singing psalms or other religious songs; the art of composing or arranging psalm music. Psalmody has been central to Christian worship traditions, involving both the musical setting of biblical psalms and the congregational singing that accompanies religious services.",/ˈsælmədi/,SAL-muh-dee,"From Greek ""psalmodia,"" from ""psalmos"" (psalm) + ""ode"" (song).",Claude,"Think ""psalm"" + ""ody"" (like melody) = singing psalms melodically.",The church choir specialized in traditional ___ dating back centuries.,Claude,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,3,4,21,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
psamm,"A geological term referring to sand or sandy sediment; used in scientific contexts to describe sandy formations or deposits. In geology and ecology, psamm describes granular materials that form specific habitats and geological structures, particularly in coastal and desert environments.",/sæm/,SAM,"From Greek ""psammos,"" meaning ""sand.""",Claude,"Think ""psalm"" without the ""l"" = relates to sand/sandy materials.",The coastal ___ provided habitat for specialized plant species.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,4,8,2,4,18,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
psammophile,"An organism that thrives in sandy environments; a plant or animal adapted to live in sand or sandy soils. Psammophiles have evolved specific adaptations to survive in the unique conditions of sandy habitats, including water conservation and specialized root or movement systems.",/ˈsæməfaɪl/,SAM-uh-fyl,"From Greek ""psammos"" (sand) + ""philos"" (loving).",Claude,"Think ""psalm"" + ""file"" = filing/organizing in sand = loving sandy places.",Desert succulents are excellent examples of ___ plants.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,4,8,4,4,20,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
pschent,"The double crown of ancient Egypt, combining the white crown of Upper Egypt and the red crown of Lower Egypt; a symbol of unified rule over both regions. The pschent represented the pharaoh's authority over the entire kingdom and was one of the most important regalia in ancient Egyptian royal iconography.",/ˈʃɛnt/,SHENT,"From ancient Egyptian, possibly related to ""sekhemty"" meaning ""the two powerful ones.""",Claude,"Think ""sent"" with ""p"" = the crown sent/given to unified Egyptian rulers.",Pharaoh's ___ symbolized his rule over both Upper and Lower Egypt.,Claude,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,6,8,4,5,23,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
pseudonymous,"Using or characterized by the use of a false name or pseudonym; written or published under an assumed name. Authors, artists, and writers often publish pseudonymous works to protect their identity, explore different genres, or separate their personal and professional lives.",/suːˈdɒnɪməs/,soo-DON-ih-mus,"From Greek ""pseudonumos,"" from ""pseudes"" (false) + ""onoma"" (name).",Claude,"Think ""pseudo"" (false) + ""nymous"" (name) = using a false name.",The ___ author's true identity remained a mystery for decades.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,6,8,5,4,23,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
psoriasis,"A chronic autoimmune skin condition characterized by red, scaly patches that appear on various parts of the body. Psoriasis occurs when the immune system causes skin cells to grow too quickly, resulting in thick, silvery scales and itchy, dry, red patches that can be painful and aesthetically concerning.",/səˈraɪəsɪs/,suh-RY-uh-sis,"From Greek ""psoriasis,"" from ""psora"" meaning ""itch"" or ""mange.""",Claude,"Think ""sore"" in the middle = a skin condition that can be sore and itchy.",The dermatologist recommended a new treatment for the patient's ___.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,4,4,22,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
psychiatrist,A medical doctor who specializes in diagnosing and treating mental health disorders; a physician trained in psychiatry who can prescribe medications and provide therapy. Psychiatrists combine medical knowledge with psychological understanding to treat conditions ranging from depression and anxiety to severe mental illnesses.,/saɪˈkaɪətrɪst/,sy-KY-uh-trist,"From ""psychiatry"" + suffix ""-ist,"" from Greek ""psyche"" (mind) + ""iatros"" (physician).",Claude,"Think ""psyche"" (mind) + ""iatrist"" (doctor) = doctor of the mind.",The ___ prescribed medication to help manage the patient's anxiety disorder.,Claude,2021,2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,6,5,5,4,20,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
psychoanalysis,"A method of treating mental disorders developed by Freud, involving analysis of unconscious thoughts and feelings; a theory of personality emphasizing unconscious psychological processes. Psychoanalysis explores how early experiences and repressed memories influence current behavior and emotional patterns.",/ˌsaɪkoʊəˈnæləsɪs/,sy-koh-uh-NAL-uh-sis,"From Greek ""psyche"" (mind) + ""analysis"" (breaking down).",Claude,"Think ""psycho"" (mind) + ""analysis"" = analyzing the mind deeply.",Freud's development of ___ revolutionized understanding of human psychology.,Claude,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,5,4,23,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
psychometry,"The measurement of mental capabilities and processes; the statistical analysis of psychological test results; in parapsychology, the alleged ability to discover information about objects by touching them. In psychology, psychometry involves standardized testing and measurement of cognitive abilities, personality traits, and behavioral patterns.",/saɪˈkɒmətri/,sy-KOM-uh-tree,"From Greek ""psyche"" (mind) + ""metron"" (measure).",Claude,"Think ""psycho"" (mind) + ""metry"" (measuring) = measuring mental abilities.",The educational ___ exam helped identify students' learning strengths and weaknesses.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,8,4,4,22,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
pterodactyl,"An extinct flying reptile from the Mesozoic era; a pterosaur with a long crest and large wingspan. Pterodactyls were not dinosaurs but flying reptiles that lived alongside dinosaurs, featuring wing membranes stretched between elongated finger bones and specialized adaptations for flight.",/ˌtɛrəˈdæktəl/,ter-uh-DAK-til,"From Greek ""pteron"" (wing) + ""daktylos"" (finger).",Claude,"Think ""wing"" + ""finger"" = wings supported by long finger bones.",The museum's ___ fossil showed the creature's impressive wingspan.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,6,8,4,4,22,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
ptosis,"The drooping or falling of an upper eyelid; a medical condition where the eyelid partially covers the eye. Ptosis can be congenital or acquired, affecting one or both eyes, and may interfere with vision if severe. Treatment options range from surgery to special eyeglasses depending on the cause and severity.",/ˈtoʊsɪs/,TOH-sis,"From Greek ""ptosis,"" meaning ""a falling.""",Claude,"Think ""toe"" + ""sis"" = like a drooping eyelid falling like a toe.",The elderly patient's ___ made it difficult to see clearly.,Claude,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,Claude,Claude,6,8,2,4,20,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
ptyxis,"The arrangement or folding of leaves in a flower bud before it opens; the pattern of how young leaves are folded or rolled in buds. Ptyxis is an important characteristic in botany for plant identification and classification, as different species have distinctive patterns of leaf arrangement in their developing buds.",/ˈtɪksɪs/,TIK-sis,"From Greek ""ptyxis,"" meaning ""a folding.""",Claude,"Think ""ticks"" = like how leaves tick/fold into tight arrangements.",The botanist studied the ___ pattern to identify the plant species.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,8,2,4,20,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
public,"Open to or concerning the people as a whole; accessible to or shared by all members of a community; not private or secret. Public resources, spaces, and institutions serve the collective good and are funded by or accountable to the community they serve.",/ˈpʌblɪk/,PUB-lik,"From Latin ""publicus,"" from ""populus"" meaning ""people.""",Claude,"Think ""pub"" (where people gather) + ""lic"" = relating to all people.",The ___ library provides free access to books and internet for everyone.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,6,2,3,4,15,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
publish,"To prepare and issue material for public sale or distribution; to make information known publicly; to print and distribute books, articles, or other written works. Publishing involves editorial processes, production, and distribution systems that bring written works to readers.",/ˈpʌblɪʃ/,PUB-lish,"From Latin ""publicare,"" meaning ""to make public,"" from ""publicus"" (public).",Claude,"Think ""public"" + ""ish"" = making something public-ish/available to all.",The scientist hopes to ___ her research findings in a prestigious journal.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,2,3,4,15,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
published,Past tense of publish; having been prepared and issued for public distribution; made available to the public through print or digital media. Published works have undergone editorial review and production processes to reach their intended audiences.,/ˈpʌblɪʃt/,PUB-lisht,"Past tense of ""publish,"" from Latin ""publicare.""",Claude,"Think ""publish"" + ""ed"" = already made public in the past.",The novel was ___ last year and became a bestseller.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,2,5,4,17,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
publishes,"Third person singular present tense of publish; makes material available to the public; issues books, articles, or other works for distribution. This form indicates ongoing or habitual publishing activity by an individual or organization.",/ˈpʌblɪʃɪz/,PUB-lish-iz,"Present tense third person singular of ""publish.""",Claude,"Think ""publish"" + ""es"" = he/she/it publishes regularly.",The university press ___ academic books on various subjects.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,2,4,3,15,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
puchero,"A traditional Spanish and Latin American stew containing meat, vegetables, and legumes; a hearty one-pot meal common in Spanish-speaking countries. Puchero varies by region but typically includes beef, pork, chicken, chickpeas, and seasonal vegetables, simmered together to create a nutritious and flavorful dish.",/puˈtʃɛroʊ/,poo-CHER-oh,"From Spanish ""puchero,"" meaning ""pot"" or ""stewpot.""",Claude,"Think ""pouch"" + ""hero"" = a hero-sized pouch of stew ingredients.",The family gathered every Sunday to enjoy grandmother's traditional ___.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,3,4,23,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
puckish,"Playfully mischievous; impish or roguish in a lighthearted way; resembling Puck, the mischievous sprite from Shakespeare's ""A Midsummer Night's Dream."" Puckish behavior involves harmless pranks, witty remarks, or playful troublemaking that amuses rather than harms.",/ˈpʌkɪʃ/,PUK-ish,"From ""Puck"" (the mischievous fairy) + suffix ""-ish.""",Claude,"Think ""Puck"" (the mischievous fairy) + ""ish"" = somewhat like Puck, playfully naughty.",The child's ___ grin suggested he was planning some harmless mischief.,Claude,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,8,8,3,3,22,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
pudibund,Bashful; easily embarrassed; characterized by modesty or prudishness. This somewhat archaic term describes individuals who are excessively modest or who blush easily when confronted with situations they find embarrassing or inappropriate.,/ˈpjuːdɪbʌnd/,PYOO-dih-bund,"From Latin ""pudibundus,"" from ""pudere"" meaning ""to be ashamed.""",Claude,"Think ""prude"" + ""bound"" = bound to be prudish and easily embarrassed.",The ___ teenager turned red whenever anyone mentioned dating.,Claude,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,3,4,23,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
puerilely,In a childish or immature manner; with lack of adult sophistication or seriousness; exhibiting behavior characteristic of children when adult behavior is expected. This adverb describes actions or attitudes that seem inappropriately juvenile for the situation or person's age.,/ˈpjʊərəlli/,PYOOR-uh-lee,"From Latin ""puerilis,"" meaning ""childish,"" from ""puer"" (boy) + suffix ""-ly.""",Claude,"Think ""pure"" + ""ly"" = purely childish behavior.",The executive ___ refused to participate when his proposal was rejected.,Claude,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,4,4,24,,,2025-01-01,2025-01-01,Batch 141 processing,pending,141
