word,definition,part_of_speech,pronunciation_guide,etymology,memory_tips,alternate_spellings,language_origin,example_sentence,years,source_files,source_difficulties,difficulty_phonetic,difficulty_frequency,difficulty_morphological,difficulty_etymology,difficulty_final,etymology_source,definition_source,pronunciation_source,example_sentence_source
context,"The circumstances, background, or setting that surrounds and gives meaning to an event, statement, or idea. Context provides the framework for understanding by showing relationships, influences, and relevant factors. Without context, information can be misunderstood or lose its intended meaning.",noun,KON-tekst (/ˈkɒntɛkst/),"From Latin ""contextus,"" meaning ""woven together""","Think ""con- (together) + text (woven)"" - information woven together for understanding",None,Latin,"To understand the joke, you need to know the _____ of their previous conversation.",2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
contexts,"Plural of context; multiple circumstances, backgrounds, or settings that provide meaning to different events, statements, or ideas. Different contexts can change interpretation and significance of the same information. Understanding various contexts helps develop comprehensive knowledge and cultural sensitivity.",noun (plural),KON-teksts (/ˈkɒntɛksts/),"Plural of Latin ""contextus"" (woven together)",Multiple settings or circumstances that provide different frameworks for understanding,None,Latin,The same phrase can have different meanings in various cultural _____.,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
conticent,"Silent, quiet, or refraining from speech; choosing not to speak or express opinions. This formal term describes someone who maintains silence, whether by choice, habit, or circumstance. Conticent behavior can indicate thoughtfulness, secrecy, or simply a preference for listening rather than speaking.",adjective,KON-ti-sent (/ˈkɒntɪsənt/),"From Latin ""conticens,"" present participle of ""conticere"" (to be silent)","Think ""con- (completely) + ticent (silent)"" - completely silent or quiet",None,Latin,The usually talkative student remained _____ during the difficult discussion.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
contiguous,"Adjacent, touching, or sharing a common border; next to and in contact with something else. Contiguous areas are connected without gaps, breaks, or interruptions between them. This term is commonly used in geography, real estate, and describing physical relationships between objects or regions.",adjective,kun-TIG-yoo-us (/kənˈtɪgjuəs/),"From Latin ""contiguus,"" from ""contingere"" (to touch)","Think ""con- (together) + tig (touch)"" - touching together with no gaps",None,Latin,The three _____ states formed a natural economic region.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
continent,"One of the main landmasses of the Earth (Asia, Africa, North America, South America, Antarctica, Europe, Australia); showing self-restraint, especially in relation to sexual behavior. As a geographical term, continents are large continuous areas of land. As an adjective, continent describes moral self-control.","noun, adjective",KON-tuh-nunt (/ˈkɒntənənt/),"From Latin ""continens,"" meaning ""holding together, continuous""","Think of ""continuous"" land - large landmasses that hold together",None,Latin,Africa is the second-largest _____ by both area and population.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
continental,"Relating to or characteristic of a continent, especially the European continent; showing refined, sophisticated manners associated with continental European culture. Continental can describe climate patterns, cuisine, or cultural practices typical of large landmasses rather than islands.",adjective,kon-tuh-NEN-tul (/ˌkɒntəˈnɛntəl/),"From Latin ""continentalis,"" relating to a continent","Think ""continent + -al"" - relating to or characteristic of a continent",None,Latin,The hotel served a _____ breakfast with pastries and European coffee.,2020,2020 Words_of_the_Champions.pdf,One Bee,1.0,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
contingent,"Dependent on circumstances or conditions; possible but not certain; a group of people representing an organization or country. As an adjective, contingent means conditional or dependent on factors. As a noun, it refers to a delegation or representative group.","adjective, noun",kun-TIN-junt (/kənˈtɪndʒənt/),"From Latin ""contingens,"" meaning ""touching, happening""","Think of something that ""touches"" or depends on other conditions",None,Latin,The project's success is _____ upon receiving additional funding.,2021,2021_Printable_Words of the Champions.pdf,One Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
continue,"To persist in a course of action; to keep going without stopping; to resume after an interruption. Continuing implies ongoing effort, sustained activity, or unbroken progression toward a goal. The term emphasizes persistence and maintenance of direction or activity.",verb,kun-TIN-yoo (/kənˈtɪnju/),"From Latin ""continuare,"" from ""continuus"" (uninterrupted)",Think of maintaining an uninterrupted flow or progression,None,Latin,Please _____ reading the instructions until you reach the end.,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
continuous,"Uninterrupted, ongoing, or constant; forming an unbroken sequence or stream. Continuous processes have no gaps, breaks, or interruptions in their flow or progression. This term describes sustained activity, consistent patterns, or unbroken connections in time or space.",adjective,kun-TIN-yoo-us (/kənˈtɪnjuəs/),"From Latin ""continuus,"" meaning ""uninterrupted, connected""",Think of something that continues without breaks - an unbroken flow,None,Latin,The machine provided _____ operation for twenty-four hours without stopping.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
continuum,"A continuous sequence or range where adjacent elements are virtually indistinguishable from each other, but extremes are quite different. Continuums exist in physics (space-time), color (spectrum), and abstract concepts (political ideologies). The term emphasizes gradual transition rather than discrete categories.",noun,kun-TIN-yoo-um (/kənˈtɪnjuəm/),"Latin, neuter of ""continuus"" (continuous)",Think of a continuous spectrum where everything blends together gradually,None,Latin,Color exists on a _____ from red through orange to yellow.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
contorted,"Twisted, bent, or forced into an unnatural or strained position; distorted out of normal shape. Contortion can be physical (twisted features) or metaphorical (contorted logic). The term implies departure from natural form through force, stress, or deliberate manipulation.","adjective, verb (past tense)",kun-TOR-ted (/kənˈtɔrtəd/),"From Latin ""contortus,"" from ""contorquere"" (to twist together)","Think ""con- (together) + tort (twist)"" - twisted together in unnatural ways",None,Latin,His face was _____ with pain after injuring his back.,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,1.0,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
contraction,"The process of becoming smaller, tighter, or more compact; a shortened form of words (like ""don't"" for ""do not""); the tightening of muscles, especially during childbirth. Contractions occur in various contexts: economic (market contraction), linguistic (word shortening), and physiological (muscle tightening).",noun,kun-TRAK-shun (/kənˈtrækʃən/),"From Latin ""contractio,"" from ""contrahere"" (to draw together)","Think ""con- (together) + tract (draw)"" - drawing together or shrinking",None,Latin,The economic _____ led to reduced consumer spending and job losses.,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,1.3,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
contradictory,"Containing elements that oppose or conflict with each other; inconsistent or mutually exclusive. Contradictory statements, ideas, or evidence cannot all be true simultaneously. This quality creates logical problems, confusion, or the need to resolve opposing claims through further investigation.",adjective,kon-truh-DIK-tuh-ree (/ˌkɒntrəˈdɪktəri/),"From Latin ""contradictorius,"" from ""contradicere"" (to speak against)","Think ""contra- (against) + dict (speak)"" - speaking against each other",None,Latin,The witness gave _____ testimony that confused the jury.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
contrapposto,"An artistic technique in sculpture and painting where the human figure is positioned with weight shifted to one leg, creating a natural, relaxed stance. This Italian Renaissance concept shows figures in asymmetrical but balanced poses, suggesting movement and life. Contrapposto revolutionized artistic representation of the human body.",noun,kon-truh-POS-toh (/ˌkɒntrəˈpɒstoʊ/),"Italian, meaning ""set against,"" from Latin ""contra"" (against) + ""positus"" (placed)","Think ""contra- (against) + posto (placed)"" - placed in opposition for natural balance",None,Italian,"Michelangelo's David exemplifies perfect _____ with its natural, balanced stance.",2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
contraption,"A mechanical device or machine, especially one that appears strange, unnecessarily complicated, or makeshift in construction. Contraptions often seem jury-rigged or overly complex for their intended purpose. The term suggests mechanical ingenuity combined with questionable design choices.",noun,kun-TRAP-shun (/kənˈtræpʃən/),"Possibly from ""contrive"" + ""apparatus"" or related to ""contrivance""","Think of a complex, strange-looking machine that somehow works",None,English (possibly blend),The inventor's bizarre _____ successfully cracked nuts using seventeen moving parts.,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,1.3,3.5,2.0,2.0,,Claude,Claude,Claude,Claude
contrariwise,On the contrary; in the opposite manner or direction; conversely. This formal adverb introduces statements that oppose or reverse previously mentioned ideas. Contrariwise signals a logical turn that presents alternative viewpoints or contradictory evidence.,adverb,kun-TRAIR-ee-wyze (/kənˈtrɛriwaɪz/),"From ""contrary"" + suffix ""-wise"" (in the manner of)","Think ""contrary + -wise"" - in a contrary or opposite manner",None,English,"The data suggested growth; _____, actual sales declined significantly.",2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.5,1.5,2.0,,Claude,Claude,Claude,Claude
contretemps,"An unexpected and unfortunate occurrence; an awkward or embarrassing situation; a minor dispute or disagreement. This French term describes social mishaps, timing problems, or situations that create discomfort through poor timing or unfortunate circumstances.",noun,KON-truh-tahn (/ˈkɒntrətɑ̃/),"French, meaning ""against time,"" from ""contre"" (against) + ""temps"" (time)","Think ""contre (against) + temps (time)"" - something that goes against good timing",None,French,The diplomatic _____ embarrassed both countries during the state visit.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.3,3.5,1.5,2.5,,Claude,Claude,Claude,Claude
contribute,"To give or provide something (money, time, effort, ideas) to help achieve a common goal; to be instrumental in bringing about a result. Contributing involves voluntary participation in shared endeavors, whether financial donations, intellectual input, or physical effort toward collective objectives.",verb,kun-TRIB-yoot (/kənˈtrɪbjut/),"From Latin ""contribuere,"" from ""con-"" (together) + ""tribuere"" (to give)","Think ""con- (together) + trib (give)"" - giving together toward a common cause",None,Latin,Volunteers _____ their time to help rebuild homes after the disaster.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
contributors,"Plural of contributor; people who give money, time, effort, or expertise to support a cause, project, or publication. Contributors can be financial donors, authors, researchers, or anyone who provides resources toward shared goals. Their participation enables larger accomplishments than individual efforts alone.",noun (plural),kun-TRIB-yoo-turz (/kənˈtrɪbjətərz/),"Plural of Latin ""contributor,"" from ""contribuere"" (to give together)",Multiple people who give or contribute to something together,None,Latin,The magazine thanked all _____ who submitted articles for the special issue.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
contrite,Feeling or showing deep remorse for wrongdoing; genuinely sorry and repentant for mistakes or sins. Contrition involves sincere regret accompanied by willingness to make amends or change behavior. This emotional state reflects moral awareness and desire for redemption.,adjective,kun-TRYT (/kənˈtraɪt/) or KON-tryt (/ˈkɒntraɪt/),"From Latin ""contritus,"" meaning ""worn down, crushed with grief""","Think of being ""crushed"" with guilt and remorse for wrongdoing",None,Latin,The _____ student apologized sincerely for cheating on the exam.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
contrivance,"Something cleverly or skillfully constructed; an artificial arrangement or scheme; the act of devising or creating something. Contrivances can be mechanical devices, artistic techniques, or social arrangements created through ingenuity. The term can imply either admirable cleverness or excessive artificiality.",noun,kun-TRY-vuhns (/kənˈtraɪvəns/),"From Old French ""controvance,"" from ""controver"" (to find, devise)","Think ""contrive + -ance"" - something contrived or cleverly devised",None,Old French,The plot's happy ending felt like an artificial _____ rather than natural resolution.,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,1.0,3.5,1.5,2.5,,Claude,Claude,Claude,Claude
controlled,"Past tense of control; managed, regulated, or restrained; kept within limits or under authority. Controlled conditions are deliberately maintained for experiments or safety. Controlled behavior shows self-discipline and emotional regulation. The term implies deliberate management and restraint.","verb (past tense), adjective",kun-TROHLD (/kənˈtroʊld/),"From Middle French ""contrôler"" + past tense ""-ed""",Think of keeping something under control or management,None,Middle French,The scientist conducted the experiment under carefully _____ laboratory conditions.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.5,2.5,,Claude,Claude,Claude,Claude
controversy,"Prolonged public disagreement or heated discussion about a topic that divides opinion; a dispute involving strongly opposing viewpoints. Controversies often involve moral, political, scientific, or social issues where people hold passionate but conflicting beliefs. They generate debate and sometimes social division.",noun,KON-truh-vur-see (/ˈkɒntrəvərsi/) or kun-TROV-ur-see (/kənˈtrɒvərsi/),"From Latin ""controversia,"" from ""controversus"" (turned against)","Think ""contro- (against) + vers (turn)"" - people turned against each other in argument",None,Latin,The proposed law sparked intense _____ among lawmakers and citizens.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
contumelious,"Expressing contempt or insult in a haughty, insolent manner; characterized by arrogant abuse or scornful reproach. Contumelious behavior involves deliberately offensive language or actions intended to humiliate or degrade others. This conduct shows extreme disrespect and superiority.",adjective,kon-too-MEE-lee-us (/ˌkɒntuˈmiliəs/),"From Latin ""contumeliosus,"" from ""contumelia"" (insult, abuse)",Think of insulting behavior that shows contempt and arrogance,None,Latin,His _____ remarks about her appearance were completely inappropriate.,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,1.0,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
contusion,"A bruise; an injury where blood vessels under the skin are damaged by impact, causing discoloration without breaking the skin surface. Contusions result from blunt trauma that crushes small blood vessels, creating characteristic purple, blue, or yellow marks as healing progresses.",noun,kun-TOO-zhun (/kənˈtuʒən/),"From Latin ""contusio,"" from ""contundere"" (to beat, bruise)","Think ""con- (thoroughly) + tus (beat)"" - thoroughly beaten, resulting in a bruise",None,Latin,The athlete suffered a painful _____ on his shoulder during the collision.,2020; 2021; 2022; 2023; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.3,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
contusionconundrum,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""contusion"" (a bruise) + ""conundrum"" (a puzzling problem). These should be separate words.",error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],"This is a data error - should be separated into ""contusion"" and ""conundrum""",contusion + conundrum (separate words),ERROR - combined words,[ERROR - This combined word should not appear in spelling bee materials],2024,2024 Words of the Champions.pdf,Three Bee,1.3,3.5,2.0,2.0,,Claude,Claude,Claude,Claude
conundrum,"A confusing and difficult problem or question; a puzzle that seems to have no satisfactory solution. Conundrums often involve logical paradoxes, moral dilemmas, or complex situations where all available options have significant drawbacks. They challenge conventional thinking and problem-solving approaches.",noun,kuh-NUN-drum (/kəˈnʌndrəm/),"Origin uncertain, possibly from Latin academic slang meaning ""whim, fancy""","Think of a puzzle that makes you go ""hmmm"" - a puzzling problem",None,Uncertain (possibly Latin),The budget cuts presented a _____ : how to maintain quality while reducing costs.,2020; 2021; 2022; 2023; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
conurbation,"An extended urban area consisting of several towns, cities, or metropolitan areas that have grown and merged together. Conurbations form when separate settlements expand until their boundaries meet, creating continuous built-up regions. These mega-cities often share infrastructure, transportation networks, and economic systems.",noun,kon-ur-BAY-shun (/ˌkɒnərˈbeɪʃən/),"From Latin ""con-"" (together) + ""urbs"" (city) + suffix ""-ation""","Think ""con- (together) + urb (city)"" - cities grown together",None,Latin,"The northeastern _____ stretches from Boston to Washington, D.C.",2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,1.3,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
convalesce,"To recover gradually from illness or medical treatment; to regain health and strength after being sick or injured. Convalescence is the healing period between acute illness and full recovery, typically involving rest, gradual activity increase, and careful monitoring of progress.",verb,kon-vuh-LES (/ˌkɒnvəˈlɛs/),"From Latin ""convalescere,"" from ""con-"" (intensive) + ""valescere"" (to grow strong)","Think ""con- (thoroughly) + vales (strong)"" - growing thoroughly strong again",None,Latin,"After surgery, she needed several weeks to _____ at home.",2020,2020 Words_of_the_Champions.pdf,One Bee,1.3,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
convention,"A large meeting or conference of people with shared interests; established practices, customs, or rules widely accepted in society; a formal agreement between countries. Conventions can be social gatherings, behavioral norms, or international treaties that govern conduct.",noun,kun-VEN-shun (/kənˈvɛnʃən/),"From Latin ""conventio,"" from ""convenire"" (to come together)","Think ""con- (together) + ven (come)"" - coming together for a meeting or agreement",None,Latin,The comic book _____ attracted thousands of fans from around the country.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.3,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
conversation,"An informal exchange of ideas, thoughts, or information between two or more people through spoken words. Conversations involve turn-taking, listening, responding, and developing topics collaboratively. They serve social, educational, and emotional functions in human relationships.",noun,kon-vur-SAY-shun (/ˌkɒnvərˈseɪʃən/),"From Latin ""conversatio,"" meaning ""living with, social interaction""","Think ""con- (together) + vers (turn)"" - taking turns speaking together",None,Latin,Their _____ about travel sparked plans for a European vacation.,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.3,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
conveyance,"The action of transporting or carrying someone or something from one place to another; a vehicle or other means of transport; the legal transfer of property ownership. Conveyance can refer to physical transportation, legal documents, or the general concept of moving things.",noun,kun-VAY-uhns (/kənˈveɪəns/),"From Old French ""conveyance,"" from ""conveier"" (to escort, conduct)","Think ""convey + -ance"" - the act or means of conveying something",None,Old French,The horse-drawn carriage served as their primary _____ to town.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.0,2.5,,Claude,Claude,Claude,Claude
convictions,Plural of conviction; firmly held beliefs or opinions; legal judgments that someone is guilty of a crime. Convictions can be moral principles that guide behavior or legal determinations resulting from criminal trials. Both meanings involve certainty and formal determination.,noun (plural),kun-VIK-shunz (/kənˈvɪkʃənz/),"Plural of Latin ""convictio,"" from ""convincere"" (to prove guilty)","Think of being ""convinced"" - either of beliefs or guilt in court",None,Latin,Her strong _____ about environmental protection influenced her career choice.,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,1.3,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
convince,"To persuade someone to believe or accept something; to cause someone to be certain that something is true or wise. Convincing involves presenting evidence, arguments, or appeals that change minds or overcome doubts. Successful persuasion requires understanding audience concerns and motivations.",verb,kun-VINS (/kənˈvɪns/),"From Latin ""convincere,"" meaning ""to overcome, prove wrong""","Think ""con- (thoroughly) + vinc (conquer)"" - thoroughly conquering doubt or opposition",None,Latin,She worked hard to _____ the committee that her proposal was feasible.,2021; 2025,2021_Printable_Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
