"word","definition","example_sentence","source_difficulty","difficulty_level","difficulty_name","ai_difficulty_level","ai_difficulty_name","phonetic_transparency_score","word_frequency_score","morphology_score","etymology_score","difficulty_calculation_method","part_of_speech","pronunciation_guide","etymology","etymology_source","memory_tips","alternate_spellings","language_origin","definition_source","source_names","source_difficulties","frequency","original_source","source_access_date"
"syringe","A medical instrument consisting of a tube and plunger for injecting or withdrawing fluids; to clean or treat with a syringe.","The nurse used a _____ to administer the vaccination.","One Bee; Three Bee; Two Bee","","","","","2.0","2.0","1.5","2.5","4-factor weighted model (overall_score: 1.98)","noun, verb","suh-RINJ (emphasis on second syllable)","From Greek ""syrinx"" meaning ""pipe"" or ""tube""","Claude","Think of a pipe-like tube for medical injections","","Greek","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025)","2025-08-19"
"system","A set of connected things forming a complex whole; an organized procedure or method; a set of principles or procedures according to which something is done.","The school implemented a new grading _____ this semester.","One Bee; Three Bee; Two Bee","","","","","1.5","2.0","1.0","2.5","4-factor weighted model (overall_score: 1.73)","noun","SIS-tuhm (emphasis on first syllable)","From Greek ""systema,"" from ""syn"" (together) + ""histanai"" (to set up)","Claude","Think ""sys-tem"" - things systematically set up together","","Greek","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024)","2025-08-19"
"systemt","[POTENTIAL ERROR] This appears to be ""system"" with an extra ""t"" at the end. This may be a typographical error in the source material.","The word _____ may be a typographical error that needs verification.","Three Bee","","","","","2.0","3.0","1.0","2.5","4-factor weighted model (overall_score: 2.15)","error/variant","SIS-tuhm-t (if pronounced as written)","Possible error of ""system"" (Greek origin)","Claude","This appears to be a spelling error - check if it should be ""system""","system","Greek (with error)","Claude","Scripps National Spelling Bee","Three Bee","3.0","Scripps National Spelling Bee Words of the Champions (2024)","2025-08-19"
"syzygy","A straight-line configuration of three celestial bodies; the alignment of three astronomical objects; in poetry, the combination of two metrical feet.","The solar eclipse occurred during the _____ of the sun, moon, and Earth.","One Bee","","","","","1.5","1.0","1.0","2.5","4-factor weighted model (overall_score: 1.43)","noun","SIZ-uh-jee (emphasis on first syllable)","From Greek ""syzygia,"" from ""syn"" (together) + ""zygon"" (yoke)","Claude","Think ""syz-ygy"" - celestial bodies yoked together in a line","","Greek","Claude","Scripps National Spelling Bee","One Bee","1.0","Scripps National Spelling Bee Words of the Champions (2021)","2025-08-19"
"séance","A meeting at which people attempt to make contact with the spirits of the dead; a spiritualist gathering for communication with deceased persons.","The medium conducted a _____ to help the family communicate with their ancestor.","Three Bee","","","","","1.5","3.0","1.0","2.3","4-factor weighted model (overall_score: 1.98)","noun","SAY-ahns (emphasis on first syllable)","From French ""séance,"" from ""seoir"" meaning ""to sit""","Claude","Think ""séance"" - sitting together to contact spirits","seance","French","Claude","Scripps National Spelling Bee","Three Bee","3.0","Scripps National Spelling Bee Words of the Champions (2025)","2025-08-19"
"taal","An Afrikaans word meaning ""language""; also refers to a rhythmic pattern in Indian classical music; in South Africa, refers to language or speech.","The students learned about the history of Afrikaans _____ in South Africa.","Three Bee","","","","","1.0","3.0","1.0","1.5","4-factor weighted model (overall_score: 1.70)","noun","TAHL (rhymes with ""hall"")","From Afrikaans ""taal"" meaning ""language,"" from Dutch ""taal""","Claude","Think ""taal"" - the language people ""talk"" in","","Afrikaans/Dutch","Claude","Scripps National Spelling Bee","Three Bee","3.0","Scripps National Spelling Bee Words of the Champions (2024; 2025)","2025-08-19"
"tabasco","A very hot sauce made from tabasco peppers; a type of chili pepper; a pungent condiment used to add heat to food.","She added a few drops of _____ sauce to spice up her scrambled eggs.","One Bee","","","","","2.0","1.0","1.5","1.5","4-factor weighted model (overall_score: 1.48)","noun","tuh-BAS-koh (emphasis on second syllable)","From Tabasco, a state in Mexico where the peppers originated","Claude","Think of the hot sauce that adds spice to tacos","","Spanish (place name)","Claude","Scripps National Spelling Bee","One Bee","1.0","Scripps National Spelling Bee Words of the Champions (2020)","2025-08-19"
"tabernacle","A place of worship; in Jewish history, the portable sanctuary used during the Exodus; a receptacle for the consecrated bread and wine; a temporary dwelling.","The ancient Israelites carried the _____ with them through the desert.","One Bee; Three Bee; Two Bee","","","","","2.5","2.0","2.0","2.0","4-factor weighted model (overall_score: 2.12)","noun","TAB-er-nak-uhl (emphasis on first syllable)","From Latin ""tabernaculum,"" diminutive of ""taberna"" meaning ""hut""","Claude","Think ""tab-ernacle"" - a holy tabular structure for worship","","Latin","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2024; 2025)","2025-08-19"
"tabernacledifficulty","[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""tabernacle"" (place of worship) + ""difficulty"" (challenge). This is a data processing error.","[ERROR - This combined word should not appear in spelling bee materials]","Two Bee","","","","","3.0","2.0","2.5","1.5","4-factor weighted model (overall_score: 2.28)","error - combined words","[PRONUNCIATION ERROR - COMBINED WORDS]","[ETYMOLOGY ERROR - COMBINED WORDS]","Claude","This is a data error - should be separated into ""tabernacle"" and ""difficulty""","tabernacle + difficulty (separate words)","ERROR - combined words","Claude","Scripps National Spelling Bee","Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2023)","2025-08-19"
"table","A piece of furniture with a flat top and legs; a set of facts or figures systematically displayed; to present for discussion; to postpone consideration of.","The family gathered around the dining _____ for their holiday meal.","Three Bee; Two Bee","","","","","1.5","2.5","1.5","2.0","4-factor weighted model (overall_score: 1.90)","noun, verb","TAY-buhl (emphasis on first syllable)","From Latin ""tabula"" meaning ""board"" or ""plank""","Claude","Think of a flat surface with legs for eating or working","","Latin","Claude","Scripps National Spelling Bee","Three Bee; Two Bee","2.5","Scripps National Spelling Bee Words of the Champions (2023; 2024; 2025)","2025-08-19"
"tableau","A group of models or motionless figures representing a scene from a story or history; a vivid or graphic description; a striking scene or picture.","The students created a _____ depicting the signing of the Declaration of Independence.","One Bee; Three Bee; Two Bee","","","","","2.0","2.0","1.5","2.3","4-factor weighted model (overall_score: 1.94)","noun","TAB-loh (emphasis on first syllable)","From French ""tableau,"" diminutive of ""table""","Claude","Think ""table-au"" - a picture arranged on a table-like scene","","French","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2021; 2022; 2023; 2024; 2025)","2025-08-19"
"tablets","Plural of tablet; flat pieces of stone, clay, or other material with writing on them; small round pieces of medicine; portable computing devices.","The archaeologist discovered ancient clay _____ with cuneiform writing.","Three Bee","","","","","2.0","3.0","1.5","2.0","4-factor weighted model (overall_score: 2.17)","noun (plural)","TAB-lits (emphasis on first syllable)","From Latin ""tabula"" (board) + ""-et"" diminutive suffix","Claude","Think of small flat objects like medicine pills or stone tablets","","Latin","Claude","Scripps National Spelling Bee","Three Bee","3.0","Scripps National Spelling Bee Words of the Champions (2025)","2025-08-19"
"tabulate","To arrange data in a table or systematic form; to count or record systematically; to organize information in columns and rows.","The researchers needed to _____ the survey results before analyzing them.","Three Bee; Two Bee","","","","","2.0","2.5","2.0","2.0","4-factor weighted model (overall_score: 2.15)","verb","TAB-yuh-layt (emphasis on first syllable)","From Latin ""tabula"" (table) + ""-ate"" suffix meaning ""to make""","Claude","Think ""tabu-late"" - to make a table of data","","Latin","Claude","Scripps National Spelling Bee","Three Bee; Two Bee","2.5","Scripps National Spelling Bee Words of the Champions (2022; 2023; 2024; 2025)","2025-08-19"
"tachycardia","A medical condition characterized by a rapid heart rate, typically over 100 beats per minute; abnormally fast heartbeat.","The patient was diagnosed with _____ after experiencing episodes of rapid heartbeat.","One Bee; Three Bee; Two Bee","","","","","3.0","2.0","2.5","2.5","4-factor weighted model (overall_score: 2.48)","noun","tak-i-KAHR-dee-uh (emphasis on third syllable)","From Greek ""tachys"" (fast) + ""kardia"" (heart)","Claude","Think ""tachy-cardia"" - fast heart condition","","Greek","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025)","2025-08-19"
"tachyon","A hypothetical particle that travels faster than the speed of light; a theoretical subatomic particle with imaginary mass.","Scientists theorize that a _____ could theoretically travel backwards in time.","One Bee; Three Bee; Two Bee","","","","","2.0","2.0","1.5","2.5","4-factor weighted model (overall_score: 1.98)","noun","TAK-ee-on (emphasis on first syllable)","From Greek ""tachys"" (fast) + ""-on"" particle suffix","Claude","Think ""tachy-on"" - a fast particle, faster than light","","Greek","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024)","2025-08-19"
"taciturn","Reserved or uncommunicative in speech; saying little; habitually silent; not inclined to talk.","The _____ professor rarely spoke unless directly asked a question.","One Bee; Three Bee; Two Bee","","","","","2.0","2.0","1.0","2.0","4-factor weighted model (overall_score: 1.75)","adjective","TAS-i-tern (emphasis on first syllable)","From Latin ""taciturnus,"" from ""tacere"" meaning ""to be silent""","Claude","Think ""tacit-urn"" - keeping quiet, not talking much","","Latin","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025)","2025-08-19"
"taco","A Mexican dish consisting of a folded or rolled tortilla filled with various ingredients such as meat, beans, cheese, and vegetables.","She ordered a fish _____ with cabbage slaw and lime.","One Bee","","","","","1.0","1.0","1.0","1.5","4-factor weighted model (overall_score: 1.10)","noun","TAH-koh (emphasis on first syllable)","From Mexican Spanish ""taco,"" possibly from Nahuatl ""tlahco"" meaning ""half""","Claude","Think of a folded tortilla filled with delicious ingredients","","Spanish/Nahuatl","Claude","Scripps National Spelling Bee","One Bee","1.0","Scripps National Spelling Bee Words of the Champions (2020)","2025-08-19"
"tactics","The methods or strategies used to achieve a goal; in military contexts, the art of arranging and maneuvering forces; planned actions.","The coach developed new _____ to help the team win the championship.","One Bee","","","","","2.0","1.0","1.5","2.5","4-factor weighted model (overall_score: 1.68)","noun (plural)","TAK-tiks (emphasis on first syllable)","From Greek ""taktikos,"" from ""tassein"" meaning ""to arrange""","Claude","Think ""tac-tics"" - arranged techniques for achieving goals","","Greek","Claude","Scripps National Spelling Bee","One Bee","1.0","Scripps National Spelling Bee Words of the Champions (2020)","2025-08-19"
"tadpole","The aquatic larval stage of a frog or toad, characterized by a tail and gills; an immature amphibian that lives in water.","The children watched the _____ swim around the pond before it developed legs.","Three Bee","","","","","2.0","3.0","1.0","1.5","4-factor weighted model (overall_score: 1.95)","noun","TAD-pohl (emphasis on first syllable)","From Middle English ""taddepol,"" from ""tadde"" (toad) + ""pol"" (head)","Claude","Think ""tad-pole"" - a tiny toad with a pole-like tail","","Middle English","Claude","Scripps National Spelling Bee","Three Bee","3.0","Scripps National Spelling Bee Words of the Champions (2024)","2025-08-19"
"taedium","Weariness or boredom; tedium; the state of being tired or disgusted with something; ennui.","The long lecture filled the students with _____ and several fell asleep.","Three Bee; Two Bee","","","","","2.0","2.5","1.0","2.0","4-factor weighted model (overall_score: 1.90)","noun","TEE-dee-uhm (emphasis on first syllable)","From Latin ""taedium,"" from ""taedere"" meaning ""to weary""","Claude","Think ""tae-dium"" - feeling tired and bored, similar to tedium","","Latin","Claude","Scripps National Spelling Bee","Three Bee; Two Bee","2.5","Scripps National Spelling Bee Words of the Champions (2023; 2024; 2025)","2025-08-19"
"tail","The hindmost part of an animal; something resembling an animal's tail; to follow someone secretly; the rear part of something.","The dog wagged its _____ excitedly when its owner came home.","Three Bee","","","","","1.0","3.0","1.0","1.5","4-factor weighted model (overall_score: 1.70)","noun, verb","TAYL (rhymes with ""scale"")","From Old English ""tægel,"" related to Old Norse ""tagl""","Claude","Think of an animal's rear appendage that wags or swishes","","Old English","Claude","Scripps National Spelling Bee","Three Bee","3.0","Scripps National Spelling Bee Words of the Champions (2024)","2025-08-19"
"taillight","A red light at the rear of a vehicle; a rear lamp on a car, truck, or other vehicle used for visibility and signaling.","The broken _____ made the car unsafe to drive at night.","One Bee","","","","","2.5","1.0","1.0","1.5","4-factor weighted model (overall_score: 1.48)","noun","TAYL-lahyt (emphasis on first syllable)","Compound word: ""tail"" (rear part) + ""light"" (illumination)","Claude","Compound word: tail + light - the light at the tail end of a vehicle","tail light","English","Claude","Scripps National Spelling Bee","One Bee","1.0","Scripps National Spelling Bee Words of the Champions (2021)","2025-08-19"
"taking","Present participle of take; the action of grasping, capturing, or accepting something; seizing or removing.","She was _____ notes during the important lecture.","One Bee; Three Bee; Two Bee","","","","","1.5","2.0","1.0","1.5","4-factor weighted model (overall_score: 1.53)","verb (present participle), noun","TAY-king (emphasis on first syllable)","From Old English ""tacan,"" from Old Norse ""taka""","Claude","Think of the ongoing action of grasping or accepting something","","Old Norse via Old English","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025)","2025-08-19"
"talent","Natural aptitude or skill; a special ability or gift; a person or people with exceptional ability; an ancient unit of weight and currency.","Her _____ for music was evident from a very young age.","One Bee; Three Bee; Two Bee","","","","","1.5","2.0","1.0","2.0","4-factor weighted model (overall_score: 1.62)","noun","TAL-uhnt (emphasis on first syllable)","From Latin ""talentum,"" from Greek ""talanton"" (unit of weight)","Claude","Think of natural ability that makes someone talented","","Greek via Latin","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025)","2025-08-19"
"tales","Plural of tale; stories, especially those that are imaginative or fictitious; narratives or accounts of events.","Grandmother entertained the children with _____ of her childhood adventures.","Two Bee","","","","","1.5","2.0","1.0","1.5","4-factor weighted model (overall_score: 1.53)","noun (plural)","TAYLZ (rhymes with ""scales"")","From Old English ""talu,"" related to ""tellan"" (to tell)","Claude","Think of stories being told, multiple tales","","Old English","Claude","Scripps National Spelling Bee","Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2023)","2025-08-19"
"talisman","An object believed to bring good luck or protection; a charm or amulet; something thought to have magical powers.","The ancient _____ was believed to protect warriors in battle.","One Bee; Three Bee; Two Bee","","","","","2.0","2.0","1.5","2.5","4-factor weighted model (overall_score: 1.98)","noun","TAL-is-muhn (emphasis on first syllable)","From Arabic ""tilasm,"" from Greek ""telesma"" meaning ""religious rite""","Claude","Think ""talis-man"" - a man who carries a magical charm","","Arabic via Greek","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025)","2025-08-19"
"talk","To speak; to communicate by speaking; to have a conversation; a speech or lecture; the action of speaking.","The teacher asked the students to _____ quietly during group work.","Three Bee","","","","","1.0","3.0","1.0","1.5","4-factor weighted model (overall_score: 1.70)","verb, noun","TAWK (rhymes with ""walk"")","From Middle English ""talken,"" possibly related to ""tale""","Claude","Think of speaking words to communicate with others","","Middle English","Claude","Scripps National Spelling Bee","Three Bee","3.0","Scripps National Spelling Bee Words of the Champions (2024; 2025)","2025-08-19"
"talking","Present participle of talk; the action of speaking or conversing; engaged in speech or conversation.","The children were _____ excitedly about their upcoming field trip.","One Bee; Three Bee; Two Bee","","","","","2.0","2.0","1.0","1.5","4-factor weighted model (overall_score: 1.65)","verb (present participle), adjective","TAWK-ing (emphasis on first syllable)","From ""talk"" + ""-ing"" suffix","Claude","Think ""talk-ing"" - the ongoing action of speaking","","English","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025)","2025-08-19"
"tall","Having great height; of above average height; extending high upward; having a specified height.","The _____ basketball player could easily reach the top shelf.","One Bee","","","","","1.0","1.0","1.0","1.5","4-factor weighted model (overall_score: 1.10)","adjective","TAWL (rhymes with ""fall"")","From Old English ""getæl,"" related to ""swift"" or ""quick""","Claude","Think of something that reaches high up, like a tall tree","","Old English","Claude","Scripps National Spelling Bee","One Bee","1.0","Scripps National Spelling Bee Words of the Champions (2021)","2025-08-19"
"tallyho","An exclamation used in fox hunting when the fox is sighted; a hunting cry; used to express excitement or to get attention.","The hunters shouted ""____!"" when they spotted the fox running across the field.","Two Bee","","","","","2.0","2.0","1.0","2.3","4-factor weighted model (overall_score: 1.81)","interjection, noun","tal-ee-HOH (emphasis on third syllable)","From French ""taïaut,"" a hunting cry","Claude","Think ""tally-ho"" - a cry to tally or count the fox when spotted","tally-ho","French","Claude","Scripps National Spelling Bee","Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2023)","2025-08-19"
"talons","Plural of talon; the sharp claws of a bird of prey; claws of predatory birds used for grasping and killing prey.","The eagle's powerful _____ allowed it to catch fish from the lake.","Two Bee","","","","","1.5","2.0","1.0","2.0","4-factor weighted model (overall_score: 1.62)","noun (plural)","TAL-uhnz (emphasis on first syllable)","From Old French ""talon,"" from Latin ""talus"" meaning ""heel""","Claude","Think of sharp claws that birds use to grab their prey","","Latin via French","Claude","Scripps National Spelling Bee","Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2022)","2025-08-19"
"tamarack","A deciduous conifer tree native to northern regions; also called American larch; a tree that loses its needles in winter.","The _____ trees turned golden yellow before losing their needles in autumn.","One Bee; Three Bee; Two Bee","","","","","2.0","2.0","1.5","1.5","4-factor weighted model (overall_score: 1.78)","noun","TAM-uh-rak (emphasis on first syllable)","From Algonquian, possibly Abnaki ""akemantak""","Claude","Think ""tama-rack"" - a tree you might see on a hiking rack or trail","","Algonquian","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024)","2025-08-19"
"tamari","A type of soy sauce made without wheat; a Japanese condiment similar to soy sauce but with a richer, smoother flavor.","The chef used _____ instead of regular soy sauce for its deeper flavor.","One Bee; Three Bee; Two Bee","","","","","1.5","2.0","1.5","1.5","4-factor weighted model (overall_score: 1.65)","noun","tuh-MAH-ree (emphasis on second syllable)","From Japanese ""tamari,"" from ""tamaru"" meaning ""to accumulate""","Claude","Think ""tama-ri"" - a Japanese sauce that accumulates rich flavor","","Japanese","Claude","Scripps National Spelling Bee","One Bee; Three Bee; Two Bee","2.0","Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025)","2025-08-19"
"tamarisk","A shrub or small tree with tiny scale-like leaves and clusters of small pink flowers; a plant that grows in salt marshes.","The _____ bushes created a natural windbreak along the sandy coastline.","One Bee","","","","","2.0","1.0","1.5","2.0","4-factor weighted model (overall_score: 1.58)","noun","TAM-uh-risk (emphasis on first syllable)","From Latin ""tamariscus,"" possibly from a Semitic language","Claude","Think ""tamar-isk"" - a plant that might grow at risk near salt water","","Latin","Claude","Scripps National Spelling Bee","One Bee","1.0","Scripps National Spelling Bee Words of the Champions (2021)","2025-08-19"
"tambour","A small drum; a circular frame for holding fabric taut during embroidery; the wall of a circular building.","The embroiderer stretched the fabric tightly across the _____ frame.","Three Bee; Two Bee","","","","","2.0","2.5","1.5","2.3","4-factor weighted model (overall_score: 2.08)","noun","TAM-boor (emphasis on first syllable)","From French ""tambour,"" from Arabic ""tanbur"" (drum)","Claude","Think ""tam-bour"" - a drum that makes a ""boom"" sound","","Arabic via French","Claude","Scripps National Spelling Bee","Three Bee; Two Bee","2.5","Scripps National Spelling Bee Words of the Champions (2023; 2024; 2025)","2025-08-19"
"tambourine","A percussion instrument consisting of a shallow circular frame with metal discs around the edge; a handheld drum with jingles.","She shook the _____ to add rhythm to the folk song.","Three Bee","","","","","2.5","3.0","2.0","2.3","4-factor weighted model (overall_score: 2.48)","noun","tam-buh-REEN (emphasis on third syllable)","From French ""tambourin,"" diminutive of ""tambour"" (drum)","Claude","Think ""tambour-ine"" - a small drum with jingles","","French","Claude","Scripps National Spelling Bee","Three Bee","3.0","Scripps National Spelling Bee Words of the Champions (2025)","2025-08-19"
"tamid","In Judaism, referring to the perpetual or continual sacrifice; something that is constant or ongoing; eternal or continuous.","The _____ offering was performed twice daily in the ancient Temple.","Three Bee","","","","","1.5","3.0","1.5","1.5","4-factor weighted model (overall_score: 1.95)","adjective, noun","tah-MEED (emphasis on second syllable)","From Hebrew ""tamid"" meaning ""continual"" or ""perpetual""","Claude","Think ""ta-mid"" - something that continues in the middle of everything","","Hebrew","Claude","Scripps National Spelling Bee","Three Bee","3.0","Scripps National Spelling Bee Words of the Champions (2024; 2025)","2025-08-19"
"tampered","Past tense of tamper; interfered with something in order to damage or make unauthorized changes; meddled with.","The evidence showed that someone had _____ with the lock.","One Bee","","","","","2.0","1.0","1.5","1.5","4-factor weighted model (overall_score: 1.48)","verb (past tense)","TAM-perd (emphasis on first syllable)","From ""tamper,"" possibly from ""temper"" meaning ""to mix""","Claude","Think ""tamp-ered"" - someone pressed down and messed with something","","English","Claude","Scripps National Spelling Bee","One Bee","1.0","Scripps National Spelling Bee Words of the Champions (2020)","2025-08-19"
"tamworth","A breed of domestic pig; a reddish-brown pig originally from Tamworth, England; also refers to the English town.","The farmer raised _____ pigs known for their excellent bacon quality.","Three Bee","","","","","2.0","3.0","1.5","1.5","4-factor weighted model (overall_score: 2.08)","noun","TAM-werth (emphasis on first syllable)","Named after Tamworth, a town in Staffordshire, England","Claude","Think ""Tam-worth"" - a pig breed worth its weight from the town of Tam","","English (place name)","Claude","Scripps National Spelling Bee","Three Bee","3.0","Scripps National Spelling Bee Words of the Champions (2024; 2025)","2025-08-19"
