word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,definition_source,pronunciation_source,etymology_source,memory_tip_source,example_sentence_source,source_difficulty,years,source_files,is_error,error_message
discovering,"Present participle of discover; the process of finding or learning something for the first time. The ongoing action of uncovering new information, places, or understanding.",verb,dis-KUV-er-ing (emphasis on second syllable),"From prefix ""dis-"" (un-) + ""cover"" + ""-ing"" suffix. Progressive form of finding something previously unknown.",English formation from Latin roots,She spent her vacation _____ hidden gems in the small mountain town.,"Think ""dis-COVERing"" - actively ""uncovering"" and finding new things, removing the cover from mysteries.",10,6,4,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
discreetly,"In a careful and prudent manner, avoiding attention or causing offense; with tact and sensitivity. Acting in a way that shows good judgment and consideration for others.",adverb,dis-KREET-lee (emphasis on second syllable),"From Latin ""discretus"" meaning ""separate, distinct"" + ""-ly."" Via Old French ""discret"" meaning ""wise, tactful.""",Latin via Old French,She _____ slipped the note to her friend during the meeting.,"Remember ""dis-CREETly"" - acting with ""discrete"" judgment, being subtle and careful not to attract attention.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
discretionary,"Available for use at one's own discretion; involving the freedom to decide what should be done in particular circumstances. Often refers to funds, powers, or decisions left to individual judgment.",adjective,dis-KRESH-uh-nair-ee (emphasis on second syllable),"From Latin ""discretio"" meaning ""separation, distinction"" + ""-ary"" suffix. Related to the ability to distinguish and choose.",Latin,The judge had _____ authority to determine the length of the sentence.,"Think ""dis-CRETionary"" - like having a ""secret"" choice, you get to use your own judgment and discretion.",10,2,5,5,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
discriminating,Having or showing refined taste or good judgment; able to distinguish between different things or people. Can also refer to treating people differently based on prejudice.,"adjective, verb",dis-KRIM-uh-nay-ting (emphasis on second syllable),"From Latin ""discriminare"" meaning ""to divide, distinguish"" + ""-ing."" Related to the ability to make distinctions.",Latin,She has a _____ palate that can detect subtle differences in wine flavors.,"Remember ""dis-CRIMinating"" - making ""critical"" distinctions, able to distinguish between things with good judgment.",10,2,5,5,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,False,
discussion,The action or process of talking about something in order to reach a decision or exchange ideas; a conversation or debate about a particular topic.,noun,dis-KUSH-un (emphasis on second syllable),"From Latin ""discussio"" meaning ""examination, investigation"" (dis- ""apart"" + quatere ""to shake""). Via Old French.",Latin via Old French,The committee held a lengthy _____ about the proposed budget changes.,"Think ""dis-CUSSion"" - like ""discussing"" and ""cussing"" out ideas, talking them through thoroughly.",10,9,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
disdain,The feeling that someone or something is unworthy of consideration or respect; contempt or scorn. A strong attitude of disrespect or dismissal.,"noun, verb",dis-DAYN (emphasis on second syllable),"From Old French ""desdaignier"" meaning ""to consider unworthy"" (des- ""un-"" + daignier ""to deign""). Via Middle English.",Old French,She looked upon the poorly prepared presentation with obvious _____.,"Remember ""dis-DAIN"" - you ""disdain"" something when you don't ""deign"" it worthy of respect.",10,4,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
disease,"A disorder of structure or function in a human, animal, or plant that produces specific symptoms; an illness or sickness that affects normal functioning.",noun,dih-ZEEZ (emphasis on second syllable),"From Old French ""desaise"" meaning ""lack of ease"" (des- ""without"" + aise ""ease""). Medical terminology.",Old French,Early detection of the _____ greatly improved the patient's treatment options.,"Think ""dis-EASE"" - the absence of ""ease,"" when your body is not at ease or comfortable due to illness.",10,9,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
disembark,"To get off a ship, aircraft, or other vehicle; to go ashore or leave a mode of transportation. The process of passengers or cargo leaving a vessel.",verb,dis-em-BARK (emphasis on third syllable),"From prefix ""dis-"" (off) + ""embark"" (to board). Meaning the opposite of embarking or boarding.",English formation from French roots,Passengers were asked to _____ from the plane in an orderly fashion.,"Remember ""dis-EMBARK"" - the opposite of ""embark,"" you get off the vessel instead of getting on.",9,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
disembodied,"Separated from or lacking a physical body; existing without bodily form. Often refers to voices, spirits, or abstract concepts that seem to lack physical presence.",adjective,dis-em-BOD-eed (emphasis on third syllable),"From prefix ""dis-"" (without) + ""embody"" + ""-ed."" Meaning lacking physical embodiment.",English formation,"A _____ voice echoed through the empty hallway, startling the security guard.","Think ""dis-em-BODied"" - without a ""body,"" existing as spirit or voice without physical form.",9,2,4,5,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,False,
disembogue,"To discharge or flow out, especially of a river flowing into the sea; to emerge from a confined space into a larger area. Technical term often used in geography.",verb,dis-em-BOHG (emphasis on third syllable),"From Spanish ""desembocar"" meaning ""to flow out"" (des- ""out"" + emboca ""mouth""). Geographic terminology.",Spanish,The river will _____ into the bay after winding through the mountain valley.,"Remember ""dis-em-BOGUE"" - like ""bogey"" flowing out, water flowing from a narrow space into open water.",9,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
disgorged,"Past tense of disgorge; discharged or poured forth violently or in large quantities; gave up unwillingly. Can refer to liquids, objects, or information being released.",verb,dis-GORJD (emphasis on second syllable),"From Old French ""desgorger"" meaning ""to clear the throat"" (des- ""un-"" + gorge ""throat""). Originally about clearing blockages.",Old French,The bus _____ its passengers at the busy terminal.,"Think ""dis-GORGED"" - like clearing the ""gorge"" (throat), forcefully expelling what was inside.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
disgruntled,Angry or dissatisfied; upset and annoyed due to unfair treatment or unmet expectations. Feeling displeased and resentful about a situation.,adjective,dis-GRUN-tuld (emphasis on second syllable),"From prefix ""dis-"" (reverse) + ""gruntled"" (pleased). Ironically, ""gruntled"" is rarely used; ""disgruntled"" is the common form.",English,The _____ employees complained about the lack of pay raises.,"Remember ""dis-GRUNTled"" - so unhappy you ""grunt"" with displeasure instead of being pleased.",10,2,4,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
disguise,To change the appearance or character of something to conceal its identity; a means of altering one's appearance to avoid recognition. Can be physical or metaphorical concealment.,"verb, noun",dis-GYZE (emphasis on second syllable),"From Old French ""desguiser"" meaning ""to change costume"" (des- ""away"" + guise ""manner, fashion""). Related to disguising identity.",Old French,The spy used a clever _____ to infiltrate the enemy organization.,"Think ""dis-GUISE"" - to change your ""guise"" (appearance) so people can't recognize you.",10,9,3,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
dish,"A shallow, flat-bottomed container for cooking or serving food; a particular type of prepared food; to serve or present food. Can also mean to gossip or provide information.","noun, verb","DISH (rhymes with ""wish"")","From Old English ""disc"" from Latin ""discus"" meaning ""disk, plate."" Related to flat, round serving vessels.",Old English from Latin,She prepared her grandmother's favorite _____ for the family dinner.,"Simple ""DISH"" - like a disk or plate, a flat container for serving food.",10,9,2,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
dishevel,"To make untidy or messy, especially hair or clothing; to disturb the neat arrangement of something. To cause disorder in appearance.",verb,dih-SHEV-ul (emphasis on second syllable),"From Old French ""descheveler"" meaning ""to disarrange the hair"" (des- ""un-"" + chevel ""hair""). Originally about messy hair.",Old French,The strong wind managed to _____ her carefully styled hair.,"Think ""dih-SHEVel"" - to ""shove"" your hair around until it's messy and disheveled.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2021; 2022,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
disinfectant,A chemical agent that destroys or inhibits the growth of harmful microorganisms on surfaces or objects. Used for cleaning and sterilization to prevent infection.,"noun, adjective",dis-in-FEK-tunt (emphasis on third syllable),"From prefix ""dis-"" (remove) + ""infect"" + ""-ant"" suffix. Meaning something that removes infection.",English formation from Latin roots,The hospital staff used a strong _____ to clean all surfaces thoroughly.,"Remember ""dis-INFECT-ant"" - a substance that ""dis"" (removes) ""infection"" to keep things clean.",10,2,4,6,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
disintegration,The process of breaking down or falling apart into small pieces; the destruction of unity or cohesion. Can be physical breakdown or social/organizational collapse.,noun,dis-in-tuh-GRAY-shun (emphasis on fourth syllable),"From prefix ""dis-"" (apart) + ""integrate"" + ""-tion."" Meaning the breakdown of integrated wholeness.",English formation from Latin roots,The _____ of the ancient manuscript made it difficult to read the text.,"Think ""dis-INTEGRATION"" - the opposite of integration, things falling apart instead of coming together.",10,2,5,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
disjunct,"Lacking connection or coherence; disconnected or separate. In logic and linguistics, refers to elements that are mutually exclusive or not related.","adjective, noun",dis-JUNKT (emphasis on second syllable),"From Latin ""disjunctus"" meaning ""separated"" (dis- ""apart"" + jungere ""to join""). Logical and linguistic terminology.",Latin,"The professor's lecture seemed _____, jumping between unrelated topics.","Remember ""dis-JUNCT"" - the opposite of being ""joined,"" things are separated and disconnected.",10,4,3,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dismal,"Causing a mood of gloom or depression; dreary and depressing. Describes conditions, weather, or situations that are particularly bleak or discouraging.",adjective,DIZ-mul (emphasis on first syllable),"From Latin ""dies mali"" meaning ""evil days."" Originally referred to 24 unlucky days in the medieval calendar.",Latin,The _____ weather matched his mood after receiving the disappointing news.,"Think ""DISmal"" - so bad it makes you feel ""dismal"" and gloomy, like evil days.",9,7,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,False,
dismayed,"Feeling troubled, disappointed, or distressed by something unexpected; shocked or concerned by an unpleasant discovery or event.","verb, adjective",dis-MAYD (emphasis on second syllable),"From Old French ""esmayer"" meaning ""to trouble, disturb."" Via prefix ""dis-"" meaning reversal of composure.",Old French,She was _____ to discover that her favorite restaurant had closed.,"Remember ""dis-MAYED"" - your mood is ""dismayed"" when bad news makes you feel troubled and upset.",10,6,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
disneyfication,"The transformation of something (usually a place, story, or experience) to resemble the style of Disney theme parks; making something artificially wholesome, sanitized, or commercialized.",noun,DIZ-nee-fi-KAY-shun (emphasis on fourth syllable),"From ""Disney"" (the company) + ""-fication"" suffix. Modern term describing the process of making things Disney-like.",English (modern formation),Critics argued that the _____ of the historic downtown area removed its authentic character.,"Think ""DISNEY-fication"" - transforming something to be like Disney parks: clean, commercialized, and artificially cheerful.",10,2,5,5,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
disorder,A state of confusion or lack of organization; a medical condition that disrupts normal functioning. Can refer to physical disarray or health problems.,"noun, verb",dis-OR-der (emphasis on second syllable),"From prefix ""dis-"" (not) + ""order."" Meaning the absence or disruption of proper arrangement.",English formation,The therapist specialized in treating anxiety _____.,"Remember ""dis-ORDER"" - the absence of ""order,"" when things are chaotic or not functioning properly.",10,9,3,5,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
disparate,Essentially different in kind; not able to be compared because they are so different. Describes things that are fundamentally unlike each other.,adjective,DIS-par-it (emphasis on first syllable),"From Latin ""disparatus"" meaning ""separated"" (dis- ""apart"" + parare ""to prepare""). Meaning fundamentally different.",Latin,The committee struggled to reconcile the _____ opinions of its members.,"Think ""DIS-parate"" - things so ""disparate"" they can't be ""paired"" together because they're fundamentally different.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dispensation,Permission to be exempted from a rule or usual requirement; the distribution or giving out of something. Often refers to official exemptions or the act of dispensing.,noun,dis-pen-SAY-shun (emphasis on third syllable),"From Latin ""dispensatio"" meaning ""management, distribution"" (dis- ""out"" + pendere ""to weigh""). Administrative terminology.",Latin,The school granted a special _____ allowing the student to graduate despite missing credits.,"Remember ""dis-PENSATION"" - like a ""dispensary,"" the official giving out or dispensing of permissions or exemptions.",10,2,5,5,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,False,
display,To show or exhibit something for others to see; an arrangement or presentation of objects or information. Can be a noun (the exhibition) or verb (the action).,"verb, noun",dis-PLAY (emphasis on second syllable),"From Old French ""despleier"" meaning ""to unfold"" (des- ""un-"" + pleier ""to fold""). Originally about unfolding for viewing.",Old French,The museum will _____ the ancient artifacts in the new Egyptian wing.,"Think ""dis-PLAY"" - to ""play"" something out for others to see, unfolding it for display.",10,9,2,5,,Claude,Claude,Claude,Claude,Claude,Two Bee,2023,2023_Words_of_the_Champions.pdf,False,
disposition,A person's inherent qualities of mind and character; the way something is arranged or organized. Can refer to temperament or the arrangement of things.,noun,dis-puh-ZISH-un (emphasis on third syllable),"From Latin ""dispositio"" meaning ""arrangement"" (dis- ""apart"" + ponere ""to place""). About how things are positioned.",Latin,Her cheerful _____ made her popular among her colleagues.,"Remember ""dis-POSITION"" - your ""position"" or stance in life, how you're naturally disposed to act.",10,2,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
disproportionate,Too large or too small in comparison with something else; lacking proper proportion or balance. Describes something that is not appropriately sized relative to other elements.,adjective,dis-pruh-POR-shun-it (emphasis on third syllable),"From prefix ""dis-"" (not) + ""proportionate."" Meaning lacking proper proportion or balance.",English formation from Latin roots,The punishment seemed _____ to the minor offense committed.,"Think ""dis-PROPORTIONATE"" - not in proper ""proportion,"" too big or too small compared to what's appropriate.",10,2,6,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dispute,"A disagreement or argument, especially an official one; to question the truth or validity of something. Can be a noun (the disagreement) or verb (to argue against).","noun, verb",dis-PYOOT (emphasis on second syllable),"From Latin ""disputare"" meaning ""to weigh, examine"" (dis- ""apart"" + putare ""to think""). Originally about careful examination.",Latin,The neighbors had a lengthy _____ over the property line boundaries.,"Remember ""dis-PUTE"" - to ""dispute"" is to ""put"" forward opposing arguments and disagree.",10,6,2,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
disrepair,"Poor condition due to neglect or age; the state of needing repairs because of deterioration or damage. Describes buildings, objects, or systems that have fallen into bad condition.",noun,dis-rih-PAIR (emphasis on third syllable),"From prefix ""dis-"" (not) + ""repair."" Meaning the absence of proper repair or maintenance.",English formation,The old house had fallen into serious _____ after years of neglect.,"Think ""dis-REPAIR"" - the opposite of being in good repair, needing fixes and maintenance.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,False,
dissemble,"To hide one's true motives, feelings, or beliefs; to disguise or conceal one's real intentions. Often involves acting in a deceptive manner.",verb,dih-SEM-bul (emphasis on second syllable),"From Latin ""dissimulare"" meaning ""to disguise"" (dis- ""apart"" + simulare ""to make like""). Via Old French.",Latin via Old French,The politician tried to _____ his true feelings about the controversial policy.,"Remember ""dih-SEMble"" - like ""disassemble,"" you take apart your true self to hide your real feelings.",9,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dissipate,"To disperse or scatter; to squander or waste something, especially money or energy. Can refer to physical dispersal or wasteful spending.",verb,DIS-uh-payt (emphasis on first syllable),"From Latin ""dissipare"" meaning ""to scatter"" (dis- ""apart"" + supare ""to throw""). About scattering or spreading.",Latin,The morning fog began to _____ as the sun rose higher.,"Think ""DIS-sipate"" - like sipping away little by little, things gradually disappear or get wasted.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,False,
dissolute,Lacking moral restraint; indulging in sensual pleasures or immoral behavior. Describes someone who lives without proper moral boundaries.,adjective,DIS-uh-loot (emphasis on first syllable),"From Latin ""dissolutus"" meaning ""loose, unrestrained"" (dis- ""apart"" + solvere ""to loosen""). Moral terminology.",Latin,The novel depicted the _____ lifestyle of the wealthy aristocrats.,"Remember ""DIS-solute"" - morally ""dissolved,"" with restraints ""dissolved"" away, living without moral boundaries.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,Two Bee,2023,2023_Words_of_the_Champions.pdf,False,
dissolved,Past tense of dissolve; melted or mixed completely with a liquid; officially ended or terminated. Can refer to physical dissolution or organizational disbanding.,verb,dih-ZOLVD (emphasis on second syllable),"From Latin ""dissolvere"" meaning ""to loosen apart"" (dis- ""apart"" + solvere ""to loosen""). Past tense formation.",Latin,The sugar completely _____ in the hot tea.,"Think ""dih-SOLVED"" - something was ""solved"" by breaking apart and mixing completely with liquid.",10,6,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
dissonance,"A lack of harmony or agreement; in music, a combination of notes that sound harsh together. Can refer to musical discord or general conflict.",noun,DIS-uh-nans (emphasis on first syllable),"From Latin ""dissonantia"" meaning ""disagreement in sound"" (dis- ""apart"" + sonare ""to sound""). Musical terminology.",Latin,The _____ between his actions and his stated beliefs was troubling.,"Remember ""DIS-sonance"" - ""dis"" (bad) ""sonance"" (sound), when things don't sound good together.",10,4,4,5,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dissuade,To persuade someone not to take a particular course of action; to advise against doing something. The opposite of persuade.,verb,dih-SWAYD (emphasis on second syllable),"From Latin ""dissuadere"" meaning ""to advise against"" (dis- ""away from"" + suadere ""to advise""). Persuasion terminology.",Latin,Her parents tried to _____ her from dropping out of college.,"Think ""dih-SUADE"" - to ""dis"" someone from being ""swayed,"" convincing them not to do something.",10,4,3,5,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
