word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
belt,A strip of material worn around the waist; a continuous band,/bɛlt/,"From Old English belt, from Latin balteus 'sword belt'","BELT: Basic Equipment - Leather or fabric holding up clothing, Tight around waist",He tightened his _____ after losing weight during his diet.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
belted,Past tense of belt; struck forcefully or wore a belt,/ˈbɛltɪd/,"From belt + -ed, referring to the action of striking or wearing a belt","BELTED: Basic Equipment - Leather Tight around waist, Everyone Dressed properly",The baseball player _____ the ball over the fence for a home run.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.0,False
benches,Plural of bench; long seats for multiple people,/ˈbɛntʃəz/,"From Old English benc, from Proto-Germanic bankiz","BENCHES: Basic Everyone - Nice seating for groups, Comfortable Helpful seats Everyone uses, Seating arrangements",The park had wooden _____ where visitors could rest and enjoy the scenery.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
benedictinearcane,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
beneficent,Doing good or causing good to be done; charitable,/bəˈnɛfɪsənt/,"From Latin beneficent-, from bene 'well' + facere 'to do'","BENEFICENT: Being Everyone's - Nice friend, Encouraging Favorable actions, Inspiring good deeds, Creating Everyone's happiness, Everyone Needs These people",The _____ donor funded scholarships for underprivileged students.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
benefited,Past tense of benefit; received advantage or profit from something,/ˈbɛnəˌfɪtɪd/,"From benefit + -ed, where benefit comes from Latin benefactum 'good deed'","BENEFITED: Being Everyone's - Nice friend, Everyone Feels good, Improved by experience, Everyone Definitely helped",The students _____ greatly from the additional tutoring sessions.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,2.0,False
benefitted,Alternative spelling of benefited; received advantage or profit,/ˈbɛnəˌfɪtɪd/,"From benefit + -ted, alternative spelling with double 't'","BENEFITTED: Being Everyone's - Nice friend, Everyone Feels good, Improved by experience, Everyone definitely Twin help, Two T's, Everyone Definitely helped",The community _____ from the new public transportation system.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,3.0,False
bengal,A region in South Asia; a type of cat breed with spotted markings,/bɛŋˈɡɔl/,"From Bengali Bangla, referring to the region in South Asia","BENGAL: Beautiful Eastern - New Geography Area, Located in south asia",The _____ tiger is known for its distinctive orange coat with black stripes.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.0,False
benighted,In moral or intellectual darkness; ignorant,/bɪˈnaɪtɪd/,"From be- + night + -ed, literally 'overtaken by night', metaphorically 'in darkness'","BENIGHTED: Being Everyone's - Night shadows, In darkness, Greatly lacking enlightenment, Having Terrible Education, Darkness surrounds them",The _____ villagers refused to accept modern medical practices.,Claude,Claude,Claude,,Intermediate,2.0,4.0,1.3,3.0,False
benin,"A country in West Africa, formerly known as Dahomey",/bəˈnin/,From the Bini people and the historical Kingdom of Benin in the region,"BENIN: Beautiful Equatorial - Nation In africa, Nice west african country",_____ is known for its rich cultural heritage and historical bronze sculptures.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.0,False
benison,A blessing; an expression of good wishes,/ˈbɛnɪsən/,"From Old French beneiçon, from Latin benedictio 'blessing'","BENISON: Blessed Everyone - Nice words, Inspiring good fortune, Spiritual blessing, Outstanding wishes, Nice prayer",The priest offered a _____ for the newlyweds' happiness and prosperity.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
bent,Past tense of bend; curved or crooked; determined or inclined,/bɛnt/,"From Old English bendan meaning 'to bend, curve'","BENT: Basic shape - Everyone Notices curved objects, Twisted shape",The old tree was _____ from years of strong coastal winds.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
beowulf,An Old English epic poem about a legendary hero,/ˈbeɪəˌwʊlf/,"From Old English, possibly meaning 'bee wolf' (kenning for bear) or 'war wolf'","BEOWULF: Bold Epic - Outstanding Warrior story, Unique Literature, Legendary Fighter hero",_____ is considered one of the most important works of Old English literature.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
berber,A member of the indigenous peoples of North Africa; their languages,/ˈbɜrbər/,"From Arabic barbar, possibly from Greek barbaros 'foreign'","BERBER: Beautiful Ethnic - people of Real north african heritage, Brave cultural group, Everyone Respects their traditions",The _____ tribes have maintained their distinct culture across North Africa.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,5.0,False
berceuse,A lullaby; a soothing piece of music in lullaby style,/bɛrˈsøz/,"From French berceuse, from bercer 'to rock' (as in rocking a baby to sleep)","BERCEUSE: Beautiful Relaxing - Calming music Everyone enjoys, Useful Soothing music for sleeping, Everyone loves these gentle lullabies","Chopin's _____ in D-flat major is a beloved piano piece with a gentle, rocking rhythm.",Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
bereavement,The state of being deprived of someone close through death; grief,/bɪˈrivmənt/,"From bereave + -ment, where bereave comes from Old English bereafian 'to rob, deprive'","BEREAVEMENT: Being Everyone - Remembers close friend, Everyone grieves, Always Very Emotional, Missing Everyone, Not going to see Them again",The family received support from friends during their time of _____.,Claude,Claude,Claude,,Intermediate,1.7,4.0,1.3,3.5,False
beret,"A flat, round cap typically made of wool or felt",/bəˈreɪ/,"From French béret, from Gascon berret, from Latin birrus 'hooded cloak'","BERET: Basic European - Round head covering, Everyone recognizes this french hat, Traditional stylish cap",The artist wore a black _____ tilted at a jaunty angle.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
bergamot,A citrus fruit used to flavor Earl Grey tea; an aromatic herb,/ˈbɜrɡəˌmɑt/,"From French bergamote, from Italian bergamotto, possibly from Turkish beg armudi 'prince's pear'","BERGAMOT: Beautiful Elegant - Refined citrus fruit, Great Aromatic scent, Making Outstanding Tea flavoring",The distinctive flavor of Earl Grey tea comes from _____ oil.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,5.0,False
bergère,A type of upholstered armchair with exposed wooden frame,/bɛrˈʒɛr/,"From French bergère meaning 'shepherdess', referring to its comfortable, pastoral style","BERGÈRE: Beautiful Elegant - Really Grande furniture, Everyone Recognizes this upholstered chair, Everyone loves comfort",The antique _____ chair was reupholstered in silk damask.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
bermudas,Plural of Bermuda; casual knee-length shorts,/bərˈmjudəz/,"From Bermuda, the island territory where this style of shorts became popular","BERMUDAS: Breezy Easy - Relaxed clothing, Made for hot weather, Useful Daytime Apparel, Summer clothing",He wore khaki _____ and a polo shirt to the country club.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
bermudasamusement,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
bernoulli,Relating to the Bernoulli family of mathematicians or their principles,/bərˈnuli/,"Named after the Bernoulli family, particularly Jakob and Daniel Bernoulli, Swiss mathematicians","BERNOULLI: Brilliant European - Researchers who made Notable advances, Outstanding mathematics, Understood fluid dynamics, Legendary scientists, Learning Important principles",_____ principle explains how airplane wings generate lift through air pressure differences.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.0,3.0,False
berries,"Plural of berry; small, juicy fruits",/ˈbɛriz/,"From Old English berie, from Proto-Germanic bazja","BERRIES: Beautiful Edible - Really Refreshing fruit, In many colors, Everyone Sees them in nature",The forest was full of wild _____ that the hikers could safely eat.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,3.5,False
berry,"A small, round, juicy fruit without a stone",/ˈbɛri/,"From Old English berie, from Proto-Germanic bazja","BERRY: Beautiful Edible - Really tasty sweet fruit, Round tiny fruit, Everyone loves them, Yummy snacks",She picked a ripe _____ from the bush and popped it into her mouth.,Claude,Claude,Claude,,Intermediate,1.0,2.5,1.3,3.5,False
berserk,Wildly frenzied and out of control; extremely violent or destructive,/bərˈsɜrk/,"From Old Norse berserkr, from ber 'bear' + serkr 'shirt', referring to Norse warriors","BERSERK: Brutal Enraged - Really Savage warrior, Extremely violent Rage, Killing intensely",The crowd went _____ when their team scored the winning goal.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
berth,A sleeping place on a ship or train; a mooring place for a ship,/bɜrθ/,"Probably from bear (to carry) + -th, originally meaning 'sea room'","BERTH: Boat Everyone - Rests There, Home sleeping space on ship",The passenger reserved a private _____ for the overnight train journey.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.3,3.0,False
beseech,To ask someone urgently and fervently to do something; to implore,/bɪˈsitʃ/,"From Middle English bisechen, from be- + sechen 'to seek'","BESEECH: Beg Everyone - Seriously Earnestly asking, Everyone Carefully Hears pleading requests",I _____ you to reconsider your decision before it's too late.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,3.5,False
besieged,Past tense of besiege; surrounded and attacked; overwhelmed,/bɪˈsidʒd/,"From Middle English besegen, from be- + sege 'siege'","BESIEGED: Being Everyone - Surrounded by enemies, In military attack, Everyone Given difficulty, Everyone Defended against attackers",The castle was _____ for months before the defenders finally surrendered.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.3,3.5,False
besmirch,To damage someone's reputation; to make dirty or stained,/bɪˈsmɜrtʃ/,"From be- + smirch (to make dirty), from Middle English smorchan","BESMIRCH: Being Someone's - reputation damaged, Making reputation stained, In public, Reducing Credibility, Hurting reputation deliberately",The scandal threatened to _____ the politician's previously spotless reputation.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
bespoke,Custom-made; made to order according to individual requirements,/bɪˈspoʊk/,"From be- + spoke (past tense of speak), originally meaning 'spoken for' or ordered","BESPOKE: Being Specifically - Perfectly Ordered custom item, Keeping Everyone happy with personalized goods",The gentleman wore a _____ suit tailored specifically for his measurements.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
bessemer,Relating to a steelmaking process invented by Henry Bessemer,/ˈbɛsəmər/,"Named after Sir Henry Bessemer, British inventor of the steel-making process","BESSEMER: Better Efficient - Steel making process, Everyone Makes steel more efficiently, Revolutionizing metal production",The _____ process revolutionized steel production in the 19th century.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.0,False
best,Of the highest quality; most excellent,/bɛst/,"From Old English betst, superlative of good","BEST: Better Everyone - Superior To all others, Top quality",She always tried to do her _____ work on every assignment.,Claude,Claude,Claude,,Intermediate,2.0,2.5,1.3,3.5,False
bestial,Of or like an animal; savagely cruel,/ˈbɛstʃəl/,"From Latin bestialis, from bestia meaning 'beast'","BESTIAL: Brutal Extremely - Savage behavior, Terrible cruel Instincts, Animal-Like cruelty",The prisoner's _____ treatment shocked the human rights investigators.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.3,2.0,False
bestie,Informal term for best friend,/ˈbɛsti/,"From best + -ie diminutive suffix, informal for 'best friend'","BESTIE: Best Special - The closest friend, Important close friend, Everyone loves their closest companion",She and her _____ have been inseparable since elementary school.,Claude,Claude,Claude,,Intermediate,2.5,3.0,1.0,3.0,False
bestow,To give or present as a gift or honor,/bɪˈstoʊ/,"From Middle English bestowen, from be- + stowen 'to place'","BESTOW: Being Special - To give someone something, Outstanding gift, Wonderful present delivered",The university will _____ an honorary degree upon the distinguished alumnus.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.0,3.5,False
bethesda,A biblical pool in Jerusalem; a place of healing,/bəˈθɛzdə/,From Hebrew beth hesda meaning 'house of mercy' or 'house of grace',"BETHESDA: Biblical Every - Totally Healing place, Everyone Seeking healing, Divine healing, Amazing healing place",The hospital was named _____ in reference to the biblical place of healing.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,5.0,False
betony,"A purple-flowered plant of the mint family, historically used medicinally",/ˈbɛtəni/,"From Latin betonica, possibly from Vettones, a Spanish tribe that used the plant","BETONY: Beautiful Effective - Traditional healing plant, Outstanding Natural medicine, Years of medicinal use",Medieval herbalists valued _____ for its supposed ability to cure headaches.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
betrothal,A formal engagement to be married; the act of becoming engaged,/bɪˈtroʊθəl/,"From betroth + -al, where betroth comes from Middle English, from be- + troth 'faith'","BETROTHAL: Being Together - really committed relationship, Romantic Official announcement, Together two people, Hopeful wedding celebration, All families involved, Love commitment ceremony",The _____ ceremony was attended by both families to celebrate the engagement.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,3.5,False
better,Of higher quality or more excellent; improved,/ˈbɛtər/,"From Old English betera, comparative of good","BETTER: Being Everyone - Top quality, Totally Excellent, Really improved condition",The new medicine made her feel much _____ within a few days.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.5,False
between,In the space separating two objects; in the time separating two events,/bɪˈtwin/,"From Old English betweonum, from be- + tweonum 'two each'","BETWEEN: Being Two - We can see the space, Exactly Exactly in the middle of them, Nothing else around",The cat sat _____ the two dogs on the couch.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,3.5,False
