"word","definition","part_of_speech","pronunciation_guide","etymology","language_origins","definition_source","pronunciation_source","etymology_source","example_sentence","example_sentence_source","memory_tip","memory_tip_source","difficulty_phonetic","difficulty_semantic","difficulty_morphological","difficulty_etymological","difficulty","years","source_files","source_difficulties","combined_words_detected","incomplete_word_detected","parsing_errors"
"fastuous","Fastuous describes someone who is arrogant, haughty, or disdainful, particularly someone who looks down on others with contempt or superiority. The word suggests an attitude of proud disdain combined with ostentation or showiness. A fastuous person not only feels superior to others but displays this superiority in an offensive, pompous manner. The term implies both internal arrogance and external display of that arrogance, making it particularly objectionable to those who encounter such behavior.","adjective","FAS-choo-us","From Latin ""fastuosus"" meaning ""haughty"" or ""proud,"" derived from ""fastus"" meaning ""pride"" or ""disdain.""","Latin","Claude","Claude","Claude","The _______ nobleman treated the servants with such obvious contempt that even his peers found his behavior offensive.","Claude","Remember ""FAST-uous"" - someone who thinks they're too FAST (superior) for others, acting haughty and pompous.","Claude","1","4","2","3","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"fata","Fata is a Latin word meaning ""fate"" or ""destiny,"" often used in legal and academic contexts in phrases like ""fata morgana"" (a type of mirage) or in discussions of classical literature and philosophy. In mythology and literature, fata can refer to the Fates, the three goddesses who controlled human destiny in Greek and Roman mythology. The word represents the concept of predetermined destiny or the inevitable course of events that cannot be changed by human action.","Latin noun used in English contexts","FAH-tah","From Latin ""fata,"" plural of ""fatum"" meaning ""that which is spoken"" or ""fate,"" derived from ""fari"" meaning ""to speak.""","Latin","Claude","Claude","Claude","The classical scholar discussed how ancient Romans believed in _______ as an unchangeable force governing human lives.","Claude","Remember ""FATA"" - sounds like FATE-ah, representing the ancient concept of predetermined destiny.","Claude","1","4","1","3","","2022","2022 Words of the Champions_low_ink_printable.pdf","Two Bee","False","False",""
"father","Father refers to a male parent, the man who has biological or adoptive responsibility for a child. In broader contexts, father can mean the founder or originator of something, such as ""the father of modern science."" The term also applies to priests in many Christian denominations, reflecting their spiritual parental role. Father represents concepts of protection, guidance, authority, and nurturing within family and social structures. The word carries deep emotional and social significance across cultures.","noun, verb","FAH-ther","From Old English ""fæder,"" related to Latin ""pater"" and Greek ""pater,"" all from the Indo-European root meaning ""father.""","Old English, Indo-European","Claude","Claude","Claude","The young _______ read bedtime stories to his daughter every night before she went to sleep.","Claude","Remember ""FATHER"" - the male parent who helps you go FARther in life through guidance and support.","Claude","2","4","1","1","","2021; 2025","2021_Printable_Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee","False","False",""
"fatimid","Fatimid refers to a medieval Islamic dynasty that ruled parts of North Africa and the Middle East from 909 to 1171 CE. The Fatimids claimed descent from Fatima, the daughter of the Prophet Muhammad, and established a caliphate that rivaled the Abbasid Caliphate in Baghdad. They founded the city of Cairo and built the famous Al-Azhar University. The Fatimid period was marked by significant cultural, architectural, and intellectual achievements, as well as religious tolerance and trade prosperity.","adjective, noun","FAT-uh-mid","From Arabic ""Fāṭimī,"" referring to Fatimah, daughter of Prophet Muhammad. The dynasty claimed descent from her lineage.","Arabic","Claude","Claude","Claude","The museum's Islamic art collection includes beautiful ceramics and textiles from the _______ period.","Claude","Remember ""FATI-mid"" - the dynasty in the MIDdle of Islamic history that claimed descent from FATIma.","Claude","1","4","1","3","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"fatshedera","Fatshedera is a hybrid houseplant created by crossing Fatsia japonica and Hedera helix (English ivy). This evergreen plant combines characteristics of both parents, featuring large, glossy, palmate leaves similar to Fatsia but with some of the climbing tendencies of ivy. Fatshedera is popular as an indoor plant because it tolerates low light conditions and is relatively easy to care for. The plant can be grown as a bushy shrub or trained to climb, making it versatile for interior decoration.","noun","fat-SHED-er-ah","Botanical hybrid name combining ""Fatsia"" (the genus of one parent plant) and ""Hedera"" (the genus of the other parent plant).","Latin (botanical nomenclature)","Claude","Claude","Claude","The office lobby featured several large _______ plants that thrived in the low-light environment.","Claude","Remember ""FATS-HED-era"" - a plant that's FAT like Fatsia but climbs like ivy in the SHED, combining both traits.","Claude","2","4","1","3","","2023; 2024; 2025","2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee; Two Bee","False","False",""
"fatuously","Fatuously means in a foolish, silly, or pointlessly stupid manner, typically describing behavior or speech that lacks intelligence or common sense. When someone acts fatuously, they demonstrate a complacent kind of foolishness, often combined with an unawareness of their own stupidity. The word suggests not just simple ignorance but a kind of self-satisfied foolishness that prevents the person from recognizing their own lack of wisdom. Fatuous behavior often appears confident despite being fundamentally misguided.","adverb","FACH-oo-us-lee","From ""fatuous"" (from Latin ""fatuus"" meaning ""foolish"" or ""silly"") plus the adverb suffix ""-ly.""","Latin","Claude","Claude","Claude","He smiled _______ while explaining his obviously flawed theory, completely unaware of how ridiculous he sounded.","Claude","Remember ""FATU-ously"" - acting so foolishly that you're FAT with stupidity, bloated with silly confidence.","Claude","1","4","1","3","","2020; 2021; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee","False","False",""
"faucet","A faucet is a device that controls the flow of liquid, typically water, from a pipe or container. Most commonly found in kitchens, bathrooms, and utility areas, faucets allow users to start, stop, and regulate the flow of water for various purposes such as washing, drinking, or cleaning. Modern faucets come in various styles and may include features like temperature control, spray settings, or motion sensors. The term is primarily used in American English, while ""tap"" is more common in British English.","noun","FAW-sit","From Old French ""fausset"" meaning ""bung"" (cork for a cask), derived from ""faux"" meaning ""false,"" referring to the removable nature of the stopper.","Old French","Claude","Claude","Claude","She turned the kitchen _______ handle clockwise to stop the dripping water that had been annoying her all morning.","Claude","Remember ""FAU-cet"" - a device to PAUSE-it (stop) the flow of water when you turn the handle.","Claude","1","4","1","2","","2020; 2021","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf","One Bee","False","False",""
"fauchard","A fauchard is a type of medieval European polearm weapon, featuring a long wooden shaft topped with a curved, single-edged blade resembling a large sickle or billhook. This weapon was primarily used by infantry soldiers and was effective against cavalry and other foot soldiers. The curved blade could be used for slashing, hooking, or pulling opponents off balance. Fauchards were common from the 12th to 16th centuries and represent an important development in medieval weaponry, combining reach with cutting power.","noun","foh-SHAR","From Old French ""fauchard,"" related to ""faux"" meaning ""scythe"" or ""sickle,"" referring to the curved blade shape.","Old French","Claude","Claude","Claude","The museum's medieval weapons display included a well-preserved 14th-century _______ with intricate engravings on the blade.","Claude","Remember ""fau-CHARD"" - a weapon that's HARD and looks like a FAUx (scythe), curved for slashing.","Claude","2","4","1","2","","2023; 2024; 2025","2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee; Two Bee","False","False",""
"fault","Fault has several meanings depending on context. As a noun, it can mean a defect, flaw, or imperfection in something, or responsibility for a mistake or problem. In geology, a fault is a fracture in rock where movement has occurred. In tennis and other sports, a fault is a rule violation. As a verb, fault means to criticize or find defects in something. The word generally relates to problems, defects, or the assignment of blame for difficulties or failures.","noun, verb","FAWLT","From Old French ""faute"" meaning ""defect"" or ""lacking,"" ultimately from Latin ""fallere"" meaning ""to deceive"" or ""to fail.""","Latin, Old French","Claude","Claude","Claude","The engineer couldn't find any _______ with the bridge's design after conducting a thorough safety inspection.","Claude","Remember ""FAULT"" - when something FALLs short of perfection, there's a fault or flaw that needs attention.","Claude","1","4","1","3","","2020; 2024","2020 Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf","One Bee; Three Bee","False","False",""
"faux","Faux is a French word meaning ""false"" or ""fake,"" commonly used in English to describe imitations or artificial versions of genuine materials or styles. When something is described as faux, it is designed to look like something else, typically something more expensive or luxurious. Common examples include faux leather, faux fur, or faux finishes in interior decoration. The term can also describe artificial behavior or emotions that are not genuine, such as faux sincerity or faux sophistication.","adjective","FOH","From French ""faux"" meaning ""false,"" ultimately from Latin ""falsus,"" past participle of ""fallere"" meaning ""to deceive.""","French, Latin","Claude","Claude","Claude","The designer chose _______ marble tiles for the bathroom because they provided the elegant look of real stone at a fraction of the cost.","Claude","Remember ""FAUX"" - sounds like ""foe,"" something that's an enemy of authenticity, pretending to be real but false.","Claude","1","4","1","3","","2020; 2021; 2022; 2023","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf","One Bee; Two Bee","False","False",""
"favorite","Favorite describes something or someone that is preferred above all others, regarded with special liking or affection. As a noun, favorite refers to the person or thing that is most preferred or likely to succeed. In competitions, the favorite is the competitor expected to win. The word indicates a choice based on personal preference, superior qualities, or past performance. Favorites often receive special attention, treatment, or consideration due to their preferred status.","adjective, noun","FAY-vur-it","From French ""favori,"" from Italian ""favorito,"" past participle of ""favorire"" meaning ""to favor,"" ultimately from Latin ""favor.""","Latin, Italian, French","Claude","Claude","Claude","Chocolate ice cream has been her _______ dessert since childhood, and she always orders it when available.","Claude","Remember ""FAVOR-ite"" - the thing you FAVOR most, the one you prefer above all others.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"favourite","Favourite is the British spelling of ""favorite,"" describing something or someone that is preferred above all others or regarded with special liking. The word carries the same meanings as the American spelling, referring to preferred choices, expected winners in competitions, or items that receive special treatment due to their preferred status. The British spelling maintains the ""u"" that appears in many British English words derived from French or Latin sources.","adjective, noun","FAY-vur-it","British spelling of ""favorite,"" from French ""favori,"" ultimately from Latin ""favor"" meaning ""goodwill"" or ""support.""","Latin, French","Claude","Claude","Claude","The British author's _______ writing spot was a quiet corner of the local library overlooking the garden.","Claude","Remember ""FAVOUR-ite"" - the British way to spell what you favor most, with the extra ""u"" for ""United Kingdom.""","Claude","1","4","1","3","","2020; 2021; 2022; 2023","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf","One Bee; Two Bee","False","False",""
"fealty","Fealty is a feudal tenant's or vassal's sworn loyalty to their lord, representing a formal allegiance that included obligations of service and support. In medieval society, fealty was a cornerstone of the feudal system, creating binding relationships between nobles and their subordinates. More broadly, fealty means faithfulness, loyalty, or allegiance to a person, cause, or principle. The concept involves both emotional commitment and formal obligation, creating bonds that were expected to endure through difficult circumstances.","noun","FEE-ul-tee","From Old French ""feauté,"" from Latin ""fidelitas"" meaning ""faithfulness,"" derived from ""fidelis"" meaning ""faithful.""","Latin, Old French","Claude","Claude","Claude","The knight swore _______ to his lord, promising to serve faithfully in both war and peace.","Claude","Remember ""FEALTY"" - FEE-like loyalty, a formal commitment that's as valuable as paying a fee for protection.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"fearsome","Fearsome describes something that inspires fear or dread due to its frightening, formidable, or intimidating nature. When something is fearsome, it possesses qualities that make people afraid or apprehensive, such as size, power, appearance, or reputation. The word can apply to physical threats like fearsome predators, or to abstract concepts like fearsome responsibilities. Fearsome suggests an objective quality that naturally provokes fear rather than fear based on misunderstanding or irrationality.","adjective","FEER-sum","From ""fear"" (from Old English ""fǣr"") plus the suffix ""-some"" meaning ""characterized by"" or ""tending to cause.""","Old English","Claude","Claude","Claude","The _______ storm approached with dark clouds and lightning that made everyone seek shelter immediately.","Claude","Remember ""FEAR-some"" - something that causes FEAR in SOME people, or makes everyone afraid.","Claude","1","4","1","1","","2020","2020 Words_of_the_Champions.pdf","One Bee","False","False",""
"feasibility","Feasibility refers to the state or degree of being easily or conveniently done, achieved, or accomplished. When something has feasibility, it is practical and realistic to implement given available resources, time, and circumstances. Feasibility studies are common in business and project planning to determine whether proposed ventures are viable. The concept involves analyzing practical constraints, costs, benefits, and potential obstacles to determine whether a goal or project can be successfully completed.","noun","fee-zuh-BIL-i-tee","From ""feasible"" (from French ""faisable"" meaning ""doable"") plus the suffix ""-ity"" indicating a state or quality.","French, Latin","Claude","Claude","Claude","The engineering team conducted a thorough _______ study before recommending the construction of the new bridge.","Claude","Remember ""FEASIBIL-ity"" - the ability to make something feasible, the capacity to turn plans into reality.","Claude","1","4","2","3","","2020","2020 Words_of_the_Champions.pdf","One Bee","False","False",""
"feast","A feast is a large, elaborate meal typically prepared for a special occasion or celebration, featuring an abundance of food and often multiple courses. Feasts are associated with holidays, religious observances, weddings, and other significant events where people gather to share food and companionship. As a verb, feast means to eat heartily or to enjoy something with great pleasure. The word emphasizes abundance, celebration, and communal enjoyment of food and fellowship.","noun, verb","FEEST","From Old French ""feste,"" from Latin ""festa,"" plural of ""festum"" meaning ""holiday"" or ""celebration.""","Latin, Old French","Claude","Claude","Claude","The thanksgiving _______ included turkey, stuffing, cranberry sauce, and pumpkin pie, bringing the whole family together.","Claude","Remember ""FEAST"" - a meal that's FIT for celebration, where everyone can eat with great pleasure and abundance.","Claude","1","4","1","3","","2025","2025 Words of Champion _1_.pdf","Three Bee","False","False",""
"featherbrained","Featherbrained describes someone who is silly, scatterbrained, or lacking in intelligence or seriousness. The term suggests a person whose mind is as light and insubstantial as feathers, easily blown about by every passing thought or distraction. Someone who is featherbrained has difficulty focusing, makes poor decisions, or acts in foolish ways. While sometimes used affectionately, the term generally implies criticism of someone's mental capabilities or tendency toward frivolous behavior.","adjective","FETH-er-braynd","Compound word combining ""feather"" (light, insubstantial) and ""brained,"" suggesting a brain as light as feathers.","English","Claude","Claude","Claude","Her _______ decision to buy a dozen pairs of shoes on sale left her unable to pay rent that month.","Claude","Remember ""FEATHER-brained"" - a brain as light as FEATHERs, easily blown around by silly thoughts.","Claude","2","4","2","1","","2021","2021_Printable_Words of the Champions.pdf","One Bee","False","False",""
"feats","Feats are impressive or difficult achievements that require considerable skill, strength, or courage to accomplish. The word typically describes extraordinary accomplishments that stand out due to their difficulty, rarity, or the exceptional ability they demonstrate. Feats can be physical, such as athletic achievements, intellectual, such as solving complex problems, or creative, such as artistic masterpieces. The term emphasizes the remarkable nature of the accomplishment and the admiration it deserves.","noun (plural)","FEETS","From Old French ""fait"" meaning ""deed"" or ""action,"" ultimately from Latin ""factum"" meaning ""something done.""","Latin, Old French","Claude","Claude","Claude","The gymnast's incredible _______ of strength and balance earned her a standing ovation from the amazed audience.","Claude","Remember ""FEATS"" - impressive deeds that make people say ""that's NEAT!"" because they're so extraordinary.","Claude","1","4","1","3","","2020","2020 Words_of_the_Champions.pdf","One Bee","False","False",""
"featured","Featured describes something that is prominently displayed, highlighted, or given special attention. When something is featured, it is presented as a main attraction, important element, or noteworthy component. The word can apply to products in advertisements, articles in publications, performances in shows, or any item that receives emphasis or special presentation. Featured items are typically selected for their quality, importance, or appeal to the intended audience.","adjective (past participle)","FEE-churd","From ""feature,"" ultimately from Old French ""faiture"" meaning ""formation,"" from Latin ""factura"" meaning ""making"" or ""formation.""","Latin, Old French","Claude","Claude","Claude","The _______ artist at tonight's concert is known for her powerful vocals and emotional performances.","Claude","Remember ""FEATURED"" - given special treatment like a FEATURE film, prominently displayed and highlighted.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"features","Features are distinctive characteristics, qualities, or parts that help define or identify something. The word can describe physical characteristics of a person's face, functional aspects of a product, natural formations of landscape, or special articles in publications. Features are the notable elements that make something recognizable or give it particular value. In various contexts, features represent the key attributes that distinguish one thing from another or make it useful and appealing.","noun (plural), verb","FEE-churz","From ""feature,"" from Old French ""faiture"" meaning ""formation,"" ultimately from Latin ""factura"" meaning ""act of making.""","Latin, Old French","Claude","Claude","Claude","The new smartphone's best _______ include a high-resolution camera and extended battery life.","Claude","Remember ""FEATURES"" - the special characteristics that make something stand out, like a creature's distinctive traits.","Claude","1","4","1","3","","2024","2024 Words of the Champions.pdf","Three Bee","False","False",""
"featuring","Featuring means presenting or highlighting someone or something as a main attraction or important element. When something is featuring a particular person, product, or characteristic, it is giving that element prominence or special attention. The word is commonly used in entertainment, advertising, and media to indicate what or whom is being specially presented or emphasized. Featuring suggests intentional selection and prominent display of the highlighted element.","verb (present participle)","FEE-chur-ing","Present participle of ""feature,"" from Old French ""faiture,"" ultimately from Latin ""factura"" meaning ""making.""","Latin, Old French","Claude","Claude","Claude","The magazine cover is _______ an interview with the famous director about her latest film project.","Claude","Remember ""FEATUR-ing"" - actively putting something in the spotlight as a main FEATURE, showcasing it prominently.","Claude","1","4","1","3","","2020; 2021; 2022; 2023; 2024; 2025","2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","One Bee; Three Bee; Two Bee","False","False",""
"feckless","Feckless describes someone who is weak, ineffective, or irresponsible, lacking in initiative, competence, or strength of character. A feckless person typically fails to achieve goals due to poor planning, lack of determination, or inability to take effective action. The word suggests not just failure but a fundamental weakness in approach or character that prevents success. Feckless behavior often involves making poor decisions or failing to make decisions at all when action is needed.","adjective","FEK-lis","From Scottish ""feck"" (effect, strength) plus ""-less,"" literally meaning ""without effect"" or ""without strength.""","Scottish English","Claude","Claude","Claude","His _______ approach to managing the project resulted in missed deadlines and frustrated team members.","Claude","Remember ""FECK-less"" - without EFFECT or strength, lacking the power to accomplish anything meaningful.","Claude","1","4","1","1","","2023; 2024; 2025","2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf","Three Bee; Two Bee","False","False",""
