word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,definition_source,pronunciation_source,etymology_source,memory_tip_source,example_sentence_source,source_difficulty,years,source_files,is_error,error_message
dropsonde,A weather measurement device dropped from an aircraft to collect atmospheric data as it falls through the air.,noun,DROP-sond (emphasis on first syllable),"From ""drop"" + ""sonde"" (French for ""probe""). Meteorological instrument terminology.",English + French,The hurricane hunters released a _____ to measure wind speed and pressure inside the storm.,"Remember ""DROP-sonde"" - a weather ""sonde"" (probe) that you ""drop"" from planes to measure storms.",10,4,3,6,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
drowsy,Sleepy and lethargic; half asleep; causing sleepiness or inactivity.,adjective,DROW-zee (emphasis on first syllable),"From ""drowse"" (related to Old English ""drūsian"" meaning ""to be sluggish"") + ""-y"" suffix.",Old English,The warm afternoon sun made him feel _____ during the long lecture.,"Think ""DROWsy"" - you ""drow"" (almost drown) in sleepiness, feeling tired and sluggish.",10,6,2,4,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
drudgery,"Hard, menial, or dull work; tedious and monotonous labor that lacks interest or excitement.",noun,DRUJ-er-ee (emphasis on first syllable),"From ""drudge"" (from Middle English ""druggen"" meaning ""to work hard"") + ""-ery"" suffix.",Middle English,Washing dishes every night felt like pure _____ to the restaurant worker.,"Remember ""DRUDGery"" - ""drudge"" work that's a drag, tedious labor that feels like drudgery.",10,4,4,4,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,False,
druid,A member of the ancient Celtic priesthood; a practitioner of nature-based spirituality. Historical and mythological figure.,noun,DROO-id (emphasis on first syllable),"From Latin ""druides"" from Gaulish. Celtic religious terminology.",Celtic via Latin,The ancient _____ conducted ceremonies in sacred groves of oak trees.,"Think ""DROO-id"" - Celtic priests who ""drew"" power from nature and trees.",10,7,2,4,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
drum,A percussion instrument with a stretched membrane; a cylindrical container; to play drums or make drumming sounds.,"noun, verb","DRUM (rhymes with ""come"")","From Middle Dutch ""tromme"" or Middle Low German ""trumme."" Musical terminology.",Germanic,The marching band's bass _____ kept everyone in perfect rhythm.,"Simple ""DRUM"" - an instrument that makes ""thrum"" sounds when you beat it rhythmically.",10,9,2,4,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
drumlin,"An elongated hill formed by glacial action, typically composed of glacial sediment. Geological landform terminology.",noun,DRUM-lin (emphasis on first syllable),"From Irish ""droim"" meaning ""ridge"" + diminutive ""-lin."" Geological terminology.",Irish,The landscape featured several _____ formations left behind by ancient glaciers.,"Remember ""DRUM-lin"" - small hills that look like little ""drums"" scattered across the landscape.",10,4,2,4,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
drupiferous,"Bearing stone fruits; producing drupes (fruits with a hard stone containing the seed, like cherries or peaches).",adjective,droo-PIF-er-us (emphasis on second syllable),"From Latin ""drupa"" (overripe olive) + ""ferous"" (bearing). Botanical terminology.",Latin,"The orchard contained many _____ trees, including cherries, plums, and peaches.","Think ""drupe-IFER-ous"" - trees that ""bear"" (ferous) ""drupes"" (stone fruits) like cherries.",10,2,4,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dubhe,"The brightest star in the constellation Ursa Major (the Great Bear), also known as Alpha Ursae Majoris.",noun,DUB-hee (emphasis on first syllable),"From Arabic ""dubb"" meaning ""bear."" Astronomical terminology.",Arabic,Astronomers use _____ as a reference point for locating other stars in the Big Dipper.,"Remember ""DUB-he"" - you can ""dub"" this star the brightest in the Great Bear constellation.",10,7,2,4,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dubiously,In a doubtful or uncertain manner; with skepticism or suspicion; questionably or unreliably.,adverb,DOO-bee-us-lee (emphasis on first syllable),"From Latin ""dubiosus"" meaning ""doubtful"" + ""-ly"" suffix. About uncertainty and doubt.",Latin,She looked at him _____ when he claimed to have finished all his homework.,"Remember ""DOO-biously"" - when you ""doubt"" something, you look at it dubiously with suspicion.",10,4,4,4,,Claude,Claude,Claude,Claude,Claude,One Bee,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,False,
dubitante,"A legal term meaning ""doubting"" or ""with doubt""; used in judicial opinions to indicate uncertainty about a decision.","adjective, adverb",doo-bi-TAN-tay (emphasis on third syllable),"From Latin ""dubitans"" meaning ""doubting"" (from dubitare ""to doubt""). Legal terminology.",Latin,"The judge wrote a _____ opinion, expressing some uncertainty about the precedent.","Think ""doo-bi-TANTE"" - a legal ""aunt"" who always doubts and questions legal decisions.",10,4,3,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
dubuque,"A city in Iowa, United States, located on the Mississippi River. Named after Julien Dubuque, a French-Canadian explorer.",noun (proper),duh-BYOOK (emphasis on second syllable),"Named after Julien Dubuque, French-Canadian fur trader. Geographic proper noun.",French (surname),The riverboat stopped at _____ during its journey down the Mississippi River.,"Remember ""duh-BYOOK"" - sounds like ""the book,"" a city you might read about in a geography book.",8,4,2,4,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
ducats,Historical gold or silver coins used in various European countries; valuable coins associated with trade and wealth.,noun,DUK-ats (emphasis on first syllable),"From Italian ""ducato"" from Medieval Latin ""ducatus"" (duchy). Historical monetary terminology.",Italian from Latin,The merchant's pouch was heavy with gold _____ from his successful trading ventures.,"Think ""DUC-ats"" - ""duke"" coins, valuable money used by dukes and wealthy European rulers.",10,7,2,4,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,False,
duchy,The territory ruled by a duke or duchess; a dukedom or the rank and jurisdiction of a duke.,noun,DUCH-ee (emphasis on first syllable),"From Old French ""duchié"" from ""duc"" meaning ""duke."" Political and territorial terminology.",Old French,The _____ of Cornwall has been held by the heir to the British throne for centuries.,"Remember ""DUCH-y"" - the land ruled by a ""duchess"" or duke, their royal territory.",8,7,2,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,False,
duchypagoda,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,True,"Combined word error: ""duchypagoda"" appears to be ""duchy"" + ""pagoda"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
duckling,A young duck; a small or baby duck that has not yet reached maturity.,noun,DUK-ling (emphasis on first syllable),"From ""duck"" + ""-ling"" (diminutive suffix). About young or small animals.",English,The yellow _____ followed its mother closely as they swam across the pond.,"Simple ""DUCK-ling"" - a little ""duck"" that's still small and young, just learning to swim.",10,6,4,4,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,False,
duddy,"Ragged or tattered clothing; old, worn-out garments. Archaic term for shabby clothes.",noun,DUD-ee (emphasis on first syllable),"Origin uncertain, possibly from ""dud"" meaning something that fails. About worn clothing.",English (uncertain origin),The beggar wore only _____ and had no proper shoes on his feet.,"Think ""DUD-dy"" - clothes that are ""duds,"" so worn out they're hardly clothing anymore.",10,7,2,4,,Claude,Claude,Claude,Claude,Claude,One Bee,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,False,
dudgeon,"A feeling of offense or resentment; indignation or anger, especially when feeling slighted or insulted.",noun,DUJ-un (emphasis on first syllable),"Origin uncertain, possibly from Anglo-French. About feelings of offense and resentment.",English (uncertain origin),He left the meeting in high _____ after being publicly criticized.,"Remember ""DUD-geon"" - when someone treats you like a ""dud,"" you feel dudgeon (resentment).",10,4,2,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
dudley,"A place name; various towns and locations, most notably Dudley in England. Also used as a given name.",noun (proper),DUD-lee (emphasis on first syllable),"From Old English ""Dodda's leah"" meaning ""Dodda's meadow."" Geographic and personal name.",Old English,The family traced their ancestry back to _____ in the West Midlands of England.,"Remember ""DUD-ley"" - a place name that sounds like ""dud"" + ""lee"" (meadow).",10,7,2,4,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
duello,The practice or art of dueling; the code of honor governing formal combat between two people.,noun,doo-EL-oh (emphasis on second syllable),"From Italian ""duello"" from Latin ""duellum"" (combat between two). About formal fighting.",Italian from Latin,The nobleman challenged his rival according to the strict rules of _____.,"Think ""doo-ELLO"" - a formal ""duel"" between two people, following the code of duello.",10,7,2,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dulcet,"Sweet and soothing, especially referring to sounds; melodious and pleasant to hear.",adjective,DUL-sit (emphasis on first syllable),"From Latin ""dulcis"" meaning ""sweet."" About pleasant, sweet sounds.",Latin,Her _____ voice made even the most boring lecture sound interesting.,"Remember ""DUL-cet"" - sounds so sweet they're ""dull"" (calming) and ""set"" your mind at ease.",10,7,2,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,False,
dulcinea,"An idealized beloved woman; a sweetheart or lady love, especially one who is idolized from afar.",noun,dul-si-NEE-ah (emphasis on third syllable),"From ""Dulcinea del Toboso,"" Don Quixote's idealized beloved in Cervantes' novel. Literary terminology.",Spanish (literary),"He wrote poetry to his _____, though she barely knew he existed.","Think ""dul-ci-NEA"" - like ""near,"" an idealized woman who seems ""dulce"" (sweet) but far away.",10,4,3,4,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
dumbwaiter,"A small freight elevator used for carrying food, dishes, or other items between floors in a building.",noun,DUM-way-ter (emphasis on first syllable),"From ""dumb"" (silent) + ""waiter."" A silent servant that carries items between floors.",English,The restaurant used a _____ to send food from the kitchen to the dining room upstairs.,"Remember ""DUMB-waiter"" - a ""dumb"" (silent) ""waiter"" that carries things without speaking.",9,4,3,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,False,
dunk,"To dip or plunge something briefly into liquid; in basketball, to thrust the ball down through the hoop.","verb, noun","DUNK (rhymes with ""bunk"")","From Pennsylvania German ""dunke"" meaning ""to dip."" About plunging into liquid.",Pennsylvania German,She loved to _____ her cookies in milk before eating them.,"Simple ""DUNK"" rhymes with ""sunk"" - you dunk things down until they're briefly sunk in liquid.",9,9,2,4,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
dunkin,"Present participle of ""dunk"" (informal); the action of dipping or plunging repeatedly. Also a brand name.",verb,DUN-kin (emphasis on first syllable),"From ""dunk"" + ""-in"" suffix. Informal present participle of dipping action.",English,He was _____ his donut in coffee when the phone rang.,"Remember ""DUNK-in"" - the action of ""dunking"" something ""in"" liquid repeatedly.",9,7,2,4,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
duodenum,"The first part of the small intestine, immediately following the stomach. Anatomical term for digestive system.",noun,doo-oh-DEE-num (emphasis on third syllable),"From Latin ""duodenum"" meaning ""twelve each"" (about twelve finger-widths long). Anatomical terminology.",Latin,The surgeon repaired a perforation in the patient's _____.,"Think ""doo-oh-DENUM"" - the part of intestine about ""twelve"" finger-widths long after the stomach.",10,4,3,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,False,
duopoly,A market dominated by two sellers; an economic situation where two companies control most of the market.,noun,doo-OP-oh-lee (emphasis on second syllable),"From Greek ""duo"" (two) + ""polein"" (to sell). Economic terminology about market control.",Greek,The airline industry was essentially a _____ with only two major carriers.,"Remember ""DUO-poly"" - a ""monopoly"" shared by a ""duo"" (two companies) instead of one.",10,4,3,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
duplicitous,Deceitful and double-dealing; characterized by deliberate deceptiveness in behavior or speech.,adjective,doo-PLIS-i-tus (emphasis on second syllable),"From Latin ""duplicitas"" meaning ""doubleness"" + ""-ous."" About having two faces or being deceptive.",Latin,His _____ behavior lost him the trust of his business partners.,"Think ""du-PLIC-itous"" - someone who ""duplicates"" themselves, showing two different faces deceptively.",10,2,4,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
durango,"A state in northwestern Mexico; also various cities named after this Mexican state, including Durango, Colorado.",noun (proper),duh-RANG-goh (emphasis on second syllable),"From Basque ""urango"" meaning ""water place."" Geographic proper noun.",Basque,The mining town of _____ in Colorado was named after the Mexican state.,"Remember ""duh-RANGO"" - sounds like ""the ranch go,"" places in the American West and Mexico.",10,4,2,4,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
duress,Pressure or constraint exerted upon someone; threats or force used to compel someone to act against their will.,noun,duh-RES (emphasis on second syllable),"From Old French ""duresse"" from Latin ""duritia"" meaning ""hardness."" Legal terminology.",Latin via Old French,"He signed the contract under _____, threatened with losing his job.","Think ""duh-RESS"" - under such pressure and stress that you're in distress and duress.",10,7,2,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
durham,A city and county in northeastern England; also various places in North America named after the English city.,noun (proper),DUR-um (emphasis on first syllable),"From Old English ""Dunholm"" meaning ""hill island."" Geographic proper noun.",Old English,The university town of _____ is famous for its Norman cathedral.,"Remember ""DUR-ham"" - a ""durable"" place name used for cities in England and America.",9,7,2,6,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,False,
during,Throughout the course or continuance of a time period; at some point in the course of an event or period.,preposition,DUR-ing (emphasis on first syllable),"From ""dure"" (to last) + ""-ing"" suffix. About the time something lasts or continues.",English,She fell asleep _____ the long movie.,"Simple ""DUR-ing"" - ""during"" shows when something happens while something else ""endures"" or lasts.",10,9,3,4,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2023; 2024,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,False,
dusk,The time of day immediately following sunset; twilight when daylight fades into darkness.,noun,"DUSK (rhymes with ""tusk"")","From Middle English ""dosk"" meaning ""dark, shadowy."" About the transition to darkness.",Middle English,The streetlights came on automatically at _____ each evening.,"Remember ""DUSK"" rhymes with ""tusk"" - when elephants become hard to see in the fading light.",10,9,2,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee,2021; 2024,2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf,False,
duties,Plural of duty; moral or legal obligations; tasks required by one's position or role; taxes on imports.,noun,DOO-teez (emphasis on first syllable),"From ""duty"" (from Anglo-French ""dueté"") + plural ""-s."" About obligations and responsibilities.",Anglo-French,The security guard's _____ included checking all doors and windows.,"Remember ""DOO-ties"" - things you ""do"" because they're your duties and responsibilities.",10,9,2,4,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
dutifully,In a dutiful manner; conscientiously fulfilling one's obligations; obediently and responsibly.,adverb,DOO-ti-ful-ee (emphasis on first syllable),"From ""dutiful"" (duty + ""-ful"") + ""-ly"" suffix. About performing obligations conscientiously.",English formation,She _____ completed all her assignments before the deadline.,"Think ""DOO-ti-fully"" - doing your ""duties"" ""fully"" and conscientiously with care.",10,6,4,4,,Claude,Claude,Claude,Claude,Claude,Two Bee,2022,2022 Words of the Champions_low_ink_printable.pdf,False,
duvet,"A soft quilt filled with down or synthetic material, used as a bed covering; a comforter or continental quilt.",noun,doo-VAY (emphasis on second syllable),"From French ""duvet"" meaning ""down"" (soft feathers). Bedding terminology.",French,She snuggled under the warm _____ on the cold winter morning.,"Remember ""doo-VAY"" - a French word for a cozy bed covering that you ""do"" ""weigh"" down with for warmth.",10,7,2,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,False,
duxelles,"A finely chopped mixture of mushrooms, onions, and herbs, sautéed until dry; used as a stuffing or garnish in cooking.",noun,dook-SELL (emphasis on second syllable),"Named after the Marquis d'Uxelles, a 17th-century French nobleman. Culinary terminology.",French (eponym),The chef prepared a _____ to stuff inside the beef Wellington.,"Think ""dook-SELLS"" - a fancy French mushroom mixture that chefs ""sell"" as gourmet cooking.",8,4,3,4,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dvandva,"A type of compound word in Sanskrit grammar where both elements are equal and joined by ""and""; a coordinative compound.",noun,DVAN-dva (emphasis on first syllable),"From Sanskrit ""dvandva"" meaning ""pair, couple."" Linguistic and grammatical terminology.",Sanskrit,"The compound ""prince-princess"" is an example of a _____ formation.","Remember ""DVAN-dva"" - a Sanskrit compound where two words are ""divided"" equally like a pair.",10,4,1,3,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
dvorak,"Relating to Antonín Dvořák, Czech composer; also refers to the Dvorak keyboard layout designed for typing efficiency.","noun, adjective",duh-VOR-zhahk (emphasis on second syllable),"Czech surname meaning ""courtier."" Used for composer and keyboard layout named after him.",Czech,Some typists prefer the _____ keyboard layout over the standard QWERTY arrangement.,"Think ""duh-VOR-zhak"" - a Czech name associated with both beautiful music and efficient typing.",10,7,1,3,,Claude,Claude,Claude,Claude,Claude,Three Bee; Two Bee,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
