word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
cambio,Spanish word for change or exchange; currency exchange,/ˈkæmbioʊ/,"From Spanish cambio meaning 'change', from Latin cambium","CAMBIO: Currency And - Money exchange, Business International trade, Obviously for currency exchange",The _____ rate affected international business transactions.,Claude,Claude,Claude,,Beginner,2.0,3.0,1.0,2.0,False
cambric,A fine white linen or cotton fabric,/ˈkeɪmbrɪk/,"From Cambrai, a city in France where it was first made","CAMBRIC: Classic And - Mostly fine fabric, Beautiful Refined fabric, Including Cloth material",The handkerchief was made of delicate _____ cotton.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.3,3.0,False
camcorder,A portable video camera with built-in recording capabilities,/ˈkæmˌkɔrdər/,"From camera + recorder, a compound word describing its function","CAMCORDER: Camera And - Movies recording device, Capturing Outstanding video, Recording Definitely Everything, Really convenient device",She used her _____ to film the family reunion.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,3.0,False
cameist,One who engraves cameos; a cameo artist,/ˈkeɪmist/,"From cameo + -ist, referring to one who works with cameos","CAMEIST: Craftsman And - Making artistic jewelry, Everyone Interested in detailed carving, Something artistic profession, Talented artist specialist",The skilled _____ carved intricate portraits in the precious stone.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.0,3.0,False
camel,"A large mammal with humps, adapted for desert life",/ˈkæməl/,"From Latin camelus, from Greek kamelos","CAMEL: Careful And - Making desert journeys, Everyone Loves desert animals",The _____ carried supplies across the vast desert.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
camelot,The legendary court of King Arthur; an idealized place,/ˈkæməˌlɑt/,"From Old French Camalot, name of Arthur's legendary court","CAMELOT: Classic And - Mythical Arthurian place, Everyone Loves legendary stories, Obviously Timeless legendary kingdom",The musical _____ tells the story of King Arthur's court.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
camembert,A soft French cheese with a white rind,/ˈkæməmˌbɛr/,"Named after Camembert, a village in Normandy, France","CAMEMBERT: Creamy And - Mild French cheese, Everyone Meets French cuisine, Beautiful European cheese, Everyone Recognizes this cheese, Totally delicious cheese",The cheese board featured a ripe wheel of _____.,Claude,Claude,Claude,,Intermediate,2.0,4.0,1.0,3.0,False
camera,A device for taking photographs or recording video,/ˈkæmərə/,From Latin camera meaning 'chamber' or 'room',"CAMERA: Capturing And - Making pictures perfectly, Everyone Records with cameras, Always taking photos",The photographer adjusted the _____ settings for the portrait.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
camouflaged,Disguised or hidden by blending with surroundings,/ˈkæməˌflɑʒd/,"From camouflage + -d, where camouflage comes from French camoufler 'to disguise'","CAMOUFLAGED: Carefully And - Making things hidden, Obviously Undetectable blending, Frequently Letting animals hide, And Getting Everyone concealed, Disguised perfectly",The soldiers were perfectly _____ in the dense forest.,Claude,Claude,Claude,,Intermediate,1.7,4.0,1.3,2.0,False
campaign,An organized effort to achieve a goal; a military operation,/kæmˈpeɪn/,"From French campagne meaning 'open country', from Latin campus 'field'","CAMPAIGN: Coordinated And - Making progress toward goals, Promoting And Important objectives, Getting Notable results",The political _____ focused on education reform.,Claude,Claude,Claude,,Intermediate,2.5,3.0,1.0,2.0,False
campanology,The art or study of bell ringing,/ˌkæmpəˈnɑlədʒi/,From Latin campana 'bell' + Greek -logia 'study of',"CAMPANOLOGY: Classic And - Making beautiful bell music, Particularly About church bell ringing, And Notable bell music, Obviously Learning bell ringing, Obviously Great musical tradition, Year-round bell studies",The church tower was famous for its _____ traditions.,Claude,Claude,Claude,,Intermediate,1.2,4.0,1.3,2.0,False
campus,The grounds of a university or college; an institutional area,/ˈkæmpəs/,From Latin campus meaning 'field' or 'open space',"CAMPUS: College And - Many students together, Providing University education, Usually Students everywhere",Students walked across the beautiful tree-lined _____.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
canada,A country in North America; the second-largest country by area,/ˈkænədə/,From Huron-Iroquois kanata meaning 'village' or 'settlement',"CANADA: Cold And - Northern American country, And Diverse culture, Amazing natural beauty",The family planned a vacation to _____.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
canaille,The rabble; the common people (often used disparagingly),/kəˈnaɪ/,"From French canaille meaning 'pack of dogs', from Italian canaglia","CANAILLE: Concerning And - Negative term for people, And Insulting term, Lots of social prejudice, Everyone dislikes this term",The aristocrat looked down upon the _____ with disdain.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.0,2.0,False
canaillecantatrice,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
canard,A false or unfounded story; a deliberately misleading report,/kəˈnɑrd/,"From French canard meaning 'duck', from the phrase 'vendre un canard à moitié' (to half-sell a duck)","CANARD: Concerning And - Not truthful story, And Really Deceptive information",The newspaper retracted the _____ about the celebrity scandal.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
canary,A small yellow songbird; a bright yellow color,/kəˈnɛri/,"From Spanish canario, from the Canary Islands","CANARY: Colorful And - Nice singing bird, And Really bright yellow color, Year-round beautiful singing",The pet _____ sang beautifully from its cage.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
cancel,To call off or annul; to mark for deletion,/ˈkænsəl/,"From Latin cancellare meaning 'to make like a lattice', from cancelli 'bars'","CANCEL: Calling And - No longer continuing, Calling Everything off, Everyone Learns plans change",They had to _____ the outdoor concert due to rain.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
cancion,Spanish word for song; a musical composition,/kənˈsjoɪn/,"From Spanish canción meaning 'song', from Latin cantio","CANCION: Classic And - Nice musical composition, Captivating Spanish song, Including Outstanding music, Never boring songs",The guitarist played a beautiful _____ about lost love.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
candelabrum,A large branched candlestick or lamp holder,/ˌkændəˈlæbrəm/,"From Latin candelabrum, from candela meaning 'candle'","CANDELABRUM: Ceremonial And - Nice decorative lighting, Definitely Elegant lighting device, Lovely And Beautiful ceremonial lighting, Really Unique ceremonial lighting, Usually Multiple candles",The ornate silver _____ graced the dining room table.,Claude,Claude,Claude,,Intermediate,1.2,4.0,1.0,2.0,False
candid,Frank and honest; unposed or informal,/ˈkændɪd/,"From Latin candidus meaning 'white, pure, sincere'","CANDID: Clear And - Never Deceptive words, Incredibly Direct communication",She appreciated his _____ feedback about her performance.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
candles,Wax cylinders with wicks that burn to provide light,/ˈkændəlz/,"From candle + -s, where candle comes from Latin candela","CANDLES: Ceremonial And - Nice light sources, Definitely Light sources, Everyone Sees romantic lighting, Something everyone uses for atmosphere",The birthday cake was decorated with colorful _____.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
canid,"A member of the dog family, including wolves, foxes, and domestic dogs",/ˈkeɪnɪd/,From Latin canis meaning 'dog' + -id suffix,"CANID: Carnivorous And - Natural dog family, Including Dogs and relatives",The fox is a wild _____ that adapts well to urban environments.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
cannoli,Italian pastries filled with sweet ricotta cheese,/kəˈnoʊli/,"From Italian cannoli, plural of cannolo meaning 'little tube'","CANNOLI: Classic And - Nice Italian dessert, Notable Outstanding dessert, Lovely Italian pastries",The bakery's _____ were filled with sweet ricotta and chocolate chips.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
cannonade,Continuous heavy gunfire; to attack with artillery,/ˌkænəˈneɪd/,"From French canonnade, from canon meaning 'cannon'","CANNONADE: Continuous And - Never stopping artillery fire, Obviously Never ending bombardment, And Destructive military action, Everyone recognizes warfare",The fortress withstood the enemy's fierce _____.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
canny,Having good judgment; shrewd and careful,/ˈkæni/,"From Scottish canny meaning 'knowing, careful'","CANNY: Careful And - Never careless behavior, Never making mistakes, Year-round wise decisions",The _____ investor avoided the risky stock market bubble.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.3,3.0,False
canoe,A narrow boat propelled by paddles,/kəˈnu/,"From Spanish canoa, from Arawakan kanawa","CANOE: Classic And - Natural water transportation, Obviously Efficient water travel",They paddled the _____ across the peaceful lake.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
cantankerous,Bad-tempered and uncooperative; quarrelsome,/kænˈtæŋkərəs/,Possibly from Middle English contekour meaning 'troublemaker',"CANTANKEROUS: Concerning And - Never cooperative behavior, Totally And Never peaceful, Always Never kind, Everyone Really annoyed by behavior, Obviously Unpleasant behavior, Usually Stubborn attitude",The _____ old man complained about everything.,Claude,Claude,Claude,,Intermediate,1.9,4.0,1.3,3.5,False
cantatrice,A female opera singer; a prima donna,/ˌkæntəˈtris/,"From Italian cantatrice, from cantare meaning 'to sing'","CANTATRICE: Classic And - Notable opera singer, Talented And Talented musical performer, Really Incredible classical singer, Exceptionally talented singer",The famous _____ received a standing ovation for her performance.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
canteen,A water bottle; a workplace cafeteria; a military store,/kænˈtin/,"From French cantine, from Italian cantina meaning 'cellar'","CANTEEN: Container And - Never without water container, Teaching Everyone to stay hydrated, Everyone Eating together, Never hungry workplace dining",The soldiers filled their _____ with fresh water.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.3,2.0,False
canterbury,A cathedral city in England; a piece of furniture for holding music,/ˈkæntərˌbɛri/,"From Canterbury, England, associated with the cathedral and archbishopric","CANTERBURY: Cathedral And - Notable religious place, Totally English historical city, Everyone Recognizes religious history, Beautiful historic University city, Really famous cathedral, Year-round pilgrimage destination",The pilgrims traveled to _____ in Chaucer's famous tales.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,3.0,False
cantonese,Relating to Canton (Guangzhou) or its dialect of Chinese,/ˌkæntəˈniz/,From Canton (Guangzhou) + -ese suffix meaning 'from' or 'relating to',"CANTONESE: Chinese And - Notable dialect, Traditional Outstanding language, Obviously Notable cultural heritage, Everyone Speaking in southern China, Something Everyone learns in Hong Kong",The restaurant served authentic _____ cuisine.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
cantor,A synagogue official who sings liturgical music; a church choir leader,/ˈkæntər/,"From Latin cantor meaning 'singer', from cantare 'to sing'","CANTOR: Ceremonial And - Nice religious singing, Teaching Outstanding religious music, Obviously Religious musical leader",The _____ led the congregation in the beautiful Hebrew prayers.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
capable,Having the ability or skill to do something; competent,/ˈkeɪpəbəl/,"From Late Latin capabilis meaning 'able to hold', from capere 'to take'","CAPABLE: Completely And - Perfectly Able to accomplish things, Brilliantly Learning Everything",She proved to be _____ of handling the challenging project.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
capacity,The maximum amount that can be contained; ability or capability,/kəˈpæsɪti/,"From Latin capacitas meaning 'breadth, capacity', from capax 'spacious'","CAPACITY: Completely And - Perfectly Able to hold things, And Containing maximum amounts, Including Total available space, Year-round maximum potential","The stadium has a _____ of 50,000 spectators.",Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
caparisoned,Decorated with ornamental coverings; adorned with rich clothing,/kəˈpærɪsənd/,"From Spanish caparazón meaning 'saddle covering', from capa 'cloak'","CAPARISONED: Ceremonial And - Perfectly decorated appearance, And Really beautiful decoration, Including Splendid ornamental covering, Obviously Noble decorative attire, Everyone Decorates horses for ceremonies",The _____ horses paraded in the royal procession.,Claude,Claude,Claude,,Intermediate,1.2,4.0,1.3,2.0,False
capillary,A very thin tube or blood vessel; relating to hair-like tubes,/ˈkæpəˌlɛri/,"From Latin capillaris meaning 'of hair', from capillus 'hair'","CAPILLARY: Cardiovascular And - Perfectly thin blood vessels, Including Lots of tiny tubes, And Really tiny vessels, Year-round blood circulation",Blood flows through tiny _____ vessels to reach every cell.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.3,2.0,False
capillarycapnometer,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
capital,The chief city of a country; wealth used for investment,/ˈkæpɪtəl/,"From Latin capitalis meaning 'of the head', from caput 'head'","CAPITAL: Central And - Primary Important location, And Top priority, Leading city importance",Washington D.C. is the _____ of the United States.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
capitalist,An advocate of capitalism; one who owns capital for investment,/ˈkæpɪtəlɪst/,"From capital + -ist, referring to one who believes in or practices capitalism","CAPITALIST: Central And - Private ownership advocate, Investing Totally And carefully, And Lots of business ownership, Including Serious business, Totally business-focused person",The _____ invested in several technology startups.,Claude,Claude,Claude,,Intermediate,2.0,4.0,1.0,3.0,False
