word,definition,pronunciation,etymology,memory_tip,example_sentence,part_of_speech,source,source_difficulty,claude_difficulty,phonetic_score,frequency_score,morphological_score,etymology_score,total_score
scripture,"Sacred writings or texts that are regarded as divinely inspired and authoritative within religious traditions, serving as fundamental sources of spiritual guidance, moral instruction, and religious doctrine. Different religions have their own scriptural texts, such as the Bible in Christianity, the Torah in Judaism, the Quran in Islam, the Vedas in Hinduism, and the Tripitaka in Buddhism. These texts are typically considered to contain divine revelation, historical accounts of religious figures and events, moral teachings, and guidelines for proper conduct and spiritual practice. Scripture study forms a central part of religious education and worship in most faiths. The interpretation and understanding of scriptural passages often require scholarly study and may involve consideration of historical, cultural, and linguistic contexts.",/ˈskrɪptʃər/,"From Latin scriptura meaning writing, from scribere meaning to write.","Think ""SCRIPT-URE"" - sacred scripts that provide the foundation for religious belief and practice.",The comparative religion class examined how different faiths interpret their sacred _____.,noun,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,2.0,0.8999999999999999,1.0,4.199999999999999
scrivener,"A professional copyist or clerk who writes documents by hand, particularly in historical periods before the widespread use of printing and typewriting. Scriveners played crucial roles in medieval and early modern societies by preparing legal documents, contracts, letters, and official records with careful attention to legibility and accuracy. They were skilled in various forms of handwriting, legal terminology, and document formatting. Some scriveners also served as notaries public, witnessing signatures and certifying documents. The profession required literacy at a time when many people could not read or write, making scriveners important intermediaries in legal and business transactions. Famous literary scriveners include the character Bartleby in Herman Melville's story and various historical figures who maintained important records and correspondence.",/ˈskrɪvnər/,From Latin scribere meaning to write + -ener suffix indicating one who performs an action.,"Think ""SCRIVE-NER"" - one who scribes or writes documents professionally.",The medieval _____ carefully copied the important legal charter using elaborate calligraphy.,noun,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,2.0,0.8999999999999999,1.0,4.199999999999999
scrofula,"A historical medical term for tuberculosis affecting the lymph nodes, particularly those in the neck, characterized by chronic swelling, inflammation, and often the formation of abscesses or open sores. Also known as the ""king's evil"" because it was once believed that royal touch could cure the condition, scrofula was a common manifestation of tuberculosis before the advent of modern antibiotics. The disease typically affects children and young adults, causing enlarged, sometimes painful lymph nodes that may eventually ulcerate and drain. Scrofula was often associated with poor nutrition, crowded living conditions, and overall poor health. Modern medicine understands scrofula as extrapulmonary tuberculosis, and it is now treatable with standard anti-tuberculosis medications when diagnosed properly.",/ˈskrɒfjʊlə/,"From Latin scrofulae meaning swelling of the glands, from scrofa meaning breeding sow, referring to the swollen appearance.","Think ""SCROF-ULA"" - a disease that made lymph nodes scruffy and swollen.",Medieval physicians often misdiagnosed _____ and attributed supernatural causes to the lymph node swellings.,noun,Scripps National Spelling Bee,Three Bee/Two Bee,,0.3,1.5,0.8999999999999999,1.0,3.7
scroll,"A roll of parchment, paper, or other material used for writing, typically consisting of a long strip that is rolled up for storage and unrolled for reading. Scrolls were the primary form of book or document before the development of the codex (bound book) format. Ancient scrolls contained literature, religious texts, legal documents, and historical records, with famous examples including the Dead Sea Scrolls and ancient Egyptian papyrus scrolls. The term also refers to decorative architectural or artistic elements that resemble rolled parchment, featuring curved or spiral designs. In computing, scrolling refers to moving through digital content that extends beyond the visible screen area. Modern ceremonial scrolls, such as diplomas or awards, continue the traditional association with important documents and formal recognition.",/skroʊl/,"From Old French escroe meaning strip of parchment, from Germanic roots meaning to cut.","Think ""S-ROLL"" - a document that you roll up like a scroll for storage.",The ancient _____ contained philosophical writings that had been preserved for over two thousand years.,noun/verb,Scripps National Spelling Bee,Three Bee,,0.3,1.0,0.6000000000000001,1.0,2.9000000000000004
scrolls,"Plural of scroll, referring to multiple rolls of parchment, paper, or other materials used for writing and document storage. Historical collections of scrolls often contained entire libraries of ancient knowledge, religious texts, literature, and administrative records. Famous scroll collections include the Library of Alexandria, the Dead Sea Scrolls, and various monastery libraries that preserved classical and religious texts through medieval periods. Archaeological discoveries of scroll collections have provided invaluable insights into ancient civilizations, languages, and belief systems. In architecture and decorative arts, scrolls refer to multiple curved or spiral ornamental elements. Modern digital interfaces use the concept of scrolling through multiple documents or pages, maintaining the metaphor of unrolling written material to access content.",/skroʊlz/,"Plural of scroll, from Old French escroe meaning strip of parchment.","Think ""S-ROLLS"" - multiple rolled documents, like having several rolls of paper.",The monastery library contained hundreds of ancient _____ preserving medieval manuscripts.,noun (plural),Scripps National Spelling Bee,Two Bee,,0.3,1.5,0.6000000000000001,0.7,3.1000000000000005
scrooge,"A person who is extremely stingy with money; a miser who hoards wealth and refuses to spend money even on necessities or reasonable comforts. The term derives from Ebenezer Scrooge, the miserly protagonist of Charles Dickens' ""A Christmas Carol,"" who epitomizes selfishness and penny-pinching behavior. A scrooge typically displays excessive frugality, reluctance to give gifts or help others, and general meanness regarding financial matters. The character has become a cultural archetype representing the dangers of prioritizing wealth accumulation over human relationships and generosity. In modern usage, calling someone a scrooge suggests they are unreasonably cheap, lacking in generosity, or unwilling to spend money on others' happiness or well-being, particularly during gift-giving seasons or charitable opportunities.",/skruːdʒ/,"From the character Ebenezer Scrooge in Charles Dickens' 1843 novella ""A Christmas Carol.""",Think of Dickens' character who was so stingy that his name became synonymous with miserliness.,Don't be such a _____ - it's your daughter's birthday and she deserves a nice gift.,noun,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,1.5,0.6000000000000001,0,2.4000000000000004
scrounge,"To search for and gather items, food, or resources by rummaging through available materials, often in an opportunistic or somewhat desperate manner. Scrounging implies finding and collecting things that others might consider worthless or discarded, but which serve useful purposes for the scrounger. The activity often involves creativity and resourcefulness in repurposing materials or making do with whatever is available. During economic hardship or resource scarcity, scrounging becomes a survival strategy. The term can also mean to obtain something through persistent asking, begging, or informal requests, as in ""scrounging for spare change."" While sometimes viewed negatively as associated with poverty or desperation, scrounging can also represent admirable qualities of resourcefulness and waste reduction.",/skraʊndʒ/,"Origin uncertain, possibly related to dialectal scrunge meaning to search or hunt around.","Think ""SCROUNGE"" rhymes with ""lounge"" - searching around leisurely for useful items.","After the storm, residents had to _____ for building materials to repair their damaged homes.",verb,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,1.5,0.8999999999999999,0,2.7
scrumptiously,"In a manner that is extremely delicious, appetizing, or pleasing to taste; with exceptional flavor and appeal that creates strong positive sensory responses. This adverb describes food or drink that is not merely good-tasting but extraordinarily delightful, often evoking expressions of pleasure and satisfaction. Scrumptiously prepared meals typically feature perfect seasoning, ideal texture, and appealing presentation that combine to create memorable dining experiences. The word can extend beyond food to describe anything that provides intense sensory pleasure or satisfaction. When something is described as scrumptiously prepared or presented, it suggests careful attention to quality, flavor balance, and overall appeal that exceeds ordinary expectations and creates genuine delight in those experiencing it.",/ˈskrʌmpʃəsli/,"From scrumptious + -ly suffix, where scrumptious is possibly a variant of sumptuous meaning magnificent.","Think ""SCRUMP-TIOUSLY"" - so deliciously good that you want to scrump (grab) it eagerly.","The holiday feast was _____ prepared, with each dish more delicious than the last.",adverb,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,2.0,1.2,0,3.5
scruple,"A moral or ethical principle that restrains action or behavior; a feeling of doubt or hesitation with regard to the morality or propriety of a course of conduct. Scruples represent internal moral constraints that prevent someone from acting in ways they believe to be wrong, even when external consequences are unlikely. Having scruples indicates a strong moral conscience and ethical sensitivity that guides decision-making. People may experience scruples about lying, cheating, hurting others, or violating their personal values. The term also refers to a very small amount or degree, particularly in the phrase ""without scruple,"" meaning without any moral hesitation. Historical medical and pharmaceutical contexts used scruple as a unit of weight. Strong moral scruples are generally viewed as positive character traits indicating integrity and ethical awareness.",/ˈskruːpəl/,"From Latin scrupulus meaning small sharp stone, anxiety, or doubt, from scrupus meaning rough stone.",Think of a small stone (scruple) in your shoe that bothers you - like moral doubt that bothers your conscience.,She had no _____ about reporting the safety violations to the proper authorities.,noun/verb,Scripps National Spelling Bee,One Bee/Two Bee,,0.3,1.5,0.6000000000000001,1.0,3.4000000000000004
scrutiny,"Critical observation or examination, especially close and systematic investigation intended to discover facts, evaluate quality, or detect problems. Scrutiny involves careful, detailed analysis that goes beyond casual observation to thoroughly examine all aspects of a subject. This process often occurs in contexts where accuracy, truth, or quality are essential, such as scientific research, legal proceedings, financial auditing, or academic review. Public figures, policies, and institutions frequently come under scrutiny from media, investigators, or oversight bodies. The intensity of scrutiny can vary from routine inspection to intensive investigation prompted by suspicions or concerns. Effective scrutiny requires analytical skills, attention to detail, and often specialized knowledge of the subject being examined. The goal is typically to ensure accountability, accuracy, or proper standards.",/ˈskruːtəni/,"From Latin scrutinium meaning examination, from scrutari meaning to search or examine thoroughly.","Think ""SCRUT-INY"" - examining something so closely you scrutinize every tiny detail.",The candidate's financial records came under intense _____ during the election campaign.,noun,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,1.5,0.8999999999999999,1.0,3.7
scuffle,"A short, confused fight or struggle, typically involving grappling and wrestling rather than systematic combat or organized conflict. Scuffles are usually brief physical altercations characterized by disorganized movement, grabbing, pushing, and general chaos rather than skilled fighting techniques. These conflicts often arise spontaneously from disagreements, frustrations, or competitive situations and typically involve two or more people in close physical contact. The term can also describe any confused struggle or disorderly conflict, whether physical or metaphorical. Scuffles may result in minor injuries, damaged clothing, or disrupted environments, but they generally lack the intensity or duration of serious fights. The word emphasizes the chaotic, uncoordinated nature of the conflict rather than any strategic or skilled combat.",/ˈskʌfəl/,"Probably from Scandinavian origin, related to Swedish skuffa meaning to push.","Think ""SCUFF-LE"" - a fight where people scuff up their shoes from all the shuffling around.",The hockey players engaged in a brief _____ after the controversial goal.,noun/verb,Scripps National Spelling Bee,Two Bee,,0.3,1.5,0.4,0.5,2.7
scullery,"A small room or area adjacent to a kitchen, traditionally used for washing dishes, preparing vegetables, and performing other messy or labor-intensive culinary tasks. In historical homes, particularly large houses with domestic staff, the scullery served to keep the main kitchen clean and organized by handling the dirtiest work separately. Sculleries typically contained deep sinks, storage for cleaning supplies, and sometimes additional preparation surfaces. The person working in the scullery, often called a scullery maid, held one of the lowest positions in household staff hierarchy. Modern homes sometimes include sculleries or butler's pantries that serve similar functions, providing additional workspace and storage while keeping food preparation mess away from main living areas. These spaces remain valuable for serious home cooking and entertaining.",/ˈskʌləri/,"From Old French escuelerie, from escuele meaning bowl or dish, from Latin scutella.","Think ""SKULL-ERY"" - a place where you clean dishes until they're as clean as skulls (bones).",The Victorian mansion featured a separate _____ where servants cleaned dishes and prepared vegetables.,noun,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,1.5,1.0,1.0,3.8
sculling,"A rowing technique using two oars (called sculls), one in each hand, to propel a boat through water, as opposed to sweep rowing where each rower uses one oar with both hands. In sculling, the rower sits facing the stern and pulls both oars simultaneously in a coordinated rhythm. This technique is used in competitive rowing events, recreational boating, and traditional small boat handling. Sculling boats are typically narrower than sweep boats and require different balance and coordination skills. The term also describes a specific propulsion technique where a single oar is moved back and forth over the stern of a boat in a figure-eight pattern to generate forward motion. Sculling requires precise timing, balance, and upper body strength to maintain efficient boat speed and direction.",/ˈskʌlɪŋ/,"From scull (oar) + -ing suffix, where scull possibly comes from Old Norse skuld meaning obligation or debt.","Think ""SKULL-ING"" - using both hands on oars like holding two skulls to row the boat.",She spent hours practicing her _____ technique to improve her timing and boat speed.,noun/verb (present participle),Scripps National Spelling Bee,Three Bee,,0.3,1.5,0.7,0,2.5
sculpting,"The art and process of creating three-dimensional artwork by shaping, carving, modeling, or assembling materials such as stone, wood, metal, clay, or other substances. Sculpting involves both additive techniques, where material is built up or added to create form, and subtractive techniques, where material is carved away or removed to reveal the desired shape. The process requires artistic vision, technical skill, and understanding of materials and tools. Traditional sculpting materials include marble, bronze, wood, and clay, while contemporary artists may use plastics, found objects, or digital technologies. Sculpting encompasses various styles from realistic representation to abstract expression. The activity demands spatial awareness, planning abilities, and often considerable physical effort. Finished sculptures can range from small figurines to monumental public artworks.",/ˈskʌlptɪŋ/,"From sculpt + -ing suffix, where sculpt comes from Latin sculpere meaning to carve or engrave.","Think ""SCULPT-ING"" - the ongoing process of sculpting or shaping material into art.",The artist spent months _____ the marble block into a lifelike representation of a dancer.,noun/verb (present participle),Scripps National Spelling Bee,Three Bee,,0.3,2.0,0.7,1.0,4.0
sculpture,"The art of creating three-dimensional works of art by shaping, carving, modeling, or assembling materials, or the finished artwork itself created through this process. Sculpture as an art form encompasses a vast range of techniques, materials, and styles, from ancient stone carvings and bronze castings to contemporary installations using unconventional materials. Traditional sculptural materials include marble, bronze, wood, and clay, while modern sculptors may incorporate plastics, metals, found objects, or digital technologies. Sculptures can be representational, depicting recognizable subjects, or abstract, exploring form, texture, and spatial relationships. The medium allows artists to explore volume, mass, space, and texture in ways unique from two-dimensional art forms. Sculpture serves decorative, commemorative, religious, and artistic purposes across cultures and throughout history.",/ˈskʌlptʃər/,"From Latin sculptura, from sculpere meaning to carve, cut, or engrave.","Think ""SCULPT-URE"" - the result or practice of sculpting three-dimensional art.",The museum's modern _____ collection featured works ranging from traditional bronze to innovative mixed media installations.,noun/verb,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,2.0,0.7,1.0,4.0
scumble,"A painting technique involving the application of a thin, semi-transparent layer of paint over a dried layer beneath, creating a soft, hazy, or atmospheric effect by allowing the underlying color to show through partially. This technique is used to modify colors, create subtle transitions, soften harsh edges, or add atmospheric depth to paintings. Scumbling differs from glazing in that it typically uses opaque or semi-opaque paint rather than transparent paint, and it often involves rough or broken application rather than smooth, even coverage. Artists may scumble to age surfaces, create texture effects, or blend colors optically rather than physically mixing them on a palette. The technique has been used throughout art history by masters like Rembrandt and Turner to achieve complex color relationships and atmospheric effects.",/ˈskʌmbəl/,"Possibly from scum + -ble suffix, referring to the way the technique creates a scum-like surface effect.","Think ""SCUM-BLE"" - creating a scummy, hazy layer effect by blending paint techniques.",The artist used a _____ technique to create the misty atmosphere in the landscape painting.,verb/noun,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.6,1.5,0.4,0,2.5
scuppers,"Drainage openings along the sides of a ship's deck that allow water to flow overboard, preventing accumulation that could affect the vessel's stability or cause damage. Scuppers are essential safety features that handle rainwater, wave splash, and deck washing by providing clear pathways for water to exit the deck area. They are typically positioned at the lowest points of the deck edge and may include valves or flaps to prevent seawater from entering during rough conditions. The term can also refer to similar drainage systems in buildings, particularly flat roofs, where scuppers direct water flow to prevent ponding and structural damage. Proper scupper maintenance is crucial for both marine and architectural applications to ensure effective water management and prevent flooding or water damage.",/ˈskʌpərz/,"Possibly from Old French escopir meaning to spit out, referring to the way water is expelled through these openings.","Think ""S-CUPPERS"" - like cups that scoop water off the ship's deck and dump it overboard.",The crew checked that all the _____ were clear of debris before the storm hit.,noun (plural),Scripps National Spelling Bee,Three Bee,,0.3,1.5,0.7,1.2,3.7
scurrilous,"Characterized by coarse, abusive language or harsh, unfair criticism; containing vulgar, insulting, or defamatory content intended to damage someone's reputation. Scurrilous attacks typically involve malicious gossip, crude insults, or deliberately false accusations designed to harm the target's character or standing. This type of communication goes beyond legitimate criticism to include personally offensive, often sexually explicit, or grossly inappropriate content. Scurrilous language may appear in political campaigns, personal disputes, or character assassination attempts. The term emphasizes the particularly low, crude nature of the attack, suggesting behavior that violates standards of decency and fair discourse. Legal contexts may consider scurrilous statements as potentially libelous or defamatory if they make false claims that damage reputation.",/ˈskɜːrələs/,"From Latin scurrilis meaning buffoonish or vulgar, from scurra meaning buffoon or jester.","Think ""SCURR-ILOUS"" - scurrying around like a rat spreading vile, insulting rumors.",The newspaper refused to print the _____ allegations without substantial evidence to support them.,adjective,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,2.0,1.3,1.0,4.6
scuttlebutt,"Informal gossip, rumors, or unofficial news, particularly within a workplace, military unit, or other close-knit community. The term originated in naval tradition, where the scuttlebutt was a water barrel or drinking fountain around which sailors would gather and exchange news, gossip, and speculation. Modern usage extends this concept to any informal communication network where information, whether accurate or not, spreads through social interaction. Scuttlebutt often includes speculation about upcoming changes, personal matters, or behind-the-scenes developments that may not be officially announced. While sometimes containing valuable insights, scuttlebutt should be treated cautiously as it frequently includes inaccurate or exaggerated information. The word captures the social aspect of information sharing and the human tendency to speculate and share news in informal settings.",/ˈskʌtəlbʌt/,"From scuttle (opening in a ship's deck) + butt (large cask), referring to a ship's water barrel where sailors gathered.","Think ""SCUTTLE-BUTT"" - sailors would scuttle over to the water butt (barrel) to share gossip.","The office _____ suggested that layoffs were coming, but management hadn't made any official announcements.",noun,Scripps National Spelling Bee,One Bee,,0.3,2.0,1.0,0,3.3
scythe,"A long-handled agricultural tool with a curved, sharp blade used for cutting grass, grain crops, or other vegetation through sweeping motions. The scythe consists of a wooden handle (called a snath or snead) attached to a curved metal blade, allowing the user to cut plants close to the ground while standing upright. This ancient farming implement was essential for harvesting grains like wheat, barley, and oats before mechanical reapers were developed. Skilled users could cut large areas efficiently with rhythmic, sweeping strokes. The scythe has symbolic associations with death (as carried by the Grim Reaper) and the passage of time, representing the cutting down of life. While largely replaced by modern machinery, scythes are still used for specialized tasks, organic farming, and maintaining areas where machines cannot operate.",/saɪθ/,"From Old English siðe, related to German Sense, both meaning cutting tool.","Think ""SIGH-THE"" - you might sigh at the hard work of cutting grain with this curved blade.",The farmer used a traditional _____ to harvest the wheat in the field's corners where the tractor couldn't reach.,noun/verb,Scripps National Spelling Bee,One Bee/Three Bee/Two Bee,,0.3,1.0,0.4,1.0,2.7
seafood,"Edible marine life including fish, shellfish, crustaceans, mollusks, and other oceanic organisms consumed as food. Seafood encompasses a vast variety of species from different marine environments, ranging from commonly eaten fish like salmon, tuna, and cod to shellfish like shrimp, lobster, crab, and oysters. This food category is prized for its nutritional value, particularly high-quality protein, omega-3 fatty acids, vitamins, and minerals. Seafood preparation methods vary globally, including raw preparations (sushi, ceviche), grilled, fried, steamed, and baked dishes. The seafood industry involves commercial fishing, aquaculture, and processing operations that supply global markets. Sustainability concerns have led to increased focus on responsible fishing practices and aquaculture development to meet growing demand while protecting marine ecosystems.",/ˈsiːfuːd/,"Compound word from sea + food, literally meaning food from the sea.","Think ""SEA-FOOD"" - food that comes from the sea, including fish and shellfish.",The coastal restaurant specialized in fresh _____ caught by local fishermen that morning.,noun,Scripps National Spelling Bee,Three Bee,,0.1,1.5,0.4,0,2.0
seal,"A marine mammal with flippers, typically having a streamlined body adapted for swimming, including various species such as harbor seals, elephant seals, and sea lions. Seals are found in both polar and temperate waters worldwide and are known for their agility in water despite appearing clumsy on land. The term also refers to a device or substance used to close or secure something against air, water, or other materials, preventing leakage or unauthorized access. In official contexts, a seal is an emblem or stamp used to authenticate documents, showing authority or ownership. Sealing wax, stamps, and official seals have been used throughout history for document authentication. The verb form means to close securely, to make watertight or airtight, or to finalize something decisively.",/siːl/,"From Old English seolh meaning the marine mammal, and separately from Latin sigillum meaning small sign or seal.","Think ""SEAL"" - both the animal that seals itself underwater and objects that seal containers closed.",The harbor _____ basked in the sun on the rocky outcropping near the marina.,noun/verb,Scripps National Spelling Bee,Three Bee,,0.1,0.5,0,1.0,1.6
