word,definition,part_of_speech,pronunciation_guide,etymology,memory_tips,alternate_spellings,language_origin,example_sentence,years,source_files,source_difficulties,difficulty_phonetic,difficulty_frequency,difficulty_morphological,difficulty_etymology,difficulty_final,etymology_source,definition_source,pronunciation_source,example_sentence_source
courier,"A person employed to deliver messages, packages, or mail, especially over long distances; a guide who accompanies travelers. Couriers provide specialized delivery services requiring speed, security, or personal attention. They often handle urgent, valuable, or confidential materials.",noun,KUR-ee-ur (/ˈkɜriər/) or koo-ree-AY (/ˌkʊriˈeɪ/),"From Old French ""corier,"" from ""courir"" (to run)","Think ""courier runs"" - someone who runs or travels to deliver messages",None,Old French,The diplomatic _____ carried sensitive documents between the embassies.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,2.5,1.5,2.5,,Claude,Claude,Claude,Claude
court,"A place where legal cases are heard and decided; the residence of a sovereign; an area marked for playing certain sports; to try to win favor or affection. Courts serve judicial, royal, or recreational functions depending on context.","noun, verb",KORT (/kɔrt/),"From Old French ""cort,"" from Latin ""cohors"" (enclosure, retinue)","Think of an enclosed area where important activities happen - legal, royal, or sports",None,Old French/Latin,The basketball _____ was resurfaced before the new season began.,2020; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,2.0,1.0,3.5,,Claude,Claude,Claude,Claude
courtiers,"People who attend or frequent the court of a monarch; individuals seeking favor through flattery or attention to those in power. Courtiers historically formed the social circle around royalty, participating in court life, ceremonies, and political intrigue.",noun (plural),KOR-tee-urz (/ˈkɔrtiərz/),"From Old French ""cortier,"" from ""cort"" (court)","Think ""court + -iers"" - people who hang around the royal court",None,Old French,The king's _____ competed for his attention and royal favors.,2021,2021_Printable_Words of the Champions.pdf,One Bee,1.0,3.0,1.0,2.5,,Claude,Claude,Claude,Claude
cousin,A child of one's aunt or uncle; a relative descended from a common ancestor but not directly. Cousins share grandparents but have different parents. The term extends to describe people from related ethnic groups or similar cultural backgrounds.,noun,KUZ-in (/ˈkʌzən/),"From Old French ""cosin,"" from Latin ""consobrinus"" (mother's sister's child)","Think of ""co + sin"" - someone related through your family line",None,Old French/Latin,Her _____ from California visited during the summer holidays.,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,1.0,2.0,1.0,3.5,,Claude,Claude,Claude,Claude
couverture,"High-quality chocolate with a high percentage of cocoa butter, used by professional chocolatiers and confectioners for coating and molding. Couverture chocolate melts smoothly, has excellent flavor, and creates glossy finishes. It requires tempering for proper crystallization and optimal texture.",noun,koo-vur-TOOR (/ˌkuvərˈtʊr/),"French, meaning ""covering, coating,"" from ""couvrir"" (to cover)","Think ""cover + ture"" - chocolate that covers or coats confections beautifully",None,French,The pastry chef used Belgian _____ to create perfectly tempered chocolate truffles.,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.0,2.5,,Claude,Claude,Claude,Claude
couverturecreances,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""couverture"" (high-quality chocolate) + ""creances"" (French for ""claims"" or ""debts""). These should be separate words.",error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],"This is a data error - should be separated into ""couverture"" and ""creances""",couverture + creances (separate words),ERROR - combined words,[ERROR - This combined word should not appear in spelling bee materials],2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.5,2.0,2.0,,Claude,Claude,Claude,Claude
cove,"A small, sheltered bay or inlet along a coastline; a concave molding or recess. Coves provide natural harbors protected from ocean swells and weather. In architecture, coves create smooth transitions between walls and ceilings or decorative recessed areas.",noun,KOHV (/koʊv/),"From Old English ""cofa"" (chamber, cave)","Think of a ""cave"" by the water - a sheltered inlet like a water cave",None,Old English,The secluded _____ offered perfect conditions for swimming and snorkeling.,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,1.0,1.5,1.0,2.0,,Claude,Claude,Claude,Claude
covenant,"A formal agreement or contract between parties, especially one that is solemn and binding; in religious contexts, a sacred agreement between God and humanity. Covenants establish mutual obligations, promises, and commitments that are considered inviolable and often have spiritual significance.","noun, verb",KUV-uh-nuhnt (/ˈkʌvənənt/),"From Old French ""covenant,"" from Latin ""convenire"" (to come together)","Think ""co + vent"" - coming together to vent or express mutual promises",None,Old French/Latin,The marriage _____ represented their sacred commitment to each other.,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
cover,"To place something over or in front of something else to protect, hide, or enclose; a thing that lies on, over, or around something; to deal with or include a topic. Cover serves protective, concealing, or encompassing functions.","verb, noun",KUV-ur (/ˈkʌvər/),"From Old French ""covrir,"" from Latin ""cooperire"" (to cover completely)","Think ""co + over"" - placing something over to protect or hide",None,Old French/Latin,Please _____ the food to keep it warm until dinner.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,2.0,1.5,3.5,,Claude,Claude,Claude,Claude
coverage,"The extent to which something is covered or dealt with; the amount of protection provided by insurance; the reporting of events by news media. Coverage indicates scope, completeness, or range of inclusion across various contexts.",noun,KUV-ur-ij (/ˈkʌvərɪdʒ/),"From ""cover"" + suffix ""-age"" (action, result)","Think ""cover + age"" - the extent or amount of covering provided",None,English,The insurance _____ included protection against flood damage.,2020,2020 Words_of_the_Champions.pdf,One Bee,1.0,2.5,1.0,2.0,,Claude,Claude,Claude,Claude
coveralls,"A one-piece garment combining shirt and trousers, worn over regular clothes to protect them during messy work. Coveralls provide full-body protection for mechanics, painters, farmers, and other workers exposed to dirt, chemicals, or hazardous materials.",noun (plural),KUV-ur-awlz (/ˈkʌvərˌɔlz/),"From ""cover"" + ""all"" (everything)","Think ""cover + all"" - one garment that covers all your regular clothes",Overalls,English,The mechanic put on _____ before working under the greasy car engine.,2021,2021_Printable_Words of the Champions.pdf,One Bee,1.0,3.0,1.0,2.0,,Claude,Claude,Claude,Claude
coverley,"A type of English country dance, also known as ""Sir Roger de Coverley,"" typically performed at celebrations and folk gatherings. This traditional dance involves couples in long lines performing various figures and movements. It's particularly associated with English cultural traditions and country festivities.",noun,KUV-ur-lee (/ˈkʌvərli/),"From ""Sir Roger de Coverley,"" a traditional English country dance","Think ""cover + ley (field)"" - a dance performed in country fields or gatherings",Sir Roger de Coverley,English,The folk festival concluded with everyone dancing the traditional _____.,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,1.0,2.5,1.0,2.0,,Claude,Claude,Claude,Claude
covetous,"Having or showing a great desire to possess something belonging to someone else; extremely envious or greedy. Covetousness involves wanting what others have, often leading to resentment, theft, or unethical behavior. This attitude conflicts with contentment and gratitude.",adjective,KUV-i-tus (/ˈkʌvɪtəs/),"From Old French ""coveitos,"" from Latin ""cupiditas"" (desire)","Think ""covet + -ous"" - full of coveting or wanting what others have",None,Old French/Latin,His _____ eyes followed every expensive car that passed by.,2020,2020 Words_of_the_Champions.pdf,One Bee,1.0,2.5,1.5,3.5,,Claude,Claude,Claude,Claude
