word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transcription_score,frequency_score,morphological_score,etymology_score,final_difficulty,definition_source,pronunciation_source,etymology_source,example_sentence_source,memory_tip_source,audio_file,difficulty_level,difficulty_source,years,source_files,source_difficulties,scripps_difficulty
gypsum,"Gypsum is a soft sulfate mineral composed of calcium sulfate dihydrate, commonly found in sedimentary rock formations. This mineral is typically white or colorless but can occur in various colors due to impurities. Gypsum has many industrial uses, including the production of plaster of Paris, drywall, cement, and fertilizer. The mineral is soft enough to be scratched by a fingernail and often forms in evaporite deposits where ancient seas have evaporated. Alabaster, a fine-grained form of gypsum, has been used for carving and sculpture throughout history due to its workability and attractive appearance.",noun,JIP-suhm,"From Latin ""gypsum,"" from Greek ""gypsos"" meaning ""chalk, plaster.""","Latin, Ancient Greek",The construction crew used _______ board for the interior walls because of its fire resistance and ease of installation.,"Remember ""GYPSUM"" - GYP (gypsy travels) + SUM, like gypsies who travel and build with this soft white mineral for plaster.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gyrocopter,"Gyrocopter, also known as an autogyro, is a type of rotorcraft that uses an unpowered rotor in free autorotation to develop lift, and an engine-powered propeller to provide thrust. Unlike helicopters, the rotor of a gyrocopter is not powered during flight but spins due to the upward flow of air through the rotor disc. These aircraft are generally smaller and simpler than helicopters, offering economical flight with good stability and short takeoff and landing capabilities. Gyrocopters are used for recreational flying, aerial photography, surveillance, and other specialized applications where their unique flight characteristics are advantageous.",noun,JAHY-roh-kop-ter,"From Greek ""gyros"" meaning ""circle, turn"" + ""copter"" from ""helicopter"" (Greek ""helix"" spiral + ""pteron"" wing).",Greek,The pilot enjoyed flying the _______ because it offered helicopter-like maneuverability with simpler controls and lower operating costs.,"Remember ""GYROCOPTER"" - GYROscope + heLICOPTER, like a helicopter with a gyroscope-spinning rotor that autorotates.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gyttja,"Gyttja is a fine-grained organic lake sediment composed of plant and animal remains mixed with mineral particles. This dark, nutrient-rich mud typically forms in the deeper parts of lakes where organic matter settles and decomposes in oxygen-poor conditions. Gyttja is important in limnology (the study of lakes) and paleoecology as it preserves records of past environmental conditions, including pollen, diatoms, and other microscopic remains. The sediment layers can provide information about climate history, vegetation changes, and lake ecosystem development over thousands of years.",noun,GIT-yah,"From Swedish ""gyttja,"" meaning ""mud, ooze.""",Swedish,"The paleoecologist analyzed cores of _______ from the lake bottom to reconstruct the region's climate history over the past 10,000 years.","Remember ""GYTTJA"" - GET + YA (you) muddy, the organic lake mud that will get ya muddy if you step in it.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
habanero,"Habanero is a variety of hot chili pepper belonging to the species Capsicum chinense, originally from the Amazon region but now strongly associated with Mexican and Caribbean cuisine. These small, lantern-shaped peppers typically measure 2-6 cm long and range in color from green to orange, red, brown, or chocolate when ripe. Habaneros are known for their intense heat, rating 100,000-350,000 Scoville heat units, combined with a distinctive fruity, citrusy flavor. They are essential ingredients in many hot sauces, salsas, and spicy dishes, prized for both their heat and complex flavor profile.","noun, adjective",hab-uh-NAIR-oh,"From Spanish, literally ""from Havana,"" though the pepper is not native to Cuba.",Spanish,"The chef carefully added one minced _______ pepper to the salsa, warning diners about its intense heat and fruity flavor.","Remember ""HABANERO"" - HAVANA + NERO (burning emperor), like the burning emperor of peppers from the Havana region.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
habeas,"Habeas typically refers to ""habeas corpus,"" a fundamental legal principle and writ that protects against unlawful and indefinite imprisonment. The full Latin phrase ""habeas corpus"" literally means ""you may have the body"" and requires authorities to bring a prisoner before a court to determine if their detention is lawful. This legal protection ensures that no one can be held in custody without proper legal justification and due process. Habeas corpus is considered one of the most important safeguards of individual liberty in legal systems derived from English common law.",noun (legal term),HAY-bee-uhs,"From Latin ""habeas,"" second person singular present subjunctive of ""habere"" meaning ""to have.""",Latin,The defense attorney filed a _______ corpus petition to challenge the legality of their client's continued detention.,"Remember ""HABEAS"" - HAve the Body in court, you must have the body (person) brought before court to justify imprisonment.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
haberdasher,"Haberdasher is a person who sells men's clothing and accessories, particularly items like hats, ties, shirts, and other haberdashery goods. Historically, haberdashers were merchants who sold small articles for sewing, such as buttons, ribbons, zippers, and other notions. In British usage, a haberdasher typically sells small items and accessories, while in American usage, the term more commonly refers to a men's clothier. The profession has a long history in retail trade and was once a prominent and specialized form of commerce in downtown business districts.",noun,HAB-er-dash-er,"From Middle English ""haberdassher,"" possibly from ""hapertas,"" a type of fabric, of uncertain origin.",Middle English,The downtown _______ had been fitting men with quality suits and accessories for over fifty years.,"Remember ""HABERDASHER"" - HABit + DASHer, someone who dashes around helping men get into the habit of dressing well.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
habiliments,"Habiliments refers to clothing, dress, or attire, particularly the characteristic dress associated with a particular profession, rank, or ceremonial occasion. This somewhat formal or archaic term describes not just any clothing but specifically the garments that identify someone's role, status, or function. Habiliments can include uniforms, vestments, robes, or other distinctive clothing that serves both practical and symbolic purposes. The word often appears in literary or formal contexts when describing ceremonial dress, professional attire, or historically significant clothing.",noun (usually plural),huh-BIL-uh-muhnts,"From Old French ""abillement,"" from ""abiller"" meaning ""to fit out, prepare,"" from Latin ""habilis"" meaning ""suitable.""","Old French, Latin","The judge donned the traditional _______ of the court, including the black robe and ceremonial wig.","Remember ""HABILIMENTS"" - HABIts + garMENTS, the habit-forming garments or special clothing for particular roles.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
habitual,"Habitual describes something done regularly, customarily, or by habit rather than by conscious decision. This adjective characterizes behaviors, actions, or patterns that have become automatic through repetition and routine. A habitual action is performed almost unconsciously because it has been repeated so often that it becomes second nature. Habitual can describe both positive habits (habitual exercise) and negative ones (habitual lateness). The word emphasizes the automatic, ingrained nature of the behavior rather than deliberate or occasional actions.",adjective,huh-BICH-oo-uhl,"From Medieval Latin ""habitualis,"" from Latin ""habitus"" meaning ""condition, habit.""","Medieval Latin, Latin",His _______ morning routine of coffee and newspaper reading had remained unchanged for twenty years.,"Remember ""HABITUAL"" - HABIT + UAL (usual), usual habits that are done automatically and regularly.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
habitue,"Habitué (also spelled habitue without the accent) refers to a person who frequents or is a regular visitor to a particular place, especially establishments like restaurants, bars, theaters, or clubs. This French-derived term describes someone who is so familiar with a venue that they are recognized by staff and other patrons as a regular customer. A habitué often has preferred seating, knows the staff personally, and is considered part of the establishment's regular clientele. The word suggests both loyalty and familiarity with the establishment's customs and atmosphere.",noun,huh-BICH-oo-ay,"From French ""habitué,"" past participle of ""habituer"" meaning ""to accustom,"" from Latin ""habitus.""","French, Latin","As a longtime _______ of the jazz club, he had his own favorite table near the stage where the staff knew his usual order.","Remember ""HABITUE"" - HABIT + UE (you), you who has the habit of regularly visiting the same place.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
habitué,"Habitué is the French spelling (with accent) of habitue, referring to a person who frequents or is a regular visitor to a particular place, especially establishments like restaurants, bars, theaters, or clubs. This term describes someone who is so familiar with a venue that they are recognized by staff and other patrons as a regular customer. A habitué often has preferred seating arrangements, knows the staff personally, and is considered part of the establishment's regular clientele. The accent mark preserves the original French pronunciation and spelling.",noun,huh-bee-TYWAY,"From French ""habitué,"" past participle of ""habituer"" meaning ""to accustom,"" from Latin ""habitus.""","French, Latin","The café owner greeted the elderly _______ warmly, already preparing his usual morning coffee before he reached his customary corner table.","Remember ""HABITUÉ"" - HABIT + UÉ (French you), the French way to say ""you who has the habit"" of visiting regularly.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hackamore,"Hackamore is a type of horse headgear used for controlling and directing horses without using a bit in the mouth. This equipment consists of a noseband, usually made of braided rawhide or rope, that applies pressure to the horse's nose and chin rather than the mouth. Hackamores are popular in Western riding, natural horsemanship, and with horses that have mouth sensitivity or dental issues. The hackamore provides control through leverage action and pressure points on the nose, jaw, and poll, allowing riders to communicate with their horses while avoiding potential mouth discomfort from traditional bits.",noun,HAK-uh-mor,"From Spanish ""jáquima,"" possibly from Arabic ""shakīmah"" meaning ""halter.""","Spanish, Arabic",The trainer preferred using a _______ on young horses to avoid potential mouth damage while teaching them to respond to rein pressure.,"Remember ""HACKAMORE"" - HACK (not harsh) + MORE control, more gentle control without hacking at the horse's mouth with a bit.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hackles,"Hackles are the long, pointed feathers on the neck of birds, particularly roosters, or the hair on the back of the neck of mammals, especially dogs. When animals are agitated, threatened, or aggressive, these hackles typically stand upright as part of their defensive or threatening display. In humans, the phrase ""raise one's hackles"" means to make someone angry, irritated, or defensive. The term can also refer to the feathers used in fly fishing lures or the neck feathers plucked from birds for various uses in crafts and fishing.",noun (plural),HAK-uhlz,"From Middle English ""hakell,"" related to ""hack"" meaning ""to chop,"" referring to the jagged appearance of the feathers.",Middle English,"The dog's _______ rose along his neck when he sensed the approaching stranger, signaling his alertness and wariness.","Remember ""HACKLES"" - HACK + LES (less calm), when hackles rise, there's less calm and more agitation or alertness.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hackneyed,"Hackneyed describes something that has been overused to the point of losing its original impact, freshness, or meaning. This adjective applies to expressions, ideas, phrases, or concepts that have become trite, cliché, or commonplace through excessive repetition. A hackneyed phrase or idea lacks originality and fails to engage audiences because of its overfamiliarity. The term suggests that what was once fresh and effective has been worn out through overuse, like a horse that has been ridden too much and becomes tired and ineffective.",adjective,HAK-need,"From ""hackney"" (a horse for ordinary riding, later meaning ""common, ordinary"") + ""-ed"" suffix.",English,The speech was full of _______ phrases about hard work and dedication that failed to inspire the already weary audience.,"Remember ""HACKNEYED"" - HACK (worn out) + NEYED (neighed like an old horse), worn out from overuse like an old horse that's been ridden too much.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hadith,"Hadith refers to a collection of traditions containing sayings, actions, and teachings of the Islamic prophet Muhammad, as well as accounts of his daily practice (the Sunnah). These reports are considered a major source of Islamic law and moral guidance, second only to the Quran in importance. Each hadith consists of two parts: the matn (the actual text of the saying or account) and the isnad (the chain of narrators who transmitted the report). Islamic scholars have developed elaborate sciences for authenticating and categorizing hadith based on the reliability of their transmission chains and the character of the narrators.",noun,hah-DEETH,"From Arabic ""ḥadīth"" meaning ""talk, speech, conversation, tradition.""",Arabic,Islamic scholars spent decades collecting and verifying the authenticity of each _______ to preserve accurate records of Prophet Muhammad's teachings.,"Remember ""HADITH"" - HAD + ITH (it), what Muhammad had said - the traditions that had it (his teachings) recorded for posterity.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
haggisdolce,"This appears to be a combined word error where ""haggis"" (a traditional Scottish dish) has been incorrectly merged with ""dolce"" (Italian for sweet or dessert). Haggis is a savory pudding made from sheep's organs, oatmeal, and spices, traditionally cooked in the animal's stomach. Dolce refers to sweet desserts or confections in Italian cuisine, or can mean ""sweet"" in musical terms. This combination likely resulted from a PDF parsing error where two completely unrelated culinary terms were inadvertently joined together. The correct terms would be ""haggis"" referring to the Scottish dish, and ""dolce"" referring to sweet desserts.",combined word error,HAG-is-DOHL-chay,"Error: ""haggis"" (Scottish, possibly from ""hag"" to chop) + ""dolce"" (Italian, from Latin ""dulcis"" sweet)",Combined word error,"This appears to be a PDF parsing error combining ""haggis"" and ""dolce"" - the _______ should be treated as two separate words.","Remember ""HAGGISDOLCE"" - this is a combined word error, separate into HAGGIS (Scottish savory dish) + DOLCE (Italian sweet dessert).",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
haggle,"Haggle means to negotiate or bargain persistently, especially over the price of goods or services, often in a somewhat contentious or protracted manner. This verb describes the back-and-forth process of making offers and counteroffers until reaching an acceptable agreement. Haggling typically involves both parties starting from extreme positions and gradually moving toward a middle ground. The process can be found in markets, bazaars, car dealerships, and other commercial settings where prices are not fixed. Haggling requires patience, persistence, and negotiation skills.","verb, noun",HAG-uhl,"Possibly from Old Norse ""höggva"" meaning ""to hew, chop,"" suggesting the cutting back and forth of negotiation.",Old Norse,"At the flea market, she loved to _______ with vendors, often getting items for half their asking price through patient negotiation.","Remember ""HAGGLE"" - HAG (nag) + GLE (struggle), like nagging and struggling over prices until you reach an agreement.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hagiographer,"Hagiographer is a person who writes hagiographies - biographical accounts of saints' lives, martyrs, or other religious figures that emphasize their spiritual qualities and miraculous deeds. These writers traditionally focused on the holy and exemplary aspects of their subjects' lives rather than providing objective historical accounts. In broader usage, hagiographer can describe anyone who writes excessively reverent or uncritical biographical accounts that idealize their subjects. The term sometimes carries a slightly negative connotation when applied to biographical writing that lacks objectivity or critical analysis.",noun,hag-ee-OG-ruh-fer,"From Greek ""hagios"" meaning ""holy, sacred"" + ""graphein"" meaning ""to write"" + ""-er"" suffix.",Ancient Greek,"The medieval _______ wrote inspiring accounts of saints' lives, emphasizing their miracles and virtues rather than historical accuracy.","Remember ""HAGIOGRAPHER"" - HAGIO (holy) + GRAPHER (writer), a holy writer who writes about saints and holy people.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
hair,"Hair refers to the fine, thread-like strands that grow from follicles in the skin of humans and animals. In humans, hair serves both protective and aesthetic functions, helping regulate body temperature and serving as a means of self-expression through styling and coloring. Hair is composed primarily of a protein called keratin and grows in cycles of growth, rest, and shedding. The term can also refer to anything resembling hair in appearance or texture, such as plant fibers or thin filaments. Hair plays significant roles in cultural identity, fashion, and social expression across different societies.",noun,HAIR,"From Old English ""hǣr,"" from Germanic roots meaning ""hair.""","Old English, Germanic","She decided to donate her long _______ to charity, knowing it would be made into wigs for cancer patients.","Remember ""HAIR"" - Head's Amazing Insulating Rods, the amazing insulating rods that grow from your head for protection and beauty.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
haitian,"Haitian refers to something or someone from Haiti, the Caribbean nation that occupies the western third of the island of Hispaniola. As an adjective, Haitian describes the culture, people, language, food, or other aspects related to Haiti. As a noun, it refers to a person from Haiti or of Haitian descent. Haiti has a rich cultural heritage influenced by African, French, and indigenous Taíno traditions. Haitian Creole and French are the official languages. The country has a complex history involving colonial rule, slavery, revolution, and independence, making it the first black republic in the world.","adjective, noun",HAY-shuhn,"From Haiti (from Taíno ""ayiti"" meaning ""land of high mountains"") + ""-an"" suffix.","Taíno, English",The _______ restaurant served traditional dishes like griot and plantains that reflected the island's rich culinary heritage.,"Remember ""HAITIAN"" - HAIti + TIAN (person), a person or thing from Haiti, the mountainous Caribbean nation.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
halala,"Halala is a monetary subunit used in Saudi Arabia, where 100 halalas equal one Saudi riyal. This term can also refer to a controversial Islamic practice related to marriage and divorce laws, where a divorced woman must marry and consummate a marriage with another man before she can remarry her former husband. In the monetary sense, halala represents the smallest unit of Saudi currency. The marriage practice, while mentioned in Islamic jurisprudence, is widely considered controversial and is discouraged by many Islamic scholars as it can be subject to abuse.",noun,hah-LAH-lah,"From Arabic ""ḥalāla,"" related to ""ḥalāl"" meaning ""lawful, permitted.""",Arabic,"The price was listed as 50 riyals and 75 _______, showing the precise cost in Saudi currency down to the smallest denomination.","Remember ""HALALA"" - HALf a riAL + A, like half a riyal plus a bit, the small change unit of Saudi money.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
halalah,"Halalah is an alternate spelling or variant form of halala, referring to the monetary subunit of Saudi Arabia where 100 halalahs equal one Saudi riyal. This represents the smallest denomination of Saudi currency, similar to cents in dollar-based systems or pence in pound-based systems. The term derives from Arabic and is used in financial contexts when precise monetary amounts need to be specified. Different spellings may appear in various transliterations from Arabic script, but both halala and halalah refer to the same monetary unit.",noun,hah-LAH-lah,"Variant of ""halala,"" from Arabic ""ḥalāla,"" related to ""ḥalāl"" meaning ""lawful, permitted.""",Arabic,"The merchant calculated the exact change, counting out several _______ to make up the precise amount owed.","Remember ""HALALAH"" - HALf pLus ALf + AH, like half plus half of a riyal, the tiny Saudi currency unit.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
halcyon,"Halcyon describes a period of time that is idyllically happy, peaceful, and prosperous, often referring to a golden age or time remembered with nostalgic fondness. The word can also refer to the mythical halcyon bird (kingfisher), which was said to nest on the sea and calm the waters during the winter solstice period. ""Halcyon days"" specifically refers to this legendary period of calm weather, but more broadly describes any tranquil, carefree time. The term evokes images of serenity, contentment, and harmonious conditions, whether in personal life, society, or nature.","adjective, noun",HAL-see-uhn,"From Greek ""halkyon,"" referring to the kingfisher bird, from Greek mythology about Alcyone.",Ancient Greek,"She looked back fondly on the _______ days of her childhood, when summers seemed endless and worry was unknown.","Remember ""HALCYON"" - HALf of skY + ON, like half the sky is always sunny and calm, representing peaceful, happy times.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
halibut,"Halibut is a large flatfish found in cold northern waters of the Pacific and Atlantic oceans, prized as both a commercial and sport fish. These fish can grow to enormous sizes, with some Pacific halibut reaching over 400 pounds and 8 feet in length. Halibut are bottom-dwelling fish with both eyes on their upper side, having migrated from one side during their development. The fish is highly valued for its firm, white, mild-flavored meat and is prepared in numerous ways in restaurants and homes. Halibut fishing is an important industry in Alaska and other northern regions.",noun,HAL-i-buht,"From Middle English ""halibut,"" literally ""holy flatfish"" (eaten on holy days), from ""haly"" (holy) + ""butte"" (flatfish).",Middle English,The charter boat captain was excited when they hooked a massive _______ that took thirty minutes to bring to the surface.,"Remember ""HALIBUT"" - HALf huge + BUT flat, a huge fish that's flat like it was squashed, the holy flatfish.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
halifax,"Halifax is the capital and largest city of Nova Scotia, Canada, serving as the major economic, cultural, and transportation hub of the Maritime provinces. The city has a rich maritime history, including its role as a major port and naval base. Halifax is home to several universities, including Dalhousie University, and has a vibrant arts and culture scene. The city is also notable for its connection to the Titanic disaster, as it was the base for recovery efforts and where many victims were brought. Halifax combines historic charm with modern urban amenities, making it an important Canadian Atlantic city.",proper noun,HAL-i-faks,"Named after George Montagu-Dunk, 2nd Earl of Halifax, from Old English ""halig"" (holy) + ""feax"" (hair).",Old English (named after person),"The cruise ship docked in _______ harbor, allowing passengers to explore the historic waterfront and visit the Maritime Museum.","Remember ""HALIFAX"" - HALf way + FAX (facts), halfway across Canada you'll find the facts about this important Maritime city.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
