word,definition,part_of_speech,pronunciation_guide,etymology,memory_tips,alternate_spellings,language_origin,example_sentence,years,source_files,source_difficulties,difficulty_phonetic,difficulty_frequency,difficulty_morphological,difficulty_etymology,difficulty_final,etymology_source,definition_source,pronunciation_source,example_sentence_source
combustible,"Capable of catching fire and burning readily; easily ignited by heat, sparks, or flames. This term describes materials with low ignition temperatures that pose fire hazards, such as gasoline, paper, or dry wood. In figurative usage, combustible describes volatile situations or personalities prone to explosive reactions. Safety regulations strictly control the storage and handling of combustible materials to prevent accidents.",adjective,kum-BUS-tuh-bul (/kəmˈbʌstəbəl/),"From Latin ""combustus"" (burned up) + suffix ""-ible"" (capable of being)","Connect to ""combust"" - if something can combust (burn), it's combustible",None,Latin,The warehouse stored _____ materials away from heat sources to prevent fires.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.5,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
comedienne,"A female comedian or performer who specializes in comedy, particularly in theatrical, television, or film entertainment. This term specifically designates women who make their living through humor, whether as stand-up comedians, comic actresses, or comedy writers. While ""comedian"" has become increasingly gender-neutral, ""comedienne"" maintains the tradition of acknowledging women's contributions to comedy and entertainment.",noun,kuh-mee-dee-EN (/kəˌmidiˈɛn/),"French feminine form of ""comédien"" (comedian), from ""comédie"" (comedy)","Remember the French feminine ending ""-enne"" - like ""comedian"" but specifically for women",None,French,The talented _____ brought the audience to tears of laughter with her witty observations.,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.0,2.5,,Claude,Claude,Claude,Claude
comes,"Third person singular present tense of the verb ""come,"" indicating movement toward the speaker or arrival at a destination. This fundamental verb expresses approach, arrival, or occurrence of events. ""Comes"" can also indicate origin (""comes from a good family"") or future events (""comes next Tuesday""). It's one of the most frequently used verbs in English, essential for describing movement and temporal relationships.",verb (third person singular present),KUMZ (/kʌmz/),"From Old English ""cuman,"" related to German ""kommen"" and Latin ""venire""","Think of someone approaching: ""Here he comes!"" - movement toward you",None,Old English,She _____ to visit every Sunday afternoon for tea with her grandmother.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,2.0,1.0,3.5,,Claude,Claude,Claude,Claude
comestibles,"Edible items; food and drink suitable for consumption. This formal term encompasses all consumable provisions, from basic groceries to gourmet delicacies. Often used in upscale culinary contexts, fine dining establishments, or food retail describing high-quality edible products. The term elevates ordinary food discussion to a more sophisticated level, commonly found in gourmet food descriptions and culinary literature.",noun (plural),kuh-MES-tuh-bulz (/kəˈmɛstəbəlz/),"From Latin ""comestibilis,"" meaning ""edible,"" from ""comedere"" (to eat up)","Connect to ""edible"" - both mean things you can eat, but comestibles sounds more fancy",None,Latin,The gourmet shop specialized in imported _____ from various European countries.,2021; 2022,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
comfort,"A state of physical ease and freedom from pain or constraint, or the provision of such relief. Comfort includes emotional solace, reassurance during distress, and the amenities that make life pleasant and convenient. The term encompasses both physical comfort (soft furniture, warm clothing) and psychological comfort (emotional support, familiar surroundings). Modern usage extends to comfort zones and comfort food.","noun, verb",KUM-furt (/ˈkʌmfərt/),"From Latin ""confortare,"" meaning ""to strengthen greatly,"" from ""com-"" (intensive) + ""fortis"" (strong)","Think ""com- (with) + fort (strength)"" - providing strength and ease to someone",None,Latin,The soft blanket provided _____ during the cold winter night.,2020,2020 Words_of_the_Champions.pdf,One Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
comic,"Relating to comedy or humor; designed to amuse or provoke laughter. As a noun, comic refers to a comedian or performer specializing in humorous entertainment. Comic also describes illustrated stories or publications (comic books, comic strips) that typically combine visual art with text to tell stories, often but not exclusively humorous. The term encompasses various forms of comedic expression in entertainment and literature.","adjective, noun",KOM-ik (/ˈkɒmɪk/),"From Latin ""comicus,"" from Greek ""komikos,"" relating to comedy",Think of comic books or stand-up comics - both designed to entertain and amuse,None,Greek/Latin,The _____ timing of the actor made even the serious scene unexpectedly funny.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,2.0,1.5,3.5,,Claude,Claude,Claude,Claude
comics,"Sequential art combining illustrations and text to tell stories, typically published as comic books, comic strips, or graphic novels. Comics encompass various genres from superhero adventures to literary narratives, using panels, speech bubbles, and visual storytelling techniques. The medium has evolved from newspaper comic strips to sophisticated graphic literature recognized for artistic and literary merit. Comics also refers to the comedy entertainment industry.",noun (plural),KOM-iks (/ˈkɒmɪks/),"Plural of ""comic,"" from Latin ""comicus,"" originally referring to comedic theatrical works","Think of comic books with superheroes, or newspaper comic strips with funny characters",None,Greek/Latin,The library's _____ section included both classic superhero stories and modern graphic novels.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,2.0,1.0,3.5,,Claude,Claude,Claude,Claude
coming,"Present participle of ""come,"" indicating approaching movement or future arrival. As an adjective, ""coming"" describes something that is approaching or about to happen in the near future. The term can refer to physical approach (""coming closer""), temporal approach (""coming year""), or developmental stages (""coming of age""). It expresses anticipation and forward movement in time or space.","verb (present participle), adjective",KUM-ing (/ˈkʌmɪŋ/),"From Old English ""cuman"" + present participle suffix ""-ing""","Think of movement toward you: ""She is coming here"" or future events: ""coming soon""",None,Old English,The _____ storm forced residents to prepare their homes for severe weather.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,2.0,1.5,2.0,,Claude,Claude,Claude,Claude
commandeer,"To officially take possession or control of something, typically for military or public use during emergencies. This term often involves requisitioning private property, vehicles, or resources when normal procurement methods are insufficient. Commandeering usually occurs under legal authority during wartime, natural disasters, or other urgent situations where immediate access to resources is critical for public safety or national security.",verb,kom-an-DEER (/ˌkɒmənˈdɪər/),"From Afrikaans ""kommandeer,"" from French ""commander"" (to command)","Think ""command + steer"" - taking command and steering/controlling something",None,Afrikaans/French,"During the evacuation, officials had to _____ buses to transport stranded civilians.",2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.5,2.5,,Claude,Claude,Claude,Claude
commandments,"Authoritative rules or principles, especially divine commands that must be obeyed. Most famously referring to the Ten Commandments given to Moses in Judeo-Christian tradition, these represent fundamental moral and religious laws. The term extends beyond religious contexts to describe any important rules, principles, or guidelines that should be followed, whether in ethical systems, organizational policies, or personal codes of conduct.",noun (plural),kuh-MAND-muhnts (/kəˈmændmənts/),"From Old French ""commandement,"" from ""commander"" (to command) + suffix ""-ment""","Think ""command + -ments"" - commands or orders that must be followed",None,Old French,The organization's ethical _____ guided employee behavior in difficult situations.,2024,2024 Words of the Champions.pdf,Three Bee,1.0,3.5,1.5,2.5,,Claude,Claude,Claude,Claude
commemoration,"The act of honoring the memory of someone or something through ceremonies, monuments, or special observances. Commemoration preserves historical events, celebrates achievements, or honors deceased individuals through formal recognition. This process helps societies remember significant moments, heroes, or tragic events through memorials, annual observances, or dedicated spaces. Commemoration serves both educational and emotional purposes in collective memory.",noun,kuh-mem-uh-RAY-shun (/kəˌmɛməˈreɪʃən/),"From Latin ""commemoratio,"" from ""commemorare"" (to bring to remembrance)","Think ""com- (together) + memor (memory)"" - coming together to remember",None,Latin,The memorial service was a beautiful _____ of the fallen soldiers' sacrifice.,2023,2023_Words_of_the_Champions.pdf,Two Bee,1.3,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
commerce,"The activity of buying and selling goods and services, especially on a large scale involving transportation between different places. Commerce encompasses all aspects of trade, including wholesale and retail operations, import and export activities, and the financial systems supporting these transactions. Modern commerce includes e-commerce, digital transactions, and global supply chains that connect producers and consumers worldwide.",noun,KOM-urs (/ˈkɒmərs/),"From Latin ""commercium,"" from ""com-"" (together) + ""mercari"" (to trade)","Think ""com- (together) + merce (trade)"" - people coming together to trade",None,Latin,The port city thrived due to its strategic location for international _____.,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
commercial,"Related to commerce, trade, or business activities, especially those aimed at generating profit. As a noun, commercial refers to an advertisement broadcast on television, radio, or other media to promote products or services. Commercial activities contrast with non-profit, artistic, or purely academic endeavors, focusing on market viability and financial success. The term can also describe practical, business-minded approaches to various activities.","adjective, noun",kuh-MUR-shul (/kəˈmɜːrʃəl/),"From Latin ""commercialis,"" relating to commerce or trade","Think of TV commercials selling products, or commercial businesses making money",None,Latin,"The _____ district bustled with shops, offices, and restaurants serving business clients.",2025,2025 Words of Champion _1_.pdf,Three Bee,1.3,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
comminatory,"Expressing or containing threats; menacing or threatening in nature. This formal term describes language, behavior, or communications that warn of punishment or harmful consequences. Often used in legal, religious, or official contexts, comminatory statements serve as warnings intended to deter certain actions. The term implies a serious, authoritative tone designed to inspire fear or compliance through threatened consequences.",adjective,kuh-MIN-uh-tor-ee (/kəˈmɪnətɔri/),"From Latin ""comminatorius,"" from ""comminari"" (to threaten)","Think ""com- + minat (threaten)"" - threatening or menacing in tone",None,Latin,The judge's _____ remarks warned the defendant about consequences of future violations.,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.0,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
commiserative,"Expressing sympathy, pity, or compassion for someone's suffering or misfortune. This term describes language, actions, or attitudes that show understanding and shared sorrow for another's difficulties. Commiserative responses acknowledge pain while offering emotional support. The word implies genuine empathy rather than mere politeness, suggesting a deep understanding of another's situation and a desire to provide comfort.",adjective,kuh-MIZ-uh-ray-tiv (/kəˈmɪzərətɪv/),"From Latin ""commiseratus,"" past participle of ""commiserari"" (to pity)","Think ""com- (with) + miser (wretched)"" - feeling wretched together with someone",None,Latin,Her _____ words provided comfort to the family during their time of grief.,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,1.0,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
commissioner,"An official appointed to oversee and administer a particular department, organization, or area of public service. Commissioners typically have executive authority within their jurisdiction, such as police commissioners, health commissioners, or sports commissioners. They may lead government agencies, regulate industries, or manage public institutions. The role combines administrative expertise with policy implementation and public accountability.",noun,kuh-MISH-uh-nur (/kəˈmɪʃənər/),"From Latin ""commissarius,"" from ""committere"" (to entrust)","Think ""commission + -er"" - someone who has been commissioned or entrusted with authority",None,Latin,The police _____ announced new reforms to improve community relations.,2022; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,1.3,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
commissionergrande,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""commissioner"" (an appointed official) + ""grande"" (Spanish/Italian for ""large"" or ""great""). These should be separate words.",error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],"This is a data error - should be separated into ""commissioner"" and ""grande""",commissioner + grande (separate words),ERROR - combined words,[ERROR - This combined word should not appear in spelling bee materials],2021,2021_Printable_Words of the Champions.pdf,One Bee,1.3,3.5,2.0,2.0,,Claude,Claude,Claude,Claude
commits,"Third person singular present tense of ""commit,"" meaning to carry out, pledge, or dedicate oneself to a particular action or cause. The term can indicate performing an act (commits a crime), making a promise (commits to helping), or dedicating resources (commits funds). In various contexts, it implies determination, obligation, or the act of binding oneself to a course of action.",verb (third person singular present),kuh-MITS (/kəˈmɪts/),"From Latin ""committere,"" meaning ""to connect, entrust,"" from ""com-"" (together) + ""mittere"" (to send)","Think ""com- (together) + mit (send)"" - sending oneself together with a cause or action",None,Latin,She _____ to exercising every morning before work to maintain her health.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
committee,"A group of people appointed or elected to perform a specific function, make decisions, or manage particular tasks within a larger organization. Committees typically have defined purposes, such as planning events, reviewing policies, or overseeing projects. They operate through meetings, discussions, and collaborative decision-making processes. Committee structures are common in government, businesses, educational institutions, and community organizations.",noun,kuh-MIT-ee (/kəˈmɪti/),"From Latin ""committere"" (to entrust) + suffix ""-ee"" indicating recipients of action","Think ""commit + -tee"" - a group committed to a specific task or responsibility",None,Latin,The planning _____ met weekly to organize the school's annual fundraising event.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,3.0,1.0,3.5,,Claude,Claude,Claude,Claude
commodious,"Spacious and comfortable; having ample room for intended purposes. This term describes living spaces, vehicles, or containers that provide generous accommodation without crowding. Commodious implies both adequate size and thoughtful design that enhances comfort and usability. Often used in real estate, architecture, or descriptions of luxury accommodations, the word suggests both practical functionality and pleasant roominess.",adjective,kuh-MOH-dee-us (/kəˈmoʊdiəs/),"From Latin ""commodiosus,"" meaning ""convenient, suitable,"" from ""commodus"" (convenient)","Think ""commod (convenient) + -ious"" - conveniently spacious and comfortable",None,Latin,The _____ dining room easily accommodated the large family gathering.,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,1.0,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
commonly,"In a usual, ordinary, or frequently occurring manner; typically or generally. This adverb indicates that something happens regularly, is widely known, or represents normal practice. Commonly suggests broad acceptance, frequent occurrence, or general understanding among most people. It contrasts with rare, unusual, or specialized occurrences, emphasizing the ordinary or expected nature of events, behaviors, or knowledge.",adverb,KOM-un-lee (/ˈkɒmənli/),"From ""common"" + adverbial suffix ""-ly""","Think ""common + -ly"" - in a common or typical way",None,Middle English,This error is _____ made by students learning the multiplication tables.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,2.5,1.5,2.0,,Claude,Claude,Claude,Claude
commonplace,"Ordinary, unremarkable, or frequently encountered; lacking originality or special interest. As a noun, commonplace refers to something ordinary or a collection of notable quotations, ideas, or observations. The term suggests that something has become so familiar or frequent that it no longer attracts attention or interest. In academic contexts, a commonplace book was a personal compilation of quotes and ideas.","adjective, noun",KOM-un-plays (/ˈkɒmənpleɪs/),"Translation of Latin ""locus communis,"" meaning ""general theme"" or ""common topic""","Think ""common + place"" - something you commonly find in any place",None,Latin (via translation),Cell phones have become so _____ that few restaurants remain phone-free zones.,2020,2020 Words_of_the_Champions.pdf,One Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
commorients,"Legal term referring to people who die simultaneously or at approximately the same time, particularly relevant in inheritance and succession law. When commorients include family members or beneficiaries, special legal provisions determine how property and assets are distributed. This concept addresses situations where the order of death cannot be determined, such as in accidents, disasters, or other tragic circumstances affecting multiple related parties.",noun (plural),kuh-MOR-ee-uhnts (/kəˈmɔriənts/),"From Latin ""commorientes,"" present participle of ""commori"" (to die together)","Think ""com- (together) + mori (die)"" - people who die together",None,Latin,The estate lawyer explained the laws governing _____ in cases of simultaneous death.,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,1.0,3.5,1.5,3.5,,Claude,Claude,Claude,Claude
commotion,"A state of confused and noisy disturbance; tumultuous activity or agitation. Commotion suggests disorder, excitement, and disruption of normal calm or quiet. This can result from accidents, arguments, celebrations, or any event that creates sudden activity and noise. The term implies temporary chaos, confusion, or excitement that disturbs the usual peaceful state of an environment.",noun,kuh-MOH-shun (/kəˈmoʊʃən/),"From Latin ""commotio,"" from ""commovere"" (to move violently)","Think ""com- (together) + motion"" - lots of people in motion together creating disturbance",None,Latin,The loud _____ in the hallway disrupted classes throughout the school.,2020,2020 Words_of_the_Champions.pdf,One Bee,1.3,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
commove,"To move emotionally; to stir up, agitate, or cause to feel strong emotion. This formal and somewhat archaic term describes the action of deeply affecting someone's feelings or creating emotional turbulence. Commove implies more than simple movement—it suggests profound emotional stirring that may lead to action or significant psychological impact. The word is rarely used in contemporary speech but appears in literary contexts.",verb,kuh-MOOV (/kəˈmuv/),"From Latin ""commovere,"" meaning ""to move violently, stir up""","Think ""com- (thoroughly) + move"" - to move someone thoroughly or emotionally",None,Latin,The tragic story served to _____ even the most hardened audience members.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.0,2.5,1.0,3.5,,Claude,Claude,Claude,Claude
communication,"The process of conveying information, ideas, or feelings through speech, writing, gestures, or other means between individuals or groups. Effective communication involves both transmission and reception of messages, requiring clarity, understanding, and often feedback. Modern communication encompasses various media including digital platforms, telecommunication systems, and face-to-face interaction. Communication is fundamental to human relationships, education, business, and social organization.",noun,kuh-myoo-nuh-KAY-shun (/kəˌmjunɪˈkeɪʃən/),"From Latin ""communicatio,"" from ""communicare"" (to share, make common)","Think ""common + -ication"" - making ideas common or shared between people",None,Latin,Clear _____ between team members improved the project's efficiency significantly.,2025,2025 Words of Champion _1_.pdf,Three Bee,1.3,3.5,2.0,3.5,,Claude,Claude,Claude,Claude
communing,"The act of communicating intimately or sharing thoughts and feelings in close spiritual or emotional connection. Communing often implies deep, meaningful interaction that goes beyond superficial conversation. This can occur between people, with nature, or in spiritual contexts where individuals seek connection with the divine or transcendent. The term suggests peaceful, reflective communication that creates understanding and unity.",verb (present participle),kuh-MYOON-ing (/kəˈmjunɪŋ/),"From Old French ""comuner,"" from Latin ""communicare"" (to share)","Think ""commune + -ing"" - actively sharing or connecting deeply with someone or something",None,Old French/Latin,She spent the morning _____ with nature during her peaceful forest walk.,2024,2024 Words of the Champions.pdf,Three Bee,1.0,3.0,1.5,3.5,,Claude,Claude,Claude,Claude
communiqué,"An official announcement or statement, typically issued by a government, military organization, or other authority to provide information to the public or media. Communiqués are formal communications that convey important news, policy changes, or official positions on significant matters. These statements are often carefully worded and released through official channels to ensure accurate dissemination of information.",noun,kuh-MYOO-nuh-kay (/kəˈmjunɪkeɪ/),"French, past participle of ""communiquer"" (to communicate)","Think ""communicate"" with French accent - an official communication or announcement",Communique (without accent),French,The embassy issued a _____ clarifying its position on the diplomatic negotiations.,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,1.0,3.0,1.0,2.5,,Claude,Claude,Claude,Claude
