word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
azorestankard,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
azotea,A flat roof terrace or rooftop used as a living space in Hispanic architecture,/ˌɑzəˈteɪə/,"From Spanish azotea, from Arabic as-sutayha meaning 'the little terrace'",AZOTEA: Amazing Zenith - Outdoor Terrace Everyone enjoys - Atop roof space,The family gathered on the _____ to enjoy the evening breeze and city views.,Claude,Claude,Claude,,Intermediate,2.5,3.0,1.0,5.0,False
aztec,"Relating to the Aztecs, a Mesoamerican civilization that flourished in central Mexico",/ˈæztɛk/,"From Spanish azteca, from Nahuatl aztecatl meaning 'people from Aztlan'",AZTEC: Ancient Zealous - Talented Empire with Complex pyramids and culture,The museum displayed beautiful _____ artifacts including gold jewelry and stone carvings.,Claude,Claude,Claude,,Intermediate,2.0,2.5,1.0,5.0,False
azulejo,A form of Spanish and Portuguese painted tin-glazed ceramic tilework,/ˌɑzuˈleɪhoʊ/,"From Spanish/Portuguese azulejo, from Arabic az-zulaykha meaning 'little polished stone'","AZULEJO: Amazing azure Unique - Little Elegant decorative tiles from ancient times, Joining Ornamental patterns",The palace walls were covered with intricate blue and white _____ depicting historical scenes.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.0,5.0,False
azulejoorganized,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
baby,A very young child; an infant,/ˈbeɪbi/,"From Middle English babi, possibly from babbling sounds infants make","BABY: Beautiful And adorable person - Born Young, innocent",The _____ giggled happily when her mother played peek-a-boo.,Claude,Claude,Claude,,Intermediate,1.0,2.5,1.3,3.5,False
baccate,Berry-like; having a pulpy fruit with seeds embedded in the flesh,/ˈbækeɪt/,"From Latin baccatus meaning 'having berries', from bacca 'berry'",BACCATE: Berries And fruit Contents - Creating Attractive Tasty fruit Easily recognizable,The _____ fruits of the elderberry bush were dark purple and clustered together.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
bachelorette,An unmarried young woman; a woman celebrating before her wedding,/ˌbætʃələˈrɛt/,"From bachelor + -ette (feminine suffix), where bachelor comes from Old French bacheler","BACHELORETTE: Beautiful And Cheerful - Having Exciting Life Occasions - Relaxed, Exciting fun Times - Taking Everybody out for celebration",The bride-to-be enjoyed her _____ party with her closest friends.,Claude,Claude,Claude,,Intermediate,1.4,4.0,1.0,3.5,False
back,The rear surface of the human body; to support or move backward,/bæk/,"From Old English bæc, from Proto-Germanic bakam",BACK: Behind And Curved anatomy - Keeps your body upright and strong,She carried the heavy backpack that strained her _____ during the long hike.,Claude,Claude,Claude,,Beginner,1.0,2.0,1.0,3.5,False
backgammon,A board game for two players with pieces moved according to dice rolls,/ˈbækˌɡæmən/,"From back + gammon (Middle English gamen 'game'), referring to pieces sent back",BACKGAMMON: Board And Checkers - Knights Gamble And Move Moving Over Numbered spaces,They spent the evening playing _____ by the fireplace.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.0,3.5,False
backgammonintuitable,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
background,The area behind the main focus; a person's education and experience,/ˈbækˌɡraʊnd/,"From back + ground, originally referring to the part of a picture behind the main subjects","BACKGROUND: Behind And Covering - Knowledge, Growing personal history, Records Of Understanding, Notable past experiences, Developing over time",Her strong academic _____ in science helped her excel in medical school.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.0,3.0,False
bacteriolytic,Capable of destroying or dissolving bacteria,/bækˌtɪrioʊˈlɪtɪk/,From bacterio- (from Greek bakterion 'small rod') + lytic (from Greek lytikos 'able to dissolve'),"BACTERIOLYTIC: Bacteria - Actively Crushing These microorganisms, Entirely Reducing Infections - Obliterating germs, Lysing bacteria Rapidly, yielding immunity Through totally destroying, Intense medical Compound agents",The new _____ enzyme showed promise in treating antibiotic-resistant infections.,Claude,Claude,Claude,,Intermediate,1.6,4.0,1.3,2.0,False
