word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
cyanosisregurgitate,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""cyanosis"" (blue skin condition) + ""regurgitate"" (to bring back up).",[ERROR - This combined word should not appear in spelling bee materials],Two Bee,,,,,4.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 3.25),error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],Claude,"This is a data error - should be separated into ""cyanosis"" and ""regurgitate""",cyanosis + regurgitate (separate words),ERROR - combined words,Claude,Scripps National Spelling Bee,Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023)",2025-08-19
cybernetics,The science of communication and control in machines and living beings; the study of automatic control systems.,The field of _____ studies how machines and humans process information.,One Bee,,,,,4.0,4.0,1.0,3.3,4-factor weighted model (overall_score: 3.11),noun,sahy-ber-NET-iks (emphasis on third syllable),"From Greek ""kybernetes"" meaning ""helmsman, governor"" + ""-ics""",Claude,"Think ""cyber-net-ics"" - the science of cyber networks",automation science,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
cyberneticsgarniture,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""cybernetics"" (automation science) + ""garniture"" (decoration, garnish).",[ERROR - This combined word should not appear in spelling bee materials],One Bee,,,,,4.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 3.25),error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],Claude,"This is a data error - should be separated into ""cybernetics"" and ""garniture""",cybernetics + garniture (separate words),ERROR - combined words,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
cycle,A series of events that repeat in a regular sequence; a complete rotation or revolution; to ride a bicycle.,"The water _____ includes evaporation, condensation, and precipitation.",Three Bee,,,,,4.0,3.0,1.0,3.3,4-factor weighted model (overall_score: 2.86),"noun, verb",SAHY-kuhl (emphasis on first syllable),"From Greek ""kyklos"" meaning ""circle, wheel""",Claude,"Think ""circle"" - a cycle goes in a circular pattern","loop, sequence",Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2023, 2024, 2025)",2025-08-19
cyclone,A violent rotating windstorm; a system of winds rotating around a center of low atmospheric pressure.,The _____ caused widespread damage as it moved across the coast.,One Bee,,,,,4.0,3.0,1.0,3.3,4-factor weighted model (overall_score: 2.86),noun,SAHY-klohn (emphasis on first syllable),"From Greek ""kyklon"", present participle of ""kykloun"" meaning ""to rotate""",Claude,"Think ""cycle-own"" - wind that cycles and owns the area","hurricane, typhoon",Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
cyclops,"In Greek mythology, a member of a race of giants with a single eye in the center of the forehead.",Odysseus cleverly escaped from the cave of the _____ Polyphemus.,Three Bee,,,,,4.0,3.0,1.0,3.3,4-factor weighted model (overall_score: 2.86),noun,SAHY-klops (emphasis on first syllable),"From Greek ""Kyklops"", from ""kyklos"" (circle) + ""ops"" (eye)",Claude,"Think ""cycle-ops"" - one circular eye operation",one-eyed giant,Greek,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
cygnet,"A young swan, especially one that has not yet developed its adult plumage.",The _____ followed its mother closely as they glided across the lake.,One Bee,,,,,4.0,3.0,1.0,2.6,4-factor weighted model (overall_score: 2.72),noun,SIG-nit (emphasis on first syllable),"From Old French ""cigne"", from Latin ""cygnus"" meaning ""swan""",Claude,"Think ""signet"" ring - a young swan is like a precious signet",young swan,Latin via Old French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
cylindrical,Having the shape of a cylinder; round with straight parallel sides and circular ends.,The _____ container rolled easily down the inclined ramp.,One Bee,,,,,4.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 3.36),adjective,suh-LIN-dri-kuhl (emphasis on second syllable),"From Greek ""kylindros"" meaning ""roller"" + ""-ical""",Claude,"Think ""cylinder-ical"" - having the characteristics of a cylinder","tube-shaped, round",Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2024, 2025)",2025-08-19
cymbals,A pair of musical instruments consisting of slightly concave round brass plates that are struck together or with drumsticks.,The drummer crashed the _____ together at the climax of the song.,One Bee,,,,,4.0,3.0,1.0,3.3,4-factor weighted model (overall_score: 2.86),noun (plural),SIM-buhlz (emphasis on first syllable),"From Greek ""kymbalon"", from ""kymbe"" meaning ""bowl""",Claude,"Think ""symbol-s"" - symbols of music that clash together",crash cymbals,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
cynicism,An attitude of scornful or jaded negativity; the belief that people are motivated purely by self-interest.,His years in politics had filled him with _____ about human nature.,Three Bee,,,,,3.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 3.06),noun,SIN-uh-sizm (emphasis on first syllable),"From Greek ""kynikos"" meaning ""dog-like"", from the Cynic philosophers who lived simply",Claude,"Think ""sin-icism"" - the belief that everyone sins (acts selfishly)","skepticism, pessimism",Greek,Claude,Scripps National Spelling Bee,Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
cynocephali,"Mythical creatures with human bodies and dog heads; in medieval lore, a race of dog-headed people.","Medieval maps often depicted the _____ living in distant, unexplored lands.",Three Bee,,,,,4.0,4.0,1.0,3.3,4-factor weighted model (overall_score: 3.11),noun (plural),sahy-nuh-SEF-uh-lahy (emphasis on third syllable),"From Greek ""kynokephalos"", from ""kyon"" (dog) + ""kephale"" (head)",Claude,"Think ""cyno-cephali"" - ""cyno"" means dog, ""cephali"" means heads",dog-headed people,Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2023, 2024, 2025)",2025-08-19
cytoplasm,"The jelly-like substance that fills a cell, surrounding the nucleus and containing various organelles.",The organelles floated freely in the cell's _____.,One Bee,,,,,4.0,4.0,1.0,3.3,4-factor weighted model (overall_score: 3.11),noun,SAHY-tuh-plazm (emphasis on first syllable),"From Greek ""kytos"" meaning ""cell"" + ""plasma"" meaning ""something formed""",Claude,"Think ""cyto-plasm"" - the plasm (substance) inside the cyto (cell)",cell fluid,Greek,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022)",2025-08-19
dactylic,"Relating to or written in dactyls, a metrical foot in poetry consisting of one stressed syllable followed by two unstressed syllables.",The _____ meter gave the poem a distinctive rhythmic pattern.,One Bee,,,,,4.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 3.36),adjective,dak-TIL-ik (emphasis on second syllable),"From Greek ""daktylikos"", from ""daktylos"" meaning ""finger"" (referring to the three joints)",Claude,"Think ""dactyl-ic"" - like a finger with three parts (one stressed, two unstressed)",dactylic meter,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
daft,Silly or foolish; lacking good sense or judgment; mildly eccentric.,That's a _____ idea - it will never work in practice.,Three Bee,,,,,1.0,2.0,1.0,1.3,4-factor weighted model (overall_score: 1.31),adjective,DAFT (emphasis on first syllable),"From Middle English ""dafte"" meaning ""mild, gentle"", later ""silly""",Claude,"Think ""draft"" without the ""r"" - silly like a rough draft","silly, foolish",Middle English,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,2.0,"Scripps National Spelling Bee Words of the Champions (2023, 2024, 2025)",2025-08-19
daguerreotype,An early photographic process using silver-plated copper sheets; a photograph made by this process.,The museum displayed a rare _____ from the 1840s.,One Bee,,,,,2.0,4.0,1.0,2.0,4-factor weighted model (overall_score: 2.25),noun,duh-GAIR-uh-tahyp (emphasis on second syllable),"Named after Louis Daguerre, the French inventor of the process",Claude,"Think ""da-Guerre-type"" - the type of photo invented by Daguerre",early photograph,French (proper name),Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2023, 2024, 2025)",2025-08-19
dainty,"Delicately small and pretty; refined or fastidious, especially in eating; a small, choice morsel of food.","She ate with _____ bites, savoring each morsel of the exquisite meal.",One Bee,,,,,2.0,3.0,1.0,2.6,4-factor weighted model (overall_score: 2.12),"adjective, noun",DAYN-tee (emphasis on first syllable),"From Old French ""daintie"", from Latin ""dignitas"" meaning ""worth, dignity""",Claude,"Think ""ain't-y"" - something that ain't big, but is delicate","delicate, refined",Latin via Old French,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
dais,"A raised platform or stage, especially one used by speakers or for ceremonies; a place of honor.",The speaker stood on the _____ to address the large audience.,Two Bee,,,,,1.0,2.0,1.0,2.6,4-factor weighted model (overall_score: 1.57),noun,DAY-is (emphasis on first syllable),"From Old French ""deis"", from Latin ""discus"" meaning ""disk, platform""",Claude,"Think ""days"" - where important people spend their days speaking","platform, stage",Latin via Old French,Claude,Scripps National Spelling Bee,Two Bee,2.0,Scripps National Spelling Bee Words of the Champions (2023),2025-08-19
daisy,"A small white flower with a yellow center, commonly found in lawns and meadows; any of various composite flowers.",Children love to make chains from the simple _____ flowers.,Three Bee,,,,,1.0,3.0,1.0,1.3,4-factor weighted model (overall_score: 1.56),noun,DAY-zee (emphasis on first syllable),"From Old English ""dæges eage"" meaning ""day's eye"" (opens in daylight)",Claude,"Think ""day's eye"" - the flower that opens its eye to the day",day's eye,Old English,Claude,Scripps National Spelling Bee,Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
daliesque,Resembling or characteristic of the surrealist art style of Salvador Dalí; dreamlike and fantastical.,The melting clocks in his painting were distinctly _____.,One Bee,,,,,3.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.61),adjective,dah-lee-ESK (emphasis on third syllable),"From Salvador Dalí (Spanish artist) + ""-esque"" (in the style of)",Claude,"Think ""Dali-esque"" - in the style of Salvador Dali's surreal art",surrealistic,Spanish (proper name) + French suffix,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
dalmatian,"A breed of dog known for its white coat with black or brown spots; relating to Dalmatia, a region in Croatia.","The _____ ran alongside the fire truck, its spots flashing in the sunlight.",One Bee,,,,,2.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.65),"noun, adjective",dal-MAY-shuhn (emphasis on second syllable),"From Dalmatia, a coastal region of Croatia where the breed originated",Claude,"Think ""dal-ma-tion"" - the spotted dog nation",spotted dog,Geographic name (Dalmatia),Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
damaged,"Having been harmed, injured, or impaired; suffering from physical or functional deterioration.",The _____ car was towed away after the accident.,Two Bee,,,,,1.0,3.0,2.0,2.6,4-factor weighted model (overall_score: 2.07),"adjective, verb (past tense)",DAM-ijd (emphasis on first syllable),"From Old French ""damage"", from Latin ""damnum"" meaning ""loss, harm""",Claude,"Think ""dam-aged"" - harmed like an old dam that has aged","harmed, impaired",Latin via Old French,Claude,Scripps National Spelling Bee,Two Bee,3.0,Scripps National Spelling Bee Words of the Champions (2023),2025-08-19
damascened,Decorated with watered steel patterns; inlaid with gold or silver wire in the style of Damascus metalwork.,The sword's _____ blade showed intricate patterns of gold inlay.,Three Bee,,,,,3.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 3.20),"adjective, verb (past tense)",DAM-uh-seend (emphasis on first syllable),"From Damascus, the Syrian city famous for its metalworking techniques",Claude,"Think ""Damascus-ened"" - worked in the Damascus style","inlaid, decorated",Arabic via geographic name,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
dame,A woman of rank or authority; a title of honor for women; an elderly or mature woman.,The _____ was honored for her contributions to charity.,One Bee,,,,,1.0,2.0,1.0,2.6,4-factor weighted model (overall_score: 1.57),noun,DAYM (emphasis on first syllable),"From Old French ""dame"", from Latin ""domina"" meaning ""lady, mistress""",Claude,"Think ""same"" with ""d"" - a lady of the same high rank","lady, madam",Latin via Old French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,2.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
damp,Slightly wet or moist; containing moisture; to make slightly wet or to reduce the intensity of something.,The basement felt _____ after the heavy rainfall.,One Bee,,,,,1.0,2.0,1.0,1.3,4-factor weighted model (overall_score: 1.31),"adjective, verb, noun",DAMP (emphasis on first syllable),"From Middle English, possibly from Old Norse ""dampi"" meaning ""vapor""",Claude,"Think ""damp"" like a camp that got wet","moist, humid","Middle English, possibly Old Norse",Claude,Scripps National Spelling Bee,One Bee,2.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
damson,"A small, dark purple plum with a tart flavor, often used for making jams and preserves.",She made delicious jam from the tart _____ plums.,One Bee,,,,,1.0,3.0,1.0,2.6,4-factor weighted model (overall_score: 1.82),noun,DAM-zuhn (emphasis on first syllable),"From Latin ""prunum Damascenum"" meaning ""plum of Damascus""",Claude,"Think ""Damascus-on"" - the plum from Damascus",damson plum,Latin via geographic name,Claude,Scripps National Spelling Bee,One Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
dance,To move rhythmically to music; a series of rhythmic steps and movements; a social gathering where people dance.,The couple learned to _____ the waltz for their wedding.,Three Bee,,,,,3.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 2.36),"verb, noun",DANS (emphasis on first syllable),"From Old French ""dancier"", of unknown origin",Claude,"Think ""chance"" with ""d"" - taking a chance to move to music","boogie, groove",Old French,Claude,Scripps National Spelling Bee,Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
dancing,The activity of moving rhythmically to music; performing dance movements.,The children spent the afternoon _____ to their favorite songs.,Three Bee,,,,,3.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.61),"noun, verb (present participle)",DAN-sing (emphasis on first syllable),"From ""dance"" + ""-ing""",Claude,"Think ""dance-ing"" - actively doing the dance","choreography, movement",Old French + English suffix,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
dandelion,A yellow-flowered weed with deeply notched leaves and fluffy seed heads that blow away in the wind.,Children love to blow the seeds off a _____ and make wishes.,One Bee,,,,,2.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.31),noun,DAN-duh-lahy-uhn (emphasis on first syllable),"From French ""dent de lion"" meaning ""lion's tooth"" (referring to the leaf shape)",Claude,"Think ""dandy-lion"" - a dandy little lion-toothed flower",lion's tooth,French,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
dandle,To move a baby or young child gently up and down on one's knee or in one's arms; to pamper or treat indulgently.,The grandfather would _____ his grandson on his knee while singing lullabies.,One Bee,,,,,2.0,3.0,1.0,4.0,4-factor weighted model (overall_score: 2.40),verb,DAN-duhl (emphasis on first syllable),"Of uncertain origin, possibly imitative of gentle bouncing motion",Claude,"Think ""handle"" with ""d"" - how you handle a baby gently","bounce, rock","Unknown, possibly imitative",Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
dandruff,Small white or gray flakes of dead skin that fall from the scalp; a common scalp condition.,The special shampoo helped reduce his _____.,One Bee,,,,,1.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.35),noun,DAN-druhf (emphasis on first syllable),"From ""dander"" (scurf) + ""ruff"" (rough), possibly influenced by dandriff",Claude,"Think ""dander-rough"" - rough dander falling from the head",scalp flakes,English compound,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
dangerous,Likely to cause harm or injury; involving risk or peril; threatening safety.,The _____ storm forced everyone to seek shelter indoors.,One Bee,,,,,1.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.26),adjective,DAYN-jer-uhs (emphasis on first syllable),"From Old French ""dangereus"", from ""danger"" meaning ""power to harm""",Claude,"Think ""danger-ous"" - full of danger","hazardous, risky",Old French,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
danseur,A male ballet dancer; a man who performs classical dance.,The skilled _____ performed a perfect grand jeté across the stage.,One Bee,,,,,1.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 1.76),noun,dan-SUR (emphasis on second syllable),"From French ""danseur"", from ""danser"" meaning ""to dance""",Claude,"Think ""dance-sir"" - a sir who dances ballet",male dancer,French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
danta,"A South American tapir; a large, herbivorous mammal with a flexible snout, found in tropical forests.",The _____ used its flexible snout to browse among the forest vegetation.,Three Bee,,,,,2.0,3.0,1.0,3.6,4-factor weighted model (overall_score: 2.32),noun,DAN-tah (emphasis on first syllable),"From Spanish ""danta"", from a South American indigenous language",Claude,"Think ""Dan-ta"" - Dan's favorite tapir animal",tapir,Indigenous South American via Spanish,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2023, 2024, 2025)",2025-08-19
daoism,A Chinese philosophy and religion emphasizing harmony with the Tao (the Way); also called Taoism.,The principles of _____ emphasize living in harmony with nature.,Three Bee,,,,,1.0,3.0,2.0,4.0,4-factor weighted model (overall_score: 2.35),noun,DOW-izm (emphasis on first syllable),"From Chinese ""dao"" meaning ""way, path"" + ""-ism""",Claude,"Think ""dao-ism"" - the way-ism, the philosophy of the Way",Taoism,Chinese,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
dapper,Neat and trim in dress and appearance; stylishly dressed; smart in appearance.,The _____ gentleman adjusted his bow tie before entering the gala.,Three Bee,,,,,1.0,3.0,2.0,4.0,4-factor weighted model (overall_score: 2.35),adjective,DAP-er (emphasis on first syllable),"From Middle Dutch ""dapper"" meaning ""brave, strong""",Claude,"Think ""dap-per"" - someone who daps (steps) perfectly in style","stylish, well-dressed",Middle Dutch,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
dappled,Marked with spots or patches of different colors or shades; having a mottled appearance.,The _____ sunlight filtered through the forest canopy.,One Bee,,,,,2.0,3.0,2.0,4.0,4-factor weighted model (overall_score: 2.65),adjective,DAP-uhld (emphasis on first syllable),"From ""dapple"" meaning ""spotted"", of uncertain origin",Claude,"Think ""apple-d"" - spotted like different colored apples","spotted, mottled",Unknown origin,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
daredevil,A person who enjoys doing dangerous things; someone who takes extreme risks for excitement.,The _____ motorcyclist jumped over twelve cars in front of the amazed crowd.,Three Bee,,,,,2.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.65),"noun, adjective",DAIR-dev-uhl (emphasis on first syllable),"From ""dare"" + ""devil"" (one who dares the devil)",Claude,"Think ""dare-devil"" - someone who dares to challenge even the devil","thrill-seeker, risk-taker",English compound,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
daresay,To venture to say; to think it likely; used to express polite assumption or mild assertion.,I _____ you'll find the museum quite interesting.,One Bee,,,,,1.0,3.0,1.0,4.0,4-factor weighted model (overall_score: 2.10),verb,DAIR-say (emphasis on first syllable),"From ""dare"" + ""say"" (to venture to say)",Claude,"Think ""dare-say"" - to dare to say something",venture to say,English compound,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024)",2025-08-19
