word,definition,pronunciation,pronunciation_respelling,etymology,etymology_source,memory_tip,example_sentence,example_sentence_source,years,source_files,source_difficulties,definition_source,pronunciation_source,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,total_difficulty_score,assigned_difficulty,audio_file_path,created_at,updated_at,notes,review_status,batch_number
pris,"An archaic or informal shortened form of ""precise"" or prissy.",/prɪs/,PRIS,"Shortened form, possibly from ""precise"" or related to ""prim.""",Claude,Short word that sounds precise and prim.,She spoke in a ___ manner that annoyed her classmates.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,8,2,3,21,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
prism,A transparent object that separates white light into colors; a geometric shape.,/ˈprɪzəm/,PRIZ-um,"From Greek ""prisma,"" from ""priein"" (to saw), referring to its shape.",Claude,"Think of light being ""prized"" apart into rainbow colors.",The glass ___ created a beautiful rainbow on the wall.,Claude,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,8,8,2,4,22,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
pristine,In its original condition; unspoiled; clean and fresh.,/ˈprɪstiːn/,PRIS-teen,"From Latin ""pristinus,"" meaning ""former, original.""",Claude,"Think ""pris"" (precise) + ""tine"" = precisely clean/original.",The ___ wilderness area showed no signs of human activity.,Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,8,8,3,4,23,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
privacy,The state of being private and undisturbed; freedom from intrusion.,/ˈpraɪvəsi/,PRY-vuh-see,"From ""private"" + suffix ""-cy,"" from Latin ""privatus"" (set apart).",Claude,"Think ""private"" + ""acy"" = the state of being private.",The new law protects citizens' digital ___ rights.,Claude,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,8,5,3,4,20,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
private,Belonging to a particular person; not public; confidential.,/ˈpraɪvət/,PRY-vut,"From Latin ""privatus,"" from ""privare"" (to deprive, set apart).",Claude,"Think ""priv"" (deprived of public access) + ""ate"" = set apart.",The meeting was held in a ___ room away from the press.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,2,4,4,18,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
privatim,In private; privately (Latin term used in academic contexts).,/praɪˈveɪtɪm/,pry-VAY-tim,"From Latin ""privatim,"" adverb of ""privatus"" (private).",Claude,"Think ""private"" + ""im"" (Latin ending) = in a private manner.",The professor discussed the student's grades ___.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,3,4,23,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
privet,"A bushy shrub with small white flowers, commonly used for hedges.",/ˈprɪvɪt/,PRIV-it,"Origin uncertain, possibly from ""private"" due to its use in creating private hedges.",Claude,"Think ""private"" hedge - privet creates privacy barriers.",The ___ hedge provided a natural border between the properties.,Claude,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,2,3,19,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
privilege,A special right or advantage granted to a particular person or group.,/ˈprɪvəlɪdʒ/,PRIV-uh-lij,"From Latin ""privilegium,"" from ""privus"" (individual) + ""lex"" (law).",Claude,"Think ""private"" + ""ledge"" = special private advantage.","Driving is a ___, not a right, and can be revoked.",Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,8,5,4,4,21,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
privy,Sharing knowledge of something secret; an outdoor toilet.,/ˈprɪvi/,PRIV-ee,"From Old French ""privé,"" from Latin ""privatus"" (private).",Claude,"Think ""private"" shortened - privy to private information.",Only the board members were ___ to the merger negotiations.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,8,2,6,24,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
prize,A reward given for victory or excellence; to value highly.,/praɪz/,PRYZ,"From Old French ""pris,"" from Latin ""pretium"" (price, value).",Claude,"Think of something so valuable you ""price"" it highly.",She won first ___ in the science fair competition.,Claude,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,Claude,Claude,8,2,2,6,18,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
probably,Most likely; in all likelihood.,/ˈprɒbəbli/,PROB-uh-blee,"From ""probable"" + suffix ""-ly,"" from Latin ""probabilis"" (worthy of approval).",Claude,"Think ""prob"" (problem) + ""ably"" = able to solve the problem of uncertainty.",It will ___ rain tomorrow according to the weather forecast.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,2,3,4,15,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
probation,A system allowing offenders to remain in the community under supervision.,/proʊˈbeɪʃən/,proh-BAY-shun,"From Latin ""probatio,"" from ""probare"" (to test, prove).",Claude,"Think ""probe"" + ""ation"" = testing/proving period.",The judge sentenced him to two years of ___ instead of jail time.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,8,5,4,25,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
probative,Having the quality of testing or examining; serving to prove.,/ˈproʊbətɪv/,PROH-buh-tiv,"From Latin ""probativus,"" from ""probare"" (to prove).",Claude,"Think ""probe"" + ""ative"" = tending to probe/test truth.",The DNA evidence was highly ___ in establishing the defendant's guilt.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,5,4,25,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
problem,A matter or situation regarded as unwelcome or harmful; a puzzle.,/ˈprɒbləm/,PROB-lum,"From Greek ""problema,"" from ""proballein"" (to throw forward).",Claude,"Think ""prob"" (probe) + ""lem"" = something thrown forward to probe/solve.",The math ___ took her an hour to solve completely.,Claude,2020; 2025,2020 Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,Claude,Claude,6,2,3,4,15,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
process,A series of actions to achieve a result; to perform operations on.,/ˈproʊsɛs/,PROH-ses,"From Latin ""processus,"" from ""procedere"" (to go forward).",Claude,"Think ""pro"" (forward) + ""cess"" (go) = going forward through steps.",The manufacturing ___ takes exactly six hours to complete.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,2,3,4,15,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
proclamation,A public or official announcement; a formal declaration.,/ˌprɒkləˈmeɪʃən/,prok-luh-MAY-shun,"From Latin ""proclamatio,"" from ""proclamare"" (to shout out).",Claude,"Think ""pro"" (forth) + ""clam"" (shout) + ""ation"" = shouting forth.",The mayor issued a ___ declaring a local state of emergency.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,8,8,6,4,26,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
procrastinate,To delay or postpone action; to put off doing something.,/proʊˈkræstəˌneɪt/,proh-KRAS-tuh-nayt,"From Latin ""procrastinatus,"" from ""pro"" (forward) + ""cras"" (tomorrow).",Claude,"Think ""pro"" (for) + ""cras"" (tomorrow) = putting off until tomorrow.",Students often ___ on big projects until the last minute.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,7,4,27,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
procrustean,Enforcing conformity without regard to natural variation; rigidly standardized.,/proʊˈkrʌstiən/,proh-KRUS-tee-un,"From Procrustes, a Greek mythological figure who forced travelers to fit his bed.",Claude,Think of Procrustes forcing everyone to fit the same bed size.,The ___ educational policy ignored individual learning differences.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,8,5,4,25,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
proctors,Plural of proctor; supervisors of examinations or university officials.,/ˈprɒktərz/,PROK-turz,"From Latin ""procurator,"" from ""procurare"" (to take care of).",Claude,"Think ""proc"" (process) + ""tors"" = those who process/supervise exams.",The ___ walked around the room during the final examination.,Claude,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,Claude,Claude,8,8,3,4,23,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
procurement,The action of obtaining or procuring something; acquisition.,/prəˈkjʊərmənt/,pruh-KYOOR-ment,"From ""procure"" + suffix ""-ment,"" from Latin ""procurare"" (to take care of).",Claude,"Think ""pro"" (for) + ""cure"" (obtain) + ""ment"" = obtaining for a purpose.",The military's ___ of new equipment took several months.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,6,8,6,4,24,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
prodigious,"Remarkably or impressively great in extent, size, or intensity.",/prəˈdɪdʒəs/,pruh-DIJ-us,"From Latin ""prodigiosus,"" from ""prodigium"" (omen, monster).",Claude,"Think ""prod"" (poke) + ""igious"" = so big it pokes out/amazing.",Mozart showed ___ musical talent from a very young age.,Claude,2020; 2021; 2022; 2023; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,5,4,25,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
prodigiousprofligacy,"[COMBINED WORD ERROR] This appears to be ""prodigious"" + ""profligacy"" incorrectly joined. Should be separated into two distinct words.",[ERROR - COMBINED WORDS],[ERROR - COMBINED WORDS],"[ERROR - COMBINED WORDS] This combines ""prodigious"" (Latin: wonderful) with ""profligacy"" (Latin: shameless).",Claude,"[ERROR] This should be split into ""prodigious"" (remarkably great) and ""profligacy"" (wasteful excess).","[ERROR] This combined word should be corrected to separate ""prodigious"" and ""profligacy.""",Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,8,8,6,4,26,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
produce,To make or manufacture; to bring forth; fresh fruits and vegetables.,/prəˈduːs/,pruh-DOOS,"From Latin ""producere,"" from ""pro"" (forth) + ""ducere"" (to lead).",Claude,"Think ""pro"" (forth) + ""duce"" (lead) = leading forth/creating.",The factory can ___ a thousand cars per day.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,8,2,3,4,17,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
produced,"Past tense of produce; made, manufactured, or brought forth.",/prəˈduːst/,pruh-DOOST,"Past tense of ""produce,"" from Latin ""productus.""",Claude,"Think ""pro"" (forth) + ""duced"" (led) = was led forth/created.",The company ___ its best quarterly results in five years.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,8,4,4,24,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
production,"The action of making or manufacturing; a play, movie, or show.",/prəˈdʌkʃən/,pruh-DUK-shun,"From Latin ""productio,"" from ""producere"" (to bring forth).",Claude,"Think ""produce"" + ""tion"" = the action of producing.",The Broadway ___ received rave reviews from critics.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,5,5,4,22,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
professes,"Third person singular of profess; claims, declares, or affirms.",/prəˈfɛsɪz/,pruh-FES-iz,"From Latin ""profiteri,"" from ""pro"" (forth) + ""fateri"" (to acknowledge).",Claude,"Think ""pro"" (forth) + ""fesses"" (speaks) = speaks forth/declares.",She ___ to be an expert in ancient history.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,8,4,4,22,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
professing,Present participle of profess; claiming or declaring openly.,/prəˈfɛsɪŋ/,pruh-FES-ing,"Present participle of ""profess,"" from Latin ""profiteri.""",Claude,"Think ""pro"" (forth) + ""fessing"" (speaking) = speaking forth.","While ___ innocence, his actions suggested otherwise.",Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,8,5,4,23,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
professional,Relating to or connected with a profession; skilled and competent.,/prəˈfɛʃənəl/,pruh-FESH-un-ul,"From ""profession"" + suffix ""-al,"" from Latin ""professio.""",Claude,"Think ""profess"" + ""ional"" = relating to what one professes to do.",The carpenter's ___ work exceeded all expectations.,Claude,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,Claude,Claude,6,5,5,4,20,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
professionally,In a professional manner; as a profession rather than hobby.,/prəˈfɛʃənəli/,pruh-FESH-un-ul-lee,"From ""professional"" + suffix ""-ly.""",Claude,"Think ""professional"" + ""ly"" = in a professional way.",She dances ___ with the National Ballet Company.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,6,8,6,3,23,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
professor,A teacher of the highest rank in a college or university.,/prəˈfɛsər/,pruh-FES-ur,"From Latin ""professor,"" from ""profiteri"" (to declare publicly).",Claude,"Think ""profess"" + ""or"" = one who professes knowledge.",The ___ published groundbreaking research in quantum physics.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,2,4,4,16,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
proffered,Past tense of proffer; offered for acceptance; presented.,/ˈprɒfərd/,PROF-urd,"From Old French ""proffrir,"" from ""pro"" (forth) + ""offrir"" (to offer).",Claude,"Think ""pro"" (forth) + ""offered"" = offered forth/presented.",He ___ his assistance with the difficult project.,Claude,2021,2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,6,8,5,6,25,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
profile,An outline of something in side view; a brief description of characteristics.,/ˈproʊfaɪl/,PROH-fyl,"From Italian ""profilo,"" from ""pro"" (forth) + ""filare"" (to draw a line).",Claude,"Think ""pro"" (forth) + ""file"" = drawing a line forth (outline).",The detective created a psychological ___ of the suspect.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,8,5,3,4,20,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
profit,Financial gain; benefit or advantage derived from something.,/ˈprɒfɪt/,PROF-it,"From Latin ""profectus,"" from ""proficere"" (to make progress).",Claude,"Think ""pro"" (forward) + ""fit"" = fitting forward/gaining.",The company reported a significant ___ increase this quarter.,Claude,2020; 2021; 2022; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,2,2,4,14,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
profiteer,"Someone who profits from a situation, especially unethically.",/ˌprɒfɪˈtɪər/,prof-ih-TEER,"From ""profit"" + suffix ""-eer"" (one who).",Claude,"Think ""profit"" + ""eer"" = one who profits (often unethically).",War profiteers made fortunes selling overpriced supplies.,Claude,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,4,3,21,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
profiterole,A small round pastry filled with cream and topped with chocolate sauce.,/prəˈfɪtəroʊl/,pruh-FIT-uh-rohl,"From French ""profiterole,"" diminutive of ""profit"" (advantage, benefit).",Claude,"Think French pastry that provides ""profit"" (pleasure) in small ""role"" (round).","For dessert, she ordered three chocolate ___ with vanilla cream.",Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,8,8,5,4,25,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
profligacy,Reckless extravagance or wastefulness; licentious behavior.,/ˈprɒflɪɡəsi/,PROF-lih-guh-see,"From Latin ""profligatus,"" from ""profligare"" (to strike down, ruin).",Claude,"Think ""prof"" (forward) + ""ligacy"" (looseness) = forward into loose/wasteful behavior.",The king's financial ___ led to the kingdom's bankruptcy.,Claude,2020; 2021; 2022; 2023; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,4,4,24,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
profound,Very great or intense; showing deep insight or understanding.,/prəˈfaʊnd/,pruh-FOWND,"From Latin ""profundus,"" from ""pro"" (forth) + ""fundus"" (bottom).",Claude,"Think ""pro"" (forth) + ""found"" (deep) = deeply found/discovered.",The philosopher's ___ insights changed how people viewed ethics.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,8,5,3,4,20,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
profundity,Deep insight or understanding; intellectual depth.,/prəˈfʌndəti/,pruh-FUN-dih-tee,"From Latin ""profunditas,"" from ""profundus"" (deep).",Claude,"Think ""profound"" + ""ity"" = the quality of being profound.",The ___ of her observations impressed the academic committee.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,5,4,23,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
profusion,An abundance or large quantity of something.,/prəˈfjuːʒən/,pruh-FYOO-zhun,"From Latin ""profusio,"" from ""profundere"" (to pour forth).",Claude,"Think ""pro"" (forth) + ""fusion"" (pouring) = pouring forth abundantly.",The garden displayed a ___ of colorful spring flowers.,Claude,2021,2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,8,8,4,4,24,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
prognosticate,To foretell or predict future events; to prophesy.,/prɒɡˈnɒstɪkeɪt/,prog-NOS-tih-kayt,"From Latin ""prognosticare,"" from Greek ""prognostikos"" (knowing beforehand).",Claude,"Think ""prog"" (before) + ""nostic"" (know) + ""ate"" = to know beforehand.",Ancient oracles claimed they could ___ the fate of kingdoms.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,8,8,7,6,29,,,2025-01-01,2025-01-01,Batch 139 processing,pending,139
