word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
bred,Raised or produced offspring; brought up in a particular way,/brɛd/,"From breed, past tense, from Old English brēdan meaning 'to bring up'","BRED: Basic Really - Everyone reproduces, Developing offspring naturally",The horses were carefully _____ for speed and endurance.,Claude,Claude,Claude,,Intermediate,1.0,2.5,1.3,3.5,False
breed,To produce offspring; a particular variety of animal,/brid/,From Old English brēdan meaning 'to bring up' or 'to cherish',"BREED: Basic Really - Everyone reproduces, Everyone Develops offspring",What _____ of dog is best for families with young children?,Claude,Claude,Claude,,Intermediate,1.5,2.5,1.3,3.5,False
breeds,Produces offspring; varieties of animals or plants,/bridz/,"From breed + -s, where breed comes from Old English brēdan","BREEDS: Basic Really - Everyone reproduces, Everyone Develops offspring, Something animals do",The kennel specialized in several different _____ of hunting dogs.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,3.5,False
brethren,Brothers; fellow members of a group or organization,/ˈbrɛθrən/,"From Old English brēthren, plural of brother","BRETHREN: Basic Religious - Everyone Together as brothers, Having Religious fellowship, Really close Evangelical community, Never excluding anyone",The _____ gathered for their weekly prayer meeting.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
brevet,A commission promoting a military officer without increase in pay,/brəˈvɛt/,From French brevet meaning 'brief' or 'short document',"BREVET: Basic Rank - Everyone gets promoted, Very honorable promotion, Everyone Together recognizing achievement",The colonel received a _____ promotion to general for his distinguished service.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
breviloquence,The practice of speaking briefly and concisely,/ˌbrɛvɪˈloʊkwəns/,From Latin brevis 'short' + loquentia 'speaking',"BREVILOQUENCE: Basic Really - Everyone speaking briefly, Very Intelligent speaking style, Literally Outstanding concise speech, Outstanding Quality speaking, Using Economical words, Never Complicated Explanations","The professor was known for his _____, making complex topics clear in few words.",Claude,Claude,Claude,,Intermediate,3.1,4.0,1.0,2.0,False
breviloquencenoun,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
bribery,The giving or offering of a bribe; corruption through payment,/ˈbraɪbəri/,"From bribe + -ery, where bribe comes from Old French briber 'to beg'","BRIBERY: Bad Really - Illegal activity, Buying illegal favors, Everyone Recognizes corruption, Year-long consequences",The politician was convicted of _____ and sentenced to prison.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.5,False
bric,Miscellaneous small objects; knickknacks (part of bric-a-brac),/brɪk/,"From French bric-à-brac, possibly from à bric et à broc 'by hook or by crook'",BRIC: Basic Random - Items Collected everywhere,The antique shop was filled with curious _____-a-brac from various eras.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.3,2.0,False
brick,A block of fired clay used in building; a reliable person,/brɪk/,"From Middle Dutch bricke, possibly from broken pieces of stone","BRICK: Basic Really - Important Construction material, Keeping buildings strong",The mason carefully laid each _____ to build the garden wall.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
bride,A woman about to be married or recently married,/braɪd/,"From Old English brȳd, from Proto-Germanic brūdiz","BRIDE: Beautiful Really - Important ceremony participant, Dressed Elegantly for wedding",The _____ looked radiant in her grandmother's vintage wedding dress.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
bridge,A structure carrying a road over an obstacle; to connect,/brɪdʒ/,"From Old English brycg, from Proto-Germanic brugjō","BRIDGE: Basic Really - Important connecting structure, Driving over water, Getting Everyone across safely",The old stone _____ had spanned the river for over two centuries.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
briefcase,A flat rectangular container for carrying documents,/ˈbrifˌkeɪs/,From brief (documents) + case (container),"BRIEFCASE: Business Really - Important Equipment for carrying documents, For work Carrying important documents, And Storing Everything, Everyone knows business accessory",She packed her important documents in the leather _____.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.0,3.0,False
brigadoon,A mythical village that appears once every hundred years,/ˌbrɪɡəˈdun/,From the 1947 musical 'Brigadoon' by Lerner and Loewe,"BRIGADOON: Beautiful Really - Imaginary Scottish village, Going Away mysteriously, And Disappearing for years, Definitely Outstanding mythology, Outstanding Opera story, Never actually exists","The remote village seemed like a _____, appearing and disappearing from memory.",Claude,Claude,Claude,,Intermediate,1.5,4.0,1.0,3.0,False
brigand,A bandit or outlaw who lives by robbery,/ˈbrɪɡənd/,"From Old French brigand, from briguer meaning 'to fight'","BRIGAND: Bad Really - Illegal thief, Generally Always taking things, And Never legal behavior, Definitely criminal activity",The mountain pass was known to be dangerous due to _____s who robbed travelers.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
bright,Giving out much light; intelligent; cheerful,/braɪt/,"From Old English beorht meaning 'shining, brilliant'","BRIGHT: Beautiful Really - Intelligent and smart, Great light source, Having good intelligence, Totally illuminated",The _____ student quickly understood the complex mathematical concept.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.0,3.5,False
brilliant,Very bright; exceptionally clever or talented,/ˈbrɪljənt/,"From French brillant, from briller meaning 'to shine'","BRILLIANT: Beautiful Really - Incredibly smart, Literally Outstanding intelligence, Intellectual Amazing excellence, And Never Typical intelligence",Her _____ solution to the problem impressed everyone in the meeting.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
brim,The edge or rim of something; to be full to the point of overflowing,/brɪm/,"From Middle English brimme, possibly from Old Norse barmr 'edge'","BRIM: Basic Really - Important edge, Making containers full to the top",His eyes filled to the _____ with tears of joy.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
brimless,Without a brim or edge; lacking a projecting rim,/ˈbrɪmləs/,"From brim + -less, meaning 'without a brim'","BRIMLESS: Basic Really - Important hat style, Missing the edge, Lacking typical hat features, Everyone knows this style, Some hats have no edge, Something different design",The _____ cap fit snugly on his head during the swim.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.0,False
bring,To carry or take something to a place; to cause something to happen,/brɪŋ/,"From Old English bringan, from Proto-Germanic brenganą","BRING: Basic Really - Important action, Never Going empty-handed",Please _____ your passport when you come to the appointment.,Claude,Claude,Claude,,Intermediate,1.0,2.5,1.3,3.5,False
bringing,The act of carrying or taking something to a place,/ˈbrɪŋɪŋ/,"From bring + -ing, where bring comes from Old English bringan","BRINGING: Basic Really - Important action, Never Going empty-handed, Going somewhere with items, Including taking something, Never Going without items, Getting things to destination",She is _____ fresh flowers to brighten up the office.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.3,3.5,False
briny,Of or containing salt; relating to the sea,/ˈbraɪni/,"From brine + -y, where brine comes from Old English brȳne","BRINY: Basic Really - Including salt water, Never fresh water, Year-round ocean taste",The _____ ocean spray left salt crystals on their faces.,Claude,Claude,Claude,,Intermediate,1.0,2.5,1.3,3.5,False
briocheadumbrate,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
bristle,A short stiff hair; to show anger or become defensive,/ˈbrɪsəl/,"From Old English bristl, from byrst meaning 'bristle'","BRISTLE: Basic Really - Individual Stiff hair, Something animals have, Tough Little spiky hair, Everyone knows pig hairs",The dog's fur began to _____ when it sensed danger nearby.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.0,3.5,False
british,Of or relating to Great Britain or its people,/ˈbrɪtɪʃ/,"From Britain + -ish, where Britain comes from Old English Brettas 'the Britons'","BRITISH: Basic Really - Important country, Totally Island nation, Including Scotland and Wales, Something European, Having royal family",The _____ accent was easily recognizable in the international conference.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
broad,Wide; covering a large area; general rather than specific,/brɔd/,"From Old English brād meaning 'wide, spacious'","BROAD: Basic Really - Obviously wide, And spacious, Definitely not narrow",The highway took a _____ sweep around the mountain.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
broadcast,To transmit radio or television programs; to spread widely,/ˈbrɔdˌkæst/,"From broad + cast, originally meaning 'to scatter seed widely'","BROADCAST: Basic Really - Obviously transmitting information, And Distributing content, Definitely Communicating to everyone, And Sharing Television programs, Something Television does",The news station will _____ the election results live tonight.,Claude,Claude,Claude,,Intermediate,2.0,4.0,1.0,3.0,False
broadcaster,A person or organization that transmits radio or television programs,/ˈbrɔdˌkæstər/,"From broadcast + -er, referring to one who broadcasts","BROADCASTER: Basic Really - Obviously transmitting content, And Distributing content, Definitely Communicating And Sharing Television programs, Teaching Everyone, Really professional communicator",The veteran _____ had been on the air for over thirty years.,Claude,Claude,Claude,,Intermediate,2.2,4.0,1.3,3.0,False
broadcasters,People or organizations that transmit radio or television programs,/ˈbrɔdˌkæstərz/,"From broadcaster + -s, plural of broadcaster","BROADCASTERS: Basic Really - Obviously transmitting content, And Distributing content, Definitely Communicating And Sharing Television programs, Teaching Everyone, Really professional communicators, Something media companies employ",The conference brought together _____ from around the world.,Claude,Claude,Claude,,Intermediate,2.4,4.0,1.0,3.0,False
brocade,A rich fabric with raised designs; to weave with a raised pattern,/broʊˈkeɪd/,"From Spanish brocado, from Italian broccato meaning 'embossed cloth'","BROCADE: Beautiful Rich - Obviously expensive fabric, Carefully woven, And Decorated Elegantly",The queen's coronation gown was made of golden _____.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
broccolini,A hybrid vegetable combining broccoli and Chinese kale,/ˌbrɑkəˈlini/,"From broccoli + -ini suffix, meaning 'little broccoli'","BROCCOLINI: Beautiful Really - Obviously green vegetable, Constantly Cooking in restaurants, Obviously Luxurious vegetable, Including healthy nutrients, Never boring Ingredient",The chef sautéed the _____ with garlic and olive oil.,Claude,Claude,Claude,,Intermediate,1.0,4.0,1.0,3.0,False
brochure,A small pamphlet or booklet containing information or advertising,/broʊˈʃʊr/,"From French brochure, from brocher meaning 'to stitch'","BROCHURE: Basic Really - Obviously Containing information, Having useful details, Usually business Reasonable advertising, Everyone uses marketing materials",The travel _____ featured beautiful photos of tropical destinations.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
brochureorganized,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
brockage,A defective coin with a design from another coin impressed on it,/ˈbrɑkɪdʒ/,"From French brocage, from broquer meaning 'to strike' or 'to mint'","BROCKAGE: Basic Really - Obviously damaged coin, Collector values, And collecting Keeping rare coins, And Gathering Everything valuable",The coin collector found a rare _____ with double impressions.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.3,2.0,False
brogue,A strong regional accent; a type of shoe with decorative perforations,/broʊɡ/,"From Irish bróg meaning 'shoe', later extended to accent","BROGUE: Basic Really - Obviously Irish accent, Getting Everyone's attention, Usually Evident pronunciation",His thick Irish _____ made his stories even more charming.,Claude,Claude,Claude,,Intermediate,1.5,3.0,1.0,5.0,False
broil,To cook with direct heat; to be very hot,/brɔɪl/,From Old French bruillir meaning 'to burn' or 'to roast',"BROIL: Basic Really - Obviously hot cooking, Including direct heat, Literally cooking with fire",She decided to _____ the fish instead of frying it.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,3.5,False
broken,Damaged and no longer working; interrupted,/ˈbroʊkən/,"From break + -en, past participle of break, from Old English brecan","BROKEN: Basic Really - Obviously damaged, Keeping Everyone from using it, Everyone knows damaged things, Never working properly",The _____ vase lay in pieces on the kitchen floor.,Claude,Claude,Claude,,Intermediate,1.0,3.0,1.0,3.5,False
bromide,A chemical compound; a trite or unoriginal remark,/ˈbroʊmaɪd/,"From bromine + -ide, referring to compounds containing bromine","BROMIDE: Basic Really - Obviously chemical compound, Maybe used as medicine, Including bromine element, Definitely scientific term, Everyone knows basic chemistry",The speaker's presentation was full of tired _____s about success.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
bromidealgae,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
brontophobia,An irrational fear of thunder and thunderstorms,/ˌbrɑntoʊˈfoʊbiə/,From Greek bronte 'thunder' + phobos 'fear',"BRONTOPHOBIA: Basic Really - Obviously fearing thunder, Never Tolerating storms, Obviously Phobic reaction, Having Outstanding anxiety, Obviously Being Incredibly Afraid",Her _____ made summer storms a terrifying experience.,Claude,Claude,Claude,,Intermediate,1.4,4.0,1.0,2.0,False
