word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transcription_score,frequency_score,morphological_score,etymology_score,final_difficulty,definition_source,pronunciation_source,etymology_source,example_sentence_source,memory_tip_source,audio_file,difficulty_level,difficulty_source,years,source_files,source_difficulties,scripps_difficulty
guapena,"Guapena appears to be a specialized or regional term that may refer to a type of tree or plant, possibly from Latin American botanical terminology. Without more widespread documentation, this term likely represents either a local/indigenous plant name, a scientific species designation, or possibly a variant spelling of another botanical term. It could be related to tropical or subtropical flora, given the Spanish-influenced phonetic structure. The exact definition would require verification from specialized botanical or regional linguistic sources, as it appears to be either highly specialized terminology or a regional variant not commonly found in standard dictionaries.",noun (specialized/regional term),gwah-PEH-nah,"Possibly from Spanish or indigenous Latin American languages, exact etymology unclear.",Possibly Spanish or indigenous Latin American,"The botanist encountered a _______ specimen during the rainforest survey, noting its unique characteristics for further study.","Remember ""GUAPENA"" - GUA (sounds Latin American) + PENA (like piña), likely a Latin American plant name with Spanish influences.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guarantor,"Guarantor is a person or entity that provides a guarantee or assurance that another party will fulfill their obligations, especially financial commitments like loan payments or rental agreements. When someone serves as a guarantor, they accept legal responsibility to pay debts or meet obligations if the primary party defaults or fails to perform. This role requires the guarantor to have sufficient financial resources and creditworthiness to cover potential losses. Guarantors are commonly used in lending, leasing, and contract situations where additional security is needed to reduce risk for creditors or service providers.",noun,gair-un-TOR,"From ""guarantee"" (from French ""garantie"") + ""-or"" suffix meaning ""one who does.""",French,"Since the college student had no credit history, her father served as a _______ for her apartment lease.","Remember ""GUARANTOR"" - GUARANTee + OR (one who), one who guarantees and takes responsibility for someone else's obligations.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guardian,"Guardian refers to a person who has legal responsibility for the care and protection of another person (typically a minor or someone incapable of managing their own affairs) or something valuable. Guardians make important decisions regarding their ward's welfare, education, medical care, and financial matters. The role involves both protective responsibilities and fiduciary duties, requiring the guardian to act in the best interests of those under their care. Guardianship can be established through legal proceedings, parental designation, or by law. The term can also describe anyone who protects, watches over, or defends something important.",noun,GAHR-dee-uhn,"From Old French ""gardien,"" from ""garder"" meaning ""to guard, protect.""",Old French,"After their parents died in an accident, their aunt became the children's legal _______, taking responsibility for their upbringing.","Remember ""GUARDIAN"" - GUARDing + IAN (person), a person whose job is guarding and protecting others, especially children.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guarnerius,"Guarnerius refers to violins made by the Guarneri family of luthiers (violin makers) in Cremona, Italy, during the 17th and 18th centuries. These instruments are among the most prized and valuable violins in the world, rivaling those made by Stradivarius. The Guarneri family, particularly Giuseppe ""del Gesù"" Guarneri, created instruments known for their powerful, distinctive tone and exceptional craftsmanship. Guarnerius violins are characterized by their robust sound, unique varnish, and distinctive construction techniques. These historical instruments are now worth millions of dollars and are sought after by the world's finest violinists.","noun, adjective",gwahr-NAIR-ee-uhs,"Named after the Guarneri family of violin makers from Cremona, Italy, Latinized form.",Italian (Latinized),"The virtuoso violinist performed the concerto on a rare 1743 _______ violin, its rich tone filling the concert hall.","Remember ""GUARNERIUS"" - GUARded + precious violiN + lEgendaRy craftsmen, guarded precious violins made by legendary Italian craftsmen.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guava,"Guava is a tropical fruit native to Central and South America, now cultivated worldwide in warm climates. The fruit has a distinctive sweet-tart flavor and can range in color from green to yellow to pink, with flesh that may be white, pink, or red. Guavas are rich in vitamin C, dietary fiber, and various antioxidants, making them highly nutritious. The fruit can be eaten fresh, made into juices, jams, jellies, or used in desserts and beverages. Guava trees are also valued for their hardwood and medicinal properties of their leaves.",noun,GWAH-vuh,"From Spanish ""guayaba,"" from Taíno (indigenous Caribbean language).","Spanish, Taíno","The tropical smoothie featured fresh _______ juice, providing a sweet and tangy flavor rich in vitamin C.","Remember ""GUAVA"" - GUArd Against vitamin deficiency, this tropical fruit guards against vitamin C deficiency with its rich content.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guayabera,"Guayabera is a traditional men's shirt originating from Latin America, particularly Cuba and Mexico, characterized by its lightweight fabric, short sleeves, and distinctive pleated front panels with decorative embroidery or stitching. This garment typically features four pockets on the front and is designed to be worn untucked as formal or semi-formal attire in tropical climates. The guayabera represents an elegant alternative to traditional suits in hot weather, combining comfort with sophistication. The shirt has become a symbol of Latin American culture and is often worn at weddings, business meetings, and formal events in tropical regions.",noun,gwah-yah-BAIR-ah,"From Spanish, possibly named after the Yayabo River in Cuba or related to ""guayaba"" (guava).",Spanish (Cuban/Mexican),"For the beach wedding ceremony, the groom chose an elegant white _______ instead of a traditional suit jacket.","Remember ""GUAYABERA"" - GUAYa (guava) + BERA (wear it), a traditional shirt from guava-growing regions that's elegant to wear.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gubernatorial,"Gubernatorial refers to matters concerning the office, election, duties, or authority of a state governor in American politics. This adjective describes anything related to gubernatorial campaigns, gubernatorial powers, gubernatorial appointments, or other aspects of state-level executive leadership. The term is commonly used in political reporting and analysis when discussing state government leadership, election cycles, policy initiatives led by governors, or the administrative functions of state executive branches. Gubernatorial authority typically includes signing or vetoing legislation, appointing officials, and serving as the chief executive of state government.",adjective,goo-ber-nuh-TOR-ee-uhl,"From Latin ""gubernator"" meaning ""governor, helmsman"" + ""-ial"" suffix meaning ""relating to.""",Latin,The _______ race attracted national attention as both candidates proposed dramatically different approaches to state economic policy.,"Remember ""GUBERNATORIAL"" - GUBERnator (governor) + ORIAL (relating to), relating to the governor and governorship.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gudgeon,"Gudgeon has several meanings: it refers to a small freshwater fish found in European rivers and streams, valued as bait for larger fish and sometimes kept in aquariums. In mechanical contexts, a gudgeon is a pivot or journal around which something rotates, such as the pin that connects a piston to a connecting rod in engines. The term can also describe a person who is easily deceived or cheated, similar to calling someone gullible. Additionally, gudgeon refers to the socket part of a hinge that receives the pin. All meanings share the concept of something that serves as a connection point or is easily caught/manipulated.",noun,GUJ-uhn,"From Old French ""goujon,"" possibly from Latin ""gobio"" meaning ""goby"" (a type of fish).","Old French, Latin",The angler used a small _______ as live bait to catch larger pike in the river.,"Remember ""GUDGEON"" - GUD (good) + GEON (like pigeon), a good small fish used for bait, or someone gullible like a pigeon.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guerilla,"Guerilla (variant spelling of guerrilla) refers to a member of an irregular military force that uses unconventional warfare tactics such as ambushes, sabotage, and hit-and-run attacks against a larger, more conventional army. Guerilla warfare typically involves small, mobile units operating in familiar territory, using stealth and local knowledge to harass enemy forces while avoiding direct confrontation. This form of warfare has been used throughout history by smaller forces fighting against occupying armies or established governments. The term can also describe any similar unconventional or insurgent approach to conflict or competition.","noun, adjective",guh-RIL-uh,"From Spanish ""guerrilla,"" diminutive of ""guerra"" meaning ""war,"" literally ""little war.""",Spanish,The _______ fighters used their knowledge of the mountain terrain to launch surprise attacks against the occupying forces.,"Remember ""GUERILLA"" - GUErra (war) + RILLa (little), little war tactics using unconventional fighting methods.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guerite,"Guerite is a small sentry box or watchtower, typically projecting from the corner of a fortification, castle wall, or other defensive structure. These architectural features provided protected vantage points for guards or sentries to observe approaching threats while remaining sheltered from enemy fire. Guerites were commonly used in medieval and renaissance fortifications, designed to maximize visibility while minimizing exposure to attack. The term can also refer to similar small, enclosed observation posts or guard booths used for security purposes. These structures represent practical military architecture focused on surveillance and defense.",noun,geh-REET,"From French ""guérite,"" from ""guérir"" meaning ""to watch, guard,"" from Germanic origins.","French, Germanic",The castle's corner _______ provided the watchman with a perfect view of the valley while keeping him protected from arrows.,"Remember ""GUERITE"" - GUERd (guard) + ITE (small place), a small place where guards watch and protect from.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gueritegallivat,"This appears to be a combined word error where ""guerite"" (a small sentry box or watchtower) has been incorrectly merged with ""gallivat"" (a type of small, fast sailing vessel used historically in the Indian Ocean). A guerite is a protective structure for guards or sentries, while a gallivat is a historical type of sailing ship. This combination likely resulted from a PDF parsing error where two separate words were inadvertently joined together. The correct terms would be ""guerite"" referring to the guard tower structure, and ""gallivat"" referring to the historical sailing vessel.",combined word error,geh-REET-GAL-i-vat,"Error: ""guerite"" (French ""guérite"") + ""gallivat"" (possibly from Portuguese or Indian languages)",Combined word error,"This appears to be a PDF parsing error combining ""guerite"" and ""gallivat"" - the _______ should be treated as two separate words.","Remember ""GUERITEGALLIVAT"" - this is a combined word error, separate into GUERITE (guard tower) + GALLIVAT (historical sailing ship).",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guerrilla,"Guerrilla refers to a member of an irregular military force that uses unconventional warfare tactics such as ambushes, sabotage, raids, and hit-and-run attacks against a larger, more conventional army. Guerrilla warfare typically involves small, mobile units operating in familiar territory, using stealth, surprise, and local knowledge to harass enemy forces while avoiding direct confrontation. This form of warfare has been used throughout history by resistance movements, independence fighters, and smaller forces fighting against occupying armies or established governments. The term can also describe any unconventional or insurgent approach to conflict, business, or competition.","noun, adjective",guh-RIL-uh,"From Spanish ""guerrilla,"" diminutive of ""guerra"" meaning ""war,"" literally ""little war.""",Spanish,The resistance movement used _______ tactics to disrupt supply lines and avoid direct confrontation with the superior enemy forces.,"Remember ""GUERRILLA"" - GUErra (war) + RILLA (little), using little war tactics instead of big conventional battles.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guess,"Guess means to form an opinion or estimate about something without having definite knowledge or evidence, or to attempt to answer or solve something through conjecture rather than certainty. As a noun, a guess is the estimate or opinion formed through this process. Guessing involves making judgments based on incomplete information, intuition, or probability rather than facts or proof. The accuracy of guesses can vary widely, from educated guesses based on experience and partial knowledge to random guesses with little basis. Guessing is a common human cognitive process used when facing uncertainty.","verb, noun",GES,"From Middle English ""gessen,"" possibly from Old Norse ""geta"" meaning ""to get, obtain.""","Middle English, Old Norse","Without access to the internet, she could only _______ at the population of the remote island nation.","Remember ""GUESS"" - GUEssing without certainty, giving your best GUEss when you don't know for Sure.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
gueule,"Gueule is a French word meaning ""mouth"" or ""maw,"" particularly when referring to the mouth of an animal or used in a coarse, informal way when referring to human faces or mouths. In heraldry, ""gueules"" refers to the color red. The word can appear in English contexts when discussing French cuisine (such as ""gueule de loup"" - wolf's mouth, a type of dish), French slang expressions, or heraldic terminology. In casual French usage, the word has a somewhat crude connotation compared to more polite terms for mouth, similar to saying ""mug"" or ""trap"" in English when referring to someone's face or mouth.",noun (French),GEUL,"From Old French ""goule,"" from Latin ""gula"" meaning ""throat, gullet.""","French, Latin","The heraldic shield displayed lions with red _______, indicating their fierce and noble nature in medieval symbolism.","Remember ""GUEULE"" - GUy's ULtra Expression, like a guy's mouth or facial expression, especially when used informally.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guffaw,"Guffaw is a loud, hearty burst of laughter, typically characterized by its boisterous, unrestrained nature. This type of laughter is often spontaneous and indicates genuine amusement or hilarity. A guffaw is louder and more robust than a chuckle or giggle, expressing strong emotional response to something funny. The sound is often described as deep, booming, or explosive, and may be considered somewhat crude or unrefined in formal settings. Guffaws often occur in response to particularly amusing jokes, situations, or unexpected events that strike people as extremely funny.","noun, verb",guh-FAW,"Probably imitative of the sound of loud laughter, first recorded in English in the 18th century.",English (imitative),The comedian's unexpected punchline caused the entire audience to erupt in a loud _______ of appreciation.,"Remember ""GUFFAW"" - GUt-busting Fun + AWesome laughter, gut-busting fun that produces awesome loud laughter.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
guichet,"Guichet is a French term referring to a small window or opening, typically with a grille or protective barrier, used for conducting business transactions, such as at banks, ticket offices, or government bureaus. In English contexts, the word appears when describing French architectural features or administrative systems. A guichet provides security while allowing communication and document exchange between customers and service providers. The term can also refer to the booth or station where such transactions take place. This architectural feature is common in French public buildings, banks, and offices where security and controlled access are important.",noun (French),gee-SHEH,"From Old French ""guichet,"" possibly from Germanic origins related to ""wicket.""","French, Germanic","At the French post office, customers purchased stamps and mailed packages through the secure _______ window.","Remember ""GUICHET"" - GUIded transaCtion winHET (window), a guided transaction window for secure business dealings.",0.5,0.5,0.5,0.5,,Claude,Claude,Claude,Claude,Claude,,,,,,,
