word,pronunciation,definition,example_sentence,etymology,etymology_source,memory_tip,phonetic_transparency,frequency,morphological_complexity,etymology_complexity,overall_difficulty_score,difficulty_level
versailles,/vərˈsaɪ/,"Versailles refers to the magnificent palace and gardens located near Paris, France, which served as the principal residence of French royalty from Louis XIV until the French Revolution. The Palace of Versailles is renowned for its opulent architecture, extensive gardens, and historical significance. It was the center of political power in France for over a century and is now a UNESCO World Heritage site and major tourist attraction.",The splendor of _____ with its Hall of Mirrors and elaborate gardens amazed visitors from around the world.,"From French ""Versailles,"" possibly from Latin ""versare"" meaning ""to turn, till,"" referring to the agricultural land that was turned into the palace grounds.",Claude,"Think ""VERSE + AILLES"" - Versailles is where royal verse and poetry were recited in magnificent halls.",2,3,2,3,2.5,Intermediate
versatile,/ˈvɜːrsətaɪl/,"Versatile means able to adapt or be adapted to many different functions or activities; having many different skills or abilities. A versatile person can handle various tasks effectively, while a versatile tool can be used for multiple purposes. The word suggests flexibility, adaptability, and broad competence. Versatility is valued in both people and objects for its practical benefits and efficiency.","The _____ actor could perform equally well in comedy, drama, and musical theater.","From Latin ""versatilis,"" from ""vertere"" meaning ""to turn."" Originally meant ""able to turn,"" later ""able to turn to various tasks.""",Claude,"Think ""VERSE + TILE"" - a versatile person can turn like a tile to face any direction or challenge.",3,4,3,3,3.2,Advanced
versiera,/vərˈsɪərə/,"Versiera, also known as the ""Witch of Agnesi,"" is a mathematical curve studied in calculus and analytical geometry. Named after Maria Gaetana Agnesi, an 18th-century Italian mathematician, this cubic curve has important applications in physics and engineering. The curve resembles a bell shape and appears in various mathematical contexts, including probability distributions and signal processing. The name ""versiera"" comes from an Italian word meaning ""to turn.""",The calculus student learned to derive the equation for the _____ curve in her advanced mathematics course.,"From Italian ""versiera,"" from Latin ""vertere"" meaning ""to turn."" Later associated with ""avversiera"" (she who turns away), mistranslated as ""witch.""",Claude,"Think ""VERSE + ERA"" - the versiera curve represents an era of mathematical verse and poetry in curves.",3,1,3,4,2.8,Intermediate
version,/ˈvɜːrʒən/,"Version refers to a particular form or variant of something that differs in certain respects from other forms of the same thing. It can describe different editions of books, software releases, interpretations of events, or adaptations of stories. Versions allow for modifications, improvements, or different perspectives while maintaining a connection to the original. The word implies both similarity to and difference from other iterations.",Each witness gave a different _____ of what happened during the accident.,"From Latin ""versio,"" from ""vertere"" meaning ""to turn."" Originally meant ""a turning,"" later ""a translation or adaptation.""",Claude,"Think ""VERSE + ION"" - a version is like a verse with an ion of change that makes it different from the original.",3,5,2,3,3.2,Advanced
vertebral,/ˈvɜːrtəbrəl/,"Vertebral relates to or affecting the vertebrae, the individual bones that make up the spinal column. This anatomical term describes structures, conditions, or procedures involving the spine. Vertebral health is crucial for posture, movement, and protection of the spinal cord. Medical conditions like vertebral fractures or disc problems can significantly impact mobility and quality of life.",The MRI showed a _____ compression fracture that was causing the patient's back pain.,"From ""vertebra"" + ""-al."" ""Vertebra"" comes from Latin ""vertebra,"" from ""vertere"" meaning ""to turn,"" referring to the joints that allow turning.",Claude,"Think ""VERT (vertical) + BRAL"" - vertebral relates to the vertical backbone that keeps you upright.",3,2,3,3,2.8,Intermediate
vertebrates,/ˈvɜːrtəbrəts/,"Vertebrates are animals that possess a backbone or spinal column, including mammals, birds, reptiles, amphibians, and fish. This major group of animals is characterized by having a segmented vertebral column that protects the spinal cord and provides structural support. Vertebrates also typically have a well-developed brain, paired sense organs, and an internal skeleton. This classification distinguishes them from invertebrates, which lack a backbone.","The biology class studied various _____, from tiny fish to large mammals like elephants.","Plural of ""vertebrate,"" from Latin ""vertebratus,"" from ""vertebra"" (joint), from ""vertere"" (to turn). Refers to animals with jointed backbones.",Claude,"Think ""VERT (vertical) + BRATES"" - vertebrates are animals that celebrate having vertical backbones.",3,3,3,3,3.0,Intermediate
vertere,/ˈvɜːrtəri/,"Vertere is a Latin verb meaning ""to turn"" or ""to change direction."" This root word appears in many English derivatives including ""convert,"" ""revert,"" ""invert,"" and ""versatile."" In Latin grammar and classical studies, vertere represents the concept of turning or transformation. Understanding this root helps decode the meanings of numerous English words that incorporate the idea of turning or changing.",Students of Latin learned that _____ is the root of many English words related to turning and changing.,"From Latin ""vertere"" meaning ""to turn, rotate, change."" This is the original Latin infinitive form of the verb.",Claude,"Think ""VERT (vertical) + ERE (era)"" - vertere represents an era of vertical turning and rotation.",3,1,2,4,2.5,Intermediate
vertical,/ˈvɜːrtɪkəl/,"Vertical means perpendicular to the horizontal plane; standing upright or extending straight up and down. In geometry and physics, vertical lines or planes are at right angles to the ground or horizon. The term can describe physical orientation, organizational structures (vertical integration), or abstract concepts (vertical thinking). Vertical positioning is fundamental to architecture, engineering, and spatial relationships.",The architect designed the building with strong _____ lines that emphasized its height.,"From Latin ""verticalis,"" from ""vertex"" meaning ""top, summit,"" from ""vertere"" (to turn). Refers to the highest turning point.",Claude,"Think ""VERT (turn) + ICAL"" - vertical is the turning point from horizontal to upright position.",3,4,3,3,3.2,Advanced
vertigo,/ˈvɜːrtɪɡoʊ/,"Vertigo is a sensation of spinning or dizziness, often accompanied by nausea and loss of balance. This condition can result from inner ear problems, neurological issues, or other medical causes. Vertigo makes people feel as though they or their surroundings are rotating when they're actually stationary. The condition can range from mild discomfort to severe disability and may require medical treatment.",The patient experienced severe _____ that made it difficult to walk or stand without falling.,"From Latin ""vertigo,"" from ""vertere"" meaning ""to turn."" Literally refers to the turning sensation experienced during dizziness.",Claude,"Think ""VERT (turn) + IGO"" - vertigo makes you feel like everything is turning and you want to go (escape) the spinning.",3,3,3,3,3.0,Intermediate
vervain,/ˈvɜːrveɪn/,"Vervain is a plant genus that includes many species of flowering herbs, some of which have been used in traditional medicine and folk magic. These plants typically have small flowers arranged in spikes and are found worldwide. Historically, vervain was considered sacred by various cultures and was used in religious ceremonies and herbal remedies. Some species are still used in modern herbal medicine for their purported calming properties.",The herbalist recommended _____ tea for its traditional use in promoting relaxation and sleep.,"From Old French ""verveine,"" from Latin ""verbena,"" referring to sacred plants used in religious ceremonies. Related to ""verbum"" (word).",Claude,"Think ""VER (very) + VAIN"" - vervain was considered very powerful, not vain or useless, in ancient ceremonies.",3,1,2,3,2.2,Intermediate
verve,/vɜːrv/,"Verve refers to vigor, enthusiasm, and liveliness, especially in artistic expression or performance. It describes the spirited energy and passion that someone brings to their work or activities. Verve suggests not just energy but a particular style and flair that makes performance compelling and engaging. The word is often used to describe artistic, musical, or literary work that displays exceptional vitality and enthusiasm.",The jazz musician played with such _____ that the entire audience was captivated by his performance.,"From French ""verve,"" originally meaning ""fantasy, caprice,"" possibly from Latin ""verbum"" (word), referring to inspired speech or expression.",Claude,"Think ""VER (very) + VE (vivacious)"" - verve is being very vivacious and full of spirited energy.",4,2,1,3,2.5,Intermediate
vespertine,/ˈvɛspərˌtaɪn/,"Vespertine means relating to, occurring in, or active during the evening. This term is used in biology to describe animals that are most active at dusk, and in botany for flowers that open or are most fragrant in the evening. Vespertine can also describe human activities or atmospheric conditions associated with evening time. The word evokes the transitional period between day and night.",The garden was planted with _____ flowers that released their fragrance as the sun set.,"From Latin ""vespertinus,"" from ""vesper"" meaning ""evening star, evening."" Related to ""vespers"" (evening prayers).",Claude,"Think ""VESPER (evening) + TINE"" - vespertine is when evening time arrives and things become active.",2,1,3,3,2.2,Intermediate
vestibule,/ˈvɛstəˌbjul/,"A vestibule is an entrance hall or lobby of a building, serving as a transitional space between the exterior and interior. Vestibules often provide a buffer zone that helps with climate control and security. In anatomy, vestibule refers to various cavity-like structures in the body, such as in the inner ear or female reproductive system. The architectural term emphasizes the function of welcoming and transition.",Guests waited in the elegant _____ before being escorted into the main reception hall.,"From Latin ""vestibulum,"" possibly from ""vestis"" (clothing) + a suffix, originally referring to a place where outer garments were left.",Claude,"Think ""VEST + BULE"" - a vestibule is where you remove your vest (outer clothing) before entering.",3,2,3,3,2.8,Intermediate
vestigial,/vɛˈstɪdʒiəl/,"Vestigial describes something that exists as a remnant or trace of something that was once more fully developed or important. In biology, vestigial organs are structures that have lost their original function through evolution, such as the human appendix or tailbone. The term can also apply to customs, institutions, or practices that persist despite having lost their original purpose or relevance.",The whale's _____ hind limb bones provide evidence of its evolutionary transition from land to sea.,"From Latin ""vestigium"" meaning ""footprint, trace"" + ""-al."" Refers to traces or remnants of what once existed.",Claude,"Think ""VESTIGE + IAL"" - vestigial things are vestiges (traces) of what they once were.",3,2,4,3,3.0,Intermediate
vestments,/ˈvɛstmənts/,"Vestments are ceremonial robes or clothing worn by clergy during religious services, particularly in Christian churches. These garments often have symbolic meanings and are specific to different ranks, seasons, or types of services. Vestments can include items like chasubles, stoles, albs, and mitres. The tradition of special religious clothing dates back centuries and varies among different denominations and liturgical traditions.",The priest donned his elaborate _____ before conducting the Easter Sunday service.,"From Latin ""vestimentum,"" from ""vestire"" meaning ""to clothe."" Related to ""vest"" and ""vestiture.""",Claude,"Think ""VEST + MENTS"" - vestments are special vests and garments worn for religious ceremonies.",3,2,3,3,2.8,Intermediate
vesuvian,/vəˈsuviən/,"Vesuvian refers to anything related to Mount Vesuvius, the famous volcano near Naples, Italy, known for its devastating eruption in 79 AD that destroyed Pompeii and Herculaneum. The term can describe volcanic rocks, minerals, or phenomena associated with this particular volcano. Vesuvian can also refer to the mineral vesuvianite, which was first found in the volcanic rocks of Mount Vesuvius.",The geologist studied _____ rock samples to understand the volcano's eruptive history.,"From ""Vesuvius"" + ""-an."" Named after Mount Vesuvius, the Italian volcano famous for its historical eruptions.",Claude,"Think ""VESUVIUS + AN"" - vesuvian relates to Mount Vesuvius, an explosive volcano.",3,1,3,3,2.5,Intermediate
veteran,/ˈvɛtərən/,"A veteran is someone who has long experience in a particular field or activity, especially a former member of the armed forces. Veterans have gained expertise and wisdom through extensive practice or service. In military contexts, veterans are those who have served in active duty and may have combat experience. The term can also apply to anyone with extensive experience in their profession or area of expertise.",The _____ teacher shared her decades of classroom experience with the new faculty members.,"From Latin ""veteranus,"" from ""vetus"" meaning ""old."" Originally referred to old, experienced soldiers.",Claude,"Think ""VET (animal doctor) + ERAN (era)"" - a veteran has been through many eras and has veterinary-like care for their expertise.",3,4,3,3,3.2,Advanced
veterinarian,/ˌvɛtərəˈnɛriən/,"A veterinarian is a medical professional who diagnoses, treats, and prevents diseases and injuries in animals. Veterinarians care for pets, livestock, zoo animals, and wildlife, providing services from routine checkups to complex surgeries. They must complete extensive education in animal anatomy, physiology, pharmacology, and medical procedures. Veterinarians play crucial roles in animal welfare, public health, and food safety.",The _____ performed emergency surgery to save the injured dog's life.,"From Latin ""veterinarius,"" from ""veterinae"" (beasts of burden), from ""vetus"" (old). Originally meant ""one who treats old animals.""",Claude,"Think ""VETERAN + ARIAN"" - a veterinarian is a veteran professional who advocates for animal health.",3,4,5,3,3.8,Advanced
vetiver,/ˈvɛtɪvər/,"Vetiver is a tropical grass known for its fragrant roots, which are used to produce essential oil for perfumes, aromatherapy, and traditional medicine. The plant is also valued for soil conservation because its deep root system prevents erosion and improves soil structure. Vetiver oil has a distinctive earthy, woody scent and is considered a base note in perfumery. The grass is cultivated in many tropical and subtropical regions.","The perfumer used _____ oil to create a sophisticated, earthy fragrance with lasting power.","From Tamil ""vettiver,"" the plant's name in its native region. The word entered English through colonial botanical terminology.",Claude,"Think ""VET (veteran) + IVER"" - vetiver is a veteran plant that's been used for centuries across many cultures.",3,1,3,3,2.5,Intermediate
vetoed,/ˈviːtoʊd/,"Vetoed is the past tense of veto, meaning to reject or prohibit a proposal, decision, or law. In government, a veto is the power of an executive to reject legislation passed by a legislature. Someone who vetoed something used their authority to prevent it from being implemented or approved. The action represents the exercise of power to block or refuse something.","The governor _____ the controversial bill, preventing it from becoming law.","Past tense of ""veto,"" from Latin ""veto"" meaning ""I forbid,"" from ""vetare"" (to forbid). Originally used by Roman tribunes.",Claude,"Think ""VET (veterinarian) + OED"" - like a vet might refuse to treat a dangerous animal, someone vetoed a dangerous proposal.",3,3,2,3,2.8,Intermediate
vexatious,/vɛkˈseɪʃəs/,"Vexatious means causing or tending to cause annoyance, frustration, or worry; deliberately troublesome or harassing. In legal contexts, vexatious litigation refers to lawsuits filed primarily to harass or annoy the defendant rather than to resolve legitimate disputes. Something vexatious creates difficulty or distress through persistent irritation. The word suggests deliberate or repeated troublemaking.",The _____ neighbor repeatedly filed frivolous complaints with the homeowners association.,"From Latin ""vexatiosus,"" from ""vexare"" meaning ""to shake, disturb, harass."" Related to ""vex"" and ""vexation.""",Claude,"Think ""VEX + IOUS"" - vexatious behavior is full of vexing (annoying) actions that cause irritation.",3,2,4,3,3.0,Intermediate
vexillologist,/ˌvɛksɪˈlɒlədʒɪst/,"A vexillologist is someone who studies flags, including their history, symbolism, design, and usage. This field of study encompasses national flags, military colors, maritime signals, and other banner-like symbols. Vexillologists examine the cultural, political, and artistic significance of flags throughout history. They may work in museums, academic institutions, or as independent researchers contributing to our understanding of symbolic representation.",The _____ could identify the historical significance and proper protocol for displaying dozens of different national flags.,"From Latin ""vexillum"" (flag, banner) + Greek ""-logos"" (study) + ""-ist"" (one who practices). Literally means ""one who studies flags.""",Claude,"Think ""VEX (annoy) + ILLOLOGIST"" - a vexillologist never gets vexed when studying the detailed history of flags.",2,1,5,4,3.0,Intermediate
vial,/ˈvaɪəl/,"A vial is a small container, typically made of glass, used for holding liquids, especially medicines, perfumes, or scientific samples. Vials are designed to safely store and preserve their contents, often with tight-fitting caps or stoppers. They come in various sizes and are commonly used in laboratories, pharmacies, and medical settings. The small size makes vials convenient for precise measurements and storage of valuable substances.",The chemist carefully measured the precious solution into a small glass _____.,"From Old French ""fiole,"" from Latin ""phiala,"" from Greek ""phialē"" meaning ""shallow bowl."" The meaning evolved to small containers.",Claude,"Think ""V (very) + IAL (small)"" - a vial is a very small container for liquids.",3,2,1,3,2.2,Intermediate
viaticum,/vaɪˈætɪkəm/,"Viaticum originally referred to provisions or money for a journey, but in Christian contexts, it specifically means the Eucharist given to someone who is dying or in danger of death. This sacrament provides spiritual nourishment for the final journey from life to death. Viaticum is considered one of the last rites in Catholic tradition. The word emphasizes the concept of spiritual preparation for the ultimate journey.","The priest administered _____ to the dying patient, offering comfort and spiritual strength.","From Latin ""viaticum,"" from ""viaticus"" meaning ""of a journey,"" from ""via"" (way, road). Originally meant travel provisions.",Claude,"Think ""VIA (way) + TICUM"" - viaticum provides the way for the spiritual journey from life to death.",2,1,3,4,2.5,Intermediate
vibrant,/ˈvaɪbrənt/,"Vibrant means full of energy and life; bright, striking, and vivid in appearance or character. It can describe colors that are intense and eye-catching, personalities that are energetic and enthusiastic, or communities that are active and thriving. Vibrant suggests dynamic movement, vitality, and the ability to capture attention through intensity and liveliness. The word conveys both visual and emotional impact.","The festival filled the streets with _____ colors, music, and dancing that lasted until dawn.","From Latin ""vibrans,"" present participle of ""vibrare"" meaning ""to shake, vibrate."" The sense of liveliness comes from energetic movement.",Claude,"Think ""VIBRATE + ANT"" - vibrant things vibrate with energy like busy ants full of life.",3,4,2,3,3.0,Intermediate
vicarious,/vaɪˈkɛriəs/,"Vicarious means experienced or felt by watching, hearing about, or reading about someone else rather than by doing something yourself. It describes indirect participation in experiences through another person's actions or feelings. Vicarious experiences allow people to enjoy adventures, emotions, or achievements without direct involvement. The concept is important in psychology, literature, and understanding how people relate to others' experiences.","She lived _____ through her daughter's travels, eagerly reading every email and photo from abroad.","From Latin ""vicarius"" meaning ""substitute, deputy,"" from ""vicis"" (change, turn, place). Originally meant ""taking the place of another.""",Claude,"Think ""VICE (substitute) + ARIOUS"" - vicarious experiences are substitute experiences through someone else.",3,3,4,3,3.2,Advanced
vice,/vaɪs/,"Vice refers to immoral or evil behavior, particularly habits or practices considered morally wrong or degrading. It can also mean a mechanical device with jaws for holding objects firmly while work is done on them. In organizational contexts, vice indicates a deputy or substitute position, as in ""vice president."" The word suggests either moral failing or secondary status.",Gambling became his destructive _____ that eventually led to financial ruin.,"From Latin ""vitium"" meaning ""fault, defect, blemish."" The mechanical meaning comes from ""vis"" (force). The ""deputy"" sense comes from ""vice"" (in place of).",Claude,"Think ""VICE sounds like VISE"" - both grip you tightly, one morally and one mechanically.",4,3,1,3,2.8,Intermediate
vicenary,/ˈvaɪsəˌnɛri/,"Vicenary means relating to or consisting of twenty; based on the number twenty. This term is used in mathematical, historical, or technical contexts where the number twenty has significance. Some ancient counting systems were vicenary, using twenty as a base rather than ten. The word appears in scholarly discussions about numerical systems, historical mathematics, and certain cultural practices involving groups of twenty.",The ancient civilization used a _____ counting system that grouped numbers by twenties rather than tens.,"From Latin ""vicenarius,"" from ""viceni"" meaning ""twenty each,"" from ""viginti"" (twenty). Related to ""vigesimal.""",Claude,"Think ""VICE (twenty) + NARY"" - vicenary relates to the number twenty, like a binary system but with twenty.",3,1,4,4,3.0,Intermediate
viceroy,/ˈvaɪsrɔɪ/,"A viceroy is a ruler who governs a country, province, or colony as the representative of a sovereign or supreme ruler. Viceroys wielded significant power but acted on behalf of a higher authority, typically a monarch. This position was common in colonial empires, where viceroys administered distant territories. The role combined administrative, military, and diplomatic responsibilities while maintaining loyalty to the distant sovereign.","The _____ governed the vast colonial territory with near-absolute power, answering only to the distant emperor.","From French ""vice-roi,"" literally ""vice-king,"" from ""vice"" (in place of) + ""roi"" (king). Indicates a substitute or deputy king.",Claude,"Think ""VICE (substitute) + ROY (royal)"" - a viceroy is a substitute royal ruler in distant lands.",3,2,2,3,2.5,Intermediate
vicinity,/vəˈsɪnəti/,"Vicinity refers to the area near or surrounding a particular place; the neighborhood or immediate surroundings of a location. It indicates proximity without specifying exact distance, suggesting a general area rather than precise boundaries. Vicinity is commonly used in directions, real estate, and describing the location of events or services. The word implies accessibility and reasonable closeness.",Several restaurants and shops were located in the _____ of the hotel.,"From Latin ""vicinitas,"" from ""vicinus"" meaning ""neighboring,"" from ""vicus"" (village, district). Related to ""vicinal"" and ""neighbor.""",Claude,"Think ""VICINITY sounds like VISIT CITY"" - when you visit a city, you explore its vicinity or surrounding areas.",3,3,4,3,3.2,Advanced
vicissitudes,/vɪˈsɪsəˌtudz/,"Vicissitudes are the natural changes and variations that occur in life or in any process; alternating changes between opposite or contrasting conditions. The word often refers to the ups and downs of fortune, success and failure, joy and sorrow that characterize human experience. Vicissitudes suggest that change is inevitable and that both good and bad times are temporary. The term implies acceptance of life's inherent variability.","Despite the _____ of business cycles, the company maintained steady growth over two decades.","From Latin ""vicissitudo,"" from ""vicissim"" meaning ""in turn,"" from ""vicis"" (change, turn). Emphasizes alternating changes.",Claude,"Think ""VICE (change) + ATTITUDES"" - vicissitudes are the changing attitudes and circumstances of life.",2,2,5,4,3.2,Advanced
victimology,/ˌvɪktɪˈmɒlədʒi/,"Victimology is the study of victims of crime and the psychological effects of being victimized. This field examines patterns of victimization, victim-offender relationships, and the impact of crime on individuals and communities. Victimologists study risk factors, recovery processes, and methods to prevent victimization. The discipline contributes to criminal justice policy, victim services, and understanding of criminal behavior.",The professor's research in _____ helped improve support services for crime victims.,"From ""victim"" + Greek ""-logia"" (study of). ""Victim"" comes from Latin ""victima"" (sacrificial animal). Literally means ""study of victims.""",Claude,"Think ""VICTIM + OLOGY"" - victimology is the -ology (study) of victims and their experiences.",4,1,5,3,3.2,Advanced
victorian,/vɪkˈtɔːriən/,"Victorian refers to the period of Queen Victoria's reign (1837-1901) or the distinctive characteristics of that era, including its social attitudes, architecture, literature, and design styles. Victorian culture emphasized moral propriety, family values, and social hierarchies. The term can describe ornate architectural styles, conservative social attitudes, or the literature and arts of the period. Victorian implies both elegance and strict social conventions.",The _____ house featured elaborate woodwork and the formal parlor typical of 19th-century middle-class homes.,"From ""Victoria"" + ""-an,"" referring to Queen Victoria of Great Britain who ruled from 1837 to 1901.",Claude,"Think ""VICTORY + AN"" - Victorian relates to Queen Victoria's era of British victory and prosperity.",3,3,3,2,2.8,Intermediate
vide,/ˈvaɪdi/,"Vide is a Latin term meaning ""see"" or ""refer to,"" commonly used in academic and legal writing to direct readers to another source, page, or section for additional information. It's often abbreviated as ""v."" or appears in phrases like ""vide infra"" (see below) or ""vide supra"" (see above). The term serves as a cross-reference tool in scholarly writing and formal documents.","For more detailed analysis of this phenomenon, _____ Chapter 3, pages 45-52.","From Latin ""vide,"" imperative form of ""videre"" meaning ""to see."" Used in academic Latin as a direction to look elsewhere.",Claude,"Think ""VIDE sounds like VIDEO"" - both involve seeing, one directs you to see another source.",3,1,1,3,2.0,Elementary
video,/ˈvɪdioʊ/,"Video refers to the recording, reproduction, or transmission of moving visual images, typically with accompanying sound. It encompasses various technologies from analog tape to digital formats and streaming. Video can be used for entertainment, education, communication, surveillance, and artistic expression. The medium has revolutionized how information is shared and consumed, becoming integral to modern communication and media.",The marketing team created a promotional _____ to showcase the new product features.,"From Latin ""video"" meaning ""I see,"" from ""videre"" (to see). The term was adopted for television and recording technology.",Claude,"Think ""VID (see) + EO"" - video lets you see moving images and sounds together.",4,5,2,2,3.2,Advanced
vigil,/ˈvɪdʒəl/,"A vigil is a period of staying awake during normal sleeping hours, typically for prayer, mourning, protest, or keeping watch. Religious vigils often involve prayer and meditation, while secular vigils may commemorate tragic events or support causes. Vigils can be solitary or communal activities and often carry deep emotional or spiritual significance. The practice emphasizes dedication, remembrance, and sustained attention.",The community held a candlelight _____ to honor the victims of the tragedy.,"From Latin ""vigilia"" meaning ""wakefulness, watch,"" from ""vigil"" (awake, watchful), from ""vigere"" (to be lively).",Claude,"Think ""VIG (very) + IL (ill)"" - a vigil is when you stay very awake even if you feel ill from tiredness.",3,3,2,3,2.8,Intermediate
