word,definition,part_of_speech,pronunciation_guide,etymology,language_origins,example_sentence,memory_tip,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,difficulty,definition_source,pronunciation_source,etymology_source,memory_tip_source,example_sentence_source,source_difficulty,years,source_files,is_error,error_message
earnestly,In a serious and sincere manner; with genuine feeling or commitment; showing deep conviction.,adverb,UR-nest-lee (emphasis on first syllable),"From ""earnest"" (from Old English ""eornost"" meaning ""serious"") + ""-ly"" suffix.",Old English,She spoke _____ about the importance of environmental conservation.,"Remember ""EARNEST-ly"" - doing things with an ""earnest"" (serious) attitude, genuinely caring.",10,6,4,3,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
ears,"Plural of ear; the organs of hearing; the ability to perceive or appreciate sounds, especially music.",noun,"EERZ (rhymes with ""years"")","From Old English ""eare,"" plural of ""ear."" Basic anatomical terminology.",Old English,The loud music hurt her _____ at the concert.,"Simple ""EARS"" rhymes with ""years"" - the body parts that help you hear for many years.",10,6,2,3,,Claude,Claude,Claude,Claude,Claude,Two Bee,2023,2023_Words_of_the_Champions.pdf,False,
earth,The planet we live on; soil or ground; the world as opposed to heaven or space.,noun,"URTH (rhymes with ""worth"")","From Old English ""eorþe"" related to Germanic words for ground and soil.",Old English,Astronauts could see the whole _____ from their spacecraft.,"Remember ""EARTH"" rhymes with ""worth"" - our planet is worth protecting and caring for.",10,9,2,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
earthquake,A sudden violent shaking of the ground caused by movement of the earth's crust; a major upheaval or disturbance.,noun,URTH-kwayk (emphasis on first syllable),"From ""earth"" + ""quake"" (shake). Geological terminology for seismic events.",English,The _____ measured 7.2 on the Richter scale and caused significant damage.,"Simple ""EARTH-quake"" - when the ""earth"" ""quakes"" (shakes) violently from underground movement.",8,9,3,6,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
ease,Absence of difficulty or effort; comfort and lack of pain; to make less difficult or troublesome.,"noun, verb","EEZE (rhymes with ""breeze"")","From Old French ""aise"" meaning ""comfort, pleasure."" About lack of difficulty.",Old French,The new software was designed with _____ of use in mind.,"Remember ""EASE"" rhymes with ""breeze"" - both are gentle and make things feel comfortable and easy.",10,9,2,3,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
easily,Without difficulty or effort; in a relaxed and comfortable manner; by far or without doubt.,adverb,EE-zuh-lee (emphasis on first syllable),"From ""easy"" + ""-ly"" suffix. About doing things without difficulty.",English formation,She could _____ solve the math problems that stumped her classmates.,"Remember ""EASY-ly"" - doing things in an ""easy"" manner, without struggle or effort.",10,9,3,3,,Claude,Claude,Claude,Claude,Claude,Two Bee,2023,2023_Words_of_the_Champions.pdf,False,
east,The direction toward the sunrise; one of the four cardinal compass directions; the eastern part of a region.,"noun, adjective, adverb","EEST (rhymes with ""feast"")","From Old English ""ēast"" related to Germanic words for dawn and sunrise.",Old English,The sun rises in the _____ and sets in the west.,"Remember ""EAST"" rhymes with ""feast"" - where the sun brings the ""feast"" of daylight each morning.",10,9,2,3,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
eastern,Located in or relating to the east; coming from the east; characteristic of eastern regions or cultures.,adjective,EE-stern (emphasis on first syllable),"From ""east"" + ""-ern"" suffix. Directional and regional terminology.",English,The _____ coast of the United States faces the Atlantic Ocean.,"Think ""EAST-ern"" - the ""-ern"" suffix shows direction, things relating to the ""east"" side.",10,9,2,3,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
eaten,Past participle of eat; consumed as food; devoured or destroyed by something.,verb,EE-ten (emphasis on first syllable),"From Old English ""etan"" past participle ""eaten."" Basic verb for consuming food.",Old English,All the cookies had been _____ before the guests arrived.,"Remember ""EAT-en"" - the past participle of ""eat,"" showing something was consumed in the past.",10,9,2,3,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
eats,Third person singular of eat; consumes food; informal term for food itself.,"verb, noun","EETS (rhymes with ""beats"")","From ""eat"" + third person singular ""-s."" Basic verb for consuming food.",English,She _____ breakfast at seven o'clock every morning.,"Simple ""EATS"" - what someone does when they consume food, or slang for food itself.",10,9,2,3,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
eavesdrop,To secretly listen to a private conversation; to overhear without the speakers' knowledge.,verb,EEVZ-drop (emphasis on first syllable),"From ""eaves"" (roof edge) + ""drop."" Originally about listening from under the eaves of a house.",English,It's rude to _____ on other people's private conversations.,"Think ""EAVES-drop"" - secretly listening by standing under the ""eaves"" where conversations ""drop"" down.",10,6,3,3,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,False,
ebullience,Cheerful and full of energy; the quality of being enthusiastic and vivacious; exuberant high spirits.,noun,ih-BUL-yens (emphasis on second syllable),"From Latin ""ebullire"" meaning ""to bubble up"" (e- ""out"" + bullire ""to boil""). About bubbling enthusiasm.",Latin,"Her _____ was contagious, making everyone around her feel more cheerful.","Think ""e-BULL-ience"" - enthusiasm that ""bubbles"" up like boiling water, full of energetic spirit.",10,4,3,3,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
eburnean,Made of or resembling ivory; having the color or texture of ivory; white and smooth like elephant tusks.,adjective,eh-BUR-nee-an (emphasis on second syllable),"From Latin ""eburneus"" meaning ""of ivory"" (from ebur ""ivory""). Descriptive terminology.",Latin,The statue's _____ surface gleamed like polished ivory.,"Remember ""e-BURN-ean"" - like ivory that doesn't ""burn,"" smooth and white like elephant tusks.",10,4,3,3,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
ecchymosis,A medical term for bruising; discoloration of the skin due to bleeding underneath from damaged blood vessels.,noun,ek-ih-MOH-sis (emphasis on third syllable),"From Greek ""ekchymosis"" meaning ""extravasation of blood"" (ek- ""out"" + chymos ""juice""). Medical terminology.",Greek,The doctor noted extensive _____ around the injury site.,"Think ""ek-chy-MOSIS"" - ""ek"" (out) blood that creates ""osis"" (condition) of bruising under skin.",8,4,4,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
ecclesiology,"The study of churches, their architecture, decoration, and furnishings; theological study of the Christian church.",noun,eh-klee-zee-OL-uh-jee (emphasis on fourth syllable),"From Greek ""ekklesia"" (church) + ""logos"" (study). Religious and architectural terminology.",Greek,Her doctorate in _____ focused on medieval cathedral construction techniques.,"Remember ""eccles-iology"" - the ""ology"" (study) of ""ecclesia"" (churches) and their design.",10,2,5,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
echelon,A level or rank in an organization or society; a formation of troops or vehicles in parallel rows.,noun,ESH-uh-lon (emphasis on first syllable),"From French ""échelon"" meaning ""rung of a ladder"" (from échelle ""ladder""). Military and organizational terminology.",French,She worked her way up to the highest _____ of corporate management.,"Think ""ECHE-lon"" - like ""echo"" levels, different ranks that echo up the organizational ladder.",8,4,3,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
echidna,A spiny egg-laying mammal native to Australia and New Guinea; also called a spiny anteater.,noun,ih-KID-nah (emphasis on second syllable),"From Greek ""echidna"" meaning ""viper"" (named for its spines). Zoological terminology.",Greek,The _____ is one of only two types of mammals that lay eggs.,"Remember ""e-CHID-na"" - sounds like ""e-KID-na,"" a unique mammal ""kid"" that's spiny like a porcupine.",8,4,3,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
echinoderm,"A marine animal with a hard, spiny skin, such as a starfish, sea urchin, or sea cucumber.",noun,ih-KYE-noh-durm (emphasis on second syllable),"From Greek ""echinos"" (sea urchin, hedgehog) + ""derma"" (skin). Zoological terminology.",Greek,"The tide pool contained several _____ species, including starfish and sea urchins.","Think ""echino-DERM"" - sea animals with ""spiny"" (echino) ""skin"" (derm) like sea urchins.",8,4,4,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
echoed,Past tense of echo; repeated or reflected sound; imitated or repeated someone else's words or actions.,verb,EK-ohd (emphasis on first syllable),"From ""echo"" (from Greek ""ēchō"") + ""-ed"" suffix. About sound reflection and repetition.",Greek,Her words _____ through the empty hallway.,"Remember ""ECHO-ed"" - sounds that bounced back like an ""echo,"" repeated in the past.",8,6,4,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,False,
eclectic,"Selecting ideas, styles, or tastes from various sources; not following one particular style but choosing from many.",adjective,ih-KLEK-tik (emphasis on second syllable),"From Greek ""eklektikos"" meaning ""selective"" (from eklegein ""to select out""). About choosing from variety.",Greek,Her _____ music collection included everything from classical to hip-hop.,"Think ""e-CLEK-tic"" - like ""electric"" variety, choosing and collecting from many different sources.",10,4,5,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
eclipse,An astronomical event where one celestial body obscures another; to overshadow or surpass something.,"noun, verb",ih-KLIPS (emphasis on second syllable),"From Greek ""ekleipsis"" meaning ""abandonment, failing"" (ek- ""out"" + leipein ""to leave""). Astronomical terminology.",Greek,The solar _____ darkened the sky for several minutes.,"Remember ""e-CLIPS"" - when the moon ""clips"" the sun's light, creating an eclipse.",10,6,3,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
economic,Relating to economics or the economy; financially profitable or cost-effective; concerned with material wealth.,adjective,ee-kuh-NOM-ik (emphasis on third syllable),"From Greek ""oikonomikos"" meaning ""of household management"" (oikos ""house"" + nomos ""law"").",Greek,The government implemented new _____ policies to stimulate growth.,"Think ""eco-NOMIC"" - relating to the ""eco"" (economy) and its ""nomic"" (laws/management).",10,9,5,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2024,2024 Words of the Champions.pdf,False,
economy,The system of trade and industry by which the wealth of a country is made and used; careful management of resources.,noun,ih-KON-uh-mee (emphasis on second syllable),"From Greek ""oikonomia"" meaning ""household management"" (oikos ""house"" + nemein ""to manage"").",Greek,The country's _____ grew stronger after the trade agreement.,"Remember ""e-CON-omy"" - the ""con"" (management) of money and resources in a region or country.",10,9,3,6,,Claude,Claude,Claude,Claude,Claude,Two Bee,2023,2023_Words_of_the_Champions.pdf,False,
ecotourism,Tourism directed toward natural environments to support conservation efforts and observe wildlife responsibly.,noun,EE-koh-toor-izm (emphasis on first syllable),"From ""eco-"" (ecological) + ""tourism."" Modern term for environmentally conscious travel.",English (modern formation),The national park promotes _____ to protect endangered species while educating visitors.,"Simple ""ECO-tourism"" - ""eco"" (environmental) ""tourism"" that protects nature while traveling.",10,4,5,6,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
ecstatic,Feeling or expressing overwhelming happiness or joyful excitement; in a state of ecstasy.,adjective,ik-STAT-ik (emphasis on second syllable),"From Greek ""ekstatikos"" meaning ""causing to stand outside oneself"" (ek- ""out"" + stasis ""standing"").",Greek,She was _____ when she learned she had won the scholarship.,"Think ""ek-STAT-ic"" - so happy you're ""statically"" charged with joy, ""ecstatic"" with excitement.",10,6,5,6,,Claude,Claude,Claude,Claude,Claude,One Bee,2020,2020 Words_of_the_Champions.pdf,False,
ecstaticcinnamon,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,One Bee; Two Bee,2021; 2022; 2023,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,True,"Combined word error: ""ecstaticcinnamon"" appears to be ""ecstatic"" + ""cinnamon"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
ection,"A suffix meaning ""the action or process of""; appears in words like ""selection,"" ""protection,"" ""infection.""",suffix,EK-shun,"From Latin ""-ectio"" meaning ""action, process."" Grammatical suffix for forming nouns.",Latin,The suffix _____ turns verbs into nouns showing the action or process.,"Remember ""ECtion"" - a suffix that shows ""action"" in words like ""selection"" and ""protection.""",10,7,5,6,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,False,
ectoplasm,"In spiritualism, a supernatural substance supposedly exuded by mediums; in biology, the outer layer of cell cytoplasm.",noun,EK-toh-plazm (emphasis on first syllable),"From Greek ""ektos"" (outside) + ""plasma"" (something formed). Spiritual and biological terminology.",Greek,The medium claimed to produce _____ during the séance.,"Think ""ECTO-plasm"" - ""ecto"" (outside) ""plasm"" (substance), mysterious matter from outside the body.",10,4,5,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
ectoplasmolfactory,,,,,,,,0,0,0,0,,Claude,Claude,Claude,Claude,Claude,One Bee,2021,2021_Printable_Words of the Champions.pdf,True,"Combined word error: ""ectoplasmolfactory"" appears to be ""ectoplasm"" + ""olfactory"" merged together. This is likely a PDF parsing error where two separate words were incorrectly combined."
ecuador,"A country in South America, located on the equator between Colombia and Peru; named for its position on the equator.",noun (proper),EK-wah-dor (emphasis on first syllable),"From Spanish ""Ecuador"" meaning ""equator."" Geographic proper noun.",Spanish,The Galápagos Islands belong to _____ and are famous for their unique wildlife.,"Remember ""EQUAdor"" - the country named for the ""equator"" line that runs through it.",10,4,3,6,,Claude,Claude,Claude,Claude,Claude,Three Bee,2025,2025 Words of Champion _1_.pdf,False,
eczema,"A skin condition causing itchy, inflamed patches; atopic dermatitis characterized by dry, red, and irritated skin.",noun,EK-zuh-mah (emphasis on first syllable),"From Greek ""ekzema"" meaning ""to boil over"" (ek- ""out"" + zein ""to boil""). Medical terminology.",Greek,The dermatologist prescribed a cream to treat her _____.,"Think ""EK-zema"" - skin that looks like it's ""seeping"" or irritated, red and inflamed patches.",10,7,3,6,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,False,
edamame,"Young soybeans served in the pod, typically boiled and salted; a popular Japanese appetizer and healthy snack.",noun,eh-dah-MAH-may (emphasis on third syllable),"From Japanese ""edamame"" meaning ""branch bean"" (eda ""branch"" + mame ""bean""). Culinary terminology.",Japanese,The sushi restaurant served complimentary _____ while we waited for our order.,"Remember ""eh-da-MAH-me"" - Japanese beans you eat by saying ""eh, da!"" as you pop them in your mouth.",10,4,2,3,,Claude,Claude,Claude,Claude,Claude,One Bee; Three Bee; Two Bee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,False,
